"Gene_Symbols","p_cogdx","p_ceradsc","p_braak","acrophase_cog1","acrophase_cog2","acrophase_cog4","acrophase_cog5","acrophase_cerad1to2","acrophase_cerad3to5","acrophase_braak0to3","acrophase_braak3to5","acrophase_braak5to7","amplitude_cog1","amplitude_cog2","amplitude_cog4","amplitude_cog5","amplitude_cerad1to2","amplitude_cerad3to5","amplitude_braak0to3","amplitude_braak3to5","amplitude_braak5to7","BHQ_cogdx","Bonf_cogdx","BHQ_cerad","Bonf_cerad","BHQ_braak","Bonf_braak"
"SAMD11","0.481492012747961","0.319217585424433","0.00956606835942012","0.744892841084054","1.22975491260783","1.66904301891621","0.643923636691917","1.42964185110437","0.846702747257582","0.332799503023808","0.951219335545927","1.79980425236973","0.130223774179317","0.136267761222232","0.183673610245305","0.0647334475161352","0.155604579207563","0.111763984092964","0.163619268303154","0.11117509998175","0.270659569905178",0.822555741646792,1,0.792112031328073,1,0.786429737331798,1
"KLHL17","0.257133006815857","0.0753545347964344","0.0448751700319795","1.17214749891217","1.78245461706273","1.68284136949459","1.93240513009595","1.64845200931371","1.23947589739183","1.83957755870545","1.36042787230715","1.79579790774294","0.943024318773428","0.770104360495433","1.45553723343581","1.18151050082551","1.26668680266018","0.693591108181123","0.313324898499339","1.00943891350451","1.58675330519552",0.705556027330526,1,0.456057916064426,1,0.786429737331798,1
"HES4","0.185763649030275","0.230676264028643","0.310026056859952","3.91871735707251","4.01668616840557","4.31762844885506","3.42515565726032","4.21077170730075","3.91160202922039","3.66661788608062","4.12304336398177","4.32160359485542","4.40078357464091","6.30145291987558","5.17275276890308","2.72723367054711","4.52143985447742","5.21843646279244","5.34141495209616","5.12494469365973","4.61598220916696",0.624948853208641,1,0.70541184177719,1,0.850263992923984,1
"ISG15","0.383456122597306","0.387454304220659","0.524278498193459","2.92920682002105","3.07651821086173","2.9107670400636","2.54931915234861","3.13751802347946","2.77251964284159","2.55106864547728","2.91413730107762","3.64155584744648","1.14541246669128","2.2545808215491","0.676223343598895","0.764969382526692","0.982069360853625","1.58500529244426","1.46908596846401","1.1903003469545","1.42959842937967",0.772202895923115,1,0.826936930624419,1,0.874076071842381,1
"B3GALT6","0.085623709224669","0.0652395644398751","0.423279753563218","3.35080746346855","3.11928750115819","3.22167293834091","3.56460980867932","3.25604991898275","3.18675113624945","3.41759074505104","3.18583161869098","3.26289211508138","1.77586601154795","2.07348896482248","1.61208975374053","0.930244435128237","1.57829576285664","1.99745050525608","1.95718145246462","1.72036826662411","1.66111451951163",0.428749457665,1,0.425712768231119,1,0.87175948963028,1
"CPTP","0.179915949468433","0.10742312861556","0.0991467598972685","2.99897830297266","2.736097122837","2.72615451091198","2.74506325724702","2.81015586086775","2.82445060425251","3.15794773679015","2.76035262472787","2.7248998475255","1.85169984902626","2.07495356015935","1.88315299667","0.910570022316377","1.69031262985537","2.1561956932804","2.03138037354277","1.87479021683594","1.78717974480787",0.615284091747905,1,0.526273761919896,1,0.786429737331798,1
"TAS1R3","0.189456141522024","0.064152523443056","0.0555210909571662","1.31827545454508","1.71577826981396","1.77510708831638","2.57928290129081","1.81106876984281","1.24662473534539","0.832792380688997","1.5731051661904","1.96541394034643","0.0389190602614132","0.0400059055994369","0.0700514116445871","0.0648626356506626","0.0599841516594803","0.0330612878724102","0.0326510297487886","0.0416085492694638","0.079255754391999",0.630097954246156,1,0.421705017743807,1,0.786429737331798,1
"AURKAIP1","0.0101392996447879","0.200223573051485","0.802600772843535","3.19702505575909","3.18168821567215","2.92796069838587","2.337727254202","3.02565564525734","3.13665769446068","3.20155199146602","3.1085009132583","2.98490206721255","6.24018677113102","7.36639273870935","4.71829764274455","3.57432780384925","5.18350087559643","6.49940820917758","6.57534964710945","5.50954789952603","5.53133483652945",0.135866615240158,1,0.6742207195066,1,0.945074908846386,1
"MRPL20-AS1","0.119083364972946","0.0955179116382495","0.473282911326198","3.6573491562906","3.77998933161881","3.7905637994097","4.70066197446432","3.75136722352793","3.70389577586356","3.67956757838555","3.7469405727001","3.84969598587041","0.834931350500296","0.832943626374089","0.613768060849076","0.624699684583748","0.635176888669884","0.852959571865023","0.810847197495736","0.771531189037761","0.566394606817634",0.507120475957626,1,0.505426813863351,1,0.872958306638506,1
"ANKRD65","0.0119305503779056","0.265421645962574","0.343496363193361","3.12253163355197","3.15564574443773","2.92987576022679","1.64697394815199","2.99229268347629","3.12646515238401","2.97427256870683","3.13511522848459","2.8608122694993","2.90695779457254","2.45528888133969","1.7947497571392","0.403646995950922","2.06481794807355","2.58981504501393","2.97629452556859","2.24866019134798","1.87521819512995",0.146650201932033,1,0.739666531835949,1,0.857749186199905,1
