"Gene_Symbols","p_mesor","mesor_CTL","mesor_AD","BHQ","Bonf"
"FAM41C","0.0467674013316889","1.15586877565273","1.23342430179915",0.137034589046618,1
"SAMD11","0.110678754563799","0.580482298292077","0.633017158335054",0.253515229071382,1
"NOC2L","0.000307347773113831","23.7579899056928","22.8477017417814",0.00317060369596273,1
"KLHL17","0.00860747391018524","6.24764629175016","6.78509236074217",0.0391157247345584,1
"HES4","2.46395026312249e-08","20.2630132011985","16.5682935124901",4.27339878644856e-06,0.000440160075004202
"ISG15","0.00572354747202506","4.78591444160504","3.7867366049618",0.028723493026279,1
"AGRN","0.0860499499850828","10.6857370346177","10.3104622716713",0.21154436752747,1
"C1orf159","0.0154444388350527","29.6868514677571","28.6759155526504",0.060937353399406,1
"TNFRSF18","0.0162238960347271","1.13539498587846","1.01336481706816",0.0631837102167789,1
"TNFRSF4","0.744619619439023","1.01840595424675","1.03764243660199",0.861296317356433,1
"SDF4","0.0402213483523856","37.7039673619179","36.6264113102689",0.122843933487266,1
"B3GALT6","0.000748749944814674","7.27026468511606","6.90858610555127",0.00615539301158276,1
"C1QTNF12","0.285179430785579","0.892514486965306","0.836264166318795",0.48247422592609,1
"UBE2J2","0.000110158799898104","26.0274647089364","25.1765833084638",0.00148631178351943,1
"SCNN1D","0.697004529740265","10.6822943195461","10.5960459684139",0.830584278519118,1
"ACAP3","0.646382121264835","76.5511335045227","77.7669462729391",0.796397697377406,1
"PUSL1","0.159105375973436","3.32617703101256","3.21322712794232",0.324421691175603,1
"INTS11","0.176529978650843","33.0791139179527","33.4928173971431",0.348649147442638,1
"CPTP","0.0396175661679985","7.77752947676353","7.5576669659702",0.121456701909237,1
"TAS1R3","0.00455402037293134","0.18267755290758","0.213910601425904",0.0240982414976991,1
"DVL1","0.369093702871608","25.0020451621438","24.8064375321025",0.570420443645506,1
"MXRA8","0.29010234063925","1.35905869215689","1.29067909550502",0.487142771913157,1
"AURKAIP1","0.000455790428430607","22.4237254917799","20.9874256805505",0.0042363372598774,1
"CCNL2","0.396087802816691","55.8831742975426","55.2991833671631",0.596607463102167,1
"MRPL20-AS1","3.81033677557443e-05","3.10717224643096","2.83347390543249",0.000701213999007036,0.680678561588616
"MRPL20","0.000157043681131596","25.221547282937","23.736077684322",0.00193211316786145,1
"ANKRD65","0.000304368660235756","8.54682497507204","7.72705187811585",0.00314382900824849,1
"VWA1","0.591364919503964","11.2855944699728","11.5736081779919",0.756756612491417,1
