"Gene_Symbols","acrophase","amplitude","p_statistic","amp_ratio","sin_coff","cos_coeff","BHQ","Bonf"
"NOC2L","0.858568039416454","1.06684704556872","0.567650222465311","0.0420687919415762","0.807504553075422","0.697208014441286",0.684030693258413,1
"C1orf159","4.79190049272566","0.58457211348934","0.830977084306472","0.0274685530180827","-0.582725230801297","0.0464312530195979",0.882145396488953,1
"SDF4","2.28500902634298","3.760308775326","0.0805713961861793","0.0934058436544477","2.84132381157251","-2.4630877133356",0.185386028661575,1
"UBE2J2","0.421887591029444","2.5501831721886","0.10643249042722","0.0631434325752267","1.04425732941059","2.32657706549476",0.224401041075139,1
"ACAP3","2.77965103835614","3.34240707421367","0.447143820508617","0.05499840762721","1.1835153262701","-3.12585612628563",0.58731118333456,1
"INTS11","2.10608163495202","2.12324616554745","0.210537285230518","0.066344679042191","1.82625314288606","-1.08303912099736",0.356090244596543,1
"DVL1","2.60384670456382","1.43432644361996","0.527928160177606","0.0573335550490533","0.734663966731297","-1.2318933406972",0.654072105053355,1
"AURKAIP1","1.77992559625599","1.16322848822171","0.761422296145283","0.0348349614251671","1.13788413146186","-0.241495795362649",0.833793206888741,1
"CCNL2","3.10320371269242","2.67887405233165","0.324910600972679","0.037469691594921","0.102813880336618","-2.67690035194923",0.477198393032455,1
"MRPL20","5.57756735900052","1.07028806909548","0.774629484927512","0.0241511551086622","-0.694086460264803","0.814715003252801",0.843195726021743,1
"ATAD3B","5.52504110241225","0.333699498463122","0.963371541879309","0.0163094257469539","-0.22944347014871","0.242303630349727",0.976146997293579,1
"TMEM240","2.58447715481189","1.61448596405228","0.254727706189179","0.0964950629028545","0.853643442766869","-1.37034951773004",0.404876738527683,1
"SSU72","2.69713020995212","4.78340751019377","0.0541977565989029","0.0682390250501766","2.05673423110178","-4.31866087013004",0.141085520107964,1
"MIB2","2.77289151382181","2.30978223623208","0.305428196092374","0.0694680158019006","0.832455136711108","-2.15455620121095",0.457447751191649,1
"CDK11B","0.736768358281995","3.55335474496404","0.0103817641758028","0.142442269816177","2.38749169420607","2.63177000394326",0.0437004097148931,1
"SLC35E2B","5.10132299778717","0.056847564696423","0.998544542692856","0.00247496000318466","-0.0526018365942824","0.0215567251414126",0.99885828731247,1
"CDK11A","1.20212344378225","2.75739283380237","0.156392360784271","0.100991086847753","2.57211376657056","0.993703180896014",0.289814403929098,1
"SLC35E2A","3.82931613048361","0.857909979642754","0.810100343278843","0.0268443042568783","-0.544583903779492","-0.662901127555927",0.868025845063257,1
"NADK","1.55576262813437","0.886958057990928","0.762841738536026","0.0340886503388738","0.886857828254094","0.0133337578900274",0.83467767725485,1
"GNB1","5.21936341106189","5.19321865580185","0.785751667387401","0.0140513121487812","-4.54000275962046","2.52148665465575",0.850971105025181,1
"CFAP74","4.40146669455358","10.1320512305848","8.26619618930589e-05","0.248578474766592","-9.646237749919","-3.09976763826466",0.00140731621754119,0.789504398040606
"GABRD","3.94259464603188","3.75879469049607","0.0508919768151936","0.0966250141081588","-2.69901690689668","-2.61607439909254",0.135357635912535,1
"PRKCZ","1.42217530706683","3.71890482042253","0.126015989028354","0.070005950137122","3.67790839461696","0.550674953278229",0.250797814380039,1
"FAAP20","1.46449465258483","2.96737737917649","0.0131380410903397","0.127478849431662","2.95062741069055","0.314843443206122",0.0519591844529335,1
"SKI","5.883786800056","13.293514378611","0.160927486841421","0.057817304056415","-5.16937263523885","12.2472491234718",0.295296527727649,1
"RER1","1.43572416064685","2.34423431973671","0.238230042424479","0.0545789105702437","2.32288213280387","0.315678860445237",0.386435994428702,1
"TNFRSF14","3.23302922980351","2.9345411948801","0.0552759881163366","0.112640932066035","-0.267950661601298","-2.92228240719404",0.142882251909267,1
"TPRG1L","3.11184480196167","3.54650893271175","0.0252705241290115","0.111278637119335","0.105485461964536","-3.54493983406183",0.0826571150534893,1
"LRRC47","3.41793999686642","1.77833125653547","0.121221616512603","0.0759103090549947","-0.48520595917926","-1.71085862512014",0.244454350736229,1
"CEP104","5.77353624726162","0.839058539619363","0.775357793820766","0.0272762823759654","-0.409352274913729","0.732427435266548",0.843217083743236,1
"NPHP4","1.43932289990921","1.54132285101624","0.531672302723184","0.0375166409519757","1.5280209435315","0.202059711951535",0.656836394167524,1
"KCNAB2","3.6238429015239","1.9298012549559","0.662847078584015","0.0306556210603134","-0.89499157622606","-1.70971429253947",0.759186047194619,1
"CHD5","3.65016230788335","5.50546155255151","0.148521813546892","0.0713735265872217","-2.68076570380442","-4.80870067148382",0.280342261104025,1
"RPL22","5.38719895633926","0.533938957006626","0.995846944776293","0.00378723973546124","-0.416913250546073","0.333577804010445",0.99699519597048,1
"ACOT7","3.39842947698774","6.19915150038837","0.000557347841594219","0.157713045851523","-1.57472339596246","-5.99580899887378",0.00555081254959998,1
"TNFRSF25","3.82588252036597","0.811253315660845","0.918866108880231","0.020084911526897","-0.51281180773222","-0.628614342837585",0.94571479043694,1
"PLEKHG5","4.3940094312666","9.28890477354592","1.0570530984317e-07","0.31618663943882","-8.82208075076375","-2.90768690181865",1.26198926789015e-05,0.00100959141431212
"NOL9","4.88994855243594","4.07424071932024","0.00746647106665113","0.114176986483457","-4.01018416792424","0.719625165135908",0.0344171163887958,1
"ZBTB48","5.90063195650269","0.691214731371715","0.779120715772834","0.0367827583865575","-0.258023867926266","0.641249942257808",0.846052783739547,1
"KLHL21","3.1922193688553","1.70965386811315","0.175684725059761","0.0722763278269642","-0.0865171903422024","-1.70746335964481",0.314107976234702,1
"DNAJC11","5.80239926780455","2.66801459605761","0.269834048359024","0.0494945727387075","-1.23389337398427","2.36554624271312",0.420265581471786,1
"CAMTA1","4.78213699743918","10.0326666889011","0.101776444090819","0.0451391566305206","-10.0082731927629","0.699191382675939",0.216833998998754,1
"VAMP3","2.26851487283594","3.33413603018272","0.0107736023598874","0.149704214160306","2.55498160954536","-2.14208590925937",0.0449143064772084,1
"PER3","4.5523075502515","25.6838941366143","6.85336434187808e-10","0.375003449470287","-25.3555077459964","-4.09397666865949",2.26436291631308e-07,6.54564828292775e-06
"PARK7","3.85398279894296","3.93354148630262","0.128284460798857","0.0626760065741732","-2.57113776793331","-2.97691101693866",0.253673889252564,1
"ERRFI1","1.52013988862387","1.85134064526671","0.185175288685261","0.118303752451524","1.84896581394323","0.0937422193347764",0.326191291448345,1
"RERE","4.86205071408905","37.6996977040989","0.0562856447815587","0.0529545179026089","-37.278274319378","5.62116275779657",0.144979555908486,1
"ENO1","2.43762635471513","6.49781225847093","0.430728986791179","0.0543395363389116","4.205684323365","-4.95315894339531",0.573910344492929,1
"SLC2A5","1.55400063575593","54.9170066004259","0.0101627286954891","0.186659025204337","54.9092608695054","0.922325710270041",0.0430480760488557,1
"MIR34AHG","5.8874385655879","6.37019673907485","0.180300872727119","0.0661106324297125","-2.45569377956955","5.87783757478065",0.319905932642897,1
"H6PD","0.311057195917334","1.74205697904485","0.317806779907337","0.0603376168504546","0.533183137802835","1.6584565896645",0.469860100942291,1
"SLC25A33","4.98220290801891","2.32596886896719","0.257045937983796","0.0710191003527663","-2.24181650392963","0.61999188874795",0.40732386171279,1
"PIK3CD","4.87769259536603","2.83975320801263","0.789997949245696","0.0233751512916929","-2.80104294294713","0.467286543979291",0.854278756698889,1
"CLSTN1","4.03437114129034","12.4486584427177","0.00666153383020839","0.0710155224617021","-9.69523378564432","-7.80842742587437",0.0318391848210943,1
"CTNNBIP1","5.21633594728516","3.15432443628562","0.0873020478422641","0.0985227089948602","-2.76218971850525","1.5231777993171",0.195778788199452,1
"LZIC","4.91639018617998","3.20982560307816","0.0130744188752399","0.132216494327196","-3.14326607465377","0.650275930745334",0.0518363531247058,1
"UBE4B","0.751625653505534","3.60818413837883","0.367880076367275","0.0306406256736722","2.4637667463155","2.63606642484565",0.516937267821663,1
"KIF1B","5.12104132143807","5.98000510109899","0.21091427068683","0.0384777795853241","-5.48759461298","2.37629256884814",0.356475349377086,1
"PGD","2.69207563468585","1.02037269136843","0.729689133908282","0.0324158038629575","0.443383141954832","-0.919005886118641",0.810096584674881,1
"DFFA","5.04946913735547","0.77739555236982","0.645355304814047","0.0363887013442141","-0.733647132090669","0.257110346776464",0.745589514488806,1
"PEX14","3.02699010713523","2.83459868676439","0.263331962710407","0.0406454028006834","0.324141606848808","-2.81600460470431",0.414061128694774,1
"TARDBP","2.37159375942142","3.90514014046032","0.114183039601185","0.060851220980149","2.7185025633058","-2.80354477937027",0.23493369479339,1
