"Gene_Symbols","p_val","BHQ","Bonf"
"CAMK2N1",0.850587675396139,0.992980073525607,1
"RPL11",0.500073922597547,0.992980073525607,1
"S100PBP",0.714737120324894,0.992980073525607,1
"PMVK",0.983651555233251,0.992980073525607,1
"SYT11",0.311943530747725,0.992980073525607,1
"MRPL24",0.0456427806971567,0.992980073525607,1
"NMNAT2",0.986962012473937,0.992980073525607,1
"SNRPE",0.810434608292491,0.992980073525607,1
"PLXNA2",0.0587200691094195,0.992980073525607,1
"CAPN2",0.422429442468186,0.992980073525607,1
"ENAH",0.974977966308988,0.992980073525607,1
"ZNF124",0.889629255498195,0.992980073525607,1
"RPS7",0.438673580058895,0.992980073525607,1
"PDIA6",0.82732010295358,0.992980073525607,1
"SRBD1",0.0824615322139939,0.992980073525607,1
"CCDC138",0.877922109093179,0.992980073525607,1
"DBI",0.730298463148752,0.992980073525607,1
"GALNT13",0.378839717273398,0.992980073525607,1
"UNC80",0.829154974548215,0.992980073525607,1
"PTMA",0.764821150154658,0.992980073525607,1
"RPSA",0.94260511422853,0.992980073525607,1
"ENTPD3-AS1",0.224104002737098,0.992980073525607,1
"RPL14",0.449938939292022,0.992980073525607,1
"SUCLG2-AS1",0.915353829245609,0.992980073525607,1
"CLSTN2",0.791201152799627,0.992980073525607,1
"TFDP2",0.468868758054025,0.992980073525607,1
"RPL22L1",0.796337170513751,0.992980073525607,1
"ECT2",0.863979516641134,0.992980073525607,1
"KCNMB2-AS1",0.942773498700884,0.992980073525607,1
"PEX5L",0.762912450317664,0.992980073525607,1
"NCBP2",0.66461507936204,0.992980073525607,1
"ACOX3",0.374555848018702,0.992980073525607,1
"RPL9",0.528591890218395,0.992980073525607,1
"LIMCH1",0.0733035340742719,0.992980073525607,1
"RPL34",0.55430649684163,0.992980073525607,1
"OSTC",0.707388661618156,0.992980073525607,1
"SNHG8",0.509386622074804,0.992980073525607,1
"FGF2",0.487331563422147,0.992980073525607,1
"USP38",0.590198568063828,0.992980073525607,1
"RPS3A",0.1776081866218,0.992980073525607,1
"GLRB",0.300635640350566,0.992980073525607,1
"HCN1",0.105156394611754,0.992980073525607,1
"PLPP1",0.450865046546861,0.992980073525607,1
"PDE8B",0.797719613683988,0.992980073525607,1
"NR2F1-AS1",0.481114690307893,0.992980073525607,1
"UQCRQ",0.956981282644171,0.992980073525607,1
"RPS14",0.588524381542497,0.992980073525607,1
"GALNT10",0.863061839355412,0.992980073525607,1
"RPP21",0.180476855033025,0.992980073525607,1
"ABHD16A",0.944367576875213,0.992980073525607,1
"RPS18",0.520564861508298,0.992980073525607,1
"RPS10",0.5636536236546,0.992980073525607,1
"RPL10A",0.431464314559558,0.992980073525607,1
"TRERF1",0.348499552367249,0.992980073525607,1
"GRIK2",0.39102173044142,0.992980073525607,1
"TPD52L1",0.830872071113292,0.992980073525607,1
"KIAA0408",0.484774157878256,0.992980073525607,1
"RPS12",0.284897960884518,0.992980073525607,1
"OPRM1",0.0395391131090733,0.992980073525607,1
"TMEM181",0.631674576199955,0.992980073525607,1
"ZMIZ2",0.927598342767037,0.992980073525607,1
"ABCB4",0.428522930117081,0.992980073525607,1
"CDK6",0.00800216999208254,0.44011934956454,1
"SGCE",0.447206316953736,0.992980073525607,1
"FMC1",0.240325660307122,0.992980073525607,1
"CLEC5A",0.434803062384013,0.992980073525607,1
"SLC4A2",0.966677806381486,0.992980073525607,1
"RPL7",0.33488724004289,0.992980073525607,1
"RIMS2",0.0547530441987334,0.992980073525607,1
"NFIB",0.996503340410391,0.996503340410391,1
"PSIP1",0.556549701022038,0.992980073525607,1
"GALT",0.447599164538101,0.992980073525607,1
"PTPDC1",0.666625271853872,0.992980073525607,1
"TMEFF1",0.953239757818351,0.992980073525607,1
"RPL12",0.780330878299984,0.992980073525607,1
"GTPBP4",0.951634395860222,0.992980073525607,1
"FAM171A1",0.822243175588883,0.992980073525607,1
"ZNF25",0.594132738890649,0.992980073525607,1
"TNKS2",0.065383913056838,0.992980073525607,1
"SORCS3",0.301845026125362,0.992980073525607,1
"ATRNL1",0.225706575043236,0.992980073525607,1
"ENO4",0.110814107249789,0.992980073525607,1
"RIC8A",0.483746274343702,0.992980073525607,1
"IFITM3",0.792554883141982,0.992980073525607,1
"CHID1",0.00553860922592433,0.44011934956454,0.913870522277515
"RPS13",0.189065464355382,0.992980073525607,1
"SELENOH",0.902666702323883,0.992980073525607,1
"SYT7",0.0904346445111967,0.992980073525607,1
"FAU",0.871747305095911,0.992980073525607,1
"CDK2AP2",0.747288404391294,0.992980073525607,1
"RPS3",0.631376365887229,0.992980073525607,1
"SYTL2",0.423337176525989,0.992980073525607,1
"DYNC2H1",0.980799676146644,0.992980073525607,1
"TIMM8B",0.611527271361185,0.992980073525607,1
"SRPRA",0.451462508930572,0.992980073525607,1
"WNT5B",0.439899722930417,0.992980073525607,1
"LTBR",0.3629265243749,0.992980073525607,1
"C1RL",0.00393905093725569,0.44011934956454,0.649943404647189
"MGST1",0.237808150086654,0.992980073525607,1
"RPL41",0.884088457809227,0.992980073525607,1
"ARHGAP9",0.88331090462003,0.992980073525607,1
"DCTN2",0.252359032124502,0.992980073525607,1
"RPL21",0.74356040932663,0.992980073525607,1
"TFDP1",0.167568846888081,0.992980073525607,1
"MRPL52",0.969708052650467,0.992980073525607,1
"MPP5",0.532456097171765,0.992980073525607,1
"CEP128",0.143562986980601,0.992980073525607,1
"TTC8",0.497004162879716,0.992980073525607,1
"CALM1",0.794680260883132,0.992980073525607,1
"NOP10",0.495211397932795,0.992980073525607,1
"RPS27L",0.178508205988112,0.992980073525607,1
"PPIB",0.932762563894415,0.992980073525607,1
"RPLP1",0.645424011601129,0.992980073525607,1
"ADAMTS17",0.815165685165097,0.992980073525607,1
"RPS2",0.866517343097285,0.992980073525607,1
"RPS15A",0.376608080711803,0.992980073525607,1
"CACNG3",0.760619154057417,0.992980073525607,1
"AKTIP",0.462563536338279,0.992980073525607,1
"CKLF",0.967205340773032,0.992980073525607,1
"E2F4",0.651087139625257,0.992980073525607,1
"CYBA",0.752426400170079,0.992980073525607,1
"TUBB3",0.201053601014936,0.992980073525607,1
"MIS12",0.853816038402524,0.992980073525607,1
"RPL26",0.252961269297158,0.992980073525607,1
"SNHG29",0.765527495212517,0.992980073525607,1
"STAT5A",0.0677418512335284,0.992980073525607,1
"ATXN7L3",0.295803728825862,0.992980073525607,1
"NME1",0.859525564885599,0.992980073525607,1
"HLF",0.522312237567778,0.992980073525607,1
"RPL38",0.640972477542162,0.992980073525607,1
"NT5C",0.212663015660376,0.992980073525607,1
"NOL4",0.522313227030822,0.992980073525607,1
"IER3IP1",0.187135732616468,0.992980073525607,1
"RPL17",0.693247918575747,0.992980073525607,1
"SEC11C",0.229299311045158,0.992980073525607,1
"RPS15",0.761074961901111,0.992980073525607,1
"MYDGF",0.678066929225775,0.992980073525607,1
"RPS28",0.745975637334985,0.992980073525607,1
"P2RY11",0.557261883555611,0.992980073525607,1
"RPL18A",0.657609143982725,0.992980073525607,1
"DPF1",0.44700295540067,0.992980073525607,1
"RPS16",0.755674024149316,0.992980073525607,1
"RPS19",0.528039881627243,0.992980073525607,1
"IRGQ",0.112025408167494,0.992980073525607,1
