"Gene_Symbols","p_cogdx","p_ceradsc","p_braak","acrophase_cog1","acrophase_cog2","acrophase_cog4","acrophase_cog5","acrophase_cerad1to2","acrophase_cerad3to5","acrophase_braak0to3","acrophase_braak3to5","acrophase_braak5to7","amplitude_cog1","amplitude_cog2","amplitude_cog4","amplitude_cog5","amplitude_cerad1to2","BHQ_cogdx","Bonf_cogdx","BHQ_cerad","Bonf_cerad","BHQ_braak","Bonf_braak"
"CFAP74","0.919149107007686","0.176228147065508","0.688939578880957","4.40297998695359","4.57617084240407","4.38047213632783","4.40072541837928","4.60749186858811","4.07717296802161","4.67011181747646","9.92204406879148","13.0358598831927","7.90293343212298","18.3842842732561","19.8372791096412","8.83504443883766","10.8051019137706",0.999441300602043,1,0.9988186722485,1,0.99682211269047,1
"PLEKHG5","0.516346383832734","0.844209494090861","0.562755835101073","4.44147022754015","4.24305926350593","4.41539428787094","4.07941498551726","3.37953520488818","4.33861342351044","4.55074489325623","8.77678866716976","12.7337477808167","9.22311104433755","8.86699418416167","15.9850452676651","9.99558288490993","7.18156499916671",0.999441300602043,1,0.9988186722485,1,0.99682211269047,1
"PER3","0.442588291854238","0.307103305400683","0.403839887618789","4.50178824745981","5.00174958314716","4.55714047339058","4.57865184102313","5.50064800994558","4.45702549800159","4.6513780134937","26.7889154327702","25.1767734353206","29.1915611601336","15.2379778990926","39.5449386921793","25.5048310591966","29.7307150262122",0.999441300602043,1,0.9988186722485,1,0.99682211269047,1
"PLOD1","0.776346696280559","0.620383421105709","0.837499985011882","1.65707415527588","0.164298696691586","1.63216745608794","0.918508629118323","5.41484690411351","1.76544526897758","1.4791640255031","3.30649641669115","1.91413951583748","3.73469283687406","0.828856426641794","5.42735559574222","3.83468099829258","3.23058162399072",0.999441300602043,1,0.9988186722485,1,0.99682211269047,1
"TNFRSF1B","0.449824585328961","0.465897210713123","0.626897331478174","1.41730693767896","1.35961075327007","1.36515120543182","1.55342982180116","1.74424205496074","1.50243058407976","1.42693660576876","48.9027683083434","104.037611050851","50.8808503855989","102.416744855327","108.973499595989","81.1208586525131","27.9464274304195",0.999441300602043,1,0.9988186722485,1,0.99682211269047,1
"KAZN","0.403073854634301","0.715768765490355","0.310871683431968","5.40928523071317","3.74545894828632","5.21862150251806","5.76361430128691","5.64988034111456","4.98941929049642","5.70598233299311","17.2822709620335","12.0003560102363","17.0175028263079","16.8274542267397","74.8180128773697","15.8172877386399","16.4917976361677",0.999441300602043,1,0.9988186722485,1,0.99682211269047,1
"MICOS10","0.483761106806765","0.154463254685208","0.929864387056948","4.25478055327682","4.84055892211442","4.19562190848409","4.75449275634708","4.65765976315312","4.23020132272204","4.41309146660282","70.7917096054816","112.528780720894","63.7465793166614","117.311831208005","100.105915373144","77.2724888050167","62.4265078035307",0.999441300602043,1,0.9988186722485,1,0.99682211269047,1
"C1QA","0.926429473517366","0.444395801600555","0.417681968938656","2.06762290705838","1.87400934850073","1.98595587358365","2.32647389468309","2.77988091047907","1.9054606156204","2.2031687627099","41.6279785643164","38.6475695942721","40.0368311831452","64.4051718465526","65.960273443812","49.0202160947362","36.0176451915809",0.999441300602043,1,0.9988186722485,1,0.99682211269047,1
"C1QC","0.775653957932129","0.808989390805223","0.596375994669934","1.97218216524833","1.54654548341113","1.89574669134935","2.1809363328656","2.64982073591534","1.68327556073329","2.16181417958072","41.6410796618573","35.2696650268667","40.5479322890435","36.4554445669994","30.6370453982743","38.8923598563767","41.8901675534951",0.999441300602043,1,0.9988186722485,1,0.99682211269047,1
"C1QB","0.667323859675525","0.334766154213329","0.60641986144758","1.98699543854905","1.79395854328567","1.8940653468066","2.18884280475286","2.53206262477401","1.74156857310382","2.23892109352258","67.3955061572322","98.5734886324377","63.4814320661295","123.385479823813","51.7388477731459","78.3382678128183","64.9368410756213",0.999441300602043,1,0.9988186722485,1,0.99682211269047,1
