"Gene_Symbols","p_mesor_cogdx","mesor_CTL_cogdx","mesor_AD_cogdx","p_mesor_cerad","mesor_cerad_bin1","mesor_cerad_bin2","p_mesor_braak","mesor_braak_bin1","mesor_braak_bin2","mesor_braak_bin3","BHQ_cogdx","Bonf_cogdx","BHQ_cerad","BHQ_braak"
"NOC2L","0.556647915692833","24.2634060338425","25.131710746855","0.069718475305448","24.0278750709271","25.4803813751881","0.464813299269407","23.7597005139819","24.9741155610662","24.0112543667305",0.936708184643509,1,0.390317208465612,0.872702647399509
"C1orf159","0.337682011606218","21.8368906505173","21.0375084514404","0.388887607461173","21.2422105636816","21.9999536412338","0.754531488489176","20.9332071218144","21.7594098127945","21.2838284848539",0.872619289191285,1,0.746886293758629,0.955607533008346
"SDF4","0.911528756081454","40.0206474573623","40.9452088144959","0.751091447238733","40.4172310914815","40.2694117437516","0.379221414847824","39.6089577815181","39.756969701684","42.657539312805",0.992256539252077,1,0.920611013922008,0.834164839523622
"UBE2J2","0.805575811464747","39.9678270042927","40.2754840940606","0.431591055417733","39.6978967338151","40.7095906326739","0.21280358606394","42.0144126056865","40.1138781170548","38.6253524777306",0.975241839826345,1,0.772802056673185,0.754991256119599
"ACAP3","0.969840498138584","57.1342134580859","60.1131424346988","0.202469798482112","57.791644333508","58.9188927361516","0.684079808051156","53.7258773277811","57.6405501478792","63.0342391704804",0.996692040897537,1,0.595087164939733,0.938750992899751
"INTS11","0.566461608218935","31.0350280044536","31.8635359459686","0.0525264866057875","30.5882558492189","32.5588030006574","0.45176321623194","31.8341118168528","30.8498446545151","32.4679414406495",0.93955707293298,1,0.356708835045046,0.867189574822019
"DVL1","0.802526093249867","23.6936854313389","24.9489132466613","0.382833474393283","24.0280924170899","24.375914793332","0.699503720628712","21.8007060003594","24.3036427204207","25.3575266901905",0.975147459143368,1,0.744238248306584,0.9429311289853
"AURKAIP1","0.960656814609313","31.6289767180256","33.5367053365448","0.154124334915107","32.0277699654912","32.835209030308","0.276745515876907","27.6561315439896","33.1215618726889","33.2190023452157",0.995822812015029,1,0.541390777040893,0.787152798960673
"CCNL2","0.67862920234554","71.920314988627","71.4845094008506","0.312385425659079","71.1526934563035","72.7030988090554","0.0257029727563986","69.600020804744","70.7419755068455","76.2806721452342",0.957354662265398,1,0.695030315578834,0.447023265257402
"MRPL20","0.597285547796358","42.5627311361823","44.4148629896146","0.757729962931506","43.7238323606827","42.4908374645222","0.454511054704746","41.3284246903963","42.7954852103623","45.9128743433321",0.943188682530141,1,0.923393704485409,0.867660884386397
"ATAD3B","0.380586481843344","20.8736425586096","20.0464816232617","0.0513549663312232","19.84432970007","21.7074976319452","0.0884288632265599","22.8975054569533","19.9924531867365","20.5931352216985",0.889419698641551,1,0.354401216350804,0.63952200403717
"TMEM240","0.761796584059372","16.0947371172243","16.9389611751327","0.019479403386451","15.9837366478374","17.0736686689115","0.738522944609131","15.5777470602777","16.2679042253517","17.3396708881554",0.97005954789006,1,0.242494434169132,0.950627881280773
"SSU72","0.472972926570567","68.9062606758789","70.5460975817507","0.141608478354523","69.1186146887158","70.1043701024384","0.699327402990442","63.6064223626321","69.7901984179358","72.6662905503784",0.915058075754071,1,0.523414309893208,0.9429311289853
"MIB2","0.710335226157926","30.7878490547471","32.8032965261614","0.707300590175401","31.7302844773161","31.2186316102621","0.595606675193767","28.699223275993","31.2694524329587","34.257902207037",0.963042506880727,1,0.905553342729927,0.912525764721661
"CDK11B","0.625870872115582","25.4049034026308","25.8295346528547","0.431501101088227","25.8572618192382","25.1064444512121","0.148522811687574","25.6323938453818","24.9754670798959","27.2899278870433",0.948438598870675,1,0.772785864709105,0.699165167711379
"SLC35E2B","0.306039733477745","23.5553320230379","22.803708894563","0.95664570235422","23.3122237028195","23.2016759600967","0.566075363040412","21.9544293193203","23.4335353488838","23.7074770392256",0.854760778635061,1,0.988898143946038,0.9069888726311
"CDK11A","0.859185049739934","27.8794761714244","27.6445217740386","0.175839152761858","28.4117831769105","26.8015486185412","0.119317210385607","25.8485433461754","27.7677133387153","29.2822540792039",0.986616710938097,1,0.567186676132558,0.676721304271338
"SLC35E2A","0.608165629109347","31.0532366710452","32.0858019823113","0.571298994960731","31.7745019608189","30.9125160461108","0.547018700570438","30.3415374604236","31.2176664075382","32.8702264285583",0.944697200236514,1,0.84867027695547,0.90120433152641
"NADK","0.273672284661191","27.5625529811196","25.8187000892691","0.42889239876847","27.0644122810824","26.6582223362101","0.544939508274076","27.0626477900195","27.2856363727435","25.7018087543131",0.84145566671587,1,0.770860237229518,0.900759095781668
"GNB1","0.545578735495934","375.068984792987","369.709891936888","0.0349527665094818","367.711307621494","381.616467827062","0.265543327381153","386.701157032018","370.499981937847","371.063314450861",0.934700055663609,1,0.309222390387812,0.778900837125133
"CFAP74","0.114194084263099","44.0231015388894","40.5430893786803","0.000901474110034461","40.0290032466032","46.9949454003344","0.0450731006545291","47.1680878356883","43.1055095986415","38.372171225953",0.723734372127975,1,0.0507612373145463,0.532788594494316
"GABRD","0.75002339615721","35.6628993215361","38.4465030023412","0.0187581012057126","35.9925698025711","37.8136226408386","0.71841429182213","32.3809475160015","37.1302365676111","38.3366091010617",0.96773521901107,1,0.238242851882661,0.947949770691747
"PRKCZ","0.117480550834784","48.5773287553184","53.7662299302936","0.352608144434601","50.6399283496829","50.3169581101867","0.442909005858038","44.575077108089","50.5943284169405","54.3525788149395",0.725953935618223,1,0.724561184917142,0.864114789632817
"FAAP20","0.432315906955143","22.7503859721019","23.5675686016014","0.317450225591693","23.4192739417578","22.4902250730331","0.124802644141748","20.6952029428218","23.4150646818595","23.6762290013755",0.90351186593623,1,0.698104191843602,0.678709794934586
"SKI","0.721699882334096","235.046569225852","232.14384893364","0.448362576926822","231.949785388316","237.18793909733","0.0752090894487446","250.406981663513","231.010849685164","231.095622938541",0.964095498706913,1,0.780373803228528,0.615528717502108
"RER1","0.189971067303951","45.5710698681643","43.4157865497649","0.112819920592525","43.8473136169705","46.2198718484585","0.651597084165156","46.7577490694163","44.3805166712492","44.4929767809588",0.78735646252241,1,0.482122175203224,0.930254671279732
"TNFRSF14","0.391077372427043","25.4938148756557","25.9682324955883","0.000640282693117439","27.1231511960068","23.3550428842953","0.0198106576491961","22.9395596054542","25.7771260632156","27.3395090242369",0.891559626726243,1,0.0414643547655832,0.400182527693757
"TPRG1L","0.753467041679972","30.9168937963069","32.2536887122286","0.31740910805468","31.3598935628627","31.4799599309262","0.347087647076959","28.5345729982402","31.9832187299763","31.6352976121977",0.969076718971911,1,0.698104191843602,0.820857017680771
"LRRC47","0.70096310089322","22.6014436571767","23.4517813638848","0.271610671463952","22.815309804302","23.0696098462645","0.670841910077161","21.3145096137527","23.1633596388759","23.240500668908",0.962440509118781,1,0.660594225401631,0.935365209490493
"CEP104","0.241941189964467","29.4220381968551","30.4938105998059","0.727976256211305","29.6483808014675","30.1285124305862","0.957224426945419","30.1990487674838","29.7884182081355","29.6995229041275",0.818948212624133,1,0.913202668699419,0.995318562944901
"NPHP4","0.593165472368367","42.7955678277849","41.9697143667653","0.862028852723225","42.3229625141184","42.7505196221643","0.0664867243789663","41.5370744474535","43.4902924302658","40.1722420860428",0.943145084219716,1,0.955835876071261,0.598958183583573
"KCNAB2","0.85686746434151","58.9742485513443","62.7293360037017","0.248283465602894","62.0293716733065","57.6933654551426","0.546560720701669","53.2581197250442","60.6064992694259","64.5037248979171",0.985779469034662,1,0.638186245274891,0.90120433152641
"CHD5","0.673072596054314","72.583940294038","76.1080572557226","0.178320384514004","73.5846187045163","74.3159642506375","0.769171536998982","64.9405895443963","74.253941896336","78.8240605464461",0.955121477564493,1,0.571584410449193,0.958270884858265
"RPL22","0.0716793790013496","144.735635975934","139.083303904952","0.22792764776312","141.275603352284","144.502192637924","0.998474909966592","136.89946910338","142.251556523835","147.197439928349",0.646770193828133,1,0.618975537044515,0.999416669994856
"ACOT7","0.944180241452007","36.760409663319","39.0929518500215","0.180267545210674","37.3626516240883","38.0470671140189","0.88715500707557","33.7718256641896","37.9195191994696","39.3620943706696",0.993594698777889,1,0.573858435148874,0.979584630168724
"TNFRSF25","0.0472536590860812","43.4373276122866","40.7109869244336","0.000108056003016324","39.8968593570239","46.3704247119194","0.486007309081642","41.9467393368436","42.8193381394983","41.3834409461357",0.559618530217492,1,0.0141375737645056,0.879564101011997
"PLEKHG5","0.0105830775673616","32.006674005722","28.4118537598081","0.000799729541220225","28.7710832063855","33.6489760011159","0.200989984823046","31.3973423033154","31.2987061199685","28.1728570072086",0.367559904894075,1,0.0477081038324764,0.749239600507726
"NOL9","0.762243793520776","34.5755870953219","35.2114202123213","0.809113152246557","35.0347004026112","34.4490454147155","0.760655265686869","33.6949273845476","34.7243282355905","35.8502851585507",0.97005954789006,1,0.939084849903078,0.957242313054775
"ZBTB48","0.887418721869336","19.2310782380498","18.8931578569361","0.766070200587676","18.9687663807454","19.3208429362844","0.177474240508708","19.9820288597603","18.5573309207994","20.1224641049765",0.98975051207301,1,0.924878692087646,0.728025807708035
"KLHL21","0.261536573553783","21.7061472415175","23.1473517627027","0.0209816824404995","23.1884891695073","20.7374199349987","0.00112567050435006","18.0824167055036","22.4798841899686","24.4929471366246",0.829327959499396,1,0.252070501873221,0.110206997898048
"DNAJC11","0.204362493762832","52.4545550958724","54.2957153108","0.00899557203742792","51.7100203333786","55.4547755058868","0.0792845506065493","56.4247459059884","52.081532049084","54.0157313122965",0.790549282271692,1,0.16477587221394,0.625761944728629
"CAMTA1","0.690410512319554","220.519881377749","221.927439854616","0.943423683295509","221.300041195217","220.651318967929","0.214945131960063","215.323197804349","223.347596283712","218.049835692254",0.96033710903877,1,0.983902649086421,0.754991256119599
"VAMP3","0.860956402443743","22.5568020156595","22.1993782867251","0.951747758324113","22.3965212475483","22.4652474398974","0.65835005813588","22.6328880422799","22.2179728709912","22.8976783952254",0.986919946772179,1,0.98727718706912,0.930832666562931
"PER3","0.823925319344777","68.1275296946565","67.78247348326","0.55311016600835","66.5361392138168","70.4599439780498","0.496081862700113","68.5333856448555","67.3561574242871","69.7059867775083",0.978821408163108,1,0.839080869757132,0.882637160464805
"PARK7","0.26001713605708","61.0603763524409","62.5674869173772","0.0163496702993034","60.8140153343739","62.8320547323403","0.848778920874453","55.9520225236377","61.9853318171944","64.2585425035703",0.827915935896775,1,0.224361639408975,0.976062690675801
