"Gene_Symbols","p_val","acrophase_Male","acrophase_Female","amplitude_Male","amplitude_Female","BHQ","Bonf","Log_Male_Female_ampRatio"
"WLS",0.491108617440248,"4.52574083735965","4.70996720499236","20.0283223047362","14.0467162081897",0.872874537685535,1,0.354758740419715
"SLC44A5",0.0361371473754193,"5.39425608665636","0.142129951846758","5.45722259206819","5.47701403240667",0.364262445544227,1,-0.00362009029659476
"ST6GALNAC5",0.0932350204669402,"5.29326041343727","6.03181480767013","6.8101131238174","11.86690853331",0.448187840798763,1,-0.555344999552286
"DNAJB4",0.366278730242968,"2.43121982843705","2.08708399575179","7.45320552492982","4.14823137988567",0.790020422561285,1,0.585962141770424
"ADGRL2",0.00219238592181157,"4.8521389333377","6.16386259881781","8.08491557124514","15.1057016344599",0.283821499025867,1,-0.625072213903912
"GBP2",0.501395117457827,"1.88313541099083","1.39469331348637","10.4126415015781","7.4960741489589",0.872874537685535,1,0.328641160297277
"DPYD",0.956012621421171,"0.837028824625968","0.912559550110408","219.01931673116","197.212864400241",0.99469064563074,1,0.104876254842461
"MIR137HG",0.376401492395971,"5.38140969655349","6.05995413954696","2.82585146187101","4.27071717700766",0.790020422561285,1,-0.41297204866393
"OLFM3",0.0423128843261556,"4.84072955811988","6.06247140319463","6.47387502971005","10.4301065713806",0.394920253710786,1,-0.47692163482863
"AMPD2",0.642017897282126,"1.841469269243","2.10808085684176","10.9484424858558","7.42560596487409",0.927086079683808,1,0.388262914621406
"C1orf162",0.49670987602887,"1.43691552907656","1.86185640237319","14.2131543601256","14.7856604608137",0.872874537685535,1,-0.0394899241254645
"OLFML3",0.164177538913931,"4.16441829114037","2.90531834143672","3.06078588233914","5.9159664148191",0.566749860360419,1,-0.658983160539761
"SRGAP2-AS1",0.674494597744375,"4.73687645634492","5.01746776329804","19.9201531604759","23.5600018580967",0.939353158466985,1,-0.167818496744162
"HIST2H3PS2",0.498894112254237,"2.34005338802124","1.66397005089069","5.21329964064375","3.53624562118166",0.872874537685535,1,0.388147378269234
"FP700111.1",0.680204796103103,"4.52691104991075","4.723437938991","7.45188312524937","9.90225998665493",0.941822025373527,1,-0.284296243627844
"TXNIP",0.386790942032206,"1.85383419674853","1.32326091115794","46.8227042980006","37.7965918590569",0.794002389361512,1,0.214149283754681
"FMO5",0.700087481154919,"5.16457920289921","5.3342497852555","8.02112603664685","6.29966938864619",0.944978045796598,1,0.24158166156689
"S100A11",0.0941345084871159,"1.85731668472287","2.5317662113387","24.0674700836433","13.8828716843697",0.448187840798763,1,0.550205312284651
"S100A9",0.340335483745722,"1.72017962974367","2.38093585856473","16.1053245783599","12.5595059520906",0.782010396931694,1,0.248672111225905
"S100A8",0.374004244675605,"1.77921340843815","1.9869325544673","21.3373613964013","9.52629685791897",0.790020422561285,1,0.806403527517342
"FCER1G",0.285109761555562,"1.81732364137248","2.33984098563346","13.1436744966139","16.4702505119249",0.717150783927009,1,-0.225615138249915
"FCGR2A",0.927269773177102,"1.60493056483369","1.73276036818887","39.3576014914943","41.6549877048836",0.977707041174183,1,-0.0567319816502146
"HSPA6",0.0619029372097911,"2.01308665894642","1.2838904098324","19.6151456234944","7.31874312194282",0.427384662379928,1,0.985863395144711
"FCGR3A",0.0460841902866121,"1.60872722523577","2.4349336785254","63.3239710742407","65.4614793766947",0.404361144285032,1,-0.0331979211011523
"IER5",0.265972315760485,"2.41911103247755","2.16972191811546","12.3462070280993","4.83504647434824",0.69097962444992,1,0.937458151744212
"NIBAN1",0.255655222863828,"1.0224108622367","1.76692043745115","61.8050615380709","66.2639955491201",0.678159117491417,1,-0.0696614331066629
"MIR181A1HG",0.840907195157843,"0.913786215281426","1.35453838245809","35.9883403429786","37.1783001000264",0.977707041174183,1,-0.0325302537969791
"IPO9-AS1",0.868509111251437,"4.74772048870087","4.73794032378732","9.53370995675025","7.93340930166945",0.977707041174183,1,0.183751066526023
"IKBKE",0.3690754280457,"1.88233958498603","1.78353321552454","11.5284747630001","5.91620440857081",0.790020422561285,1,0.66712494524328
"KCNH1",0.351966599676851,"5.37494621740813","5.83634639355475","9.68368909130654","11.4030517579096",0.785610667133117,1,-0.163438084477525
"PROX1",0.984886941872564,"1.4182533688179","1.49873218236918","4.93594250310563","4.99679376796577",0.996753049605968,1,-0.01225282228501
"DUSP10",0.446607805352994,"1.40161562325829","0.822807277470938","10.0294458147459","8.62621704546783",0.839889305589213,1,0.150719287996531
"AIDA",0.136010830961375,"1.31762534631223","1.99283576905932","34.4751128607038","35.5646190015636",0.535542646910414,1,-0.0311135980216442
"FAM177B",0.356193843953957,"5.56298224232322","5.24408400933398","35.7804534503728","70.384379945138",0.787337193799699,1,-0.676569611474785
"SLC35F3",0.231731909200017,"5.34549369680014","5.97500677499541","10.0744529544256","9.02471383271929",0.656647895870886,1,0.110036013600835
"RYR2",0.0286666360755564,"5.09476050851252","6.14562673345628","17.4359432301555","31.0457553220277",0.3520799664882,1,-0.576928315957533
"CHRM3",0.129882973646767,"5.34069522153936","6.00290816556469","15.4714535254767","18.6819413214593",0.535542646910414,1,-0.188560734670479
"RGS7",0.0179344316373898,"5.02591345342395","5.8586095125191","12.8287018428149","24.138725177673",0.3520799664882,1,-0.63213241261146
"KIF26B",0.387548785283595,"4.67550322617667","5.08666708360609","31.343649196656","33.7573638318534",0.794002389361512,1,-0.074186912031349
"NLRP3",0.0829550215220131,"4.59357172613787","4.62589569374141","14.3801234249373","7.0134368748874",0.441519824780958,1,0.718019072731244
"PDIA6",0.765784415006615,"2.21778590697969","2.49950074137175","15.0529501198118","18.8651026169595",0.961441533474725,1,-0.225739799708279
"OST4",0.728646310792435,"2.45987265760448","2.75478960524983","6.92052559815292","7.89920150126924",0.958845275820854,1,-0.132269958340206
"SLC8A1-AS1",0.283841441139705,"4.6984671640661","5.02243688162945","24.0456551303355","45.5124251025858",0.717150783927009,1,-0.638031047485781
"MXD1",0.996529426767105,"1.96295010852612","2.00705533004943","10.5138466194103","10.2170108876741",0.999094652298446,1,0.0286390488149266
"LRRTM4",0.0360539288665507,"5.24408188451398","6.14114684249353","34.0759926146031","49.6059950629496",0.364262445544227,1,-0.375518587184061
"TMSB10",0.362403776772792,"2.5954223273977","3.07523300392277","92.5930868433678","104.732786249358",0.790020422561285,1,-0.123197730803845
"VAMP8",0.918582676395623,"1.753289227311","1.95062313333975","5.48358152151804","5.68879311324874",0.977707041174183,1,-0.0367396692038878
"AFF3",0.458860714814318,"4.73182507970613","5.21509548364621","17.545543541513","17.9556148288365",0.850241912744177,1,-0.0231028814484074
"TBC1D8",0.715794652162145,"1.20109565169759","1.19405784769359","59.8816181683795","41.9544696612515",0.955052261408782,1,0.355784608120812
"RNF149",0.976116437814669,"1.39485599990856","1.32713338076144","80.9982225456899","90.2422054033418",0.99469064563074,1,-0.108070016209899
"CNTNAP5",0.0121708222957357,"5.17581399968079","6.21190433913387","11.1338297374516","15.6472630068639",0.30670472185254,1,-0.340307816434375
"ANKRD30BL",0.119811414471298,"5.07041446487294","6.05894199055368","5.22794829386538","6.32563156081928",0.512275937934702,1,-0.190590975660946
"TEX41",0.341353744692406,"5.17988956826131","5.17082983065829","10.0797976366398","3.74128635978025",0.782010396931694,1,0.991103687955802
"GALNT13",0.120954040901249,"5.35061044788734","6.07508713445581","2.27669960442711","6.31387529891456",0.512275937934702,1,-1.02002278765896
"KCNH7",0.0143994155705023,"4.98311694717422","5.93817598853307","12.3892247176753","11.7226079846708",0.329877520342416,1,0.0553078367695347
"DHRS9",0.997112321639124,"4.47528486161806","4.49655916843634","8.36435542145884","8.16482755036341",0.999094652298446,1,0.0241436692529231
"GPR155",0.870052570878283,"1.46653444855504","1.27101879752832","34.2623819051021","27.1589335586068",0.977707041174183,1,0.232341978082118
"ZNF385B",0.0356868213737302,"5.24917050301763","5.97745636959713","10.6540851224257","14.0896697774012",0.364262445544227,1,-0.279498490793644
"ZNF804A",0.969670003461535,"0.705758191977469","0.716738480688416","29.3840638739374","25.8755332561222",0.99469064563074,1,0.127154621975479
"HSPD1",0.0730131971236176,"2.30010681430042","1.69711336603862","41.3372388955216","8.04053776248299",0.441519824780958,1,1.63726779504578
"CFLAR-AS1",0.795346933062263,"4.71787222849358","5.00969369284844","6.77121419024943","6.73530234889587",0.961441533474725,1,0.00531771843259202
"DIRC3",0.782317724730985,"0.611172858236663","1.09631201249298","27.6127063893465","30.5215911261833",0.961441533474725,1,-0.100158295734772
"SLC11A1",0.536468184445095,"1.18923693937984","0.961591944096901","134.979851421825","63.163721609947",0.872874537685535,1,0.759395407394279
"PID1",0.432227499218336,"4.49669201504882","4.6782164052817","29.0188347271489","17.5597074376236",0.836774349725015,1,0.502338165179301
"CNTN4",0.379316726646026,"5.63139332902142","6.05149894346787","9.85533594297541","13.1223894533377",0.790020422561285,1,-0.28630686129572
"GRM7",0.0870169340518172,"5.40343800443506","5.95805980464305","7.93661482102021","17.4717038605103",0.441519824780958,1,-0.789095810654777
"HRH1",0.331504042805015,"4.39550762412942","5.04455176170948","7.93142068653254","7.08871424017723",0.782010396931694,1,0.112328197264161
"NEK10",0.722569815113035,"1.83478926497672","1.42912411801648","22.2294369965171","22.5979640380761",0.955052261408782,1,-0.0164424140465265
"CX3CR1",0.154740650988619,"4.47576039554446","4.2083588780188","155.207254995169","101.521154407915",0.565139768828,1,0.424494158181609
"ZKSCAN7-AS1",0.629237594299307,"4.82154373592019","5.17893269000179","7.37353803704582","7.42465841697869",0.921104363530191,1,-0.00690902887291428
"MANF",0.865714712662746,"1.9008683855862","2.17507662852663","7.04678756264191","6.8812620744325",0.977707041174183,1,0.023769771930668
"STAB1",0.190181722770365,"1.41859889970239","2.12715089170893","38.7312071826821","45.9604726506344",0.602011340471335,1,-0.171136074654329
"CACNA2D3",0.0299982906857048,"5.06665816400594","6.04161964529821","7.74414785215284","17.575374141354",0.3520799664882,1,-0.819561283470203
"ERC2",0.171982362933366,"0.96947623467682","1.59332617725833","91.2761260611017","54.9792631265386",0.573155509781686,1,0.506933184406908
"TAFA1",0.781813560279234,"5.54510826552498","5.7595677127906","9.21600857089001","11.1929440008373",0.961441533474725,1,-0.194341545888278
"ROBO2",0.162514853404189,"5.27005522775708","5.9286808707761","30.0520287467373","38.7509372334793",0.566749860360419,1,-0.254224771104312
"ZBTB20-AS5",0.112682731595439,"4.65984183989931","5.38917292718417","5.78476162733337","6.56336079888125",0.507072292179475,1,-0.12627563417351
"STXBP5L",0.00971912660765019,"5.15847386723147","6.04421162775319","24.1512279864878","40.0048278277979",0.30670472185254,1,-0.504664915418122
"EAF2",0.877287912482434,"1.15843321647319","1.27696807100491","17.7421794850113","15.6079372381905",0.977707041174183,1,0.128165244256421
"MGLL",0.0314357112935893,"4.59924166491346","4.98958975702596","39.98338988423","19.8290304678591",0.3520799664882,1,0.701317065832551
"CPNE4",0.67052870505389,"5.02376552971861","5.31436768836569","10.1447879479409","10.6474711197065",0.938740187075446,1,-0.0483623394759617
"ANAPC13",0.739942462482987,"3.61033920003916","3.74731089845264","4.4128351901599","3.56836166117227",0.961441533474725,1,0.212410811132816
"SLC35G2",0.763617474286739,"4.77780606013643","4.96007951680601","24.7753091083578","26.4862365986739",0.961441533474725,1,-0.0667776676738781
"NCK1-DT",0.788623453238234,"4.77345428483581","4.98643920127777","21.1636467242586","18.7188098345948",0.961441533474725,1,0.122756040790581
"CLSTN2",0.229064792325004,"5.81559273281226","6.09988900493966","5.9798214829579","13.6977904961362",0.655958268930693,1,-0.828843827004375
"PLSCR1",0.778724778439251,"1.56810418159958","1.84424477465853","54.8561709642051","43.2623026885916",0.961441533474725,1,0.237433038421402
"ANKUB1",0.120705658906721,"5.06710328606962","5.31955345981507","15.6375836526116","58.5443966999394",0.512275937934702,1,-1.32010815908661
"PFN2",0.506005863068348,"3.2735000931733","3.65896560588556","17.0746843998925","20.296588980583",0.872874537685535,1,-0.172855919298657
"MED12L",0.750834678254969,"4.70673404997115","4.89414173155713","54.4814355415719","51.6407398479871",0.961441533474725,1,0.0535491184672463
"P2RY13",0.105719704258062,"4.51980758343931","4.03400679682808","30.9653758423605","19.1166573077814",0.480024603117687,1,0.482309606626923
"P2RY12",0.48929978396256,"4.62983133503887","4.56003828055189","211.922501968784","138.497367702811",0.872874537685535,1,0.425369331397932
"IGSF10",0.221026388335128,"4.42955452909928","3.84736967022518","6.41605639036006","3.45886194545719",0.652158227590824,1,0.61786404208031
"IQCJ-SCHIP1",0.0227096962894034,"5.82944550622092","0.21079728052564","8.25776755025857","35.050184681824",0.3520799664882,1,-1.44562660392604
"NAALADL2",0.410571385442795,"4.60784319951921","4.87722163655655","111.237318164271","88.4786753566609",0.821267940345229,1,0.228904353962202
"DNAJB11",0.564856878580833,"1.47069223246012","2.0941846477117","7.7880065389495","7.7169503394677",0.88579160639233,1,0.0091656748855887
"BCL6",0.96957826195965,"1.43129643720073","1.46341345804225","43.507463127818","39.6474534870524",0.99469064563074,1,0.0929057683078351
"TPRG1",0.776386103146734,"0.921808201550692","0.642542598584877","35.9460981953232","21.8994884547835",0.961441533474725,1,0.495557265751013
"TBC1D14",0.535291385641554,"1.05763509580166","1.14099164422937","109.527141651771","65.6015243123044",0.872874537685535,1,0.512573455359928
"GRPEL1",0.811694695147874,"2.37529644004817","2.18599285542252","3.23309507378173","4.01968362413023",0.961441533474725,1,-0.217763293463788
"LDB2",0.0589237691007153,"5.08305870741208","5.95688330941166","11.8396148791074","17.9860700998982",0.427384662379928,1,-0.418146473130457
"LAP3",0.443504103026758,"1.26869075821771","1.935533886195","22.3099752976543","25.6015415780983",0.839889305589213,1,-0.137618666355119
"FAM184B",0.701233708587158,"5.15814216960161","5.59991199850706","3.92811011638897","3.95372755768551",0.944978045796598,1,-0.00650039560861815
"KCNIP4",0.00520499843587114,"5.16292236373786","6.22645933903724","117.84503087582","193.481859537545",0.30670472185254,1,-0.49581329524317
"C4orf19",0.374561470748471,"4.49608036582338","4.77411655978705","20.3585772552244","13.4200467047392",0.790020422561285,1,0.416752698059832
"SPP1",0.475190912938218,"1.98439931020402","2.46853031539995","396.934998435812","635.165186505967",0.867273177291125,1,-0.470112565911057
"HERC6",0.723707257365545,"4.42748823505714","4.86328470131924","7.7863898122292","6.40882283164148",0.955052261408782,1,0.194701705265601
"NAP1L5",0.465894883868976,"3.42113655808904","3.54340970979434","9.63204568361121","6.34266004076972",0.86011363175811,1,0.417797386208436
"CCSER1",0.0711526098731059,"5.43555714777179","6.1034775114638","23.727824588853","33.0654475956739",0.441519824780958,1,-0.331840465088915
"GRID2",0.00287270470018884,"4.46562894429423","5.70928347075117","708.220692900362","304.223137973595",0.289568633779035,1,0.844994319610086
"SNHG8",0.1625821771479,"2.21296747073269","2.92202966289989","10.1778012984975","18.2255771384406",0.566749860360419,1,-0.582616939468528
"IL15",0.994881403363607,"0.678172745854597","0.728718013916378","14.3218917973437","14.083434625062",0.999094652298446,1,0.0167900041386551
"RPS3A",0.135910636668766,"2.54318607932033","3.09503571078243","30.2524939046428","51.301212781195",0.535542646910414,1,-0.528135768648958
"TMEM154",0.760351612721467,"4.32153219113526","4.29201313761078","6.20672217578951","4.30341638469298",0.961441533474725,1,0.366223711295324
"FAM198B-AS1",0.88163767021336,"4.56765063895898","4.77327224752059","17.4724096761833","20.8838869068001",0.977707041174183,1,-0.178354853358711
"PPID",0.611997872359734,"2.11597314909366","2.16015949130224","9.67810182250187","6.3708247377805",0.912642059390945,1,0.418136855960731
"FSTL5",0.00827238891564905,"4.72117185728012","6.11414027794156","3.61273644070697","8.33706260384651",0.30670472185254,1,-0.836245446546356
"GALNTL6",0.566051625260178,"5.77812353126104","0.0925088764678639","9.18680873925202","11.5564505410993",0.88579160639233,1,-0.229475147034806
"SAP30",0.14662763156775,"1.25520444816952","1.30563607323591","9.63283177228614","3.27223172279565",0.551494972463776,1,1.07970500377602
"ACSL1",0.976928312673048,"1.55385693611991","1.44387091162345","143.315772260339","144.31650100744",0.99469064563074,1,-0.00695841793852914
"BASP1-AS1",0.176355734357835,"5.13508569908091","6.00359519873967","3.17556840015165","5.37907949929455",0.580936536708162,1,-0.527030622757927
"CDH18",0.0374768476510935,"5.33520790458395","6.24653493795714","14.4012906581832","21.1516774492461",0.370359435610806,1,-0.384401382762335
"CDH12",0.00135834938755451,"4.95536109207299","6.22014217314126","11.5659021602866","16.7005684627104",0.283821499025867,0.684608091327473,-0.367381458078796
"PLCXD3",0.636479169193357,"5.0200724425501","5.00817517125382","9.84900921529744","18.3762836637497",0.927086079683808,1,-0.623690039065231
"HCN1",0.0638174918004716,"5.75994720083604","6.20390674168921","6.46483459403032","15.4482544837534",0.428853544899169,1,-0.871118591503617
"SMIM15-AS1",0.22199992472037,"4.41783443030881","4.81841765856137","6.36639725315837","4.004281542519",0.652158227590824,1,0.463669554935865
"IQGAP2",0.812609221175139,"0.332363855994417","0.778091610874793","12.5491424082014","13.5831897462622",0.961441533474725,1,-0.0791806509005061
"MEF2C-AS2",0.922845974316118,"4.84066686346517","4.91275362955268","18.9646434642839","21.9106316042692",0.977707041174183,1,-0.144395605110868
"MAN2A1",0.959653624557797,"1.74941281821982","1.60256444472888","71.4623284285534","79.9220705203093",0.99469064563074,1,-0.111881605688621
"TICAM2",0.417151969699164,"1.89605483993546","1.24455594610134","8.77554466339153","7.19576709202057",0.821267940345229,1,0.198475888075116
"TNFAIP8",0.599139369799762,"1.30814876946503","0.991805812276379","23.7994068841624","21.4830164655386",0.90680553266991,1,0.102397968395738
"LMNB1",0.876551060082915,"1.46649779474074","1.4805459150474","4.71991515417996","7.33425561373581",0.977707041174183,1,-0.44076509866525
"ADAMTS19",0.476656091487384,"5.23536406445642","5.28468659274041","6.64072751116456","11.2563171452928",0.867273177291125,1,-0.527707972659868
"UQCRQ",0.31428375273643,"2.90297401504941","3.43586558163839","8.58639700413874","10.6476150852039",0.762124354504567,1,-0.215156724139099
"FSTL4",0.010279746613316,"4.70505076904232","6.18065876738472","5.20891435980506","5.62633537396237",0.30670472185254,1,-0.0770868619162408
"TGFBI",0.864237125313285,"1.56066239075411","1.70569732914108","11.2296876512915","9.34140875629906",0.977707041174183,1,0.184103883281328
"CD14",0.161145615767225,"2.0840697620121","2.52592588742837","18.329310644288","47.620537536573",0.566749860360419,1,-0.95476267595135
"ADRB2",0.590804259266019,"4.96874201998806","4.57071046728413","4.69883792772828","3.83614128288913",0.904761627343562,1,0.202848241597921
"SMIM3",0.0231347329490785,"1.85732496262319","0.755789062880198","4.99252490809117","4.92854809321739",0.3520799664882,1,0.0128973351359974
"TENM2",0.0873049392123897,"5.29348087987469","6.06641823856509","21.7459908003392","27.0572669088527",0.441519824780958,1,-0.218526206965881
"INSYN2B",0.166522910172159,"4.6597065737332","5.00199307822946","10.3698055835274","26.6283303701228",0.567078018424109,1,-0.943077426437653
"KCNMB1",0.239927617242922,"4.84108207662029","5.41659853913228","15.5452351730269","26.7660480925699",0.666972825855425,1,-0.543380050222854
"SH3PXD2B",0.621175722894972,"1.08011155066531","1.3891131810587","26.5066343584916","18.0872488979514",0.91810136169814,1,0.382187845577255
"CPEB4",0.695275009013468,"1.3541144928539","1.62226247701908","55.2094007140923","83.1924452083909",0.944978045796598,1,-0.410023299345875
"FAM153CP",0.228525062528309,"5.2995073904565","6.01123487349787","4.30496550070002","4.67801010720604",0.655958268930693,1,-0.0831037046694817
"LTC4S",0.71976710098727,"4.41863205249062","4.23523433166839","27.5303197516066","23.9583382726451",0.955052261408782,1,0.138971517135715
"NRN1",0.43332957396474,"3.32249828121246","3.75696381786729","10.5518357475833","12.4106346699276",0.836774349725015,1,-0.162253890428784
"TXNDC5",0.0630995827286294,"2.44486353085272","2.45833223971204","2.68073225446488","7.05269242543342",0.428853544899169,1,-0.967319461753698
"RNF144B",0.903693392003286,"1.41032992062709","1.41136353522648","56.8191731260812","44.9461709717456",0.977707041174183,1,0.234408250681448
"CASC15",0.13963028832357,"4.69648600622316","5.35388165713826","9.65491633228049","7.15622382493445",0.540146277110202,1,0.299484807006207
"HIST1H2AC",0.0797531213211557,"1.60566144414443","0.331939978019747","63.8110320509992","46.619851265292",0.441519824780958,1,0.313899648322485
"HIST1H2BD",0.0691678224333736,"1.65846804792521","0.545125620855705","13.566949580062","6.81842708232245",0.441519824780958,1,0.688007844965311
"HCG22",0.0535727136683031,"4.58474961384624","4.8692282519584","21.3500405865432","9.55536448246147",0.420064787705018,1,0.803950917985985
"CLIC1",0.607917958578107,"2.00836893817028","2.14823792391993","9.42975162738917","6.76201578520884",0.911876937867161,1,0.332548719057173
"HSPA1A",0.452835659409592,"1.83624810175673","1.53205031154589","177.815223322886","113.242136958453",0.84217406768426,1,0.451216608780977
"HSPA1B",0.416541808782211,"1.85696961432439","1.77984090895163","62.5802547009987","34.4329628938296",0.821267940345229,1,0.597435479004857
"HLA-DRB5",0.488163342870779,"2.22380487350262","2.63535467262615","5.26757599383838","13.6025762488585",0.872874537685535,1,-0.948688911346305
"HLA-DPA1",0.341224959896357,"2.82974440632285","2.86447096444595","17.8665871112601","34.1263011721775",0.782010396931694,1,-0.647136055695075
"RPS10",0.0819617568655899,"2.44724372949678","3.03230563236113","16.4514120756454","26.6883116370612",0.441519824780958,1,-0.483814389164252
"FKBP5",0.921535144034167,"0.556242250960243","0.439751260298965","280.667000004866","239.478862101144",0.977707041174183,1,0.15870375873368
"CDKN1A",0.867277725920355,"2.06219257034514","1.89470086571683","13.842430869071","18.4895874774304",0.977707041174183,1,-0.289469158977793
"PIM1",0.653486201462031,"1.40230028416283","1.86410063238902","14.8243329047746","18.6833302416714",0.933161402498725,1,-0.231361749493292
"TRERF1",0.899517749588654,"6.04981359547555","6.12485552639076","19.2098589357335","15.4919469115673",0.977707041174183,1,0.215103298663137
"VEGFA",0.289600688523727,"2.27903868466719","3.04394495722479","20.9292327761992","9.45023142241937",0.719008605989943,1,0.795107648779776
"PLA2G7",0.754187714653931,"1.10647345473597","0.873702755166634","13.3898593346136","9.4162345731876",0.961441533474725,1,0.352062372552892
"ELOVL5",0.995802642173648,"2.05109963709596","2.06163567651612","19.897295649407","20.6653457965877",0.999094652298446,1,-0.0378743557852305
"ZNF451-AS1",0.509225596411834,"4.452253649597","4.94218182899704","5.43157183844965","6.64914769673261",0.872874537685535,1,-0.20226011548134
"KHDRBS2",0.340770786067583,"5.70715611833519","6.23560340149806","17.9938094806409","23.8871942225646",0.782010396931694,1,-0.283314727753842
"KCNQ5",0.0293998811738317,"5.25335921734185","6.11179762707394","26.4544130889581","32.5567384743549",0.3520799664882,1,-0.207561375560045
"MEI4",0.489032023138957,"4.56367805183012","4.62681601361889","7.89598275916042","5.2667653190021",0.872874537685535,1,0.404937735993
"DSE",0.542307378548723,"1.29488810907559","1.66554341774617","59.7655758610257","45.6736131828444",0.872874537685535,1,0.26890910162115
"ENPP1",0.613860432804624,"4.6692398046799","5.23471915903451","8.89719737948254","7.85952612801386",0.912642059390945,1,0.124010010397673
"NHSL1",0.961745572672568,"0.150438672478709","0.149770275034872","83.8299066479475","99.6744748510743",0.99469064563074,1,-0.173119799579794
"GRM1",0.026589843546669,"4.82173099326788","5.97229866537525","3.29998812415755","5.3141310490216",0.3520799664882,1,-0.476450638395713
"TAGAP",0.695454694583823,"4.67089767986056","4.34177374494465","4.34479398797443","5.22915439669238",0.944978045796598,1,-0.185271237763289
"IGF2R",0.723868975909037,"1.21739954140954","1.4071803121631","29.1480214531932","24.4016673787319",0.955052261408782,1,0.17773557065852
"SCIN",0.531912374366808,"1.04556119171599","1.16568636176175","82.1907599922038","50.3588617091397",0.872874537685535,1,0.48986828104419
"CYCS",0.29809285223462,"3.03536327460718","3.61480993809233","14.6927102164733","15.0660741974488",0.732872183054871,1,-0.0250940070761808
"CPVL",0.779400086461091,"1.88989420978512","1.52017330359959","64.6009563274441","57.841109927722",0.961441533474725,1,0.110529447221244
"ELMO1-AS1",0.521693335401418,"5.20277896408675","5.19999206537018","16.840443316999","27.4861859359321",0.872874537685535,1,-0.489900215155126
"POU6F2",0.0108169791667684,"5.05249427214458","6.11175373383887","6.06197987639227","6.13478609836355",0.30670472185254,1,-0.0119387527642953
"HECW1",0.413487661887059,"5.54974116015502","6.05629189086624","8.66202981750362","11.1511684902885",0.821267940345229,1,-0.2525952046293
"SPDYE1",0.0555234234913821,"5.13696727127852","5.15925240463919","2.27325819934278","6.30064504539555",0.420064787705018,1,-1.01943788381558
"GALNT17",0.0154598631508123,"5.26638777450063","6.17843591581681","11.3940353520736","15.1940407697051",0.338772653391713,1,-0.287813292608585
"GTF2IRD2",0.00602496740422942,"5.12864333585458","4.7076395089459","8.80229472080428","3.03001810920841",0.30670472185254,1,1.06644385507911
"HSPB1",0.0772377798716946,"2.17560003315697","1.46530966455944","43.2398879646714","19.827474221448",0.441519824780958,1,0.779694838923177
"ZNF804B",0.0307983549562061,"4.6372135071282","5.82450177574781","4.15717864283018","5.19865606088881",0.3520799664882,1,-0.223563509028374
