GENE_SYMBOLS,refseq_ids
ATXN7L3B,NM_001136262
RHOBTB1,NM_001242359
NDN,NM_002487
ERP29,NM_001034025
EIF4H,NM_022170
MRFAP1,NM_001272053
SPRYD3,NM_032840
MANBAL,NM_001003897
SEZ6L2,NM_001114099
MRPL35,NM_001363782
CDKN2AIPNL,NM_080656
ATP6V0C,NM_001198569
TMEM203,NM_053045
ALDOC,NM_005165
DUSP10,NM_007207
RTL6,NM_032287
PRKAR1A,NM_001276289
FNDC4,NM_022823
ATP6V1F,NM_001198909
TIMM17A,NM_006335
DIRAS1,NM_145173
GSK3A,NM_019884
BCAP31,NM_001139441
MRPL57,NM_024026
CCDC85B,NM_006848
WBP2,NM_001330499
PNMA2,NM_007257
SNU13,NM_001003796
TCEAL8,NM_001006684
CALM1,NM_001166106
TOMM5,NM_001001790
UQCR10,NM_001003684
FGF1,NM_000800
SELENOM,NM_080430
SRP9,NM_001130440
PER2,NM_003894
SLC25A4,NM_001151
TPRG1L,NM_182752
C1orf216,NM_001348691
USP5,NM_001098536
MAGEE1,NM_020932
POLR2E,NM_001316323
MRPS24,NM_032014
LAMTOR5,NM_001382293
ENDOG,NM_004435
FNDC5,NM_001171940
ERH,NM_004450
NGRN,NM_001033088
TOMM22,NM_020243
EEF1G,NM_001404
FAIM2,NM_012306
NOLC1,NM_001284388
ITM2C,NM_001012514
SRXN1,NM_080725
TOMM20,NM_014765
AGPAT1,NM_001371437
TAF13,NM_005645
UQCRH,NM_001297565
GABARAPL1,NM_001363598
ATP6V0B,NM_001039457
SSR2,NM_003145
STMN3,NM_001276310
GOT1,NM_002079
CDKN1B,NM_004064
ALDH1B1,NM_000692
PDE10A,NM_001130690
ADAMTS9-AS2,NR_038264
SPCS1,NM_014041
MZT1,NM_001071775
TIMM10B,NM_012192
PNMA8B,NM_020709
SNAPC5,NM_001329613
CALR,NM_004343
TMCC3,NM_001301036
C6orf120,NM_001029863
EIF4A2,NM_001967
EIF4G2,NM_001042559
NORAD,NR_027451
AHCY,NM_000687
THAP5,NM_001130475
FAM32A,NM_014077
TTPAL,NM_001039199
PCSK1N,NM_013271
MRPS7,NM_015971
CSTF2T,NM_015235
PEG13,NR_144431
CD81,NM_001297649
TUSC2,NM_007275
ARMCX3,NM_016607
B4GAT1,NM_006876
XBP1,NM_001079539
HEIH,NR_045680
PRELID1,NM_001271828
NECAP1,NM_015509
SPINT2,NM_001166103
MRPS12,NM_021107
ATP5F1B,NM_001686
BTF3,NM_001037637
NEU1,NM_000434
TMEM167A,NM_174909
OAZ1,NM_001301020
COPZ1,NM_001271734
EIF1B,NM_005875
TMA7,NM_001329417
EEF2,NM_001961
ARF3,NM_001412914
HAX1,NM_001018837
ENO2,NM_001975
RGS4,NM_001102445
RSL24D1,NM_016304
VBP1,NM_001303543
GRINA,NM_000837
SELENOW,NM_003009
BEX1,NM_018476
YPEL3,NM_001145524
RPL15,NM_001253379
RNASEK,NM_001004333
PSMB10,NM_002801
GPX4,NM_001039847
C22orf39,NM_001166242
RAB3B,NM_002867
DYNLT3,NM_006520
CHRM5,NM_001320917
PRNP,NM_000311
HELLPAR,NA
MRPL17,NM_022061
INSYN1,NM_001039614
SRP14,NM_001309434
YWHAG,NM_012479
GABARAP,NM_007278
COPS8,NM_006710
RNF187,NM_001010858
MAP1LC3A,NM_032514
OTUD6B-AS1,NR_110438
H1F0,NA
ZNF215,NM_001354853
POLE3,NM_001278255
POLR2K,NM_005034
BEX3,NM_001282674
ATP1B1,NM_001001787
SYT4,NM_020783
CHCHD2,NM_001320327
SHC4,NM_203349
TLE5,NM_001130
PEG10,NM_001040152
ARL4D,NM_001661
PGK1,NM_000291
LSM4,NM_001252129
MRPS34,NM_001300900
TXN2,NM_012473
IMP4,NM_001320304
GMPR2,NM_001002000
CYC1,NM_001916
CYSTM1,NM_032412
TMEM160,NM_017854
RPS28,NM_001031
ISOC2,NM_001136201
HSP90AA1,NM_001017963
SLC26A4-AS1,NR_028137
AIP,NM_001302959
BEX2,NM_001168399
EIF1,NM_005801
FITM2,NM_001080472
RANBP6,NM_001243202
TPI1,NM_000365
SYN3,NM_001135774
SKP1,NM_006930
H3F3B,NA
RPS19BP1,NM_194326
SMIM29,NM_001008703
FARSA,NM_004461
PHB,NA
EIF1AX,NM_001412
TSC22D3,NM_001015881
CCDC146,NM_020879
IGIP,NM_001007189
RPLP0,NM_001002
ZCCHC12,NM_001312891
YWHAB,NM_003404
CEND1,NM_016564
NEIL2,NM_001135746
HECW1,NM_001287059
CCT7,NM_001009570
MTLN,NM_001355251
PLEKHB2,NM_001031706
DDIT3,NM_001195053
PTGES2,NM_001256335
RNPC3,NM_017619
ACP2,NM_001131064
LIN7C,NM_018362
SEC61G,NM_001012456
PNPO,NM_018129
RPS2,NM_002952
FRMPD1,NM_001371223
SNX17,NM_001267059
CFL2,NM_001243645
CCDC115,NM_001321118
PNMA6A,NM_032882
PYURF,NM_032906
RRS1,NM_015169
PNMA8C,NM_001386793
KCNAB1,NM_001308217
GAPDH,NM_001256799
RNF6,NM_005977
CHGB,NM_001819
TRNP1,NM_001013642
GHITM,NM_014394
COX14,NM_001257133
MRFAP1L1,NM_152301
DUBR,NR_028301
ARF6,NM_001663
ENO1,NM_001201483
MEF2C-AS2,NR_146284
PHLDA1,NM_007350
UQCC3,NM_001085372
UQCRB,NM_001199975
HSPA5,NM_005347
ARHGDIG,NM_001176
SNX12,NM_001256185
DNAJB9,NM_012328
UBL4A,NM_014235
PPIF,NM_005729
UQCRFS1,NM_006003
PRAF2,NM_007213
MRPS17,NM_015969
RAB1B,NM_030981
COA3,NM_001040431
IRF2BP1,NM_015649
FAM13A,NM_001015045
ILF2,NM_001267809
MARCKSL1,NM_023009
PELI3,NM_001098510
RPSA,NM_001304288
EYS,NM_001142800
BTBD6,NM_001387567
MPI,NM_001289155
TIMM13,NM_012458
DBNDD2,NM_001048221
EMC4,NM_001286420
AMPD2,NM_001257361
MDH2,NM_001282403
TCEAL2,NM_080390
SNRNP25,NM_024571
TMEM161B-AS1,NA
DDT,NM_001084392
MAFB,NM_005461
JAGN1,NM_001363890
WDR1,NM_005112
NDUFB10,NM_004548
LSM7,NM_016199
COA7,NM_023077
AAMP,NM_001087
WASF3-AS1,NA
RFK,NM_018339
TUSC1,NM_001004125
NOP10,NM_018648
ATP6V1E1,NM_001039366
ARHGAP18,NM_033515
NDUFB11,NM_001135998
TMSB4X,NM_021109
NDUFA6,NM_002490
H2AFZ,NA
BPGM,NM_001293085
PMM2,NM_000303
SUMO2,NM_001005849
BAG1,NM_001172415
CKB,NM_001362531
CHST2,NM_004267
ZNF680,NM_001130022
MRPL40,NM_001318151
RPL18,NM_000979
ADGRV1,NM_032119
MTFP1,NM_001003704
PCP4L1,NM_001102566
PRKAG2-AS1,NR_038926
CDK5R1,NM_003885
ZNF428,NM_182498
H3F3A,NA
SELENOK,NM_021237
TULP3,NM_001160408
UBE2L6,NM_004223
PHF23,NM_001284517
EEF1A1,NM_001402
PEF1,NM_001359651
TMEM70,NM_001040613
CHCHD1,NM_203298
POP7,NM_005837
ARL6IP1,NM_001313858
PTPN13,NM_006264
GABARAPL2,NM_007285
TCP1,NM_001008897
NOP9,NM_001286367
FLRT1,NM_001384466
TEX15,NM_001350162
PRKCD,NM_001316327
BEX5,NM_001012978
RGS8,NM_001102450
ARSK,NM_198150
INAFM1,NM_178511
TRPC7,NM_001167576
C20orf27,NA
BANF1,NM_001143985
CHCHD10,NM_001301339
RABAC1,NM_006423
GET3,NM_001371488
PEX19,NM_001131039
NAP1L2,NM_021963
BOLA3,NM_001035505
NDRG4,NM_001130487
NAT8L,NM_178557
ATP5MC1,NM_001002027
EMC6,NM_001014764
RAB5IF,NM_001199534
MARCH4,NA
TINF2,NM_001099274
TOMM6,NM_001134493
RPL8,NM_000973
NDUFA7,NM_005001
MRPL34,NM_001382342
C16orf91,NA
ATP5MF,NM_001003713
SCG2,NM_003469
PRDX5,NM_001358511
GAD1,NM_000817
EFNA3,NM_004952
NDUFA13,NM_015965
TUBA1A,NM_001270399
SLC39A7,NM_001077516
COX4I1,NM_001318786
HSD17B12,NM_016142
RBM15B,NM_013286
DAZAP2,NM_001136264
SLC25A15,NM_014252
SLC25A6,NM_001636
NDUFAF4,NM_014165
KAT5,NM_001206833
ATP5MC3,NM_001002256
RPS13,NM_001017
STARD13-AS,NR_046693
SERF2,NM_001018108
ATP5PF,NM_001003696
SNHG32,NM_001040437
HIST3H2A,NA
PGRMC1,NM_001282621
RTL8A,NM_001078172
LGI3,NM_139278
EID1,NM_014335
NDUFA4,NM_002489
PHLDA3,NM_012396
SDHAF1,NM_001042631
UBA52,NM_001033930
YWHAH,NM_003405
EVA1C,NM_001286556
SMDT1,NM_033318
BUB3,NM_001007793
COX7C,NM_001867
B4GALT7,NM_007255
PEBP1,NM_002567
GTF2IRD1,NM_001199207
C11orf68,NM_001135635
NDUFC1,NM_001184986
ZNF706,NM_001042510
MRPL49,NM_004927
ATP6V1G2,NM_001204078
CALM2,NM_001305624
STUB1,NM_001293197
CCDC106,NM_001370467
AMIGO1,NM_020703
TTLL9,NM_001008409
CXXC4,NM_025212
PLA2R1,NM_001007267
RBMS2,NM_001414459
MAT2B,NM_013283
ADO,NM_032804
VIP,NM_003381
TUBGCP4,NM_001286414
CCDC65,NM_001286957
CMTM8,NM_001320308
TSR2,NM_001346789
BAX,NM_001291428
KBTBD7,NM_032138
AIMP2,NM_001326606
FAM43B,NM_207334
GADD45GIP1,NM_052850
NTM-AS1,NM_207432
SNRPE,NM_001304464
TCEAL6,NM_001006938
FBXL15,NM_001387294
EEF1A2,NM_001958
CYGB,NM_134268
HDDC3,NM_001286451
RPL7A,NM_000972
ZC2HC1B,NM_001013623
SLC25A11,NM_001165417
ARSG,NM_001267727
ZPBP,NM_001159878
H1FX,NA
HRAS,NM_001130442
EIF5A2,NM_020390
BLOC1S4,NM_018366
ZDHHC22,NM_001364172
HSP90AB1,NM_001271969
RPS15,NM_001018
MRPL54,NM_172251
HES4,NM_001142467
COMMD8,NM_001329668
VPS18,NM_020857
BDH1,NM_004051
LRRC29,NA
BACH2,NM_001170794
MEA1,NM_001318942
MYL12B,NM_001144944
RNF5,NM_006913
MRPS2,NM_001371401
ELOB,NM_007108
ST3GAL1,NM_003033
C5orf24,NM_001135586
IMP3,NM_018285
POLR2I,NM_006233
HMGA1,NM_001319077
KCTD17,NM_001282684
SNHG15,NR_003697
KCNJ11,NM_000525
FDX2,NM_001031734
PPCDC,NM_001301101
NUDT15,NM_001304745
OST4,NM_001134693
PEX10,NM_001374425
TMEM115,NM_007024
SCOC,NM_001153446
RPLP2,NM_001004
CLIP3,NM_001199570
SLX4,NM_032444
MRPL51,NM_016497
METAP1D,NM_001322278
WDR77,NM_001317062
TSPYL5,NM_033512
FAU,NM_001997
ATP5MPL,NA
SLC25A25,NM_001006641
IL18,NM_001243211
COX8A,NM_004074
STOML2,NM_001287031
TMEM147,NM_001242597
VEGFB,NM_001243733
RPL14,NM_001034996
C3orf67-AS1,NA
ARL2BP,NM_012106
IDH3B,NM_001258384
KCP,NM_001135914
PJA1,NM_001032396
TMEM208,NM_001318217
BCL2L14,NM_001370268
MRPL36,NM_032479
ATP5IF1,NM_016311
MCRIP1,NM_001093767
MAF1,NM_032272
UBE2M,NM_003969
RPL13,NM_000977
INO80-AS1,NR_170322
PGLYRP1,NM_005091
RPS16,NM_001020
MCRIP2,NM_001331229
HMGN2,NM_005517
DOHH,NM_001145165
HSPA8,NM_006597
DHDDS,NM_001243564
SMIM26,NM_001348957
TMEM141,NM_032928
PPEF1,NM_001377986
SNHG29,NM_152350
ZNF18,NM_001303281
VAMP1,NM_001297438
SLC39A3,NM_144564
BORCS6,NM_017622
DNA2,NM_001080449
C6orf226,NM_001008739
ZNF385D-AS1,NR_046731
TUBB2A,NM_001069
CSNK2B,NM_001282385
KBTBD4,NM_001318716
NAT16,NM_001369694
ELP5,NM_015362
SAC3D1,NM_001367485
TRBC2,NA
FSTL4,NM_015082
RPL18A,NM_000980
EDDM13,NM_001354658
CHCHD4,NM_001098502
SF3B5,NM_031287
SLITRK4,NM_001184749
RPS5,NM_001009
NECTIN3-AS1,NR_045114
H2AFX,NA
LECT2,NM_002302
GRPEL2,NM_152407
PEA15,NM_001297576
HIGD1A,NM_001099668
CLDN20,NM_001001346
CBR3,NM_001236
OSTN,NM_198184
MAFG-DT,NA
ATOX1,NM_004045
GSTP1,NM_000852
ARRDC3-AS1,NR_027435
PSMG3,NM_001134340
RTL1,NM_001134888
SPDYE5,NM_001099435
TIMM8B,NM_012459
SHANK1,NM_016148
DRAP1,NM_006442
ANAPC15,NM_001278485
NME2,NM_001018137
SUPT4H1,NM_003168
C12orf10,NA
MTCP1,NM_001018025
CPEB1-AS1,NR_046096
SBDS,NM_016038
TENM3-AS1,NR_027107
CHRNB2,NM_000748
HIGD2A,NM_138820
GRM5-AS1,NR_049724
RNF26,NM_032015
DCTN3,NM_001281425
ANKRD34A,NM_001039888
RPL3,NM_000967
ZNF593,NM_015871
LRRTM2,NM_015564
PFN2,NM_002628
HYOU1,NM_001130991
MLLT11,NM_006818
GABRG3-AS1,NR_120343
TIMM17B,NM_001167947
RPL41,NM_001035267
RPS19,NM_001022
TCEAL5,NM_001012979
C12orf57,NM_001301834
PPP1R14B,NM_138689
DLGAP1-AS3,NR_038895
RPL22L1,NM_001099645
HAR1A,NR_003244
CFAP46,NM_001200049
PPP2R1A,NM_001363656
DEDD2,NM_001270614
DLGAP1-AS4,NR_102696
TMEM251,NA
NFIA,NM_001134673
UBQLN2,NM_013444
COL26A1,NM_001278563
ATP5MD,NA
RFX5,NM_000449
IQCA1,NM_001270584
GTF3C6,NM_138408
GMNN,NM_001251989
RPL29,NM_000992
INA,NM_032727
LYRM9,NM_001076680
ARMCX5-GPRASP2,NM_001199818
COX6B1,NM_001863
COX6A1,NM_004373
TIMM10,NM_012456
RPL17,NM_000985
NDUFS6,NM_004553
ILF3-DT,NM_203300
TUBB,NM_001293212
COX7B,NM_001866
TMEM258,NM_014206
LSM10,NM_032881
PSMB6,NM_001270481
TCHP,NM_001143852
SAMD4A,NM_001161576
NCDN,NM_001014839
AGBL5,NM_001035507
FAM131C,NM_182623
CENPX,NM_001271006
TRMT112,NM_001286082
PLK3,NM_004073
ZXDB,NM_007157
RPL10,NM_001256577
FGF12-AS1,NR_046596
TMEM126A,NM_001244735
RPL39,NM_001000
SLIT2,NM_001289135
RPL9,NM_000661
ZNF66,NM_001009883
YRDC,NM_024640
LMNB1-DT,NR_134485
DNAL4,NM_005740
CBX4,NM_003655
TMEM155,NA
SOD1,NM_000454
CA13,NM_198584
ATP5F1E,NM_006886
C14orf119,NM_017924
TRPC3,NM_001130698
NECAB2,NM_001329748
HEXIM1,NM_006460
RPLP1,NM_001003
ANAPC13,NM_001242374
RPS14,NM_001025070
TRAPPC5,NM_001042461
CELF2-AS2,NR_046108
PLEKHJ1,NM_001300836
RPL23,NM_000978
MYCBP2-AS1,NR_046716
AURKAIP1,NM_001127229
NHP2,NM_001034833
SNCG,NM_001330120
CFL1,NM_005507
CCDC196,NM_001004331
ZBBX,NM_001199201
EEF1AKMT4,NM_032331
KAZN-AS1,NR_149058
POP4,NM_006627
SOX5-AS1,NR_120472
NFKBIE,NM_004556
TAF9B,NM_015975
IPO9-AS1,NR_046696
CDH18,NM_001167667
MRPL12,NM_002949
PRDX1,NM_001202431
RPP25L,NM_148178
RPL11,NM_000975
TMEM17,NM_198276
ISCA2,NM_001272007
RPS7,NM_001011
ENO4,NM_001242699
RGS16,NM_002928
POLR1C,NM_001318876
DUSP7,NM_001947
HNRNPAB,NM_004499
MAFF,NM_001161572
C4orf48,NM_001141936
RPS23,NM_001025
FAM50B,NM_012135
CERS4,NM_024552
ISM1,NM_080826
TRIB2,NM_021643
FUNDC1,NM_173794
PMM1,NM_002676
MNS1,NM_018365
CUTA,NM_001014433
POLR3K,NM_016310
MORC2-AS1,NM_153044
STIP1,NM_001282652
EIF5A,NM_001143760
NMU,NM_001292045
SPATA2L,NM_152339
GNG12-AS1,NR_040077
CITED2,NM_001168388
HEY1,NM_001040708
CPED1,NM_001105533
RTL8C,NM_001078171
ALG13-AS1,NA
AF279873.3,NA
B3GALT1,NM_020981
CYP1B1-AS1,NM_173652
CORT,NM_001302
SPDYE21P,NA
EPB41,NM_001166005
MCHR1,NM_005297
LAMTOR2,NM_001145264
LGALSL,NM_014181
ABCD2,NM_001412788
SHISA4,NM_198149
PPFIA2-AS1,NR_120491
RGS2,NM_002923
FMC1,NM_197964
PLCXD2,NM_001134478
IFIT5,NM_012420
ARHGAP28,NM_001010000
ETV1,NM_001163147
UQCR11,NM_006830
ERI2,NM_001142725
RPS4X,NM_001007
NDUFAF8,NM_001086521
CALB2,NM_001740
TRAPPC2L,NM_001318524
FKBP8,NM_001308373
PCBD1,NM_000281
NDUFB3,NM_001257102
EPHB3,NM_004443
RPL19,NM_000981
COX7A2,NM_001366292
FAM174C,NM_017914
ATP5F1D,NM_001001975
BASP1-AS1,NM_173669
SP2-AS1,NR_103856
LBH,NM_030915
CYP26A1,NM_000783
DPP10-AS3,NR_132105
TUBA4A,NM_001278552
DBP,NM_001352
IDNK,NM_001001551
PRKCA-AS1,NR_110822
PRICKLE2-AS3,NR_046702
RPL35A,NM_000996
DCDC2,NM_001195610
SYNC,NM_001161708
SLC24A1,NM_001254740
NPY1R,NM_000909
VGF,NM_003378
TIMM8A,NM_001145951
NDUFC2,NM_001204054
KCTD4,NM_198404
NDUFB7,NM_004146
SHANK2-AS1,NR_046567
CPLX1,NM_006651
UQCRQ,NM_014402
DCXR,NM_001195218
INAFM2,NM_001301268
KMO,NM_001410944
DNAI1,NM_001281428
THAP11,NM_020457
TAC1,NM_003182
SPRY2,NM_001318536
RPS25,NM_001028
LSR,NM_001260489
DLL3,NM_016941
SPDYE1,NM_001378423
MESP1,NM_018670
HAPLN4,NM_023002
COX17,NM_001382002
MICOS13,NM_001308240
CCND1,NM_053056
SLC13A3,NM_001011554
CTXN2,NM_001145668
HCG11,NR_026790
MOCS3,NM_014484
PARK7,NM_001123377
GCHFR,NM_005258
ERICH3-AS1,NR_121670
IGFBP5,NM_000599
ABCA9-AS1,NR_126414
RGS5,NM_001195303
CNIH2,NM_182553
C19orf53,NM_014047
RPS10,NM_001014
WFS1,NM_001145853
SURF2,NM_001278928
DLX5,NM_005221
LSM3,NM_014463
SYNPO2L,NM_001114133
DLGAP1-AS5,NR_036489
ATG101,NM_001098673
DCDC2B,NM_001099434
FEN1,NM_004111
PRDX2,NM_005809
ACTB,NM_001101
RBP2,NM_004164
KDM4A-AS1,NR_033827
ZNF675,NM_138330
PDIA4,NM_001371244
TSPYL1,NM_003309
CADM2-AS2,NR_046752
RPL13A,NM_001270491
PRR13,NM_001005354
NAV2-AS3,NR_174949
TIRAP,NM_001039661
C3orf49,NM_001355236
TMLHE-AS1,NR_039991
RPL36AL,NM_001001
CHL1-AS1,NR_110739
PCBP1,NM_006196
EHD1,NM_001282444
NDUFB2,NM_004546
ADARB2-AS1,NM_001098830
TCEAL1,NM_001006639
LNX1-AS1,NR_046622
SYCE1L,NM_001129979
LAGE3,NM_006014
DCK,NM_000788
PHPT1,NM_001135860
ZNF337-AS1,NR_126465
IFI27L2,NM_032036
ST8SIA2,NM_001330416
Z99496.2,NA
JAKMIP1,NM_001099433
PET100,NM_001171155
NUDT11,NM_018159
AP1S1,NM_001283
TMEM220,NM_001004313
RPL6,NM_000970
CLMN,NM_024734
MZT2B,NM_001330282
EEF1B2,NM_001037663
ZRANB2-AS2,NA
Z95115.1,NA
LMO7-AS1,NR_120410
PRRG1,NM_000950
SST,NM_001048
TRAPPC1,NM_001166621
COX5B,NM_001862
C10orf143,NM_001355042
ENHO,NM_198573
OXLD1,NM_001039842
TSR3,NM_001001410
MIEN1,NM_001330206
BORCS8,NM_001145783
BACH1,NM_001011545
ADCK1,NM_001142545
PRDX3,NM_001302272
RPL23A,NM_000984
L3MBTL3,NM_001007102
SERPINE3,NM_001101320
HINT1,NM_005340
HHAT,NM_001122834
SUMO3,NM_001286416
RPS27,NM_001030
NAP1L3,NM_004538
PKD2L2,NM_001258448
CUBN,NM_001081
IQUB,NM_001282855
HAAO,NM_012205
RORA-AS1,NR_120339
TSPOAP1-AS1,NR_038410
GAB1,NM_002039
TNFSF12,NM_003809
DCAKD,NM_001128631
UFC1,NM_016406
C9orf16,NA
LDB1,NM_001113407
KCNMB2-AS1,NR_126560
STK16,NM_001008910
RPL10A,NM_007104
ABRACL,NM_021243
GPATCH4,NM_001396855
SPACA6,NM_001316972
SLC9A3R2,NA
CA3,NM_005181
SMIM18,NM_001206847
SLITRK5,NM_001384609
RPL27,NM_000988
RNF157-AS1,NR_040017
ARHGAP22,NM_001256024
TUBA1B,NM_006082
ZNF565,NM_001042474
FIS1,NM_016068
ETV4,NM_001079675
SEMA6A-AS1,NR_109879
GJD2,NM_020660
KIF26B-AS1,NR_151721
PAXBP1-AS1,NR_038879
RPS15A,NM_001019
FAM229A,NM_001167676
EVI2B,NM_006495
CXXC5,NM_001317199
IRF2BPL,NM_024496
KIF9,NM_001134878
TOMM7,NM_019059
DNAJA1,NM_001314039
THAP7,NM_001008695
RANBP1,NM_001278639
ALKBH7,NM_032306
MFSD5,NM_001170790
ST7-AS2,NR_002331
RARRES1,NM_002888
RAD18,NM_020165
TXNDC17,NM_032731
LRRC8C-DT,NR_033981
CBLN1,NM_004352
LRRC61,NM_001142928
ZCCHC3,NM_033089
RPS3A,NM_001006
PCNA,NM_002592
SEM1,NM_001201450
NDUFS5,NM_001184979
ANTKMT,NM_001271285
FRAT2,NM_012083
GTF2IRD2B,NM_001003795
DOCK6,NM_001367830
TP53TG5,NM_014477
SORCS2,NM_020777
GHR,NM_000163
MEPCE,NM_001194990
SLC22A4,NM_003059
RPS9,NM_001013
NR1D1,NM_021724
KDM7A,NM_030647
UNC119,NM_001330166
KCTD12,NM_138444
UBB,NM_001281716
PIPOX,NM_016518
RPL21,NM_000982
MIR34AHG,NR_132742
ALG1L2,NM_001136152
ANAPC11,NM_001002244
INTS5,NM_030628
USP3-AS1,NR_034080
SRD5A3-AS1,NR_037969
C1QL1,NM_006688
MYOM1,NM_003803
IER2,NM_004907
CACYBP,NM_001007214
ZBTB33,NM_001184742
KTI12,NM_138417
NMNAT1,NM_001297778
RBMS3-AS3,NR_109804
FGF14-AS1,NR_125912
LONRF3,NM_001031855
A2ML1-AS1,NA
RNF208,NM_001388297
FADD,NM_003824
CDK5,NM_001164410
EDRF1-AS1,NR_120633
CCK,NM_000729
TUBB3,NM_001197181
CETN2,NM_004344
RAB17,NM_022449
TICAM2,NM_021649
CBR3-AS1,NR_038892
WDR88,NM_173479
CD63,NM_001040034
DYNLRB1,NM_001319157
ACACB,NM_001093
TRPC5OS,NM_001195576
RPL24,NM_000986
NDUFA2,NM_001185012
AZIN1-AS1,NA
FAT1,NM_005245
NOP14-AS1,NR_015453
SLC51A,NM_152672
RABEPK,NM_001174152
SPDYE3,NM_001004351
PAH,NM_000277
GEMIN7-AS1,NR_134887
FILIP1L,NM_001042459
PELO,NM_015946
STRADB,NM_001206864
GRID1-AS1,NR_038986
GNG3,NM_012202
REX1BD,NM_001100418
NDUFA1,NM_004541
PAFAH1B3,NM_001145939
SCAND1,NM_001385710
OTUD1,NM_001145373
NEDD9,NM_001142393
ANKMY1,NM_001282771
MIR762HG,NR_110940
NPTX1,NM_002522
RPL7,NM_000971
COX6C,NM_004374
UBL5,NM_001048241
CADM2-AS1,NA
STK17A,NM_004760
DLGAP4-AS1,NR_109939
CCDC144A,NM_001382000
RPS21,NM_001024
CFAP100,NM_182628
KCNMA1-AS3,NR_126365
NME1,NM_000269
RPL32,NM_000994
SMKR1,NM_001195243
CEBPB,NM_001285878
FGF17,NM_001304478
PVALB,NM_001315532
C12orf40,NM_001031748
TMEM47,NM_031442
EGF,NM_001178130
GCNT7,NM_080615
OGFRP1,NR_036498
PLXDC2,NM_001282736
PLN,NM_002667
ZBTB22,NM_001145338
COPS9,NM_001163424
KIAA1257,NA
GPR27,NM_018971
Z82217.1,NA
GRAMD1C,NM_001172105
INSL6,NM_007179
RFX4,NM_001206691
SCO2,NM_001169109
ZBTB32,NM_001316902
NEFH,NM_021076
PAPPA2,NM_020318
LAMP5,NM_001199897
SCN1B,NM_001037
SLC22A10,NM_001039752
FAM222A-AS1,NM_032897
CDHR2,NM_001171976
ZNF561-AS1,NM_001242812
RPS27A,NM_001135592
PRDM6,NM_001136239
HAT1,NM_001033085
TUBB2B,NM_178012
GADD45A,NM_001199741
PFDN6,NM_001185181
MIF,NM_002415
SLC22A6,NM_004790
DPM3,NM_018973
AFAP1-AS1,NM_032654
NTRK3-AS1,NR_038229
PDC,NM_002597
PCBP3,NM_001130141
LRRC73,NM_001012974
