GENE_SYMBOLS,refseq_ids
HMGN2,NM_005517
UQCRH,NM_001297565
TMEM59,NM_001305043
LAMTOR2,NM_001145264
MZT2B,NM_001330282
COX17,NM_001382002
NDUFB4,NM_001168331
DNAJC19,NM_001190233
ATP5ME,NM_007100
GTF2H5,NM_207118
GPR19,NM_006143
RPP25,NM_017793
SMIM26,NM_001348957
PLTP,NM_001242920
NDUFB11,NM_001135998
BEX4,NM_001080425
TCEAL7,NM_001348258
NDUFB3,NM_001257102
TIMM10,NM_012456
COX6A1,NM_004373
SERF2,NM_001018108
RPL9,NM_000661
HDDC2,NM_016063
BLOC1S1,NM_001487
MDP1,NM_001199821
RPS13,NM_001017
RPS28,NM_001031
VEGFB,NM_001243733
RPL18,NM_000979
RPL36A,NM_001199972
IGFBP5,NM_000599
NDUFB10,NM_004548
GLRX2,NM_001243399
FAU,NM_001997
BEX2,NM_001168399
MED29,NM_001317770
FNDC4,NM_022823
SNHG15,NR_003697
TOMM5,NM_001001790
SET,NM_001122821
NPAS3,NM_001164749
UBL5,NM_001048241
RNF181,NM_016494
DCTN3,NM_001281425
ROMO1,NM_080748
UQCRB,NM_001199975
HAX1,NM_001018837
RPL29,NM_000992
BTF3,NM_001037637
MEA1,NM_001318942
DNPH1,NM_006443
ANAPC11,NM_001002244
SELENOM,NM_080430
PRKAG2-AS1,NR_038926
ERH,NM_004450
ATP5F1D,NM_001001975
MIR3681HG,NR_110196
BOLA3,NM_001035505
COX7C,NM_001867
CYCS,NM_018947
MRPL54,NM_172251
PARK7,NM_001123377
RPL36AL,NM_001001
ARHGEF3,NM_001128615
HLA-B,NM_005514
RPL35A,NM_000996
TXNDC17,NM_032731
RPL11,NM_000975
E2F6,NM_001278275
MRPS18C,NM_001297767
SLC6A16,NM_014037
RPS15A,NM_001019
SMDT1,NM_033318
BAG1,NM_001172415
CHCHD1,NM_203298
PCP4,NM_006198
RPL15,NM_001253379
PFKM,NM_000289
TMEM256,NM_152766
TCEAL5,NM_001012979
NAA38,NM_001320924
MRPS36,NM_033281
IL1R1,NM_000877
RPS16,NM_001020
NDUFA1,NM_004541
C19orf53,NM_014047
SEC62,NM_003262
RPL21,NM_000982
DMAC1,NM_001318058
RPP25L,NM_148178
RPS15,NM_001018
NDUFA7,NM_005001
PRDX5,NM_001358511
NOTCH2NLC,NM_001364012
NDUFB5,NM_001199957
RPL35,NM_007209
TRIAP1,NM_016399
NME2,NM_001018137
FAM219A,NM_001184940
RPS2,NM_002952
FAM192A,NA
RPS21,NM_001024
SNHG6,NR_002599
RPL19,NM_000981
DCTPP1,NM_024096
CORT,NM_001302
SELENOW,NM_003009
MAN1B1-DT,NR_027447
FAM200B,NM_001145191
MRPS18B,NM_014046
RPS8,NM_001012
PDAP1,NM_014891
TIMM10B,NM_012192
POM121,NM_001257190
RPS24,NM_001026
TCEAL6,NM_001006938
FABP6,NM_001040442
C1orf43,NM_001098616
RPL41,NM_001035267
TMEM219,NM_001083613
RPL18A,NM_000980
RSL24D1,NM_016304
SDHAF1,NM_001042631
CHCHD10,NM_001301339
TCEAL4,NM_001006935
PFDN6,NM_001185181
DIPK2A,NM_001134470
FKBP3,NM_002013
RPS7,NM_001011
DUSP28,NM_001033575
UFC1,NM_016406
MRPL47,NM_020409
ATP6V1F,NM_001198909
RPL23,NM_000978
RPS29,NM_001030001
AK1,NM_000476
NEURL1B,NM_001142651
RPLP1,NM_001003
PLEKHF1,NM_024310
KDM7A-DT,NR_024451
RPS27,NM_001030
RPS10,NM_001014
C12orf57,NM_001301834
IGSF11,NM_001015887
RPL34,NM_000995
FMC1,NM_197964
R3HCC1,NM_001136108
BEX1,NM_018476
COPS9,NM_001163424
SNHG8,NR_003584
RPL7A,NM_000972
VBP1,NM_001303543
RFC3,NM_002915
MANF,NM_006010
TOMM7,NM_019059
SULF2,NM_001161841
OST4,NM_001134693
TMEM203,NM_053045
ARHGAP5-AS1,NM_032751
NPB,NM_148896
RPL10,NM_001256577
EEF1B2,NM_001037663
TMEM126A,NM_001244735
MRPL52,NM_001318870
RPS19BP1,NM_194326
COLGALT2,NM_001303420
NDUFA2,NM_001185012
TMEM208,NM_001318217
ZSWIM6,NM_020928
RPL30,NM_000989
UQCC3,NM_001085372
SNURF,NM_001394334
SEPHS2,NM_012248
SPIN2B,NM_001006681
CPNE4,NM_001289112
EML4,NM_001145076
ETS1,NM_001143820
CD63,NM_001040034
RPL39,NM_001000
RPL22,NM_000983
UBAP1L,NM_001163692
NUDCD2,NM_001329991
NME1,NM_000269
SETD2,NM_001349370
TMSB4X,NM_021109
OCEL1,NM_024578
ATP6V1G1,NM_004888
NDUFB8,NM_001284367
C11orf71,NM_001271562
ALKBH7,NM_032306
C18orf54,NM_001288980
RPL17,NM_000985
C4orf48,NM_001141936
EMC4,NM_001286420
MRPS34,NM_001300900
CHRNB1,NM_000747
RPL27,NM_000988
ZNF302,NM_001012320
XBP1,NM_001079539
JOSD2,NM_001270639
TAF13,NM_005645
IDI1,NM_001317955
APOC1,NM_001321065
PFDN5,NM_002624
MKRN1,NM_001145125
USP54,NM_001320437
GLRX5,NM_016417
RPL26,NM_000987
SUMO1,NM_001005781
NDUFAF4,NM_014165
EXOSC4,NM_019037
NELL2,NM_001145107
MCRIP2,NM_001331229
KRT222,NM_152349
GPX4,NM_001039847
EIF1B,NM_005875
ETFRF1,NM_001001660
ISCU,NM_001301140
NDUFAF8,NM_001086521
POP5,NM_015918
NDUFB1,NM_004545
NT5C3B,NM_052935
ATP5PD,NM_001003785
RNF126,NM_001366018
TCEAL2,NM_080390
SRP14,NM_001309434
RPS3A,NM_001006
RPS12,NM_001016
RBMS2,NM_001414459
SEC11C,NM_001307941
GEMIN6,NM_024775
RPS27A,NM_001135592
H2AFZ,NA
CAMK2A,NM_001363989
SRSF3,NM_003017
GGH,NM_001410926
PCAT1,NR_045262
RPL8,NM_000973
SEC61B,NM_006808
MRPL50,NM_019051
SPACA9,NM_001316897
COMMD3,NM_012071
C12orf10,NA
SAMD4A,NM_001161576
MESP1,NM_018670
PMM1,NM_002676
BEX5,NM_001012978
HEIH,NR_045680
NDUFB9,NM_001278645
DRAP1,NM_006442
COQ10B,NM_001320818
RIPPLY2,NM_001009994
GMPR2,NM_001002000
Z95115.1,NA
ZNF17,NM_001330617
LSM3,NM_014463
ZBBX,NM_001199201
FIS1,NM_016068
COA3,NM_001040431
KLHL15,NM_030624
PRADC1,NM_032319
C6orf47,NM_021184
RTN4RL2,NM_178570
GSTP1,NM_000852
GON7,NM_032490
CBLN4,NM_080617
HRAS,NM_001130442
ELOC,NM_001204857
POMK,NM_001277971
DNAH9,NM_001372
SNRPB2,NM_003092
RPL3,NM_000967
CCT4,NM_001256721
NPIPB3,NM_130464
NPFFR1,NM_022146
KCTD13,NM_001410898
ATP2B4,NM_001001396
CLEC2D,NM_001004419
RPS26,NM_001029
CDH11,NM_001308392
MAP3K20-AS1,NR_033882
RPS14,NM_001025070
ENDOD1,NM_015036
RPS9,NM_001013
SRSF9,NM_003769
C1orf122,NM_001142726
NDUFAF3,NM_199069
CYC1,NM_001916
BLOC1S2,NM_001001342
MRPL51,NM_016497
RPS19,NM_001022
LDOC1,NM_012317
TRMT11,NM_001031712
RPS25,NM_001028
MAGT1,NM_001367916
CACHD1,NM_001293274
ATP5MC3,NM_001002256
RAD54L2,NM_001322253
CCNI,NM_001348132
GMNN,NM_001251989
PRAG1,NM_001080826
CRH,NM_000756
C8orf33,NM_023080
NRIP3,NM_020645
BANF1,NM_001143985
ANAPC15,NM_001278485
COPZ1,NM_001271734
SLIRP,NM_001267863
MRPL46,NM_022163
LYRM1,NM_001128301
RNASEK,NM_001004333
SNHG29,NM_152350
RND2,NM_005440
RPL38,NM_000999
CENPX,NM_001271006
TIMM8A,NM_001145951
BEX3,NM_001282674
MAFF,NM_001161572
POLR2L,NM_021128
DEXI,NM_014015
MAGEH1,NM_014061
DGKD,NM_001377259
CMTM8,NM_001320308
HINT1,NM_005340
PRPH2,NM_000322
MRPS26,NM_030811
GPR22,NM_005295
SYT6,NM_001253772
TTC9B,NM_152479
PET100,NM_001171155
CISD2,NM_001008388
CCDC178,NM_001105528
HIGD2A,NM_138820
PSMA2,NM_002787
POLE3,NM_001278255
NRIP2,NM_031474
GCSH,NM_004483
RILP,NM_031430
TMEM199,NM_152464
PSMC5,NM_001199163
UQCRFS1,NM_006003
LAMP5,NM_001199897
SF3B5,NM_031287
SPAG7,NM_004890
RPL28,NM_000991
PSMG3,NM_001134340
KPTN,NM_001291296
DNAJC8,NM_014280
ARL6IP4,NM_001002251
RPL13,NM_000977
AXDND1,NM_144619
LRRK1,NM_001039843
LSM4,NM_001252129
NSDHL,NM_001129765
CHCHD5,NM_001304353
TXN,NM_001244938
IDH1,NM_001282386
C1orf53,NM_001024594
COX8A,NM_004074
ZFP64,NM_001319146
ACYP1,NM_001107
GOLIM4,NM_001308155
CDCA7L,NM_001127370
RPS4X,NM_001007
TRADD,NM_001323552
SAAL1,NM_138421
ANTKMT,NM_001271285
PFDN4,NM_002623
SOSTDC1,NM_015464
FLG-AS1,NR_103778
TRAPPC5,NM_001042461
NDUFA3,NM_004542
UBE2S,NM_014501
B3GALT2,NM_003783
MICOS10,NM_001032363
GLO1,NM_006708
MED10,NM_032286
FRMD3,NM_001244959
SNHG7,NM_032887
FBXW4,NM_001323541
SNRPE,NM_001304464
MRPS7,NM_015971
RINL,NM_001195833
LRRC56,NM_198075
NDUFA11,NM_001193375
NEIL2,NM_001135746
RPL7,NM_000971
CCT7,NM_001009570
NABP1,NM_001031716
RPL37A,NM_000998
RPL24,NM_000986
RWDD1,NM_001007464
UBN2,NM_173569
GPATCH11,NM_001278505
AP2M1,NM_001025205
RBIS,NM_001099670
CCDC85B,NM_006848
TSR2,NM_001346789
GNG10,NM_001017998
TMEM63C,NM_020431
ASH1L-AS1,NR_027023
MPC2,NM_001143674
NAP1L5,NM_153757
DPAGT1,NM_001382
GTF3C6,NM_138408
XKR8,NM_018053
SPRED2,NM_001128210
RPL32,NM_000994
RPL12,NM_000976
SYT9,NM_175733
PLXNC1,NM_005761
WBP2,NM_001330499
SYF2,NM_015484
RPL23A,NM_000984
VDAC2,NM_001184783
TRAPPC4,NM_001318486
SAC3D1,NM_001367485
PFDN2,NM_012394
MSMO1,NM_001017369
XKR4,NM_052898
CLEC4G,NM_001244856
ARL4D,NM_001661
Z82196.2,NA
CASP9,NM_001229
ZFP69,NM_001320178
BOLA1,NM_001321025
PDIA6,NM_001282704
HSPB3,NM_006308
RPS23,NM_001025
HAPLN1,NM_001884
PLAC8L1,NM_001029869
TIGD6,NM_001243253
LRRC73,NM_001012974
ENPP1,NM_006208
FERMT3,NM_001382361
CCDC184,NM_001013635
MVK,NM_000431
MAP3K14,NM_003954
DCXR,NM_001195218
INSR,NM_000208
MRPL34,NM_001382342
ZNF428,NM_182498
RPS5,NM_001009
TRIM52-AS1,NR_102759
BLOC1S6,NM_001311255
SCNN1G,NM_001039
RAB33A,NM_004794
GSTO1,NM_001191002
TMEM121,NM_001331238
SLC32A1,NM_080552
GADD45A,NM_001199741
IRF3,NM_001197122
CUTA,NM_001014433
PEX19,NM_001131039
ATRAID,NM_001170795
PA2G4,NM_006191
LDHA,NM_001135239
TMEM200C,NM_001080209
MRPL27,NM_016504
MRPL20,NM_001318485
NOP10,NM_018648
SLFNL1,NM_001168247
MRPL9,NM_001300733
POLR1B,NM_001137604
OSTC,NM_001267817
ODF2,NM_001242352
CLEC4A,NM_016184
NACA,NM_001113201
NOS1,NM_000620
COTL1,NM_021149
MYO1D,NM_001303279
SHISA6,NM_001173461
UBA52,NM_001033930
RPL37,NM_000997
GAREM1,NM_001242409
C9orf16,NA
EDF1,NM_001281297
MRPL55,NM_001321284
SCNM1,NM_001002234
FKBP4,NM_002014
SV2C,NM_001297716
KLHL11,NM_018143
TIMM17B,NM_001167947
ZNF511,NM_145806
HOMER1,NM_001277077
LSM10,NM_032881
FICD,NM_007076
GTF2A2,NM_001320929
COX5A,NM_004255
SUMO2,NM_001005849
MRFAP1,NM_001272053
RPS27L,NM_015920
PAM16,NM_016069
CYP4F26P,NA
SLC19A1,NM_001205206
DLGAP3,NM_001080418
CD2BP2,NM_001243646
PVT1,NR_003367
TMEM14C,NM_001165258
RPP21,NM_001199120
PIN1,NM_006221
MRPL49,NM_004927
LAMTOR1,NM_017907
