GENE_SYMBOLS,refseq_ids
KIF16B,NM_001199865
ATP6V0E2,NM_001100592
RNF5,NM_006913
TMEM271,NM_001362796
AMD1,NM_001033059
SUMO3,NM_001286416
NSMCE2,NM_001349485
TMEM248,NM_017994
SELENOW,NM_003009
SNX17,NM_001267059
SCN2B,NM_004588
SETBP1,NM_001130110
PLA2R1,NM_001007267
FBXL16,NM_153350
SCFD2,NM_152540
NUDCD3,NM_015332
MRPL35,NM_001363782
MFSD4A,NM_181644
PGRMC2,NM_006320
MAF1,NM_032272
CCDC85B,NM_006848
PARP1,NM_001618
TOMM6,NM_001134493
PTGES2,NM_001256335
ARCN1,NM_001142281
EPB41,NM_001166005
DCAF11,NM_001163484
RSL24D1,NM_016304
SNX12,NM_001256185
TPPP,NM_007030
NSG1,NM_001040101
P4HB,NM_000918
TMEM109,NM_024092
DENND4C,NM_001330640
SYT4,NM_020783
CALR,NM_004343
FSCN1,NM_003088
IPO5,NM_002271
KCTD12,NM_138444
MFN2,NM_001127660
CHMP5,NM_001195536
AP1S1,NM_001283
SPCS3,NM_021928
RNF220,NM_001319956
BICRAL,NM_001318819
ARF1,NM_001024226
RANBP6,NM_001243202
FMNL2,NM_001004417
KCNMA1,NM_001014797
MED27,NM_001253881
PDE8A,NM_001243137
STUB1,NM_001293197
TSPAN5,NM_005723
PGM2L1,NM_173582
UBE4B,NM_001105562
MAGEE1,NM_020932
CEBPB,NM_001285878
ATP6V1C1,NM_001007254
FAM217B,NM_001190826
HOPX,NM_001145459
CDHR3,NM_001301161
SF3A1,NM_001005409
WDR70,NM_001345998
FARSA,NM_004461
TPST1,NM_003596
CX3CL1,NM_001304392
MRFAP1L1,NM_152301
BICD1,NM_001003398
SUPT5H,NM_001111020
GUK1,NM_000858
GID8,NM_017896
CLTC,NM_001288653
TBC1D22A,NM_001284303
UBE2M,NM_003969
YPEL3,NM_001145524
PTPRN,NM_001199763
SRP72,NM_001267722
ARL1,NM_001177
NBL1,NM_001204084
HAPLN4,NM_023002
MYO1D,NM_001303279
INO80,NM_017553
VPS4A,NM_013245
FAM131B,NM_001031690
EEF1A1,NM_001402
ATP8A2,NM_001313741
HSPA13,NM_006948
CLPTM1L,NM_030782
SUPT4H1,NM_003168
RAB5C,NM_001252039
BEX4,NM_001080425
DDX54,NM_001111322
STXBP1,NM_001032221
DNAJB2,NM_001039550
MLLT10,NM_001009569
OPRL1,NM_000913
SDCCAG8,NM_001350246
RPTOR,NM_001163034
NAPB,NM_001283018
FMN2,NM_001305424
GABRA1,NM_000806
GRPEL1,NM_025196
WBP11,NM_016312
NEU1,NM_000434
CANX,NM_001024649
TMEM33,NM_018126
PTMS,NM_001330333
GRID1,NM_017551
NDEL1,NM_001025579
KBTBD6,NM_152903
SLU7,NM_001364517
C9orf78,NM_016520
RPS2,NM_002952
DNAJA2,NM_005880
HSP90AA1,NM_001017963
AMBRA1,NM_001267782
RFK,NM_018339
FNBP1,NM_001363755
PPP1CC,NM_001244974
ARHGAP26,NM_001135608
LAMTOR1,NM_017907
TENM4,NM_001098816
SELENOM,NM_080430
EIF4B,NM_001300821
RUNDC3A,NM_001144825
COA3,NM_001040431
SBDS,NM_016038
NUDT16,NM_001171905
TMA7,NM_001329417
ASTN2,NM_001184734
RND1,NM_014470
CEBPA,NM_001285829
ERH,NM_004450
NFE2L1,NM_001330261
JPT1,NM_001002032
ARMCX3,NM_016607
ITM2B,NM_021999
PIP4K2C,NM_001146258
AMER2,NM_152704
KLHL26,NM_001345981
VBP1,NM_001303543
PJA2,NM_014819
CCDC47,NM_020198
TIMM17A,NM_006335
UBAC2,NM_001144072
MAGEH1,NM_014061
SLC25A4,NM_001151
MYO6,NM_001300899
ARHGAP44,NM_001321164
C5orf24,NM_001135586
NUP93,NM_001242795
UPF1,NM_001297549
ALKBH5,NM_017758
PRPF19,NM_014502
DSTN,NM_001011546
CRTC3,NM_001042574
TEF,NM_001145398
SRXN1,NM_080725
CNIH2,NM_182553
GET3,NM_001371488
MSL3,NM_001193270
CCT6A,NM_001009186
FAIM2,NM_012306
ATG7,NM_001136031
CHD6,NM_032221
TXN2,NM_012473
YPEL5,NM_001127399
TM2D2,NM_001024380
SLITRK4,NM_001184749
ICMT,NM_012405
EIF1AX,NM_001412
HNRNPA1,NM_002136
UBA52,NM_001033930
STX8,NM_004853
RTN3,NM_001265589
FAM168B,NM_001009993
CBLN4,NM_080617
DCC,NM_005215
CTSF,NM_003793
OIP5-AS1,NR_026757
KIF9-AS1,NR_033373
STARD9,NM_020759
TMEM132B,NM_001286219
FAF1,NM_007051
MAP1LC3B,NM_022818
MIEF1,NM_001304564
NUCB1,NM_006184
TOMM70,NM_014820
C2CD2L,NM_001290474
TMEM163,NM_030923
DOCK3,NM_004947
ARHGDIG,NM_001176
CYCS,NM_018947
SBF2,NM_001386339
PDPK1,NM_001261816
SEPTIN3,NM_001363845
GPRIN1,NM_052899
CCDC106,NM_001370467
CCSAP,NM_001410936
HIGD1A,NM_001099668
CHMP4B,NM_176812
DNAH14,NM_001145154
CACNB3,NM_000725
GABARAP,NM_007278
MAP2K5,NM_001206804
SPINT2,NM_001166103
SCOC,NM_001153446
VPS35,NM_018206
TMEM158,NM_015444
KCNQ3,NM_001204824
MLF2,NM_001382225
NAV2,NM_001111018
PMEPA1,NM_001255976
HNRNPA3,NM_001330247
C2CD3,NM_001286577
PCMT1,NM_001252049
SPRY4-AS1,NR_120664
EID1,NM_014335
HSDL1,NM_001146051
AMIGO1,NM_020703
CNRIP1,NM_001111101
TAF6,NM_001190415
LAPTM4A,NM_014713
PPP2R2B,NM_001271899
AGTPBP1,NM_001286715
NEBL,NM_001010896
TWF2,NM_007284
DOP1B,NM_001320714
DNAJB9,NM_012328
ARF6,NM_001663
NRN1,NM_001278710
CREBL2,NM_001310
OCIAD1,NM_001079839
KIAA1191,NM_001079684
OPHN1,NM_002547
BAD,NM_004322
JUN,NM_002228
MAP6D1,NM_024871
ST6GALNAC6,NM_001286999
C20orf194,NA
FBXO45,NM_001105573
CTDNEP1,NM_001143775
TSPAN7,NM_004615
FHOD3,NM_001281739
PDK2,NM_001199898
NEFL,NM_006158
GNG10,NM_001017998
USP11,NM_001371072
YIPF5,NM_001024947
PSMD3,NM_002809
BCAS3,NM_001099432
MANBAL,NM_001003897
ADIPOR1,NM_001290553
TMEM9B,NM_001286094
TMEM9,NM_001288564
DAZAP2,NM_001136264
TMED10,NM_006827
ABCC1,NM_004996
DEDD2,NM_001270614
RCN2,NM_001271837
CHST2,NM_004267
MAT2B,NM_013283
SUMO1,NM_001005781
SLC38A6,NM_001172702
NRF1,NM_001040110
SPOCK2,NM_001134434
REPS1,NM_001128617
LAMTOR3,NM_001243736
C12orf29,NM_001009894
GMFB,NM_004124
NDUFAF4,NM_014165
PIP4P1,NM_001100814
EIF4G1,NM_001194946
TSPYL1,NM_003309
JARID2,NM_001267040
ARFIP2,NM_001242854
USP49,NM_001286554
ACLY,NM_001096
MARCKS,NM_002356
TCP1,NM_001008897
NSF,NM_006178
DIRAS1,NM_145173
ANKS1B,NM_001204065
PEG13,NR_144431
ATG101,NM_001098673
RNF41,NM_001242826
POLR3K,NM_016310
CHST1,NM_003654
CTSD,NM_001909
POLR3H,NM_001018050
CFL1,NM_005507
FAM120B,NM_001286379
TMSB4X,NM_021109
GAS2,NM_001143830
FEM1B,NM_015322
TMEM35A,NM_021637
TRIP4,NM_001321924
NUDT4,NM_001301022
H2AFZ,NA
LRCH3,NM_001363887
PNMA6A,NM_032882
PIR,NM_001018109
KIRREL3,NM_001161707
NUDT11,NM_018159
NCKIPSD,NM_016453
C11orf49,NA
DYNLL2,NM_080677
DENND6A,NM_152678
CTXN1,NM_206833
ITPKA,NM_002220
AASDHPPT,NM_015423
SPRED2,NM_001128210
PCDH8,NM_002590
IDS,NM_000202
POLR2C,NM_002694
TMED7,NM_181836
CCDC138,NM_001303105
ADGRB2,NM_001294335
RPL18,NM_000979
JUND,NM_001286968
SIDT1,NM_001308350
PINK1,NM_032409
ATP6V1D,NM_015994
PNRC2,NM_017761
ARFGAP2,NM_001242832
SRSF9,NM_003769
ARMH3,NM_024541
RPL4,NM_000968
SAMD12,NM_001101676
BLCAP,NM_001167820
TMED9,NM_017510
NUCKS1,NM_022731
SERF2,NM_001018108
TANGO6,NM_024562
SSH2,NM_001282129
MRPS17,NM_015969
BTBD3,NM_001282550
AIG1,NM_001286587
COQ10B,NM_001320818
MCFD2,NM_001171506
IMP4,NM_001320304
LAMTOR5,NM_001382293
RCN1,NM_002901
SUSD1,NM_001282640
HECW1,NM_001287059
KIAA1841,NA
SCN3B,NM_001040151
GPR88,NM_022049
CBX7,NM_001346743
GOT1,NM_002079
UBE2N,NM_003348
AARS,NA
EPB41L5,NM_001184937
PRR13,NM_001005354
BNIP3,NM_004052
OTUD7A,NM_001329907
INAFM2,NM_001301268
PARD6A,NM_001037281
ZNF438,NM_001143766
PPM1H,NM_020700
WDR1,NM_005112
FBXL15,NM_001387294
H2AFX,NA
AKAP6,NM_004274
BAIAP2-DT,NM_001004336
ABHD18,NM_001039717
RNF167,NM_001320356
OPCML,NM_001012393
CISD2,NM_001008388
PEX19,NM_001131039
STOML1,NM_001256672
ARPC5L,NM_030978
SLBP,NM_001306074
HTR5A,NM_024012
WDPCP,NM_001042692
THUMPD1,NM_001304550
BSCL2,NM_001122955
DEXI,NM_014015
NHP2,NM_001034833
CREB3,NM_006368
GLRX5,NM_016417
TM2D3,NM_001307960
CBX6,NM_001303494
CHRM1,NM_000738
CAP1,NM_001105530
GPX4,NM_001039847
NOP9,NM_001286367
TSR2,NM_001346789
RALGAPA2,NM_020343
SCRN1,NM_001145513
WDR83OS,NM_016145
FRMD5,NM_001286490
MIR4435-2HG,NM_001013744
MCRIP1,NM_001093767
RNASEK,NM_001004333
ELOC,NM_001204857
MBTD1,NM_017643
MACROD2,NM_001033087
STOML2,NM_001287031
CTNNA2,NM_001164883
LRRFIP1,NM_001137550
EIF3I,NM_001394168
FAM32A,NM_014077
PRKRIP1,NM_024653
ATP1A3,NM_001256213
SLITRK1,NM_001281503
H1F0,NA
SNX3,NM_001300928
TCEAL7,NM_001348258
CEP41,NM_001257158
PAFAH1B2,NM_001184746
H2AFV,NA
SRRD,NM_001013694
MAST3,NM_001393501
PRRT1,NM_001363780
EML6,NM_001039753
HINT3,NM_138571
SCG5,NM_001144757
MRPL49,NM_004927
QDPR,NM_000320
CRIP2,NM_001270837
PSMD2,NM_001278708
EML4,NM_001145076
DLGAP2,NM_001277161
PRH1,NM_001291314
CACNA1B,NM_000718
CSTB,NM_000100
PMM2,NM_000303
SRPRA,NM_001177842
SNU13,NM_001003796
CNOT7,NM_001322087
CLPTM1,NM_001199468
NAP1L2,NM_021963
PUF60,NM_001136033
ATP5PB,NM_001002014
RAPGEF4,NM_001100397
MAPK3,NM_001040056
TOR1A,NM_000113
SRSF8,NM_032102
ORMDL3,NM_001320801
VPS54,NM_001005739
ANKIB1,NM_019004
PDP1,NM_001161778
PDHB,NM_000925
GIT2,NM_001135213
PHAX,NM_032177
CSTF2T,NM_015235
ZFAND5,NM_001102420
CCK,NM_000729
SPRN,NM_001012508
GNL1,NM_005275
FLNB,NM_001164317
C9orf16,NA
NEIL2,NM_001135746
GDE1,NM_001324066
PYGO2,NM_138300
CDKN2AIPNL,NM_080656
KLF16,NM_031918
RIC8A,NM_001286134
PEA15,NM_001297576
POC1B,NM_001199777
RBFOX1,NM_001142333
PYURF,NM_032906
KCNF1,NM_002236
TMEM72-AS1,NR_033842
SLC30A1,NM_021194
RPAP2,NM_024813
SYT5,NM_001297774
ANAPC10,NM_001256706
PHB2,NM_001144831
PRPS1,NM_001204402
MRPS23,NM_016070
FGFR1OP,NA
CCDC115,NM_001321118
RLIM,NM_016120
CETN2,NM_004344
SQSTM1,NM_001142298
VTI1A,NM_001318203
RYR2,NM_001035
SEPTIN8,NM_001098811
MEGF8,NM_001271938
EEF1G,NM_001404
NDFIP1,NM_030571
TNIK,NM_001161560
PTPN9,NM_002833
SMIM15,NM_001048249
KLF9,NM_001206
AUH,NM_001306190
BOD1,NM_001159651
NARS,NA
MDH2,NM_001282403
SNRNP25,NM_024571
YKT6,NM_001363678
ASNSD1,NM_001353497
KCNK10,NM_021161
TNFAIP8L1,NM_001167942
NACAD,NM_001146334
CHGB,NM_001819
MPC2,NM_001143674
RRAGC,NM_001271851
FAM189A1,NA
TPT1,NM_001286272
ACYP2,NM_001320586
NR6A1,NM_001278546
SH3GLB2,NM_001287045
BMI1,NM_005180
MYO19,NM_001033579
TMEM132A,NM_017870
RPL28,NM_000991
CCNI,NM_001348132
ZBTB22,NM_001145338
RAD21,NM_006265
NDUFA5,NM_001282419
FBXO2,NM_012168
ANTXR1,NM_001410840
UBE2Q1,NM_017582
CSDE1,NM_001007553
VMA21,NM_001017980
SRI,NM_001256891
MEAF6,NM_001270875
PIK3R2,NM_005027
TMEM117,NM_001286211
SLC2A3,NM_006931
SMARCC1,NM_003074
PREPL,NM_001042385
ERLEC1,NM_001127397
FNBP4,NM_001318339
CEP85L,NM_001042475
TMEM70,NM_001040613
SYNGR1,NM_004711
TTLL11,NM_001139442
PPP2CA,NM_001355019
BCL7B,NM_001197244
RAD23A,NM_001270362
FAM193A,NM_001256666
ATP6V1F,NM_001198909
CHCHD2,NM_001320327
CLYBL,NM_001393355
NAT8L,NM_178557
GTF2F1,NM_002096
HSP90B1,NM_003299
ENTPD6,NM_001114089
TUFM,NM_001365360
RITA1,NM_001286215
RPL29,NM_000992
TMEM219,NM_001083613
DEGS1,NM_001321541
PRELID1,NM_001271828
SRRM3,NM_001039212
EMC10,NM_175063
PRDX3,NM_001302272
TOMM40L,NM_001286373
ENOPH1,NM_001292017
GRWD1,NM_031485
DOC2A,NM_001282062
PLXNA4,NM_001105543
GRSF1,NM_001098477
EHMT1,NM_001039765
DNAJB6,NM_001363676
FAM171A2,NM_198475
SEC62,NM_003262
KLHL21,NM_001324309
GABARAPL2,NM_007285
SETD2,NM_001349370
LRRC73,NM_001012974
SRP68,NM_001260502
SLITRK2,NM_001144003
CDC37,NM_007065
PIBF1,NM_001349655
PCBP1,NM_006196
TMEM115,NM_007024
SLC35F3,NM_001300845
OSBPL9,NM_001330580
PRKACA,NM_001304349
PCSK1N,NM_013271
IRF2BP1,NM_015649
PPP1R11,NM_021959
RPLP2,NM_001004
C18orf32,NM_001035005
RPS28,NM_001031
GNG3,NM_012202
STK38,NM_001305102
CBFA2T2,NM_001032999
BSG,NM_001322243
FKBP1B,NM_001322963
ARL8B,NM_018184
NGEF,NM_001114090
DYNLL1,NM_001037494
MRPS12,NM_021107
TSC22D3,NM_001015881
TRPC1,NM_001251845
LIN7C,NM_018362
RPS15,NM_001018
PLEKHA3,NM_019091
MAPK6,NM_002748
TTC7B,NM_001010854
TMEM266,NM_152335
BANF1,NM_001143985
ARL2,NM_001199745
DISP1,NM_001350630
MLLT1,NM_005934
SLC25A11,NM_001165417
ABHD14A,NM_015407
AZIN1,NM_001301668
PIN1,NM_006221
BRI3BP,NM_080626
HPCA,NM_002143
TMBIM6,NM_001098576
KIZ,NM_001163022
ANO6,NM_001025356
TMEM160,NM_017854
SLC48A1,NM_017842
LRRC9,NM_001355272
DIRC3,NR_026597
BCO2,NM_001037290
ALMS1,NM_001378454
ABHD16A,NM_001177515
EXOSC6,NM_058219
TNKS,NM_003747
NT5C3B,NM_052935
RTL8A,NM_001078172
C1orf43,NM_001098616
RAB40B,NM_006822
EHD3,NM_014600
TMEM14B,NM_001127711
IRF2BPL,NM_024496
MMGT1,NM_001330000
FASN,NM_004104
MBD2,NM_003927
NAP1L5,NM_153757
COPRS,NM_001330176
FOXG1,NM_005249
CRADD,NM_001320099
YWHAZ,NM_001135699
CACYBP,NM_001007214
TVP23C,NM_001135036
DNM2,NM_001005360
PDE7A,NM_001242318
ATP6V0B,NM_001039457
RPS16,NM_001020
SCMH1,NM_001031694
RNF144A,NM_001349181
RPL23,NM_000978
MPP1,NM_001166460
UBQLN2,NM_013444
UBE2S,NM_014501
RTL5,NM_001024455
AHI1,NM_001134830
SLC25A22,NM_001191060
L3MBTL2,NM_001003689
RPL13,NM_000977
GOLGA4,NM_001172713
ADH5,NM_000671
HEY1,NM_001040708
B4GALNT1,NM_001276468
ARPC4,NM_001024959
ZDHHC22,NM_001364172
B4GALT3,NM_001199873
KEAP1,NM_012289
PCBP2,NM_001098620
TRAM2,NM_012288
SPOCK1,NM_004598
DLGAP1,NM_001003809
RPL18A,NM_000980
LRRC59,NM_018509
NUDC,NM_006600
RPS14,NM_001025070
UBA1,NM_003334
PPP1R12B,NM_001167857
ANKRD29,NM_001308238
SNAPC5,NM_001329613
PDSS2,NM_020381
TMEM59,NM_001305043
LARP6,NM_001286679
TMSB10,NM_021103
VWA8,NM_001009814
RAB5IF,NM_001199534
HRAS,NM_001130442
CTBP2,NM_001083914
POLR2I,NM_006233
ATXN7L1,NM_001318229
DGLUCY,NM_001102366
MFSD11,NM_001242532
C22orf39,NM_001166242
RECK,NM_001316345
EFNB3,NM_001406
HS6ST1,NM_004807
INPP5B,NM_001297434
SCGB2B2,NM_001025591
HIGD2A,NM_138820
ACAD11,NM_032169
SPRY4,NM_001127496
DBP,NM_001352
LRATD1,NM_001291410
EMC4,NM_001286420
CNP,NM_001330216
CDK8,NM_001260
ZFYVE28,NM_001172656
UNC13B,NM_001330653
PELI3,NM_001098510
CCDC7,NM_001026383
OAT,NM_000274
BAP1,NM_001410772
PPP1CB,NM_002709
LAMA3,NM_000227
TNR,NM_001328635
RGS7,NM_001282773
FAM174C,NM_017914
NDN,NM_002487
CKB,NM_001362531
IDE,NM_001165946
FEN1,NM_004111
ACTB,NM_001101
PATJ,NM_001350145
PLEKHJ1,NM_001300836
EIF1B,NM_005875
C19orf53,NM_014047
ARL6IP1,NM_001313858
UBE3D,NM_001304437
UQCC3,NM_001085372
MAP3K3,NM_001330431
MTHFD1L,NM_001242767
UBAP1L,NM_001163692
DNMBP,NM_001318326
PEBP1,NM_002567
TUBA1A,NM_001270399
NUDT16L1,NM_001193452
RPRML,NM_203400
FAM78B,NM_001017961
DYNC1I1,NM_001135556
ZZEF1,NM_015113
KIF1A,NM_001244008
WDR60,NA
TRAF3,NM_001199427
TMEM50A,NM_014313
SEL1L,NM_001244984
ARL8A,NM_001256129
GANAB,NM_001278192
AAMP,NM_001087
PRORP,NM_001256678
CCNDBP1,NM_012142
HDGF,NM_001126050
NEK10,NM_001031741
UBQLN4,NM_001304342
MAPK1,NM_002745
FOCAD,NM_001375567
HNRNPH2,NM_001032393
ATXN1,NM_000332
ANKFY1,NM_001257999
RACK1,NM_006098
GMDS,NM_001253846
SAP18,NM_001366643
TMEM167A,NM_174909
BTBD8,NM_001376131
GAPDH,NM_001256799
MAPK8IP1,NM_005456
CANT1,NM_001159772
C6orf120,NM_001029863
JAZF1,NM_175061
PSMD8,NM_002812
LMAN2,NM_006816
DCTN5,NM_001199011
VPS13B,NM_015243
ARL2BP,NM_012106
SCAMP1,NM_001290229
IFNAR2,NM_000874
NRG2,NM_001184935
HLF,NM_001330375
RHBDD2,NM_001040456
ISCU,NM_001301140
SLC9A9,NM_173653
MAPK8IP2,NM_012324
TINF2,NM_001099274
SHANK2,NM_001379226
SNX29,NM_001009607
CHRDL1,NM_001143981
