"Gene_Symbols","p_val","acrophase_AD","acrophase_CTL","amplitude_AD","amplitude_CTL","BHQ","Bonf","Log_AD_CTL_ampRatio"
"WDR64",0.000470753467473133,"1.24521434363927","1.43495510734995","7.54228509749977","2.24571778935759",0.288684412161383,1,1.21150000134329
"RPL29",0.000212834748367806,"5.89060974429658","5.69333232638656","21.4541174505374","30.5023654481351",0.288684412161383,1,-0.35188765359375
"MRPS18B",0.000489947048578068,"6.19820296960945","5.82599946040831","2.57518187268219","3.73066425315637",0.288684412161383,1,-0.370666139967443
"TMEM141",0.00052820511725517,"5.47370469309139","5.41166677867445","4.95571420028358","7.63875674886991",0.288684412161383,1,-0.432693566043569
"NRIP2",0.000444715080372726,"0.575350060727567","0.728201390403331","1.91714386820157","0.495860835962051",0.288684412161383,1,1.35229647414819
"ING1",0.000452916859247717,"0.417752297467428","6.21054669208837","2.13504924501825","2.7756554555946",0.288684412161383,1,-0.262397207524889
"MAP1A",0.000282961854072769,"0.235491809909229","0.125879143647276","82.9638999317373","48.3637279023286",0.288684412161383,1,0.539655463342226
"CTXN2",0.000300649496582568,"0.145124762859614","5.93149673397149","2.64294347552308","2.54707455454059",0.288684412161383,1,0.0369477818288369
"TGFBR3L",0.000335708755713858,"5.90691803494809","5.81623953331764","6.81048777479174","11.0260920903979",0.288684412161383,1,-0.481800728394933
"C19orf53",0.000356130128561438,"5.87920879692847","5.6381991926082","9.89332203688318","13.5598054939182",0.288684412161383,1,-0.315249950497103
"COX7A1",0.000147151530560478,"5.7620615277377","5.56381495818254","5.76343239932193","13.5222327992169",0.288684412161383,1,-0.852802004962111
"NEFH",0.000421295365610188,"0.336965407971539","0.373401776847376","28.9157631882523","9.7777339781933",0.288684412161383,1,1.08427912783146
"RPS19BP1",0.000335206177999214,"5.56189154351814","5.40973932344586","7.52504415902249","11.5868116758633",0.288684412161383,1,-0.431630847902485
"UQCR11",0.000615346411473857,"5.86844033897956","5.62737644046748","17.2368941033328","26.5226957314456",0.291469083568117,1,-0.430948716564236
"POLR2I",0.000587593703376747,"5.9343485923104","5.77616834158673","9.49213455139372","13.6230990796493",0.291469083568117,1,-0.361303300011237
