GENE_SYMBOLS,refseq_ids
ILF2,NM_001267809
AAMP,NM_001087
FKBP1B,NM_001322963
PSPN,NM_004158
KCTD2,NM_015353
RTN4,NM_001321859
UPF1,NM_001297549
ATP6V1E1,NM_001039366
PCYOX1,NM_016297
MSL3,NM_001193270
BCL7B,NM_001197244
SYT13,NM_001247987
MZT1,NM_001071775
RAB3A,NM_002866
NEFL,NM_006158
RAB5C,NM_001252039
ELOC,NM_001204857
PRKAR1A,NM_001276289
MPP1,NM_001166460
TMEM121,NM_001331238
TOMM6,NM_001134493
SET,NM_001122821
RSL1D1,NM_015659
SLC35F6,NM_017877
GID8,NM_017896
VPS25,NM_032353
C22orf39,NM_001166242
SRSF9,NM_003769
FAM131B,NM_001031690
POLR3H,NM_001018050
LMAN2,NM_006816
KLC2,NM_001134774
BPGM,NM_001293085
HPCAL4,NM_001282396
MRPS18A,NM_001193343
SPRED2,NM_001128210
GABARAP,NM_007278
BLOC1S2,NM_001001342
BEX4,NM_001080425
DCAF11,NM_001163484
SYT11,NM_152280
NRN1,NM_001278710
LARP6,NM_001286679
IGIP,NM_001007189
PTGES2,NM_001256335
YIPF3,NM_015388
DNAJB9,NM_012328
ARMCX3,NM_016607
NUDT15,NM_001304745
ENO1,NM_001201483
CSTF2T,NM_015235
RITA1,NM_001286215
PLEKHJ1,NM_001300836
COQ10B,NM_001320818
GOT2,NM_001286220
NEIL2,NM_001135746
MRPL35,NM_001363782
PYGO2,NM_138300
NCBP2,NM_001042540
JPT1,NM_001002032
TUSC1,NM_001004125
MAL2,NM_052886
ATP6V1D,NM_015994
CISD2,NM_001008388
PIANP,NM_001244014
RNF187,NM_001010858
BAD,NM_004322
EIF3I,NM_001394168
PSMD3,NM_002809
GHITM,NM_014394
FBXL15,NM_001387294
ATP1A1,NM_000701
CREG2,NM_153836
GNL1,NM_005275
SPATA2L,NM_152339
SLC12A5,NM_001134771
NECAP1,NM_015509
SSR2,NM_003145
EIF4G2,NM_001042559
GMPR2,NM_001002000
MAPK3,NM_001040056
ODC1,NM_001287188
APLP2,NM_001142276
BAIAP2-DT,NM_001004336
SLC35A4,NM_001394034
LAMP1,NM_005561
TMEM250,NM_001256526
PFN2,NM_002628
MPI,NM_001289155
DEGS1,NM_001321541
BAG5,NM_001015048
TMA7,NM_001329417
COPS8,NM_006710
MAGEH1,NM_014061
DBNDD2,NM_001048221
H2AFX,NA
RRAGC,NM_001271851
LSM4,NM_001252129
CCT6A,NM_001009186
HAPLN4,NM_023002
TMEM115,NM_007024
ATP1A3,NM_001256213
SNX21,NM_001042632
GRWD1,NM_031485
TMEM183A,NM_001322955
CDK5R1,NM_003885
FNDC4,NM_022823
C3orf80,NM_001168214
CADM3,NM_001127173
CSTB,NM_000100
FXYD6,NM_001164831
SAC3D1,NM_001367485
SRP9,NM_001130440
PGRMC2,NM_006320
GPR162,NM_014449
STRAP,NM_007178
MRPS12,NM_021107
GRPEL1,NM_025196
PGK1,NM_000291
TRIAP1,NM_016399
KCNJ11,NM_000525
ENPP5,NM_001290072
IDH3B,NM_001258384
ADCK2,NM_052853
SVIP,NM_001320340
WBP11,NM_016312
MUL1,NM_024544
SELENOM,NM_080430
TMEM167A,NM_174909
IRF2BP1,NM_015649
C20orf27,NA
MOCS3,NM_014484
LAPTM4A,NM_014713
GNPDA1,NM_005471
SLC22A17,NM_001289050
DBNDD1,NM_001042610
PSMD2,NM_001278708
HCFC1,NM_001410705
STK16,NM_001008910
DUSP7,NM_001947
FJX1,NM_014344
SLC25A4,NM_001151
RPL15,NM_001253379
MCRIP1,NM_001093767
CCDC115,NM_001321118
INTS5,NM_030628
ARF6,NM_001663
C18orf32,NM_001035005
ARL1,NM_001177
B3GALT6,NM_080605
EIF4H,NM_022170
MLLT11,NM_006818
SPOCK2,NM_001134434
BHLHE41,NM_030762
RAB5IF,NM_001199534
FKBP4,NM_002014
C9orf78,NM_016520
STOML1,NM_001256672
ISCU,NM_001301140
ATXN7L3B,NM_001136262
KIF9-AS1,NR_033373
GTF2F1,NM_002096
SYNM,NM_015286
YWHAG,NM_012479
ATP6V1G2,NM_001204078
PTPRN,NM_001199763
NSF,NM_006178
NPM3,NM_006993
CTSD,NM_001909
CNIH2,NM_182553
OPRL1,NM_000913
OIP5-AS1,NR_026757
PLEKHB2,NM_001031706
SLC35C1,NM_001145265
TINF2,NM_001099274
EEF1AKNMT,NA
PDHB,NM_000925
TIMM22,NM_013337
TAF6,NM_001190415
CNPPD1,NM_001321389
RGS4,NM_001102445
KAT5,NM_001206833
BYSL,NM_004053
SMPD1,NM_000543
RNF167,NM_001320356
CANX,NM_001024649
CACNA2D3,NM_018398
CALM2,NM_001305624
C14orf119,NM_017924
NDUFA5,NM_001282419
POLDIP2,NM_001290145
UQCC3,NM_001085372
HTRA2,NM_001321727
WDR83OS,NM_016145
POLR2E,NM_001316323
RNASEK,NM_001004333
SMKR1,NM_001195243
KAZN,NM_001017999
TCEAL7,NM_001348258
SELENOT,NM_016275
ERH,NM_004450
DKK3,NM_001018057
PPIF,NM_005729
HRAS,NM_001130442
CYCS,NM_018947
PDAP1,NM_014891
EIF1B,NM_005875
TSR2,NM_001346789
ERP29,NM_001034025
MAP1LC3B,NM_022818
B3GAT3,NM_001288721
TMEM160,NM_017854
PELO,NM_015946
MAGEE1,NM_020932
FGD5-AS1,NR_046251
SRPRA,NM_001177842
NCKIPSD,NM_016453
VPS35,NM_018206
SYT4,NM_020783
MSANTD3,NM_001198805
RPTOR,NM_001163034
MRPS7,NM_015971
SSNA1,NM_003731
TMEM219,NM_001083613
POLR2K,NM_005034
BLCAP,NM_001167820
NARS,NA
SUB1,NM_006713
OTUD7A,NM_001329907
FAM217B,NM_001190826
GABRD,NM_000815
GPX4,NM_001039847
IGFBP6,NM_002178
MRPS26,NM_030811
RPS2,NM_002952
SYNGR1,NM_004711
TMEM141,NM_032928
ARMCX6,NM_001009584
SNU13,NM_001003796
GUK1,NM_000858
PSMG3,NM_001134340
NAP1L5,NM_153757
RBM15B,NM_013286
SRSF3,NM_003017
PDK2,NM_001199898
BABAM1,NM_001033549
G3BP2,NM_001400004
NCDN,NM_001014839
JAGN1,NM_001363890
ST6GALNAC6,NM_001286999
MCFD2,NM_001171506
NABP2,NM_024068
PRELID1,NM_001271828
LYNX1,NM_001356370
TNFSF12,NM_003809
B4GALT7,NM_007255
HEIH,NR_045680
SLC8A3,NM_001130417
NACAD,NM_001146334
CEND1,NM_016564
ATP5PB,NM_001002014
POLR3K,NM_016310
LDOC1,NM_012317
RDH14,NM_020905
RUNDC3A,NM_001144825
TMEM9,NM_001288564
RNF6,NM_005977
EIF4A2,NM_001967
LRRC73,NM_001012974
RNF41,NM_001242826
FBXO2,NM_012168
ENC1,NM_001256574
ABRACL,NM_021243
CTXN1,NM_206833
COMMD8,NM_001329668
ALDH1B1,NM_000692
STX8,NM_004853
COA8,NM_001302652
KBTBD4,NM_001318716
PDE10A,NM_001130690
ATG101,NM_001098673
POP7,NM_005837
RRS1,NM_015169
PNMA6A,NM_032882
AMPD2,NM_001257361
POP4,NM_006627
CALM1,NM_001166106
CHMP1A,NM_001083314
RAB11FIP5,NM_001371272
HAX1,NM_001018837
C12orf49,NA
YPEL3,NM_001145524
ABHD14A,NM_015407
PYURF,NM_032906
SUMO1,NM_001005781
UBFD1,NM_019116
CFL2,NM_001243645
EEF1G,NM_001404
HNRNPA1,NM_002136
AIP,NM_001302959
TMEM54,NM_001329722
TANGO6,NM_024562
UBE2S,NM_014501
SALL2,NM_001291446
PRR13,NM_001005354
HIGD1A,NM_001099668
GZF1,NM_001317012
ARPC5,NM_001270439
CANT1,NM_001159772
KIAA0556,NA
PAQR4,NM_001284511
APBB1,NM_001164
PSMD8,NM_002812
CTDNEP1,NM_001143775
FUT1,NM_000148
SYNGR3,NM_004209
CLEC16A,NM_001243403
ATP6V1A,NM_001690
NDUFAF4,NM_014165
SPCS2,NM_014752
FUNDC2,NM_023934
UROD,NM_000374
DDX23,NM_004818
CEBPA,NM_001285829
CLTC,NM_001288653
ZNF672,NM_024836
DDA1,NM_024050
HEY1,NM_001040708
ARHGDIG,NM_001176
STMN4,NM_001283053
DANT2,NR_130730
EFNA3,NM_004952
RAB14,NM_016322
TUFM,NM_001365360
CISD3,NM_001136498
SCG5,NM_001144757
SUMO2,NM_001005849
ARL2,NM_001199745
MCHR1,NM_005297
RTL5,NM_001024455
SYP,NM_003179
SLU7,NM_001364517
MDH2,NM_001282403
UQCRH,NM_001297565
FASN,NM_004104
PEX11B,NM_001184795
BAP1,NM_001410772
LGALSL,NM_014181
FRMD4A,NM_001318336
HTR5A,NM_024012
ABT1,NM_013375
C9orf16,NA
PNMA2,NM_007257
FAM241B,NM_145306
ZNF12,NM_006956
KCNJ4,NM_004981
PMM2,NM_000303
CX3CL1,NM_001304392
TMEM60,NM_032936
KBTBD6,NM_152903
TIMM13,NM_012458
HDDC3,NM_001286451
OPCML,NM_001012393
CALR,NM_004343
PRPS1,NM_001204402
C1orf43,NM_001098616
PDPK1,NM_001261816
CUEDC2,NM_024040
FTH1,NM_002032
UBE2L6,NM_004223
PHF24,NM_001304333
IRGQ,NM_001007561
TMEM271,NM_001362796
BAG1,NM_001172415
DOHH,NM_001145165
MESP1,NM_018670
KIAA1191,NM_001079684
TCEAL8,NM_001006684
YIPF5,NM_001024947
NAPB,NM_001283018
KTI12,NM_138417
BRD3OS,NM_001355256
CIPC,NM_033426
TIMM17B,NM_001167947
LRRC14,NM_001272036
VSTM2L,NM_080607
GSPT2,NM_018094
LYSMD2,NM_001143917
CHMP5,NM_001195536
GPR27,NM_018971
PIP4K2C,NM_001146258
CCNI,NM_001348132
PRNP,NM_000311
CBX7,NM_001346743
CDC37,NM_007065
YRDC,NM_024640
SH2D5,NM_001103160
KARS,NA
PCMT1,NM_001252049
SLC25A5,NM_001152
BORCS8,NM_001145783
ZNF747,NM_001305018
TTPAL,NM_001039199
TEF,NM_001145398
TMEM30A,NM_001143958
UBE2Q1,NM_017582
SMIM29,NM_001008703
SSTR1,NM_001049
PUF60,NM_001136033
MRPL9,NM_001300733
SUMO3,NM_001286416
DAZAP2,NM_001136264
SOWAHA,NM_175873
FAM131A,NM_001171093
TRIM23,NM_001656
CHCHD2,NM_001320327
MIEF2,NM_001144900
MRPS34,NM_001300900
ALYREF,NM_005782
DSTN,NM_001011546
MKKS,NM_018848
SNRPE,NM_001304464
MIEN1,NM_001330206
NEFM,NM_001105541
SNX15,NM_013306
DEDD2,NM_001270614
TMSB4X,NM_021109
TRAPPC2L,NM_001318524
LDHA,NM_001135239
PHB2,NM_001144831
NEDD8,NM_006156
MARCH4,NA
LSM10,NM_032881
TMEM121B,NM_001163079
CCDC127,NM_145265
KLHL21,NM_001324309
ARF1,NM_001024226
HINT3,NM_138571
SRP68,NM_001260502
SEC62,NM_003262
UBQLN4,NM_001304342
SERF2,NM_001018108
ELOF1,NM_001363673
SLC25A44,NM_001135672
FAM122A,NA
ARPC5L,NM_030978
EIF5,NM_001969
FITM2,NM_001080472
UBA52,NM_001033930
DYNLT3,NM_006520
SELENOH,NM_001321335
NPM1,NM_001037738
AARS,NA
TMEM11,NM_003876
HCG11,NR_026790
GNG3,NM_012202
SLC25A11,NM_001165417
TMEM19,NM_018279
MCAT,NM_014507
CREBL2,NM_001310
NHP2,NM_001034833
CCDC184,NM_001013635
ATP2A2,NM_001135765
GPRIN1,NM_052899
MAT2B,NM_013283
YWHAB,NM_003404
ABHD16A,NM_001177515
PPP1CC,NM_001244974
PEA15,NM_001297576
PLK2,NM_001252226
PRKN,NM_004562
MYDGF,NM_019107
TBC1D22A,NM_001284303
CHRNB2,NM_000748
SEZ6L2,NM_001114099
MMP24OS,NM_001355003
FNDC5,NM_001171940
TSR3,NM_001001410
HMGN4,NM_006353
ZNF586,NM_001077426
MPC2,NM_001143674
NAT14,NM_020378
DNAJC8,NM_014280
HNRNPK,NM_001318186
SDHAF1,NM_001042631
HYOU1,NM_001130991
CHCHD4,NM_001098502
CTSF,NM_003793
SPCS1,NM_014041
R3HCC1,NM_001136108
MRPL17,NM_022061
RAB5B,NM_001252036
EMC4,NM_001286420
PHLDA3,NM_012396
DNAJB2,NM_001039550
CCNQ,NM_001130997
IMP3,NM_018285
IMPDH2,NM_000884
TMEM132A,NM_017870
H2AFZ,NA
RPS19BP1,NM_194326
MRPL50,NM_019051
MAK16,NM_032509
MRPL43,NM_001308396
DGCR6L,NM_033257
CHST2,NM_004267
FBXO45,NM_001105573
CHST1,NM_003654
WDR77,NM_001317062
RPSA,NM_001304288
CBX4,NM_003655
RUSC1,NM_001105203
H3F3B,NA
RPS28,NM_001031
TMEM155,NA
POLR2I,NM_006233
NUDT11,NM_018159
EHMT1,NM_001039765
C15orf61,NM_001143936
SLC39A1,NM_001271957
OLFM1,NM_001282611
KCNF1,NM_002236
PFKM,NM_000289
FAM50B,NM_012135
BLOC1S4,NM_018366
NEUROD6,NM_022728
ANAPC15,NM_001278485
SHISA5,NM_001272065
EMC7,NM_020154
SPINT2,NM_001166103
TMEM33,NM_018126
EIF1AX,NM_001412
FKBP1A,NM_000801
DCTPP1,NM_024096
ARFGAP2,NM_001242832
RACK1,NM_006098
SYF2,NM_015484
ATP6V0B,NM_001039457
RXRB,NM_001270401
CFL1,NM_005507
ATP6V1F,NM_001198909
KRAS,NM_001369786
FUNDC1,NM_173794
EIF4B,NM_001300821
SIGMAR1,NM_001282205
DBP,NM_001352
BLOC1S6,NM_001311255
DAXX,NM_001141969
CHGB,NM_001819
PHB,NA
TRIR,NM_001329738
RFK,NM_018339
DACT3,NM_001301046
DCTN2,NM_001261412
EFNB3,NM_001406
SCOC,NM_001153446
EXT1,NM_000127
MRPS10,NM_018141
COA7,NM_023077
PIN1,NM_006221
YWHAQ,NM_006826
TRNP1,NM_001013642
PRPF19,NM_014502
VDAC2,NM_001184783
MRPL24,NM_024540
KDELR2,NM_001100603
C3orf18,NM_001171740
APLP1,NM_001024807
FAM171A2,NM_198475
RBL1,NM_001323281
TOMM5,NM_001001790
TMEM214,NM_001083590
MRFAP1L1,NM_152301
KMO,NM_001410944
CACNB3,NM_000725
MAPK8IP1,NM_005456
RAD23A,NM_001270362
PES1,NM_001243225
TMX4,NM_021156
CAPNS1,NM_001003962
EFR3B,NM_001319099
RAC1,NM_006908
CENPX,NM_001271006
NCBP2AS2,NM_001355243
C11orf95,NA
YKT6,NM_001363678
PJA2,NM_014819
ZNF770,NM_014106
MAP6D1,NM_024871
DRAP1,NM_006442
HIGD2A,NM_138820
FLRT1,NM_001384466
MRPL10,NM_145255
CHN1,NM_001025201
UBE2QL1,NM_001145161
TUBA1A,NM_001270399
CETN2,NM_004344
OTUD6B-AS1,NR_110438
ERLEC1,NM_001127397
BRF2,NM_018310
GORASP1,NM_001278789
RIC8A,NM_001286134
TLCD3B,NM_001318504
RPL29,NM_000992
YPEL5,NM_001127399
SNRPD1,NM_001291916
SLC39A3,NM_144564
TVP23A,NM_001079512
LRPAP1,NM_002337
N4BP2,NM_001318359
MEA1,NM_001318942
GAS2L1,NM_001278730
ELP5,NM_015362
SH3GLB2,NM_001287045
RHOB,NM_004040
TTC9,NM_015351
COPRS,NM_001330176
PTMS,NM_001330333
UQCRFS1,NM_006003
PNPO,NM_018129
MAPK8IP2,NM_012324
PGRMC1,NM_001282621
GCHFR,NM_005258
PSMC5,NM_001199163
C16orf91,NA
RPS6KA5,NM_001322227
ATP6V1G1,NM_004888
CPTP,NM_001029885
DNM2,NM_001005360
TCP1,NM_001008897
MRPS24,NM_032014
LSM3,NM_014463
SETBP1,NM_001130110
PRRT1,NM_001363780
ZXDB,NM_007157
CKB,NM_001362531
MICOS10,NM_001032363
NNAT,NM_001322802
NUBP2,NM_001284501
PTPN9,NM_002833
ZNHIT3,NM_001033577
PFDN4,NM_002623
CAPZA2,NM_006136
CHMP3,NM_001005753
VKORC1,NM_001311311
FADD,NM_003824
PTPA,NM_001193397
ORMDL3,NM_001320801
KIAA1143,NM_001320334
TMSB10,NM_021103
ACTR6,NM_022496
BTF3,NM_001037637
ZNHIT2,NM_014205
ZFP1,NM_001318469
TRAPPC4,NM_001318486
IDH3A,NM_005530
H1F0,NA
TLE5,NM_001130
ATMIN,NM_001300728
ECHS1,NM_004092
GABRA1,NM_000806
ARL8A,NM_001256129
LSM7,NM_016199
ARL8B,NM_018184
ATP5F1B,NM_001686
C19orf53,NM_014047
SMIM15,NM_001048249
CBLN4,NM_080617
RPL18,NM_000979
C12orf10,NA
MFSD3,NM_138431
UBE2N,NM_003348
MBOAT7,NM_001146056
ABCC1,NM_004996
BANF1,NM_001143985
THAP7,NM_001008695
ATRAID,NM_001170795
TPPP,NM_007030
AVPI1,NM_021732
MPDU1,NM_001330073
CCK,NM_000729
CIAO2B,NM_016062
RABAC1,NM_006423
RPRML,NM_203400
FXR2,NM_004860
DYNLL1,NM_001037494
TSPYL5,NM_033512
CHP1,NM_007236
CDK5,NM_001164410
ARL6IP1,NM_001313858
GLRX2,NM_001243399
BSCL2,NM_001122955
B3GALT1,NM_020981
PRDX3,NM_001302272
NCOA4,NM_001145260
CHCHD1,NM_203298
ARPP19,NM_001306191
RHNO1,NM_001252499
MYO1D,NM_001303279
AKT1S1,NM_001098632
SLC1A6,NM_001272087
CLPTM1,NM_001199468
BUB3,NM_001007793
MACROD2,NM_001033087
TMEM127,NM_001193304
ALDOC,NM_005165
NRGN,NM_001126181
RNF220,NM_001319956
PSMD7,NM_002811
TAF7,NM_005642
DOLPP1,NM_001135917
MAP1LC3A,NM_032514
JMJD8,NM_001005920
PGM2L1,NM_173582
RTL8A,NM_001078172
PPA1,NM_021129
CYC1,NM_001916
CCKBR,NM_001318029
PRDX5,NM_001358511
CA11,NM_001217
LRTM2,NM_001039029
DNAL4,NM_005740
RNF7,NM_001201370
LYSMD1,NM_001136543
PDRG1,NM_030815
TMEM81,NM_203376
KBTBD7,NM_032138
LSM1,NM_014462
RND1,NM_014470
ARPC4,NM_001024959
SERBP1,NM_001018067
B4GALNT1,NM_001276468
EIF6,NM_001267810
PSME3,NM_001267045
GRPEL2,NM_152407
ZNF782,NM_001001662
RPL7L1,NM_001366481
EPM2AIP1,NM_014805
FBXW8,NM_012174
PCSK1N,NM_013271
FIBP,NM_004214
RAB39B,NM_171998
MEAF6,NM_001270875
GABARAPL2,NM_007285
PRADC1,NM_032319
ATP1B1,NM_001001787
MRPL34,NM_001382342
CDKN1B,NM_004064
NDRG4,NM_001130487
NAXE,NM_144772
DNAJA2,NM_005880
PREPL,NM_001042385
HPS6,NM_024747
LSM2,NM_021177
BCAN,NM_021948
CCDC51,NM_001256964
PNRC1,NM_006813
RPL41,NM_001035267
RILP,NM_031430
RTL8C,NM_001078171
IRF2BPL,NM_024496
SCN1B,NM_001037
S100A6,NM_014624
SOD2,NM_000636
PMVK,NM_001323011
TSC22D3,NM_001015881
MYL12B,NM_001144944
SEPTIN3,NM_001363845
ZNF587B,NM_001204818
ATP5MPL,NA
TTC9B,NM_152479
SPATA2,NM_001135773
JAKMIP1,NM_001099433
RPL18A,NM_000980
MSRB1,NM_001382264
TUBG1,NM_001070
MED29,NM_001317770
SLC35A2,NM_001032289
UQCR10,NM_001003684
JCAD,NM_001350001
YDJC,NM_001017964
TRIM68,NM_001304496
DISP2,NM_033510
TSSC4,NM_001297658
ING1,NM_001267728
SLC25A3,NM_002635
PPP2R5B,NM_006244
NUDT16L1,NM_001193452
SV2A,NM_001278719
SF3B5,NM_031287
ALKBH5,NM_017758
PIGS,NM_033198
RPS15,NM_001018
UFC1,NM_016406
SPRN,NM_001012508
MRPS33,NM_016071
BEX1,NM_018476
TIMM10,NM_012456
FAM156A,NM_001242489
MRM3,NM_001317947
EEF1A2,NM_001958
FRAT2,NM_012083
RHBDD2,NM_001040456
ATXN7L3,NM_001098833
SNX29,NM_001009607
TM2D3,NM_001307960
COPS9,NM_001163424
C14orf132,NM_001252507
OAT,NM_000274
CADM4,NM_145296
CAP1,NM_001105530
RPL7A,NM_000972
RTRAF,NM_016039
TMEM158,NM_015444
EMC6,NM_001014764
EPB41,NM_001166005
IRAK1,NM_001025242
SAP30L,NM_001131062
RPL8,NM_000973
SRM,NM_003132
ZNF576,NM_001145347
GMFB,NM_004124
PPCDC,NM_001301101
PRKAG2-AS1,NR_038926
CLTA,NM_001076677
RPLP2,NM_001004
FBXL16,NM_153350
NDN,NM_002487
FAM98A,NM_001304538
GAPDH,NM_001256799
TIMM10B,NM_012192
SLC25A22,NM_001191060
PTP4A2,NM_001195100
ATXN7L1,NM_001318229
KLC1,NM_001130107
GEMIN6,NM_024775
CEBPB,NM_001285878
VPS37D,NM_001077621
RPUSD2,NM_001286407
CHRM1,NM_000738
PURB,NM_033224
PHAX,NM_032177
CTXN2,NM_001145668
PYCR2,NM_001271681
ANXA6,NM_001155
NIF3L1,NM_001136039
DCTN6,NM_006571
SLBP,NM_001306074
RPLP0,NM_001002
