GENE_SYMBOLS,refseq_ids
ETV5,NM_004454
SPRED3,NM_001039616
SHISA4,NM_198149
ATP6AP1,NM_001183
PSAP,NM_001042465
RETREG2,NM_001321109
TPRG1L,NM_182752
BCAP31,NM_001139441
TMEM203,NM_053045
B4GAT1,NM_006876
LY6E,NM_001127213
DHCR24,NM_014762
THY1,NM_001311160
FAM32A,NM_014077
SPRY4,NM_001127496
RTL6,NM_032287
UBL4A,NM_014235
NAT8L,NM_178557
GRINA,NM_000837
DDN,NM_015086
CDK5R1,NM_003885
PNMA8A,NM_001103149
SPATA2L,NM_152339
FRMD6,NM_001042481
SNN,NM_003498
SSTR3,NM_001051
MAF1,NM_032272
AP1S1,NM_001283
FAM89B,NM_001098784
KMO,NM_001410944
PEG13,NR_144431
PER2,NM_003894
COPS7A,NM_001164093
ARL6IP5,NM_006407
SPRYD3,NM_032840
MFSD5,NM_001170790
SERINC1,NM_020755
PDXP,NM_020315
PGAM1,NM_001317079
MAPK3,NM_001040056
FEN1,NM_004111
CD81,NM_001297649
FAIM2,NM_012306
SPRY4-AS1,NR_120664
PEF1,NM_001359651
CCDC85B,NM_006848
RRAGA,NM_006570
SRXN1,NM_080725
PARD6A,NM_001037281
HEY1,NM_001040708
MEPCE,NM_001194990
SPRED2,NM_001128210
RNF26,NM_032015
MRFAP1,NM_001272053
NSG1,NM_001040101
ADO,NM_032804
BORCS6,NM_017622
C11orf68,NM_001135635
NORAD,NR_027451
NCDN,NM_001014839
ATP6AP2,NM_005765
WBP2,NM_001330499
PNMA1,NM_006029
YWHAH,NM_003405
PELI3,NM_001098510
DEXI,NM_014015
FJX1,NM_014344
PHYHIP,NM_001099335
OAZ1,NM_001301020
SEPHS2,NM_012248
ITM2C,NM_001012514
PINK1,NM_032409
PNMA8B,NM_020709
PEA15,NM_001297576
FUT1,NM_000148
DYNLL2,NM_080677
MRPS17,NM_015969
PPEF1,NM_001377986
TMEM115,NM_007024
RNF187,NM_001010858
GRWD1,NM_031485
ENO2,NM_001975
ATP6V0C,NM_001198569
ACTG1,NM_001199954
TUSC1,NM_001004125
FKBP4,NM_002014
ALDH1B1,NM_000692
IER5,NM_016545
ARMCX6,NM_001009584
PRNP,NM_000311
RNF6,NM_005977
SSTR1,NM_001049
COA3,NM_001040431
CALM3,NM_001329921
PDE10A,NM_001130690
PHF23,NM_001284517
MOAP1,NM_022151
INTS5,NM_030628
YWHAG,NM_012479
FLRT1,NM_001384466
DNAJB2,NM_001039550
H2AFX,NA
IRF2BP1,NM_015649
GABARAP,NM_007278
SOWAHA,NM_175873
GHITM,NM_014394
NEFM,NM_001105541
SALL2,NM_001291446
NEFL,NM_006158
GET3,NM_001371488
HAPLN4,NM_023002
MESP1,NM_018670
PLK3,NM_004073
RPL15,NM_001253379
FAM174C,NM_017914
ANKRD34A,NM_001039888
CALM1,NM_001166106
PRELID1,NM_001271828
YPEL3,NM_001145524
DNAJB9,NM_012328
POP7,NM_005837
TPI1,NM_000365
SELENOM,NM_080430
NUDT11,NM_018159
ELK1,NM_001114123
EIF4A2,NM_001967
MCHR1,NM_005297
GPX4,NM_001039847
HIGD1A,NM_001099668
CEND1,NM_016564
ATP6V0B,NM_001039457
FAP,NM_001291807
UBE2S,NM_014501
TCEAL8,NM_001006684
ARL2,NM_001199745
ARL6IP1,NM_001313858
NCBP2AS2,NM_001355243
RNASEK,NM_001004333
RABAC1,NM_006423
CCDC115,NM_001321118
ABCC12,NM_001392028
RAB3A,NM_002866
RGS4,NM_001102445
TSC22D3,NM_001015881
UQCC3,NM_001085372
NGB,NM_021257
FOXO4,NM_001170931
CDKN1B,NM_004064
TMEM54,NM_001329722
CCDC184,NM_001013635
ZDHHC22,NM_001364172
TCEAL7,NM_001348258
RHOB,NM_004040
CLU,NM_001831
H1F0,NA
CHRM5,NM_001320917
TMEM86A,NM_153347
ATP6V1G2,NM_001204078
NEUROD6,NM_022728
EIF1AX,NM_001412
TMEM81,NM_203376
FRAT1,NM_005479
BEX1,NM_018476
HSP90AA1,NM_001017963
TRIB2,NM_021643
TMEM47,NM_031442
GPR6,NM_001286099
TSPYL1,NM_003309
FRAT2,NM_012083
NAP1L2,NM_021963
CCK,NM_000729
STPG4,NM_001163561
EEF1A2,NM_001958
ZNHIT2,NM_014205
UST,NM_005715
CETN2,NM_004344
UBQLN2,NM_013444
NRGN,NM_001126181
PCSK1N,NM_013271
SLC7A4,NM_004173
MYCL,NM_001033081
DUSP27,NA
CYCS,NM_018947
EFCAB8,NM_001143967
ISOC2,NM_001136201
DYNLL1,NM_001037494
CTXN2,NM_001145668
CEP152,NM_001194998
SRP14,NM_001309434
GNG3,NM_012202
ADAMTSL4-AS1,NM_001025493
KCNA5,NM_002234
PCED1B,NM_001281429
LZTS1-AS1,NR_047509
FRMD6-AS1,NR_037676
GAPDH,NM_001256799
FKBP8,NM_001308373
RPP25,NM_017793
MEOX2,NM_005924
COL13A1,NM_001130103
ATP6V1F,NM_001198909
CAMK2N2,NM_033259
EXOSC4,NM_019037
ENDOG,NM_004435
SCO2,NM_001169109
H1FX,NA
TMSB10,NM_021103
MRPS24,NM_032014
CLDN9,NM_020982
HHLA2,NM_001282556
TUBA4A,NM_001278552
HEXIM1,NM_006460
GJD2,NM_020660
NEDD9,NM_001142393
ACTC1,NM_001406482
IGSF21-AS1,XR_001737917
KRT5,NM_000424
NFKBIE,NM_004556
SEC14L4,NM_001161368
CREB3L1,NM_052854
RASL10B,NM_033315
HSP90AB1,NM_001271969
WFS1,NM_001145853
CCDC65,NM_001286957
RBP4,NM_001323517
CDK2AP1,NM_001270433
RAI1-AS1,NR_130894
TESC-AS1,NR_120464
CFC1,NM_001270420
TRAPPC5,NM_001042461
GADD45GIP1,NM_052850
GCHFR,NM_005258
EPN3,NM_017957
EMC6,NM_001014764
NEURL3,NM_001080535
GSTP1,NM_000852
CHGA,NM_001275
Z82217.1,NA
C1QTNF4,NM_031909
NEFH,NM_021076
FGF1,NM_000800
SPR,NM_003124
LOR,NA
NECTIN1-AS1,NR_183634
RTL1,NM_001134888
HSPA8,NM_006597
PLEKHF1,NM_024310
AMIGO2,NM_001143668
VGF,NM_003378
SLC24A1,NM_001254740
GABRG3-AS1,NR_120343
CRH,NM_000756
DLGAP1-AS2,NM_032691
HSPA5,NM_005347
MRAP,NM_001285394
MMP15,NM_002428
NEURL1-AS1,NR_120675
IL18,NM_001243211
NFKBIA,NM_020529
EVI2B,NM_006495
MYOM1,NM_003803
USP46-AS1,NA
PGLYRP1,NM_005091
FRMD6-AS2,NR_047477
