GENE_SYMBOLS,refseq_ids
ETV5,NM_004454
SPRED3,NM_001039616
SHISA4,NM_198149
OAZ2,NM_001301302
ATP6AP1,NM_001183
GABBR1,NM_001319053
CDIPT,NM_001286585
TMEM246,NA
PSAP,NM_001042465
ATG9A,NM_001077198
RETREG2,NM_001321109
TMEM109,NM_024092
SLC35F6,NM_017877
TPRG1L,NM_182752
MIEF1,NM_001304564
BCAP31,NM_001139441
TUSC2,NM_007275
TMEM203,NM_053045
TMEM130,NM_001134450
B4GAT1,NM_006876
YKT6,NM_001363678
LY6E,NM_001127213
TGOLN2,NM_001206840
NSG2,NM_015980
LRRC47,NM_020710
DHCR24,NM_014762
THY1,NM_001311160
FAM32A,NM_014077
CAMKV,NM_001320147
PIANP,NM_001244014
RAB1B,NM_030981
MANEAL,NM_001031740
CLPTM1L,NM_030782
SPRY4,NM_001127496
KLHDC3,NM_001242872
KBTBD11,NM_014867
C1orf216,NM_001348691
TBCC,NM_003192
ATP6V0E2,NM_001100592
TMEM9B,NM_001286094
EGLN2,NM_017555
RTL6,NM_032287
UBL4A,NM_014235
POLE3,NM_001278255
CTSB,NM_001317237
MSANTD3,NM_001198805
SLC8A3,NM_001130417
NAT8L,NM_178557
NFE2L1,NM_001330261
NEU1,NM_000434
GRINA,NM_000837
DDN,NM_015086
CDK5R1,NM_003885
PNMA8A,NM_001103149
NICN1,NM_032316
OTUB1,NM_017670
UBXN6,NM_001171091
C1orf115,NM_024709
SULT4A1,NM_014351
TOR1A,NM_000113
BAIAP2-DT,NM_001004336
SPATA2L,NM_152339
FRMD6,NM_001042481
PITHD1,NM_020362
TMEM25,NM_001144034
USP5,NM_001098536
SNN,NM_003498
CREB3,NM_006368
SSTR3,NM_001051
HPCAL4,NM_001282396
HSDL1,NM_001146051
BOD1,NM_001159651
MAF1,NM_032272
HNRNPUL2,NM_001079559
AP1S1,NM_001283
SYT13,NM_001247987
RAB6B,NM_001363953
SRRD,NM_001013694
SUPT4H1,NM_003168
FAM89B,NM_001098784
KMO,NM_001410944
KCTD2,NM_015353
ZPR1,NM_001317086
NPM3,NM_006993
PEG13,NR_144431
TMEM167B,NM_001322248
NR2F6,NM_005234
LAMTOR1,NM_017907
HMGA1,NM_001319077
PER2,NM_003894
GDE1,NM_001324066
TMED9,NM_017510
SNX11,NM_001330320
TMEM121,NM_001331238
COPS7A,NM_001164093
SLC39A7,NM_001077516
KCNJ9,NM_004983
RIMS3,NM_014747
B4GALT3,NM_001199873
ARL6IP5,NM_006407
SPRYD3,NM_032840
MTCH1,NM_001271641
CD59,NM_000611
NCBP2,NM_001042540
CD2BP2,NM_001243646
MFSD5,NM_001170790
GTF2F1,NM_002096
OPRL1,NM_000913
SERINC1,NM_020755
NUDT16,NM_001171905
CDKN2AIPNL,NM_080656
SYNM,NM_015286
GNAZ,NM_002073
ZBTB22,NM_001145338
C2CD2L,NM_001290474
PDXP,NM_020315
VPS18,NM_020857
LGI3,NM_139278
PGAM1,NM_001317079
THAP5,NM_001130475
MAPK3,NM_001040056
L1CAM,NM_000425
TOMM20,NM_014765
FEN1,NM_004111
CD81,NM_001297649
RBM15B,NM_013286
REEP5,NM_005669
EI24,NM_001007277
SERINC3,NM_006811
PCYOX1,NM_016297
TMEM250,NM_001256526
NOP9,NM_001286367
MAGEE1,NM_020932
FAIM2,NM_012306
GNPDA1,NM_005471
ABCF2,NM_007189
SPRY4-AS1,NR_120664
PEF1,NM_001359651
EPN1,NM_001130071
MUL1,NM_024544
CCDC85B,NM_006848
PEX19,NM_001131039
B4GALT7,NM_007255
PDPK1,NM_001261816
GSK3A,NM_019884
RRAGA,NM_006570
FARSA,NM_004461
AGPAT1,NM_001371437
SARAF,NM_001284239
TMED2,NM_001321445
KIF9-AS1,NR_033373
AP2M1,NM_001025205
DMTN,NM_001114135
MEF2D,NM_001271629
AAMP,NM_001087
SRXN1,NM_080725
PARD6A,NM_001037281
WSB2,NM_001278557
HEY1,NM_001040708
UBFD1,NM_019116
MEPCE,NM_001194990
MANBAL,NM_001003897
CREG2,NM_153836
SPRED2,NM_001128210
MFN2,NM_001127660
DUSP26,NM_001305115
EFNB3,NM_001406
RNF26,NM_032015
MRFAP1,NM_001272053
ZNF48,NM_001214906
DDX54,NM_001111322
ARCN1,NM_001142281
NSG1,NM_001040101
ADO,NM_032804
NT5C3B,NM_052935
PYGO2,NM_138300
BORCS6,NM_017622
FAM131B,NM_001031690
LRRC14,NM_001272036
PMM2,NM_000303
KBTBD4,NM_001318716
C11orf68,NM_001135635
RSL1D1,NM_015659
NORAD,NR_027451
PIP4P1,NM_001100814
KCTD17,NM_001282684
HCFC1,NM_001410705
GLRX5,NM_016417
BTBD6,NM_001387567
NUCB1,NM_006184
ICMT,NM_012405
AMIGO1,NM_020703
STOML2,NM_001287031
NCDN,NM_001014839
ATP6AP2,NM_005765
SLC48A1,NM_017842
SNX21,NM_001042632
PSMD3,NM_002809
IMP4,NM_001320304
STMN3,NM_001276310
WBP2,NM_001330499
MAP7D1,NM_001286365
DCAF11,NM_001163484
PNMA1,NM_006029
OIP5-AS1,NR_026757
LARP6,NM_001286679
SCN2B,NM_004588
BRK1,NM_018462
MRPS2,NM_001371401
VPS4A,NM_013245
YWHAH,NM_003405
ATP6V1B2,NM_001693
PNMA8C,NM_001386793
PELI3,NM_001098510
RAN,NM_001300796
DEXI,NM_014015
FJX1,NM_014344
PHYHIP,NM_001099335
PRAF2,NM_007213
ADCK2,NM_052853
BAG5,NM_001015048
RNF41,NM_001242826
IGIP,NM_001007189
OAZ1,NM_001301020
ATP6V1D,NM_015994
MYADM,NM_001020818
EEF2,NM_001961
THRA,NM_001190918
MIEF2,NM_001144900
SEPHS2,NM_012248
ITM2C,NM_001012514
PTGES2,NM_001256335
PINK1,NM_032409
MSL3,NM_001193270
PNMA8B,NM_020709
EIF1,NM_005801
C15orf61,NM_001143936
PEA15,NM_001297576
KAT5,NM_001206833
FUT1,NM_000148
ARF3,NM_001412914
NEIL2,NM_001135746
BCL7B,NM_001197244
BCL2L2,NM_001199839
DYNLL2,NM_080677
SF3A1,NM_001005409
TWF2,NM_007284
STOML1,NM_001256672
MRPL49,NM_004927
SNX12,NM_001256185
MRPS17,NM_015969
BHLHE41,NM_030762
DNAJC14,NM_001394687
TMEM35A,NM_021637
PPEF1,NM_001377986
BAD,NM_004322
PKM,NM_001206796
FGD5-AS1,NR_046251
CADM3,NM_001127173
GID8,NM_017896
SLC25A6,NM_001636
NGRN,NM_001033088
TXN2,NM_012473
MYDGF,NM_019107
