"Gene_Symbols","acrophase","amplitude","p_statistic","amp_ratio","sin_coff","cos_coeff","BHQ","Bonf"
"NOC2L","2.72862945699957","7.38736638251972","4.01345313868077e-19","0.287278367772326","2.96473616758601","-6.76635215800877",1.93404307091823e-18,5.62806533637204e-15
"KLHL17","1.30672943279381","1.42720057249981","0.000200087065440419","0.185253402057965","1.37772876236567","0.372511652830003",0.000280722453093646,1
"HES4","4.18456984139091","5.57266026222914","6.76015350225958e-09","0.373314119949549","-4.81426308337729","-2.80667300593752",1.40753723180677e-08,9.47976325621861e-05
"ISG15","2.93383595268254","1.85897626783959","8.30008524465714e-08","0.468071793676367","0.38344241152846","-1.81900101193816",1.56210032728261e-07,0.00116392095385827
"AGRN","1.18399570472657","0.900816997700136","0.348581815207229","0.0579906503776317","0.834265259940426","0.339812800527025",0.362973401251279,1
"C1orf159","6.16462364054247","6.41699899371241","1.13135931795087e-16","0.229375859831878","-0.759028913241319","6.37195034460955",4.40298643741221e-16,1.58650517156251e-12
"SDF4","2.79503692604709","5.94290185669755","2.48548089359356e-11","0.171749421407453","2.01856797247556","-5.58958547826537",6.34283868441538e-11,3.48538985708625e-07
"B3GALT6","3.03181975518385","3.20058077719614","4.95233762500578e-27","0.434268758933637","0.350631846414417","-3.18131649158606",5.54242861256632e-26,6.9446630515456e-23
"UBE2J2","2.42179957854525","2.78789291940545","3.57569893696403e-06","0.111266319004657","1.83786011363989","-2.09633421304014",5.8433779504774e-06,0.0501420261930466
"SCNN1D","1.13460277373382","1.42023872349113","0.00424935933735746","0.154516009851131","1.28725668848495","0.600040206698261",0.00529866316803874,1
"ACAP3","2.59253180923635","7.71259241672882","0.0020428724790622","0.111487281703646","4.02509666931787","-6.5789572569845",0.00261570496474518,1
"PUSL1","3.44061483731993","0.75210781989591","2.74957671297226e-07","0.221768851447849","-0.221560375545537","-0.718733033007875",4.95659008175987e-07,0.003855731424601
"INTS11","1.74294683532652","5.51165550573882","4.18724581992448e-10","0.169819927263713","5.43018585227089","-0.944154660920635",9.64324981652176e-10,5.8717748132801e-06
"CPTP","2.83625478427186","3.64034146758401","6.72945886157842e-23","0.412578153577768","1.09434282902951","-3.47195906847466",4.66187217909804e-22,9.43672016159142e-19
"DVL1","2.82966705131895","5.64431510826201","5.83725193948166e-20","0.229116048856059","1.73219450550689","-5.3719452004322",3.04636337727396e-19,8.18557839473513e-16
"AURKAIP1","2.97925716643092","8.12469884190195","3.69467197392852e-17","0.404947912149727","1.31314166741701","-8.01787940997469",1.49784287627637e-16,5.18103850903996e-13
"CCNL2","1.52205984996463","0.692174673169506","0.734658376432559","0.0144128829736067","0.691352793939291","0.0337208020315204",0.743083843963775,1
"MRPL20-AS1","3.56239545565006","0.752852784634101","1.37733730576704e-09","0.300926145421032","-0.307535357003866","-0.687174882780086",3.0402016431247e-09,1.93144010387712e-05
