"Gene_Symbols","p_cogdx","p_ceradsc","p_braak","acrophase_cog1","acrophase_cog2","acrophase_cog4","acrophase_cog5","acrophase_cerad1to2","acrophase_cerad3to5","acrophase_braak0to3","acrophase_braak3to5","acrophase_braak5to7","amplitude_cog1","amplitude_cog2","amplitude_cog4","amplitude_cog5","amplitude_cerad1to2","BHQ_cogdx","Bonf_cogdx","BHQ_cerad","Bonf_cerad","BHQ_braak","Bonf_braak"
"NOC2L","0.596002263582315","0.344706445568808","0.437211501444587","2.71784712640336","2.84632613660524","2.72272516953142","2.93567355784384","3.71047286731464","2.67760995050767","2.82408726464957","7.65239554221039","4.78890188526738","7.61474580514911","4.64995876730065","2.25111981629407","6.69489659675691","8.46401602652657",0.898737892591354,1,0.999884603092547,1,0.999817567079685,1
"HES4","0.402083118492497","0.309683046959529","0.673245279023426","4.17771954873191","3.94620963532546","4.20793688809722","4.03942659838857","2.83089486901572","4.18563966750641","4.0716260355917","6.04046227490137","2.93424452563689","6.21479249038647","2.9634864785944","2.99369543461918","5.81893863648425","5.95391352999657",0.857802726793843,1,0.999884603092547,1,0.999817567079685,1
"ISG15","0.549047013442227","0.447921963462542","0.946875362732871","2.98005903836124","2.62642183723351","3.05944464730107","2.66862041190492","2.77754413641725","2.88891137493658","3.04245793490992","1.95284116576343","1.25349328930146","1.77238854921051","2.61748480425465","2.34084255195808","2.04427931652671","1.53385828678523",0.887858714117634,1,0.999884603092547,1,0.999817567079685,1
"C1orf159","0.180786359357845","0.856093931155112","0.899166624936699","6.22237749187507","6.12606818441885","6.17064456768972","6.11995607545559","5.86610899399889","6.27510215414602","6.11914683052201","6.72979048330112","3.13705008593418","6.5430961636678","5.52595309739906","7.30532972865476","5.98121970919001","6.6271444443386",0.82805503561949,1,0.999884603092547,1,0.999817567079685,1
"B3GALT6","0.181193025193131","0.890624206795576","0.27977630823988","3.02749606941975","3.35434577703711","3.03703523810019","3.04882544207905","2.93986862389112","2.96829674545651","3.14906940373155","3.34433627533706","1.79416405021728","3.23514580945672","2.87209483049252","1.93966710915233","3.03963991495586","3.70032847492551",0.82805503561949,1,0.999884603092547,1,0.999817567079685,1
"PUSL1","0.433170854548722","0.339844422859865","0.594250089504455","3.4138998908714","4.07315591187564","3.44769082652966","4.39482735588678","3.39795210106419","3.69888528125761","3.10237530262039","0.814901707634562","0.361804038030562","0.811984522272047","0.509020824003328","1.212102588","0.776212719456019","0.657953599503684",0.862524968511169,1,0.999884603092547,1,0.999817567079685,1
"CPTP","0.821735951038308","0.954934292987683","0.578264381371448","2.84710724019445","2.80538140074182","2.84798511160616","2.84510316918029","3.52345369133195","2.80279682513866","2.9028645672408","3.69343044709066","3.124796000295","3.6503298991915","3.35975554829656","1.48777533551674","3.40147023966277","4.05867489975981",0.953580833881257,1,0.999884603092547,1,0.999817567079685,1
"DVL1","0.785544006325509","0.506049967555691","0.811643455838515","2.8439831180425","2.78214452308206","2.78311292697189","3.0183184060282","3.38594394103932","2.80501106969124","2.79128974276371","5.74159854141353","4.71027703548632","5.61286590212205","6.06662743584292","5.21324483937703","5.61632389543644","5.78767946934514",0.943150169433603,1,0.999884603092547,1,0.999817567079685,1
"AURKAIP1","0.280188808773375","0.231562550969587","0.889585540242402","3.02889773778065","2.65232058778696","3.08628926420916","2.70399863352546","3.59733568502392","2.93411176812535","3.04968899341361","8.4477349328411","6.77851953698699","7.93528480065515","10.1244236497433","5.66455910346996","7.79298616363798","8.56970097540286",0.836853833382413,1,0.999884603092547,1,0.999817567079685,1
"MRPL20-AS1","0.125676580132084","0.268471096766736","0.807620490574592","3.51045961058581","4.81578298854827","3.52706752117108","4.40171374043341","3.16960756412334","3.54834917089216","3.57717039813172","0.823421391466669","0.613176483251071","0.806527232056837","0.519129133080727","0.762868108908143","0.862623689775876","0.585875473908128",0.82805503561949,1,0.999884603092547,1,0.999817567079685,1
"MRPL20","0.639092920408424","0.839490183987297","0.72533151825448","3.11875499637991","2.78475714648207","3.11685704725805","2.93825207222693","4.29528576543394","3.00913122923073","3.15126295434665","5.99198074825131","6.21575082118419","5.84509087823657","6.40501183235398","4.96386664784832","5.59839099817832","6.41579659236431",0.905991754399399,1,0.999884603092547,1,0.999817567079685,1
"ANKRD65","0.0621775223423027","0.489730354295448","0.41667746079035","3.05457478961138","3.44312184182201","3.10043118538339","2.81269667728009","2.73823302499257","3.01297513636059","3.06541145197117","4.01439496438979","1.03825951996956","3.78135336953882","3.29440023892804","1.4802944561213","4.31658684718745","3.14995222616259",0.82805503561949,1,0.999884603092547,1,0.999817567079685,1
"VWA1","0.861952365728658","0.974735054657304","0.974353490868791","2.48054546427891","2.9209310411249","2.56518531686193","2.62182091630945","2.37692200982652","2.51461413359581","2.55855152253737","0.596949598861556","0.353967729918157","0.557442718578415","0.457664633428932","0.452183791431636","0.671779188599541","0.455159907417976",0.966197038645587,1,0.999884603092547,1,0.999817567079685,1
"ATAD3C","0.713078793649077","0.562115376720868","0.518003922234383","1.19800424267226","1.25903113320482","1.33001603443647","0.387737411701642","0.746729240390559","0.581376346150872","1.91601989242661","0.285690390285466","0.573462267637546","0.329033206699869","0.534722322881706","0.300664817926796","0.369300864747276","0.425514059439529",0.92360791705067,1,0.999884603092547,1,0.999817567079685,1
"ATAD3B","0.748811828008306","0.788222578933201","0.490968022462812","5.95299494722384","0.0949332871575407","6.05493234900807","5.84682779690083","5.81732613651601","6.07630974258826","6.04721929048482","4.13045467053726","3.44311120989542","3.9950278545901","4.82228048498539","4.87940987271022","2.96133121983096","5.30694149937884",0.930774674247553,1,0.999884603092547,1,0.999817567079685,1
"TMEM240","0.714119972635142","0.877585609285711","0.807901063581413","3.03940677892887","2.85069817539592","3.06703382784258","2.95421210037225","2.8948067374134","3.08257016922266","3.03811808000789","6.88031299075151","6.55304242053496","6.66521847962898","7.16915952079205","5.52085462692003","6.0874341988779","7.50312982152121",0.923873122097086,1,0.999884603092547,1,0.999817567079685,1
"SSU72","0.164988632816826","0.584168035124947","0.179812007889147","2.80074804754488","2.72259103166986","2.8307777099592","2.72093164113751","2.83562905868491","2.77634375939896","2.86791730423076","23.7276010179543","15.8031421075279","22.8715377146065","20.319247626302","16.7777118789816","20.0117339226937","25.9520489903188",0.82805503561949,1,0.999884603092547,1,0.999817567079685,1
"FNDC10","0.690525517706943","0.524414851746821","0.748763205690766","2.6887536324135","3.16992097288597","2.68862134348327","3.09862418183348","2.69811172638946","2.77417046962691","2.5881165578998","5.2730456462423","3.09970012709169","4.98621947328129","5.23359131762947","10.4387690412904","5.31652649042928","4.21880459430717",0.916628526363563,1,0.999884603092547,1,0.999817567079685,1
"GNB1","0.325275192888468","0.625614304520561","0.18704353906424","3.14041218943246","3.18334182242528","3.17265318744358","3.09155688952378","4.39685952709263","3.15385431611529","3.14475383620559","48.9396818632324","35.7246527889916","48.0396712545713","42.1944869977738","26.1685298935713","45.4356760056115","51.8402464642846",0.846687272025041,1,0.999884603092547,1,0.999817567079685,1
