"Gene_Symbols","p_mesor_cogdx","mesor_CTL_cogdx","mesor_AD_cogdx","p_mesor_cerad","mesor_cerad_bin1","mesor_cerad_bin2","p_mesor_braak","mesor_braak_bin1","mesor_braak_bin2","mesor_braak_bin3","BHQ_cogdx","Bonf_cogdx","BHQ_cerad","BHQ_braak"
"NOC2L","0.00038088986383459","27.7554484583455","25.8280880076989","0.0896858907178137","26.6561880579893","27.6106938440493","0.142852778292564","27.5174974312529","27.2070261438675","26.117326601523",0.00164547706732978,1,0.281416963411395,0.492555817555108
"KLHL17","0.000731134534294681","6.94105438628529","7.80761518855432","0.204569000586149","7.40163039870601","7.05882834338339","0.289311031514363","6.99081614968295","7.2173369990412","7.62487761456713",0.00285829372021587,1,0.438205713418106,0.650098985162537
"HES4","2.10532577264146e-09","20.0276680022949","14.9497257349025","0.000294784361670605","16.8824878304458","20.055483580137","0.000147691711881747","19.4412607640043","18.910068079422","14.7661183284045",8.73461044667195e-08,2.95229833097512e-05,0.0202140039426901,0.0213513492342035
"ISG15","0.00488892187016306","5.34406784566752","4.11473644378111","0.408909375687894","4.71127526339512","5.14941676043472","0.529105268861579","4.69484319562371","5.03821303990747","4.54293836314744",0.0142146695801983,1,0.636348482440499,0.800824952535987
"AGRN","0.881043532589681","15.6738052183307","15.800914182469","0.45101195178533","15.9243199612225","15.3944784170481","0.816927867457458","15.6537485763114","15.5946636120155","16.1280324336566",0.923722200146586,1,0.669121942433949,0.934352652685776
"C1orf159","0.145061807497489","28.758569230856","28.0037132546759","0.655930089874917","28.6309066512432","28.2105205250665","0.122401117015446","29.3033122206285","28.5337389273404","27.6773483304258",0.238784097492345,1,0.814352160275871,0.464905434427844
"SDF4","0.0141470255374859","36.0418427443799","34.540758220294","0.240944081783163","35.2037814395029","35.8970494446349","0.175342794594135","35.4688241197829","35.7872779739634","34.5271100635353",0.0351370419964869,1,0.477495599045406,0.533722245925533
"B3GALT6","0.000397617212011284","8.21077805828791","7.47418699929971","0.217072258710142","7.8331365871257","8.08715289170211","0.360853956244008","8.05968174297238","7.98228908908742","7.68562160741704",0.00170722172811826,1,0.453063136001007,0.699703405477008
"UBE2J2","0.00185920201632056","26.1307442804668","25.032468694639","0.205712570008355","25.5544160452256","25.9621319031659","0.0653155815970732","26.3149694800406","25.7315288633316","25.2104185684066",0.00628533989268641,1,0.439426285496958,0.366368160294303
"SCNN1D","0.938625523962575","9.31641209763201","9.34557892204526","0.158465904992747","9.13018373167322","9.63973202825328","0.499193353065404","9.17201275545653","9.46459691348399","9.02490319410339",0.96180823694024,1,0.383860318831109,0.785038509592482
