"Gene_Symbols","p_cogdx","p_ceradsc","p_braak","acrophase_cog1","acrophase_cog2","acrophase_cog4","acrophase_cog5","acrophase_cerad1to2","acrophase_cerad3to5","acrophase_braak0to3","acrophase_braak3to5","acrophase_braak5to7","amplitude_cog1","amplitude_cog2","amplitude_cog4","amplitude_cog5","amplitude_cerad1to2","amplitude_cerad3to5","amplitude_braak0to3","amplitude_braak3to5","amplitude_braak5to7","BHQ_cogdx","Bonf_cogdx","BHQ_cerad","Bonf_cerad","BHQ_braak","Bonf_braak"
"NOC2L","0.0594698963074035","0.7990053214693","0.53196364134131","2.87448223986873","2.59743723973883","2.72662367979915","2.83941163784407","2.74211946062126","2.70427791020876","2.88898857859284","2.70561199353474","2.7254423249175","4.66510309047225","6.93226422094111","7.62577974851358","4.88463336184472","6.28424168224357","5.75997941341194","5.50121270897188","5.89511080590205","7.31553518202087",0.455917439181821,1,0.99854228432016,1,0.999922566172818,1
"HES4","0.417603113945786","0.67087747302131","0.570229835825536","3.93607982033773","4.04560462343745","4.21283911012632","3.92603073179988","4.13737452754697","4.00252149610977","3.72875087962502","4.10945204490945","4.22285579183535","5.12254455262845","7.63524314134607","6.24108962465024","3.08645469675465","5.46499967849736","6.169407454123","6.860815291028","5.95224072446422","5.60764045675915",0.720380283317044,1,0.99854228432016,1,0.999922566172818,1
"ISG15","0.562413180186521","0.912621747562635","0.730569710544477","3.18590832879901","3.19808476127307","3.0100351426744","2.56761174491129","3.16043207908618","3.08721520153816","2.80264970095459","3.16163979791708","3.40047757787846","2.43804146622782","3.04690074017558","1.86004230636456","1.2630969075981","2.18698305467959","2.38843786563972","2.38537867581038","2.30179455375124","2.31966611559353",0.796828614200022,1,0.99854228432016,1,0.999922566172818,1
"C1orf159","0.4446107739392","0.228452636976483","0.963253938364459","6.27067427463389","6.00714760691976","6.19479031298799","6.11530580251468","6.16874014754649","6.09510199915282","6.12268839992806","6.19300349291466","6.09913553648377","5.69964056849457","6.86608757729629","6.84941444030366","3.0909367116843","6.83329752079332","5.3407386618331","5.65068508557268","6.30004604927173","6.40938701806601",0.734140386637479,1,0.99854228432016,1,0.999922566172818,1
"B3GALT6","0.0859222774324486","0.250253554694926","0.0906788990924842","3.26354098934542","3.05625021720372","3.045464766349","3.38077715531175","3.08496958346125","3.17919313446359","3.4146340689807","3.04672665054316","3.17521346411606","2.97831968840158","3.7387543267116","3.31119904736801","1.82523816820978","3.03774021062906","3.44658545650744","3.26421527712259","3.15851557548371","3.42254317021425",0.493088337338916,1,0.99854228432016,1,0.962710609998451,1
"PUSL1","0.453201255413419","0.999763545280124","0.481718874200139","3.47765833817258","3.42746505752565","3.41378003215128","4.03515082503561","3.43606066932803","3.43224230182378","3.42390099679429","3.54754849649166","3.12171187800835","0.998124708168663","1.23401592457664","0.818030870894654","0.354782405875728","0.939889611099343","0.937754356042247","1.19046200306126","0.949165240102253","0.852041301789271",0.738700371578881,1,0.99990427776116,1,0.999922566172818,1
"CPTP","0.317099324410285","0.330118481967451","0.539062710791367","3.00580207644225","2.76255347137027","2.83985551659679","2.79676630418174","2.86879917263732","2.84064813797064","3.03408350884235","2.81521147936296","2.89139130893444","3.60908793797577","4.28084739405872","3.73051877509531","3.13847833373885","3.5330970919669","4.1016276492474","4.01981256476192","3.75550870945886","3.6812858510048",0.658576644237087,1,0.99854228432016,1,0.999922566172818,1
"DVL1","0.185237141104567","0.171158432430524","0.0113029670158386","2.89367928711154","2.70605907297018","2.78153986815639","2.73844331556263","2.69799361773669","2.8759801368227","3.17735740190655","2.70119462556443","2.69224240632309","5.69156077508317","7.79388415306224","5.85092575950961","4.38636511979291","5.96973309565454","6.62154154518564","7.38391357446983","6.16565017706798","6.01998625024153",0.578755811788772,1,0.99854228432016,1,0.962710609998451,1
"AURKAIP1","0.0480189107471215","0.32661205152394","0.616753385196883","3.31167002596569","3.15650857802061","3.06417066693215","2.67792948405939","3.11651237854911","3.22733933176611","3.16225344000037","3.22343819692232","3.01895834604187","9.51871224499557","11.9641473785862","8.42866963609869","7.01854280412546","8.79681079315728","10.2371247844352","10.9423093450078","9.30956601652403","8.57281071943534",0.437566363382497,1,0.99854228432016,1,0.999922566172818,1
"MRPL20-AS1","0.0924085089758163","0.445530279915269","0.0854455005010212","3.63265916797102","3.88374185362814","3.57742872064304","4.72449924254166","3.6116599271396","3.82153253989207","3.66785044064661","3.73966642329459","3.63581742966886","1.10161715785439","1.28111007872641","0.846762892859104","0.628215696771605","0.93905741080741","1.03861350870007","1.02669270644849","1.13626728586083","0.537262262710581",0.498907641544966,1,0.99854228432016,1,0.962710609998451,1
