"Gene_Symbols","p_val","acrophase_AD","acrophase_CTL","amplitude_AD","amplitude_CTL","BHQ","Bonf","Log_AD_CTL_ampRatio"
"WDR64",0.000470753467473143,"1.43086230403291","1.24112154032223","7.54228509749976","2.24571778935759",0.132564176440437,1,1.21150000134329
"RPL29",0.0002128347483678,"3.06865221055519","3.2659296284652","21.4541174505373","30.5023654481351",0.132564176440437,0.599342651403725,-0.351887653593755
"NRIP2",0.000444715080372726,"2.10072658694461","1.94787525726885","1.91714386820157","0.495860835962053",0.132564176440437,1,1.35229647414818
"MAP1A",0.000282961854072782,"2.44058483776295","2.5501975040249","82.9638999317371","48.3637279023286",0.132564176440437,0.796820581068954,0.539655463342224
"CTXN2",0.000300649496582583,"2.53095188481257","3.02776522088028","2.64294347552308","2.54707455454059",0.132564176440437,0.846628982376554,0.0369477818288369
"TGFBR3L",0.000335708755713834,"3.05234391990368","3.14302242153413","6.81048777479173","11.0260920903979",0.132564176440437,0.945355856090157,-0.481800728394934
"C19orf53",0.000356130128561427,"3.0800531579233","3.32106276224356","9.89332203688317","13.5598054939182",0.132564176440437,1,-0.315249950497104
"COX7A1",0.000147151530560472,"3.19720042711407","3.39544699666923","5.76343239932192","13.5222327992169",0.132564176440437,0.414378710058289,-0.852802004962113
"NEFH",0.000421295365610188,"2.33911123970064","2.3026748708248","28.9157631882523","9.77773397819332",0.132564176440437,1,1.08427912783146
"RPS19BP1",0.000335206177999192,"3.39737041133362","3.54952263140591","7.52504415902248","11.5868116758633",0.132564176440437,0.943940597245725,-0.431630847902487
"TMEM141",0.000528205117255128,"3.48555726176038","3.54759517617731","4.95571420028357","7.63875674886991",0.133293499593096,1,-0.432693566043571
"UQCR11",0.000615346411473808,"3.0908216158722","3.33188551438429","17.2368941033327","26.5226957314456",0.133293499593096,1,-0.430948716564242
"POLR2I",0.000587593703376729,"3.02491336254136","3.18309361326504","9.49213455139369","13.6230990796493",0.133293499593096,1,-0.36130330001124
"RSL24D1",0.000699074232593115,"3.09035038651289","3.18701728638839","11.1431928985412","15.1335326856261",0.140613788498729,1,-0.306084180250737
"YWHAQ",0.00148911409713854,"3.03910883532269","3.04677046635425","31.64186253366","41.1604037994945",0.148258861045141,1,-0.262995713810032
"TMSB10",0.000823061521357417,"3.09905089687151","3.31235201514472","83.3157673970614","113.548605101383",0.148258861045141,1,-0.309593168292827
"TOMM6",0.00135565509175733,"2.95476250713635","3.15321852247722","10.6848362048322","13.3890420545466",0.148258861045141,1,-0.2256110560836
"COX7A2",0.00152580095112287,"3.07057931300948","3.35563879090494","16.0501094324846","25.3794640906621",0.148258861045141,1,-0.458224678868043
"CHCHD2",0.00104808652521037,"3.07833769446904","3.20864784808106","33.1526966634328","46.1591552053575",0.148258861045141,1,-0.330971259952077
"OTUD6B-AS1",0.000910924677470115,"3.03312186496288","3.14418141040832","13.0684728600587","19.6157212161623",0.148258861045141,1,-0.406128669927632
"POLR2K",0.00171132140015029,"3.19390651694856","3.32243985890469","9.61199442549746","13.7664406709966",0.148258861045141,1,-0.359222057092116
"PCA3",0.00115744961706262,"5.17915760346674","5.5008250738588","24.7927989520609","12.947927009619",0.148258861045141,1,0.649617547316009
"SEC61B",0.00162699278960809,"3.26765416152065","3.29833878063542","4.94904554483993","8.170433015618",0.148258861045141,1,-0.501327169390737
"CHCHD1",0.00114710999452235,"3.22258104466209","3.29285620842266","4.83027271812316","7.50002601486202",0.148258861045141,1,-0.440003559734497
"SELENOH",0.00107551768336876,"3.62213531316224","3.6554456340278","20.43531403193","31.0806411299046",0.148258861045141,1,-0.419320669407333
"COX8A",0.00133895856962696,"2.90285049960783","3.22548672885834","22.8967745857071","28.657812941962",0.148258861045141,1,-0.22443005616486
"FAU",0.00158219026085784,"3.1431317663555","3.34911989211738","28.0387809783838","38.7436399759642",0.148258861045141,1,-0.323378025834758
"BANF1",0.00173740852787275,"2.87295386116145","2.95105143768295","6.38524188838137","9.21659149604817",0.148258861045141,1,-0.367015910706044
"NEDD8",0.00152605770896288,"3.25565966900251","3.34753617492731","19.8676161361027","28.6854671531388",0.148258861045141,1,-0.36729954719883
"NOP10",0.000943814034118574,"2.92349193040281","3.17538506755592","4.36716903922407","6.25160242829078",0.148258861045141,1,-0.358722837340783
"FAM171A2",0.00143529945803709,"2.87006280085188","2.973027545247","15.7891523464718","11.8921530337875",0.148258861045141,1,0.283444370206173
"ALYREF",0.00173272343078091,"3.43499466375222","3.24821488286523","0.851594480147381","1.34857462771177",0.148258861045141,1,-0.459693031070328
"TMEM160",0.00167985237238415,"3.2352794728558","3.40069159524567","25.5614183774384","34.2869694939973",0.148258861045141,1,-0.293681263813367
"AMPD2",0.00186803476859679,"2.6692254319173","2.8086665831531","14.6364774814626","11.6024838328356",0.150296740239102,1,0.232297671680957
"MRPS12",0.00185473128170429,"3.12185502822821","3.24378796944625","3.46503521729085","4.77244659469916",0.150296740239102,1,-0.320136290029687
"BAG1",0.001922778106047,"3.32485690919129","3.48840685093653","5.47517621162328","7.73901270907031",0.150403976295232,1,-0.346049662541872
"SELENOW",0.0020357479161755,"3.19033844376058","3.29261249720638","77.6005094488466","101.47045761796",0.150859635051321,1,-0.268193705935043
"DDT",0.00199793460250037,"3.31299432032653","3.36500343339616","5.44067177009388","8.83551581541764",0.150859635051321,1,-0.484876946856405
"BX284668.5",0.00347523424548132,"2.30187730911264","3.09509622556258","1.00384140419697","1.00171073837861",0.153856957231884,1,0.00212476811220967
"LAMTOR2",0.00385426194814637,"3.16256451858489","3.18112821045911","4.26877671702603","6.5940586556803",0.153856957231884,1,-0.434841736856586
"MORN2",0.00429926385724266,"3.65404928326976","3.5653098173194","2.06392570906976","3.41810169724495",0.153856957231884,1,-0.504475484383203
"PTMA",0.00474149396101641,"2.90452852332314","3.106146549495","49.2317902878099","57.4078747725001",0.153856957231884,1,-0.153641926175969
"BRK1",0.00439456775587207,"3.16396989939721","3.20828530282027","21.8827187635601","28.4761669496398",0.153856957231884,1,-0.263370262276884
"SCN5A",0.00365803558631532,"4.70277557399868","5.25005732199016","0.305828243594331","1.09660551057274",0.153856957231884,1,-1.27695113917741
"COX17",0.00280904595680839,"3.3295497712542","3.53208513648655","4.67216990104508","7.73793654030575",0.153856957231884,1,-0.504511444528066
"MAGEF1",0.00252343109229014,"3.18312415671853","3.20563850610592","6.81817303644478","9.19176711507197",0.153856957231884,1,-0.298716651866392
"HOPX",0.00432046746389832,"3.17314609453838","3.19218782703538","56.7351451044298","75.7106324601596",0.153856957231884,1,-0.288524743978619
"H2AFZ",0.00400297685783178,"3.01104184711331","3.1659839451773","22.6717850632274","29.5366734377593",0.153856957231884,1,-0.264511456005338
"SNHG8",0.00454127974931058,"3.50982312644793","3.38579124153496","4.42713020573442","7.14625539354697",0.153856957231884,1,-0.478836933285057
"NDUFS6",0.00309329939383011,"3.47084703964627","3.55637984642233","7.30015841086029","11.7405826481734",0.153856957231884,1,-0.475155394448011
"UQCRQ",0.00281940595484061,"3.24447779759601","3.47766479557895","8.4830692866492","13.5629219277337",0.153856957231884,1,-0.46926741219761
"ATOX1",0.00252506756777126,"3.32750629241481","3.46638950150213","9.01719204181374","13.8163101059097",0.153856957231884,1,-0.426716803970344
