"Symbol","Uniprot","acrophase","amplitude","p_statistic","amp_ratio","sin_coff","cos_coeff","BHQ","Bonf"
"MYH9","P35579","2.25308914331177","6328.79458718639","0.32022962048259","0.0298379428905079","4911.96081879482","-3990.77459165814",0.858320217020593,1
"TLN1","Q9Y490","2.31877079800004","3683.04316919643","0.117487770829416","0.0337933758104842","2699.92125897839","-2505.04135324769",0.817036392864544,1
"NEFM","P07197","1.78287006296423","51521.5459594585","0.354647050450322","0.0776071976193559","50367.284099257","-10844.6480126061",0.863965769112241,1
"DMXL2","Q8TDJ6","5.00541141227905","2018.81109702706","0.497215630264536","0.0161959345531418","-1932.75973608635","583.127814499558",0.883046502234227,1
"MYO5A","Q9Y4I1","4.00820553463394","3362.06313137401","0.487774025991367","0.0169065560816864","-2562.36431652795","-2176.63906257529",0.880037413789192,1
"LRP1","Q07954","5.3592056585366","1558.56138972616","0.361530308204798","0.0166794252730658","-1243.74175312922","939.265700996366",0.865159301104051,1
"FLNA","P21333","2.45862472077024","1144.80488269531","0.968009801673096","0.0106772326132972","722.484111724741","-888.028675070983",0.992733812153514,1
"SYN1","P17600","5.5467430396897","5861.01458217563","0.842832291980852","0.0169200338149327","-3936.58781505875","4342.20776872852",0.954014493255293,1
"FASN","P49327","2.44202178323704","4382.61143654392","0.505427758952318","0.0307694129130504","2821.91709858966","-3353.21739414744",0.883046502234227,1
"ATP1A1","P05023","4.29476747865061","9582.74934642533","0.166806446942451","0.0313409488077842","-8759.17158866099","-3886.64355412344",0.83269161670938,1
"ATP1A3","P13637","4.92441168139504","9071.21134499477","0.253889685500788","0.0281987856599338","-8868.0820882161","1908.92517983879",0.858320217020593,1
"DNM1","Q05193","5.92452707734735","4342.23455013413","0.817058579967193","0.0113686405149931","-1524.2031738517","4065.93231291409",0.946477677780241,1
"PRKDC","P78527","2.76004498082868","4248.79274161902","0.349888941671089","0.0420041519595041","1582.06896620384","-3943.25976159435",0.863965769112241,1
"GFAP","P14136","2.91983195039503","47249.1960872437","0.765301822210924","0.0532191630053129","10392.3449040123","-46092.1435635929",0.935309881964825,1
"ATP1A2","P50993","4.03989261894888","10833.9023819414","0.421642423806355","0.0186665502755679","-8475.02619589093","-6748.87929958733",0.86926232833947,1
"HUWE1","Q7Z6Z7","2.76803169979627","434.889963453354","0.763776300452458","0.00591253835069212","158.705745495001","-404.897229750138",0.935309881964825,1
"AHNAK2","Q8IVF2","0.401402315717266","629.664728366817","0.837871849536321","0.0130639823494655","246.016039861122","579.615198455241",0.952032955107869,1
"MAP6","Q96JE9","4.95635213220393","5534.50691269853","0.444957168343836","0.0229470838391258","-5370.62074071825","1336.86185751364",0.86926232833947,1
"CNTN1","Q12860","4.95024845375807","3013.79718263793","0.701844401276624","0.0132034058420654","-2928.94239086513","710.119658275665",0.924658463843364,1
"UBR4","Q5T4S7","3.29103726130756","571.759411137166","0.576963846975961","0.00785150490025831","-85.1286604513833","-565.386536268483",0.893713342101394,1
"TUBB4B","P68371","1.70832427179294","8263.68394629093","0.91681410651929","0.00996118501997257","8185.6576514903","-1132.90828260048",0.974729472479074,1
"TUBB4A","P04350","2.1849722864033","2920.41340212816","0.525936123144477","0.0275106160929172","2386.70378376541","-1682.99123226762",0.883541551314975,1
"TUBB2A","Q13885","2.56874000861358","2667.31870505132","0.879824472197409","0.0150283700849138","1445.77074378024","-2241.50307399874",0.962185919091776,1
"TUBB2B","Q9BVA1","3.05458692336321","380.128604604449","0.513328607279859","0.0645468634365366","33.0316550662006","-378.690725793639",0.88310427215387,1
"SPTBN4","Q9H254","1.08382029396731","774.962911636868","0.294680199888364","0.0133767890224533","684.875007189006","362.648230301144",0.858320217020593,1
"VCP","P55072","2.41297161153266","4533.71200171869","0.0778392289990955","0.0296990235794566","3018.73331477549","-3382.5720522692",0.800044158218747,1
"RTN4","Q9NQC3","3.91328289301749","4113.6958900682","0.0450645059892824","0.0321540318824871","-2868.67630397046","-2948.42163521475",0.780251954668264,1
"DPYSL2","Q16555","2.88444108106196","5024.89670860854","0.907017623265528","0.00890225234147474","1277.96600543273","-4859.66972346303",0.971946750986949,1
"MYO18A","Q92614","2.3304654229808","727.067362889787","0.834563561245961","0.00774706728193379","527.17032517309","-500.71788308029",0.950847293700336,1
"TUBB","P07437","4.87545882638636","1565.0537585097","0.635481058140504","0.0273217922520439","-1544.29105106793","254.083483557755",0.910031759267209,1
"EPB41L3","Q9Y2J2","2.22662295515846","2806.12762957359","0.75282146915881","0.0104299707264129","2223.97992164008","-1711.21757284048",0.934988049718997,1
"TUBA1A","Q71U36","5.0300043581333","16628.6880922273","0.667099461747564","0.0236911161109044","-15796.9683545535","5193.17421947479",0.914679741108693,1
"MYH14","Q7Z406","2.03174250875565","618.373703348218","0.8346394015183","0.0125061080889717","553.835301905455","-275.049987013058",0.950847293700336,1
"NEFL","P07196","1.75119328461835","21755.0664488852","0.519295571587443","0.0638350248924165","21402.0371541859","-3903.29627958949",0.883541551314975,1
"ACTN1","P12814","4.75589898515806","3032.65685071048","0.73868317532568","0.022256009527306","-3029.7867110966","131.909284827327",0.932244884056236,1
"VPS13C","Q709C8","5.25528575799093","245.140591877913","0.880546647994022","0.00489050895417263","-209.893235035917","126.644145827634",0.962185919091776,1
"ATP5F1B","P06576","4.64902361653882","6142.53549111678","0.771327980371174","0.0230532579900461","-6130.207956634","-388.963581907601",0.935435053562363,1
"UBA1","P22314","2.72842299671045","6788.56665772367","0.0135311637748291","0.045523876481615","2725.7064475941","-6217.32753101374",0.780251954668264,1
"DCTN1","Q14203","0.590681475739275","1518.21808980645","0.657506463562219","0.0114070526197785","845.536888398553","1260.97325053819",0.914010614807748,1
"SPTB","P11277","2.75329864498326","5614.12855359846","0.168674760393188","0.107916690789276","2125.5650754869","-5196.19211790711",0.83269161670938,1
"PYGB","P11216","1.94740711307554","7221.18994803496","0.420543960402355","0.0330738870865759","6715.10316412106","-2655.7435419883",0.86926232833947,1
"GAPDH","P04406","1.77889443464165","9821.21717223903","0.812576236363387","0.0161771897978569","9609.33044069647","-2029.05771869285",0.944721129436618,1
"ACO2","Q99798","4.67087518838031","8853.21586995945","0.03940415495634","0.0417711490207918","-8845.58817185808","-367.425004573947",0.780251954668264,1
"ADD2","P35612","4.07066700173177","756.97873222647","0.931191007250427","0.00476304816672318","-606.390085134866","-453.109110141613",0.978679990199506,1
"KIF21A","Q7Z4S6","5.57535779988378","1997.62698704687","0.332156066089589","0.0209534497839794","-1298.82650016363","1517.74941998034",0.858320217020593,1
"ATP2B2","Q01814","3.34496566841492","5188.87344181384","0.0494676312747048","0.0324847072162554","-1048.01738688197","-5081.93537463377",0.780251954668264,1
"HSPG2","P98160","3.7816922186685","988.333865243453","0.656757336951105","0.0194454007277277","-590.307405003066","-792.679630611011",0.914010614807748,1
"EPB41L1","Q9H4G0","2.1921176300308","2442.96700528956","0.647846460350982","0.0165103715077081","1986.40095736219","-1422.07560471446",0.912085504824473,1
"ACTN4","O43707","4.43912469849055","2719.38456680188","0.578673010628046","0.0176233650615871","-2618.48201067251","-733.896710678498",0.894333644194532,1
"TUBB3","Q13509","1.75435031951118","905.866556472199","0.959298100885248","0.00675622462442012","890.649095269975","-165.343301133053",0.990246013764779,1
"ITPR1","Q14643","2.56879838511299","11536.1551783829","0.419792105102489","0.147894538232426","6252.39348938168","-9694.86729943577",0.86926232833947,1
"TNR","Q92752","4.8057802902838","2810.0286670045","0.539169437386549","0.0176374214231397","-2797.78312512051","262.050938136034",0.885284720264445,1
"HSPA4","P34932","2.37208453003264","4147.27836947394","0.178122749030581","0.0302797822003448","2885.60176737843","-2978.79511111606",0.833618278592484,1
"TUBA4A","P68366","5.66173954316191","4458.81775255467","0.588625746031025","0.0618925965161124","-2595.97376389298","3625.18633558001",0.895542622064413,1
"STXBP1","P61764","2.57936531949495","3949.43974558782","0.891574227214047","0.00946404493481959","2105.33573989316","-3341.50201651252",0.966934213941785,1
"LRPPRC","P42704","4.82341354515661","8393.74032666465","0.0113817176469002","0.0715627615048825","-8342.06091777956","929.998019100688",0.780251954668264,1
"HSP90AA1","P07900","2.57080834038449","8689.45932693465","0.229740355012843","0.0466125646584349","4694.84706825054","-7311.98429977737",0.851833965130294,1
"MYH11","P35749","4.86042390690087","1381.19452185545","0.82434453510141","0.0587025009340136","-1366.08815646567","203.719061375553",0.947794325139576,1
"OXR1","Q8N573","3.35389958586203","974.447499465264","0.88717833754145","0.00850824639590902","-205.331283886331","-952.568629061285",0.964682723152024,1
"HSPD1","P10809","3.40604564036152","7777.23631911669","0.181447450749224","0.0259992275349067","-2032.82422214404","-7506.8655539614",0.834634147368829,1
"ATP2A2","P16615","3.43780937731517","2293.29608765047","0.675936901342971","0.0130902197151059","-669.421839059865","-2193.41773199331",0.917416897750799,1
"NFASC","O94856","2.02475783225882","1350.10615309906","0.911911084038836","0.00786589040766373","1213.36324754756","-592.06102230833",0.973428251805387,1
"ATP2B4","P23634","0.772932487402933","2366.92411568961","0.755830781244825","0.0116303359128864","1652.67519239098","1694.40092005655",0.935190383059266,1
"AP2B1","P63010","4.88960750788408","4792.70589299009","0.595146835796276","0.0187824078527795","-4717.64182486736","844.917385881042",0.896991631204238,1
"FLNB","O75369","2.47810234401294","1483.93895041822","0.225253946165856","0.037714415287675","913.914118382777","-1169.11752736368",0.851128788849129,1
"AP2A1","O95782","4.88559720409508","2483.94731564628","0.720883574619763","0.0139564309316074","-2446.77981537646","428.092048481032",0.928941921873779,1
"PKM","P14618","2.8545834623589","13094.6264658363","0.321234184851239","0.0258063845999384","3706.89267721083","-12558.9883732497",0.858320217020593,1
"C3","P01024","1.86504792888613","11514.1646233538","0.0441496477435938","0.145650616793855","11019.2796498523","-3339.38062700914",0.780251954668264,1
"CKB","P12277","2.67049922251278","11186.9121097851","0.264730314327832","0.0299592003360784","5077.30180735067","-9968.35036047242",0.858320217020593,1
"ALDOA","P04075","5.92922855310192","8353.98155915894","0.692442206044486","0.0197436168096959","-2895.59009232076","7836.1065528757",0.922076243700002,1
"PI4KA","P42356","4.62915459990454","2343.11229710518","0.177126103576556","0.0250787451944609","-2335.00048533352","-194.802387915952",0.833618278592484,1
"HSPH1","Q92598","2.00476888054259","3034.92504884461","0.69380518422703","0.0252325293806748","2753.59520581159","-1276.12048594004",0.922722258196495,1
"HK1","P19367","4.41379866807225","4367.31546796619","0.823906137442225","0.0131666392010256","-4174.07106505247","-1284.74711154705",0.947794325139576,1
"GDI1","P31150","2.8078514709267","3905.73757125282","0.640735182109505","0.0163437645893323","1279.44178554641","-3690.23233589617",0.911304097743661,1
"HSP90AB1","P08238","2.75848184500504","7272.45751958932","0.651272199413594","0.0239096372346452","2718.49965843888","-6745.25003104399",0.912085504824473,1
"ATP2B1","P20020","5.32203583933428","2196.49471928575","0.514452944061376","0.0213206348980361","-1800.79678810934","1257.66449412603",0.88310427215387,1
"CKAP5","Q14008","2.46286689297577","2120.46676789347","0.155983915880416","0.0225286499443896","1331.23264172315","-1650.51475829554",0.83269161670938,1
"TUBA1C","Q9BQE3","5.75312983518367","1061.82710864228","0.369940551693072","0.179124876974239","-536.83982596441","916.122158833708",0.86571327195269,1
"CTNNA2","P26232","4.52743274332244","1771.95404526433","0.506484127913155","0.0181418197154828","-1741.7321281755","-325.868581194734",0.883046502234227,1
"NRCAM","Q92823","3.82936369218983","1212.36406005709","0.730661296905915","0.0109869481238204","-769.628739403727","-936.748748385574",0.931626590469503,1
"HTT","P42858","5.6140061128359","442.307133861125","0.581370314585195","0.0108107520828816","-274.381874558783","346.915245525548",0.894770882688657,1
"CADPS","Q9ULU8","4.22692304626259","1309.67044407233","0.603825490962127","0.0130384646032397","-1158.3480179681","-611.119089332008",0.899546248247961,1
"PFKP","Q01813","2.67980368443527","1813.07999235739","0.623549881793196","0.0145708490748694","807.818526671674","-1623.17229111783",0.908651518814583,1
"ALB","P02768","3.08448406635734","27340.4206203784","0.288897048437543","0.0867686606424173","1560.52422656329","-27295.8488389264",0.858320217020593,1
"BASP1","P80723","4.71655501835474","5756.50630886808","0.93798582727729","0.0168362054682668","-5756.45635434594","23.9817544867045",0.981810443479431,1
"ATP6V1B2","P21281","5.19310547125098","3011.14344251848","0.425037427141821","0.0199511976041516","-2669.87199119157","1392.39663245527",0.86926232833947,1
"NBEA","Q8NFP9","4.61001578755469","318.606722506397","0.534919412508954","0.00720445725121955","-316.938637766687","-32.5598451603317",0.885245784336389,1
"SYNJ1","O43426","3.52780486529408","3033.55666562196","0.419365527108957","0.0212178208567138","-1142.68721254766","-2810.11244931933",0.86926232833947,1
"NCAM1","P13591","5.44988852013434","494.846621386604","0.995821125956702","0.00156404489580527","-366.261854342244","332.754312896945",0.99837452552901,1
"CEP170B","Q9Y4F5","5.48427664383893","1869.94447602347","0.0384338461054898","0.0388277833989721","-1339.99346445406","1304.26602295356",0.780251954668264,1
"PLCB1","Q9NQ66","4.6264097562965","3974.09781818021","0.499225026225456","0.0347660744131162","-3959.41775101174","-341.269016228974",0.883046502234227,1
"ENO1","P06733","3.20701731100328","14775.3129759904","0.370713196900907","0.0362364557925086","-965.980317268333","-14743.702234009",0.865848365961425,1
"HSPA8","P11142","4.91329134973927","1454.19945694113","0.988876041306229","0.00360373974176041","-1424.95100617653","290.190783045176",0.99717091066807,1
"NDUFS1","P28331","4.46637888860531","5718.23551970083","0.10116446269909","0.0386018418057355","-5546.06988945001","-1392.59694100779",0.813633714884763,1
"CLASP2","O75122","3.2327623180639","1026.33134076141","0.246102693962542","0.0154890262761526","-93.4407132429073","-1022.06890870321",0.855828415942725,1
"ACTN2","P35609","5.42357189713431","4669.98147196076","0.0703350383740206","0.0648672864584043","-3537.93257327169","3048.23884488075",0.800044158218747,1
"IMMT","Q16891","4.15436396519967","2330.63001246847","0.68065292494775","0.0130084411741","-1977.07936548336","-1234.09620273247",0.918230731886557,1
"NSF","P46459","3.75069019143269","5233.65432035904","0.609231634209038","0.0150546492816737","-2994.31769615357","-4292.45839578142",0.902165327638346,1
"OGDH","Q02218","4.61586852211205","1509.02802385125","0.633148149303606","0.0158047303971064","-1502.00427669599","-145.426027778276",0.910031759267209,1
"OPA1","O60313","3.1891479008266","805.087036582452","0.905491427628507","0.00687843762924537","-38.2716840195459","-804.176855346772",0.97135825625358,1
"EPRS1","P07814","4.05504532010903","954.697155890673","0.500538253252853","0.0152715745145449","-755.755538201113","-583.335431757823",0.883046502234227,1
"APOB","P04114","0.0641263324154385","878.66493205034","0.641394618309293","0.036664718031401","56.306950212123","876.858934021224",0.911378450792099,1
"NUMA1","Q14980","2.42333628068871","3579.64713047429","0.331417083645306","0.0821522417980504","2355.66841535787","-2695.31072338575",0.858320217020593,1
"EPB41L2","O43491","2.58703194135244","4243.82179199484","0.269128143626282","0.0454548337323418","2234.66881030238","-3607.80802017957",0.858320217020593,1
"HSPA9","P38646","4.70181459395953","4215.80686646535","0.385755886172456","0.0257156659742337","-4215.57116785696","-44.5787401073593",0.86926232833947,1
"VPS13A","Q96RL7","5.20957763385697","448.510551538427","0.817143621152992","0.00903674541002392","-394.207999166809","213.920004287129",0.946477677780241,1
"SYN2","Q92777","0.000391166228265603","4246.16741614156","0.533818073674572","0.0345993306539226","1.66095725039893","4246.16709128636",0.885245784336389,1
"ROCK2","O75116","3.99601432724194","927.608299404672","0.577993897576843","0.00933765266120121","-699.594092071219","-609.118431393661",0.894168346003851,1
"KIF1A","Q12756","5.44045966273652","263.323929512847","0.931175776357624","0.00440188005677042","-196.56067984339","175.223831123484",0.978679990199506,1
"ACACA","Q13085","3.27797917266375","172.86153443126","0.926481069724147","0.00463098040686367","-23.5029603248104","-171.256301904193",0.977633360378019,1
"ITSN1","Q15811","3.37341217966549","1068.64937660148","0.409699764166989","0.0154787349409378","-245.520865486416","-1040.06297632476",0.86926232833947,1
"SBF1","O95248","0.915448112164732","489.63596348135","0.624868389489339","0.00890679328734119","388.20090214345","298.401468343106",0.908651518814583,1
"ADD1","P35611","3.91411959666047","1593.1000049607","0.487355960622917","0.0128832443865767","-1111.89958188014","-1140.89742992985",0.879898215413002,1
"EEA1","Q15075","3.55641250459163","1166.50476763168","0.514044182034297","0.0121821486864131","-470.130661612281","-1067.5722616851",0.88310427215387,1
"VIM","P08670","3.75084379152432","5645.39260336632","0.608660752243277","0.0361108320924359","-3230.59565480991","-4629.65542575972",0.902165327638346,1
"SRCIN1","Q9C0H9","5.39173769616694","790.050061996809","0.795580975430351","0.00952391585410241","-614.644787994664","496.377764461862",0.94097876496372,1
"USP9X","Q93008","3.67642882192817","449.446973783014","0.714463420262776","0.00614279310677314","-229.083164492213","-386.68266833276",0.927686468250803,1
"GAP43","P17677","2.46750800787249","6099.23589120164","0.772475890065765","0.0254374967519277","3807.03588937357","-4765.20263929498",0.935435053562363,1
"HECTD4","Q9Y4D8","5.97782674577166","531.756231400762","0.00206662752336031","0.018063815639267","-159.864624283611","507.156772148613",0.768683068720272,1
"A2M","P01023","1.86561065989335","10593.2578227816","0.0419747023470488","0.142188618624095","10136.2234364775","-3078.00028358129",0.780251954668264,1
"PC","P11498","4.98049814379528","1249.20224540615","0.687515285290899","0.0163530051486752","-1204.57264481905","330.924452528673",0.920033791845379,1
"VCL","P18206","3.00777684083681","3661.18433710312","0.232522214425721","0.0379332726598555","488.463513822082","-3628.45340963802",0.851833965130294,1
"KIF5C","O60282","3.52027691680221","1063.40574781546","0.376363877174162","0.0198717497338219","-393.139265785087","-988.065434161582",0.8691262584913,1
"ATP2B3","Q16720","1.56640969668245","397.328015152332","0.884915069403711","0.00713511906709844","397.324192361579","1.74292544605975",0.963456367886387,1
"SEPTIN7","Q16181","4.80546259884823","3085.86345959864","0.765074827687108","0.0170844721108119","-3072.50715327059","286.797985326129",0.935309881964825,1
"WDR7","Q9Y4E6","5.27091558675015","2056.86133541704","0.0259165139814273","0.0351927919039791","-1744.29418194969","1090.00750453841",0.780251954668264,1
"ALDOC","P09972","3.27883017216054","6957.06344423733","0.431123751061372","0.0356700030919981","-951.775899559328","-6891.65106517745",0.86926232833947,1
"TRIO","O75962","3.40526162693055","555.828697656386","0.349061604069144","0.0118761699757948","-144.862561226066","-536.61939910277",0.863427468881384,1
"NEFH","P12036","2.05526740366326","9980.28737768043","0.564422787113937","0.0772707098385041","8831.77001573175","-4648.2227281305",0.893051030112285,1
"DNM1L","O00429","5.49348309861577","1772.99177386764","0.75212262386669","0.0122208069580855","-1259.07883520476","1248.28695296464",0.934948485983824,1
"ANXA6","P08133","2.7204781627871","5453.4482601414","0.380384276718117","0.0259995423937252","2229.24873945777","-4977.00190713899",0.8691262584913,1
"KTN1","Q86UP2","2.69236080263876","3585.95926727641","0.0352501590775641","0.0491520737404596","1557.28790041586","-3230.16381345962",0.780251954668264,1
"ATP6V1A","P38606","4.51285000004983","2662.30159434267","0.743868819499747","0.0126581672273286","-2609.47637690796","-527.714712319828",0.932244884056236,1
"ENO2","P09104","1.78131874360661","2471.29803275731","0.936461475946539","0.0150455073091474","2416.73641406052","-516.42915454495",0.980826523226123,1
"AGL","P35573","4.06217764651178","1505.92241428699","0.401050718463657","0.0219752979008735","-1198.64780708005","-911.617108458439",0.86926232833947,1
"UTRN","P46939","3.90606679319113","178.943052789544","0.866040722108057","0.00692828359431147","-123.856786155979","-129.151510501246",0.960606794790059,1
"ALDH1L1","O75891","2.30373293507807","1120.68790192123","0.941785095921501","0.0106536329474559","832.909657615792","-749.801891010527",0.983660565207182,1
"SACS","Q9NZJ4","5.92770661933766","1007.91092391984","0.221595095594296","0.0352443411373161","-350.792476727441","944.896327026606",0.848183303483919,1
"DNM3","Q9UQ16","3.34141983188837","1421.19377094134","0.101968555002681","0.0177329238940757","-282.106893972312","-1392.91329053023",0.813633714884763,1
"MADD","Q8WXG6","5.94083910902899","1040.83431478942","0.486087003206144","0.0201844656211638","-349.406061818044","980.434329676378",0.879452925828023,1
"ATP5F1A","P25705","3.82025680470734","14913.5974023549","0.106305061307373","0.0333521854844594","-9362.06660049761","-11608.9231390071",0.815334624224548,1
"HSPA4L","O95757","2.85635050584484","3280.97641406889","0.0576997404517158","0.0288062066856258","923.233372275101","-3148.4037812825",0.799069602234311,1
"CAND1","Q86VP6","2.61115546390814","3370.3244003754","0.152925676361098","0.0261079098831203","1705.08251343824","-2907.19455594787",0.83269161670938,1
"SHANK3","Q9BYB0","5.89411267110337","1637.24002181802","0.556796785619687","0.0290681408895083","-621.055116158642","1514.87472476632",0.889538810585699,1
"PTPRD","P23468","1.4005069648655","321.448148571688","0.707835501798295","0.00916175292833771","316.798648848355","54.4750246261829",0.926159847798372,1
"ACTB","P60709","4.64421604452198","14755.5867314054","0.79495025642623","0.021062886790357","-14721.3113516626","-1005.1526627516",0.94097876496372,1
"MYCBP2","O75592","5.12573454646009","657.160908501865","0.118915681989301","0.0250851255234266","-601.816209235207","263.965357508826",0.817244625386454,1
"GOLGB1","Q14789","5.5576317629424","1137.68193503426","0.142225809327614","0.06414571009245","-754.908470950185","851.136525941027",0.828749048535403,1
"AARS1","P49588","3.97882739994392","2318.21005722148","0.396506094732156","0.0177645156785359","-1721.9538456555","-1552.08660287854",0.86926232833947,1
"CNP","P09543","1.78155683445623","18840.789197735","0.642816053525886","0.0670041179516023","18423.8820335536","-3941.56167111294",0.911687308779316,1
"AGRN","O00468","2.96164730834069","526.070143920069","0.646532132175961","0.0147646910249336","94.153825614653","-517.575939786818",0.912085504824473,1
"CTNND2","Q9UQB3","4.67537505955175","1351.43929822232","0.331238775372555","0.0254115709890882","-1350.51364749283","-50.0106460190646",0.858320217020593,1
"TKT","P29401","2.3945356197213","8077.24242418824","0.315437656440624","0.0635108399122941","5488.3446793809","-5926.20602573161",0.858320217020593,1
"VPS13D","Q5THJ4","4.99262972512179","509.754728119324","0.0307745688059247","0.0211724715541267","-489.868624889705","140.99153587601",0.780251954668264,1
"MAPT","P10636","3.38346925238955","4147.33348986003","0.640065819027728","0.0178475370624112","-993.390130824787","-4026.60540953475",0.910869430820715,1
"TPR","P12270","2.41676617955866","1752.09884099236","0.363372533478858","0.0405056977956648","1161.65125326076","-1311.64656611623",0.86571327195269,1
"DLG4","P78352","5.06159562391541","1101.4526624499","0.796737910266433","0.0134278925860501","-1034.97388934333","376.864718427583",0.941435056830774,1
"PGK1","P00558","2.44059241107819","17552.7754783753","0.0117656556907213","0.0552809477838318","11321.231123329","-13413.7859251749",0.780251954668264,1
"RANBP2","P49792","2.48016490262298","1374.86637896271","0.135475365352891","0.03462899598235","844.503614981984","-1084.9291240834",0.825159440698733,1
"PLXNA1","Q9UIW2","5.05980855150792","3168.50983821986","0.140034553611294","0.0473826945227453","-2979.20534158045","1078.79104908901",0.827648951646392,1
"SYNGAP1","Q96PV0","5.36615516808607","3495.55159855466","0.191974697450429","0.0423379356823198","-2774.76505735154","2125.92564654997",0.837658517727527,1
"SGIP1","Q9BQI5","4.7582047400759","2383.74765841339","0.0864511577565526","0.0393175596193173","-2381.24625292476","109.175005944989",0.800044158218747,1
"HSPA1B","P0DMV9","2.03789916191676","9326.34997917223","0.103303995556685","0.065795194457203","8327.27994785148","-4199.66815404701",0.813633714884763,1
"CLASP1","Q7Z460","3.06519211680375","868.936147929471","0.235909687669486","0.0158485716732837","66.322622846538","-866.401372850518",0.851868772350024,1
"AP2A2","O94973","6.15533014060594","513.338030683871","0.901048110382784","0.00604308201052365","-65.4542492475487","509.147989293716",0.969904431862941,1
"PLXNA4","Q9HCM2","4.98038788199124","1315.37553465069","0.549257869167605","0.0234779918398524","-1268.42020877917","348.314471588812",0.887673420822268,1
"AP1B1","Q10567","4.52982448861132","792.866085526668","0.210393889320864","0.0202511411703117","-779.689712232545","-143.94645607695",0.845199919193779,1
"MAP4","P27816","2.41826264668619","2984.05008624356","0.558416162738612","0.0264255219623211","1975.09658786194","-2236.86127996939",0.890375556608647,1
"COL6A3","P12111","2.3549643985111","1604.55081114498","0.814852755193679","0.0484777548118403","1135.98354877399","-1133.19225308897",0.946325221903464,1
"CRMP1","Q14194","3.70915062727614","2160.7871691075","0.48631822773792","0.0165936127844597","-1161.58407641599","-1822.01087362189",0.879650609153728,1
"NNT","Q13423","4.18714726910297","8533.84896016782","0.164869013159034","0.0357376651488434","-7383.50973783551","-4279.06088134367",0.83269161670938,1
"INA","Q16352","1.05960886416233","4837.80699266112","0.578125238227644","0.0293168034746585","4219.36206661644","2366.71930085488",0.89418736546606,1
"PYGM","P11217","2.71220015561669","931.781297736658","0.867038826025769","0.0146150794503551","387.917817362642","-847.193103008054",0.960958520521921,1
"IPO5","O00410","2.57889573978213","875.238404030201","0.714456384539023","0.0167813117497285","466.912763949643","-740.293681419907",0.927686468250803,1
