"Symbol","Uniprot","p_mesor","mesor_CTL","mesor_AD","BHQ","Bonf"
"APLP2","Q06481","0.515914775721657","7596.49278031595","7643.37297739816",0.746646277817647,1
"CNTN3","Q9P232","0.483411627035365","5091.43576127863","5047.73842258015",0.71948888218831,1
"SLC25A23","Q9BV35","0.0200723764142235","20195.318661739","19685.9758994874",0.157846699762214,1
"ZC2HC1A","Q96GY0","0.15222747352475","39431.4069800381","38779.0917813591",0.405222640416341,1
"MAGED2","Q9UNF1","0.0652072728306675","9454.27296293269","9214.70408954101",0.275282051595866,1
"TBC1D24","Q9ULP9","0.000128932581394918","29175.266057362","27689.0231707268",0.0111942132335543,1
"FAF2","Q96CS3","0.846527590510155","11093.3050380285","11114.5099071212",0.938677842066193,1
"STMN1","P16949","0.138288623472936","112966.811513678","110352.285175377",0.386980221809314,1
"CRK","P46108","0.000319160087034494","15888.2227657509","16319.4825483146",0.0197929914292662,1
"ANKRD44","Q8N8A2","0.967676233359111","3990.86105814218","3987.05063611718",0.989107673720365,1
"ARL8A","Q96BM9","0.469818882759954","8426.42186680726","8495.62478399466",0.709266760024397,1
"NT5E","P21589","0.188997208922606","11636.3327896038","11332.9413337744",0.449318954435823,1
"C2CD4C","Q8TF44","0.074064129038076","12070.1099449639","11682.1386797317",0.290968880997248,1
"SUN2","Q9UH99","0.240485721742718","5099.79059547132","5207.55482187836",0.50115424532861,1
"MOGS","Q13724","0.0975432419917813","10338.3699697627","10201.8017921814",0.328610959111483,1
"LGALS1","P09382","0.905700138365199","66849.6024561024","66795.8280004111",0.967122619793707,1
"COPG2","Q9UBF2","0.96535004965523","6582.27099140409","6578.39345782907",0.988740094186171,1
"FN3K","Q9H479","0.562529472649681","29632.6764417945","29834.4623996431",0.776633472321556,1
"CTPS1","P17812","0.360180366542646","24445.6472245627","24639.7393614044",0.618821303545955,1
"PURB","Q96QR8","0.473808897910387","10988.4815410425","11110.6422065926",0.712262933488219,1
"CPNE3","O75131","0.940150171909008","18765.1939139455","18750.9934582577",0.979641744672221,1
"APEX1","P27695","0.438048413150086","17669.1502174501","17995.683665705",0.683488478505346,1
"CBARP","Q8N350","1.6675322235068e-05","4746.04186725574","4407.01338375859",0.00348944121447476,0.130300967944821
"GAA","P10253","0.149611963635939","11817.2525362393","11523.1636497768",0.401226088461441,1
"MLYCD","O95822","0.249698587757406","9967.8071760236","9857.42034058138",0.512380452924467,1
"PPAT","Q06203","0.239292813821297","11501.2980813726","11623.2011935523",0.499421486965709,1
"NDEL1","Q9GZM8","0.333359955793308","17395.3376133964","17261.9404771528",0.595672237495749,1
"VPS33B","Q9H267","0.501181895244651","17361.0133490031","17288.7370628955",0.73511204864964,1
"NRAS","P01111","0.225829736195645","2306.22949602825","2394.03049365804",0.485857257332811,1
"POLR2B","P30876","0.160327458998331","6154.65243058529","6345.59815552938",0.415683986288036,1
"EIF2S3","P41091","0.0798581806890836","23145.2052329337","22727.0007092782",0.300740569273023,1
"PRRC2B","Q5JSZ5","0.193965764464754","1796.1736271549","1837.20513969298",0.45638316276049,1
"FBXL16","Q8N461","0.0125073172405755","10397.4257295572","10063.8438941611",0.128147572837142,1
"NCK2","O43639","0.181274173643316","15123.0699815803","14955.4198997725",0.440206966414942,1
"NAP1L4","Q99733","0.968235411263686","19550.4649856778","19572.7199605922",0.989380345706086,1
"ARHGAP12","Q8IWW6","0.401076791661943","5573.68182828831","5631.02000036518",0.653374570905919,1
"NUAK1","O60285","0.956056853101473","8196.60688544381","8192.40886516288",0.985290173958836,1
"CACNG8","Q8WXS5","0.00592653948920178","11586.1383209144","11118.0786998091",0.089695369717054,1
"DGKG","P49619","1.92273719984243e-06","8063.32417146891","8861.29782366525",0.00100161789863792,0.0150242684795687
"EIF4A3","P38919","0.308297249903685","10620.9951124103","10847.5955910134",0.569478831116109,1
"ABCD3","P28288","0.0426250889709089","16997.6509413173","16641.6811211512",0.226425863506922,1
"PSPC1","Q8WXF1","0.0291331827616225","21401.5183659973","22042.5489408386",0.188761766251508,1
"PPFIBP1","Q86W92","0.270668653772908","3099.30336624989","3040.11119621634",0.534362016316701,1
"TAGLN2","P37802","0.00452277533852147","19813.5991628103","18441.2155671051",0.0782241376676344,1
"RPS6KA1","Q15418","0.00793735557101323","2188.39529033486","2341.3550664546",0.103190950441507,1
"SYNPO2","Q9UMS6","0.251552639270267","4838.26363178908","4696.43694348897",0.513444338831042,1
"TSNAX","Q99598","0.127472756327831","10073.4134607175","9869.23746982881",0.373060718331712,1
"CRTC1","Q6UUV9","0.0253832635140593","6065.33546101775","6286.74916237575",0.177728334317974,1
"CALB2","P22676","0.181259546433726","28399.0474417611","31147.0180003789",0.440206966414942,1
"EEF1B2","P24534","0.224500773167093","35572.8963664381","35029.6206065583",0.484277691851283,1
"LRP4","O75096","0.0505370976442983","4134.51775175813","4271.23911641776",0.244891763736782,1
"TNS2","Q63HR2","0.96404229227278","4348.27775844989","4356.02797680151",0.988326747811533,1
"HADH","Q16836","0.684114818070755","36956.4740522143","36752.8546143981",0.853805013321335,1
"HPCA","P84074","0.0395626678839172","13244.3856388158","12753.2024044196",0.218629905830926,1
"MAT2B","Q9NZL9","0.923312434693631","17563.9287750485","17578.3175631861",0.974218300232798,1
"PRMT1","Q99873","0.741585908194186","18356.7043361218","18413.2928885208",0.887404638074942,1
"NME1","P15531","0.920951813268038","24903.6970853678","24910.7038678841",0.97273823585786,1
"ARPC5L","Q9BPX5","0.255219004425356","31142.3388661649","30780.6286274846",0.517591824702759,1
"EFL1","Q7Z2Z2","0.769011039243361","5011.18939818305","5003.03719682326",0.899756323173249,1
"IGSF9B","Q9UPX0","0.657501250196172","6670.36278565741","6722.97836096875",0.837853028218018,1
"NAGK","Q9UJ70","0.916441936048671","14594.8257242003","14602.5273581651",0.970467175536565,1
"PON2","Q15165","0.737785916622458","12160.5482914333","12116.5803041073",0.885630403667219,1
"CARNS1","A5YM72","0.969085219103573","7107.52255435122","7057.13926554609",0.989968942248174,1
"CDK18","Q07002","0.0385001784125126","9133.33059628254","9382.63609552032",0.215810899652348,1
"NECAB1","Q8N987","0.120766961048778","15338.3428317217","14949.7654358449",0.363285483809514,1
"SPAST","Q9UBP0","0.00332997250988671","9106.60656457694","9273.86093681701",0.0675954257493359,1
"NCALD","P61601","0.278104833833378","19428.8449512531","19017.1369802044",0.542193406081341,1
"INPPL1","O15357","0.0230231169054891","6104.55984103853","6209.76778748584",0.169365419691864,1
"TMEM132B","Q14DG7","0.0172025385369587","5789.83144600756","5661.40148687251",0.146268374458972,1
"VPS4A","Q9UN37","0.533919548130229","13495.4707132828","13608.1799257024",0.758140532271417,1
"MTCH1","Q9NZJ7","0.678930186347321","29068.5808712928","28913.7757555187",0.850486742955053,1
"DYSF","O75923","0.00297816025329161","3234.11410513558","3409.75250565342",0.0641083862788447,1
"PCK2","Q16822","0.854191975910211","8246.80291821556","8284.25427789324",0.942535557929295,1
"RCN1","Q15293","0.897045473129998","24896.7975274423","24857.9192172521",0.963374563913937,1
"CEP41","Q9BYV8","0.642806012804558","9654.7366175501","9710.55541928306",0.830342499894671,1
"TAGLN","Q01995","0.0105203592251619","39338.1775304678","25412.63044714",0.117605274657246,1
"SART1","O43290","0.125358243555651","4806.17535033602","4928.11021648912",0.369973639183294,1
"PLCB3","Q01970","0.822744200814458","5768.48580650702","5751.40093133694",0.928240995447827,1
"SLC12A6","Q9UHW9","0.647930208695752","8569.64745558677","8603.4848883495",0.832900620136874,1
"NDUFS8","O00217","0.207497322697408","33939.0490371628","33246.4333941498",0.467931913292221,1
"EIF3L","Q9Y262","0.0743896800176418","20208.4013004387","20483.2029367691",0.291515024903637,1
"SUOX","P51687","0.119083041263131","11417.0623249418","11184.1656601994",0.361311359801144,1
"IGBP1","P78318","0.561523758776858","13038.7551417549","13085.6984553199",0.775782320250637,1
"MYRIP","Q8NFW9","0.672277760120879","4235.92477955018","4257.36382190618",0.846467679275628,1
"GTPBP1","O00178","0.683451417844003","8038.99391983237","8009.04770052929",0.853522355607007,1
"PRR36","Q9H6K5","0.278348445463158","11543.9217690365","11405.9956001315",0.542316162550458,1
"OGFR","Q9NZT2","0.545498995160698","4589.45240083869","4628.49735375444",0.7661495750722,1
"HSPA12B","Q96MM6","0.898918366635116","5232.70614460268","5221.86312410066",0.964060954829371,1
"AKAP10","O43572","0.416852874946018","8927.7590326117","8987.71152703481",0.66326376803669,1
"ZDHHC5","Q9C0B5","0.00887587372842521","9512.10357914752","9325.88117143598",0.108982551953271,1
"RANBP9","Q96S59","0.772287993351175","5666.91134720188","5680.71511123446",0.901365666247605,1
"STAT5B","P51692","0.486753801545306","6637.0129279798","6694.2438619227",0.722822920044664,1
"PRPF6","O94906","0.237540843427178","8260.38481084432","8413.79360059578",0.497892744243554,1
"RHOC","P08134","0.0903780784009045","4757.18538010942","5072.27396278241",0.319027019463264,1
"SNX30","Q5VWJ9","0.0431824470628767","17408.266502558","17111.2004602079",0.228145802129357,1
"TGFBRAP1","Q8WUH2","0.017926227129249","14417.7894921882","14239.7337441232",0.149493637980738,1
"HMGCS1","Q01581","0.00281630303994682","17500.1359414495","16029.2830744525",0.0618162695341136,1
"EIF2AK2","P19525","0.912951638719934","17883.5960623683","17875.1265221905",0.969530321413096,1
"SNX17","Q15036","0.0019846328390248","6713.45596125884","6962.06498107727",0.0520948344390913,1
"CDH10","Q9Y6N8","0.0880631477157232","13027.17318384","12743.4770342513",0.31493154977147,1
"OCIAD1","Q9NX40","0.956207383771329","18058.736266996","18047.3590407402",0.985290173958836,1
"DENND1A","Q8TEH3","0.283442835666516","8971.976194771","8911.43426865193",0.547816551545426,1
"ERAP1","Q9NZ08","0.16576917694725","9378.26074940845","9041.48461236514",0.420695144094125,1
"STK38L","Q9Y2H1","0.500092926288129","14187.1428694141","14329.6353783006",0.734396941555241,1
"NECAB2","Q7Z6G3","0.0308016184482344","15356.2683557579","14501.7017904047",0.193028374074612,1
"API5","Q9BZZ5","0.240082963992498","14113.5462281891","14522.0058255332",0.500582918951826,1
"OSBPL2","Q9H1P3","0.793575479628072","7932.6369145219","7949.43223251306",0.913927604688836,1
"KPNA1","P52294","0.71591775802083","6316.48544899444","6334.89825975086",0.873408487302852,1
"KPNA3","O00505","0.636240654144107","15034.6795309601","14940.4006077176",0.82625635224897,1
"GNB5","O14775","0.0015380895388524","32099.4627112464","30966.8267672377",0.0454150724287929,1
"LZTS3","O60299","0.0361179874511747","11665.4541665553","11431.532937853",0.209359596913353,1
"CNN3","Q15417","0.578004290473902","17067.7369191747","16870.2034689352",0.787262598180769,1
"ENDOD1","O94919","0.729127457334651","15450.2621055188","15510.4432329579",0.880045837220478,1
"GPX1","P07203","0.651903749694516","26441.0632820624","26562.1519301013",0.834667524186949,1
"DNAJB1","P25685","0.406723626724202","30513.2869942868","30863.5700735665",0.656233413013197,1
"LPP","Q93052","0.407339586204001","5544.9226078825","5442.70278709631",0.656955939442325,1
"AUH","Q13825","0.440965212830987","41190.7371016291","40817.7408846822",0.685649943632508,1
"OSBP2","Q969R2","0.546378145734499","4719.18735298882","4740.70371373624",0.766636529137974,1
"MARK4","Q96L34","0.0605809188571273","7351.29541990591","7222.06168445098",0.266327621050587,1
"ROBO1","Q9Y6N7","0.277899485112091","4815.70668405746","4758.91203449735",0.54197776860572,1
"MTR","Q99707","0.15339913292066","3152.5644090963","3065.7481500523",0.406877401439931,1
"SPIRE1","Q08AE8","0.0156354182716945","9787.75771667437","9971.2569294431",0.140917137687452,1
"FNBP1","Q96RU3","0.880817189503906","10500.8103052019","10482.525179419",0.95526794153831,1
"COX5A","P20674","0.956208497497505","52837.7628585926","52765.8636398855",0.985290173958836,1
"POTEF","A5A3E0","0.240996548763458","370.952090477105","438.58963750533",0.501398542992517,1
"SNX6","Q9UNH7","0.454437067325328","21289.8980390994","21134.1691709978",0.697225848042433,1
"CLINT1","Q14677","0.204883433608851","17636.404693884","17476.9947585745",0.465987761096521,1
"GGT7","Q9UJ14","0.787822188220024","12494.9585073628","12474.5756736335",0.910253227672818,1
"MRVI1","Q9Y6F6","0.526668191343595","8240.99812709264","8391.02757935166",0.753986560016492,1
"LRIG1","Q96JA1","0.92335049034094","4795.28878462668","4789.30535619556",0.974218300232798,1
"PPM1F","P49593","0.295369007941055","9288.19628166535","9209.99766122032",0.558976369109083,1
"RANBP3","Q9H6Z4","0.00307500601862386","6576.24003925756","6798.31975149076",0.0652949166374942,1
"RNF123","Q5XPI4","0.0740454576662238","7510.43974883814","7408.07355277324",0.290968880997248,1
"EIF3I","Q13347","0.977093673687507","11734.0943914535","11728.4404740256",0.992846738892784,1
"TPPP3","Q9BW30","0.542491036146367","45652.7181589039","44623.1372516199",0.764614891134147,1
"PRPF19","Q9UMS4","0.280359626021391","20516.9795379381","20205.4589456277",0.544416033233387,1
"DSP","P15924","0.017531477890456","1505.57205644184","1138.76543677936",0.148419250526569,1
"SNCB","Q16143","0.0937669487908732","28237.5878409253","29758.5137220919",0.322630972193696,1
"CLCN6","P51797","0.466428549984045","6133.75121604582","6166.8252670248",0.706879885487845,1
"PRKAA2","P54646","0.521575130571718","5789.372764721","5829.4359658285",0.750983613467368,1
"STK32C","Q86UX6","0.524722422473172","17032.8369206814","17198.6668029484",0.753356221271827,1
"GRSF1","Q12849","0.299146143676416","7654.75062460908","7776.02032305844",0.561365986236195,1
"GC","P02774","0.687962410519256","11885.7665419235","12011.2930820937",0.855818478420489,1
"GEMIN5","Q8TEQ6","0.615259493509811","5028.90847207287","5008.91645508721",0.813475073144782,1
"STRBP","Q96SI9","0.560716260652875","7109.91903450813","7160.70708364369",0.775504426685798,1
"USP19","O94966","0.940073259144354","4064.97221033936","4069.45754748301",0.979641744672221,1
"COPS6","Q7L5N1","0.225214981725673","16918.0755422642","16775.9833302998",0.485364828668745,1
"GMFB","P60983","0.754812374430921","22084.5820423293","22002.0401619031",0.892705296473924,1
"INPP4B","O15327","0.165641044685741","4348.42202786881","4397.42701102449",0.420640760546448,1
"RGN","Q15493","0.976777988605742","16238.0154763073","16251.8258119634",0.992813573323905,1
"AP3M1","Q9Y2T2","0.504205720833254","15195.6525704712","15084.6684356841",0.737802154043267,1
"NAXE","Q8NCW5","0.00310848592131403","20596.5229836364","21313.437438238",0.0652949166374942,1
"CAMK1","Q14012","0.0714011521175495","5866.97812766788","5716.71425346618",0.286521199379383,1
"SMARCA4","P51532","0.00711069112252539","850.020790516704","887.264646567302",0.097308126850111,1
"NPTX1","Q15818","0.0658929430763671","28471.0953301322","29369.5455221332",0.276375446698192,1
"TSC22D1","Q15714","0.887488739102806","14855.2255186385","14892.5654003372",0.958603128821506,1
"NCEH1","Q6PIU2","0.910647967565251","31313.790204882","31347.2438671817",0.968663656214929,1
"ELMO1","Q92556","0.280674481280159","13484.3077025711","13201.4546607675",0.544621404699072,1
"ROGDI","Q9GZN7","0.538209761681521","22961.9728661827","22833.1656839507",0.76063864673167,1
"HDAC4","P56524","0.030247043323805","6176.16255512719","6301.66263128068",0.191531925876995,1
"HOOK1","Q9UJC3","0.980645741436732","5768.55928265187","5767.4193842694",0.994647692573549,1
"SYT5","O00445","0.934689839881291","8197.3549751295","8209.77784856431",0.977340614054919,1
"ABCA5","Q8WWZ7","0.319658419741421","7704.60558864784","7604.9002364607",0.581394294642325,1
"FMR1","Q06787","0.659606662568793","8204.79709848718","8171.56206372723",0.839304097266333,1
"IGHG2","P01859","0.694918669838644","12508.9078560398","12876.1625928799",0.860132287721306,1
"COL1A1","P02452","0.0294548263422914","22486.2706171354","9164.77340976417",0.188960965603006,1
"ADH5","P11766","0.282495208073843","43240.5067114911","43931.0776787908",0.547338843513268,1
"SLC7A14","Q8TBB6","0.211044101586423","10935.5400595814","11164.2655411475",0.471305690138985,1
"PSD2","Q9BQI7","0.00424452726544813","13800.3821101542","14340.7034161598",0.0764977043561058,1
"ETF1","P62495","0.546690283731455","16406.0923743824","16500.6348822787",0.766885352765076,1
"ERBB4","Q15303","0.0540520424256261","7558.01891987047","7820.41734556771",0.253366922323841,1
"SHMT2","P34897","0.0280440636244479","13194.9529930715","12657.4792808109",0.185866253741676,1
"NLRX1","Q86UT6","0.687780322999067","3644.18800252425","3678.45839587124",0.855818478420489,1
"GABRB2","P47870","0.587669895071571","20296.4550277651","20203.3813002862",0.794472761261117,1
"SEZ6L2","Q6UXD5","0.0160953307538315","6950.30503632779","7083.06974330381",0.14148830481602,1
"RALBP1","Q15311","0.15269061589019","10280.1918030423","10431.1447543252",0.405789375455789,1
"AKT3","Q9Y243","0.755283266818067","19985.3340737057","19912.4946873774",0.892966704503194,1
"DTD1","Q8TEA8","0.665631011660106","10401.5113279145","10540.3923614236",0.842579090411804,1
"LMTK2","Q8IWU2","0.015882960027285","5050.63754387534","4937.30687553467",0.14148830481602,1
"SASH1","O94885","0.18282470215389","4125.4258048125","4204.6176976512",0.442047401221563,1
"DNAJB4","Q9UDY4","0.827243536862339","26793.6324172416","26726.6173833241",0.930887240357476,1
"NHLRC2","Q8NBF2","0.816945193257499","8834.16511812289","8805.03720699036",0.925495766886229,1
"PACS2","Q86VP3","0.0151023713972587","5996.66335271193","6154.83602330463",0.138831139687022,1
"GSTM1","P09488","0.520121370078006","10593.9819784943","9513.4468310342",0.749996011402388,1
"CNTN5","O94779","0.00537894334996074","3341.25103567625","3463.57399137041",0.0863060848800682,1
"STRN4","Q9NRL3","0.366576691046479","6259.57098062023","6327.86422885813",0.624787165356794,1
"MGLL","Q99685","0.0122153143821417","12398.0304908597","11740.1239503824",0.127607575644459,1
"BCAP31","P51572","0.777775379118691","47204.617625878","47059.1362955053",0.905203576472066,1
"CALB1","P05937","0.414083469634076","19695.7475727587","21465.8050790075",0.661787414989093,1
"LTF","P02788","0.130888255236424","4548.97764921493","5008.8154438045",0.378633989182773,1
"GNA13","Q14344","0.0901548513987158","20486.2448316423","20936.9120982122",0.318909012598264,1
"TUBGCP2","Q9BSJ2","0.0397781596469809","5191.89323016676","5102.39773676181",0.219200662539851,1
"UCHL5","Q9Y5K5","0.238595383845212","10020.993924537","9862.38297555034",0.498738262183507,1
"BPNT1","O95861","0.861169550497139","20032.7868477995","19978.030965713",0.946305564278532,1
"VAMP3","Q15836","0.619120263251267","38005.3714522432","38493.6300480302",0.815951626421558,1
"STK24","Q9Y6E0","0.0187556623643069","15701.962062839","15387.8299824781",0.152345889516314,1
"SEL1L","Q9UBV2","0.121607245882222","8849.37293707393","8683.39829023288",0.364775055402565,1
"TRAPPC12","Q8WVT3","0.331299375609014","8343.15950123203","8299.17705487509",0.593043228326648,1
"RECQL","P46063","0.888573689519452","7626.81084040959","7646.39035189616",0.959153862398812,1
"DNAJB2","P25686","0.687399732188621","25108.8464714826","25225.2361531365",0.855818478420489,1
"GUF1","Q8N442","0.941626215479348","5751.88750085756","5726.5881954062",0.980264754563766,1
"IDE","P14735","0.988980927420782","8055.02290840621","8058.10872730459",0.997534137971601,1
"PPP1R13B","Q96KQ4","0.0273501942306881","5430.92310712751","5332.0616336709",0.183646841295269,1
"PSMA4","P25789","0.094745913565375","17888.4268153584","18558.1399963565",0.324420790269775,1
"NACAD","O15069","0.654995332205351","5878.76541731898","5847.79686204616",0.836243375922519,1
"NAPRT","Q6XQN6","0.360253149453615","7430.80372500916","7247.18625836295",0.618821303545955,1
"PITPNB","P48739","0.933377837442877","18678.1180970751","18630.7886404049",0.97698025407103,1
"SHROOM2","Q13796","0.0422209806480307","7833.3142596788","7677.12975121161",0.225877372152441,1
"DGKQ","P52824","0.151170361823345","6909.75772025387","6782.33595234503",0.403293003512331,1
"KIFAP3","Q92845","0.00342686506409264","9473.62126163464","9210.52993138225",0.0684847151171864,1
"VWA5A","O00534","0.767588518933276","9402.49937489105","9428.10340277106",0.899240882600393,1
"EVI5L","Q96CN4","0.0446577243467309","12082.2423239658","11888.418435009",0.231864091724489,1
"SQSTM1","Q13501","0.0182761490471503","4343.32347203321","4534.27842855838",0.150484540204881,1
"EIF3M","Q7L2H7","0.0803261790468578","6756.26634605375","6595.71755033891",0.301805912529849,1
"LHPP","Q9H008","0.0903304048521595","16405.7784468109","16896.4301163962",0.319027019463264,1
"GMPR2","Q9P2T1","0.0144044522947608","15371.7151434121","15789.2809141278",0.13544691965254,1
"QKI","Q96PU8","0.330395214793143","13781.8166763373","13605.7128427628",0.592542622996011,1
"CAVIN1","Q6NZI2","0.0437397437481118","18933.1960580251","17529.1887108785",0.229846911666271,1
"PSMD7","P51665","0.227046356061144","13661.6278378927","13516.5266422681",0.486332298865619,1
"PFN1","P07737","0.293501650458041","56177.356595272","55415.0214895541",0.55760318421569,1
"ARMC1","Q9NVT9","0.412387534335659","12348.6327404232","12250.8785630766",0.660462429452519,1
"PPP1R3F","Q6ZSY5","0.00692096381885807","7294.16430308753","7557.37954527806",0.0955484298243056,1
"VPS53","Q5VIR6","0.0572716529593826","21331.9661540342","20897.0576494001",0.26052987764988,1
"CSNK1E","P49674","0.00256064494004159","18481.5761105778","19034.6136607573",0.0599068250343862,1
"TBC1D15","Q8TC07","0.997374796543362","12138.1127191163","12131.0894614659",0.999660102339686,1
"JAKMIP2","Q96AA8","0.902898170898883","5454.59133490343","5445.33451356751",0.966082306153366,1
"STAU1","O95793","0.0670216052301579","7407.52423076139","7539.6234709993",0.27903977537126,1
"PDE4B","Q07343","0.0305412476509881","7962.84622709745","7768.35559314989",0.192459120278081,1
"CACYBP","Q9HB71","0.996346754153624","38797.8502184838","38789.4637615032",0.999383295433511,1
"MIOS","Q9NXC5","0.17753527112521","5152.54946661228","5088.57832608745",0.436579312792423,1
"PTPA","Q15257","0.794721768601775","27917.687888945","27946.1429952634",0.914439095840711,1
"APOOL","Q6UXV4","0.741434454915494","12820.3415924155","12750.0383928723",0.887359294028132,1
"PLP1","P60201","0.982188179277084","222026.055339535","219898.521183325",0.995213780342792,1
"GRIP1","Q9Y3R0","0.572559941228598","6900.65083873566","6935.8260128708",0.783260395791363,1
"LINGO1","Q96FE5","0.07200135935583","16708.2712744567","16281.8065004052",0.287239056252424,1
"PRKAG2","Q9UGJ0","0.121891286739462","12007.0111255716","12144.7237207482",0.365066506164107,1
"IGSF21","Q96ID5","0.616382637092956","11883.8336533981","11989.0519681484",0.813995931425445,1
"CPEB3","Q8NE35","0.0257358287494109","9610.22053713349","9805.29225214638",0.17843812408864,1
"PHKA1","P46020","0.937386910187983","7590.85249548993","7615.47366681789",0.978589354202926,1
"UFD1","Q92890","0.391517324525158","18745.5700848662","18612.3176563987",0.646530889962834,1
"THUMPD1","Q9NXG2","0.202714656712912","11243.1766931198","11454.8668350681",0.464755524438977,1
"ITGA7","Q13683","0.0110821900671126","6642.8740831533","6880.35946543821",0.12071626217032,1
"PLXNA3","P51805","0.775246276107807","1070.08932607796","1073.22978443986",0.902932538605814,1
"AK3","Q9UIJ7","0.425370534370805","41527.2939207934","40973.2210945924",0.67013011201078,1
"PPP2R2D","Q66LE6","0.0216614055621087","5182.39572251777","5412.11395672542",0.164491956328783,1
"EPM2AIP1","Q7L775","0.978481787630648","11203.7716921104","11220.1236286754",0.993316948804377,1
"ALAD","P13716","0.0844009813241179","17562.3317185462","18047.770929267",0.308309372770949,1
"CHCHD3","Q9NX63","0.545180566105921","40109.654440611","39899.0703719701",0.7661495750722,1
"NDUFB10","O96000","0.471042683408184","50307.2081251618","49922.8891186964",0.710153873847492,1
"PHYHIP","Q92561","0.897678503328804","41260.6641041943","41275.2084416151",0.963657071714696,1
"VPS26A","O75436","0.000832886664950511","12694.9163573751","13102.2915094294",0.0336976520929729,1
"PCBP3","P57721","0.494452139525477","3115.17697506344","3173.65759073929",0.728761828299456,1
"EPHB3","P54753","0.640651258458229","4964.69640544056","4996.84572141893",0.82908480837836,1
"NEK9","Q8TD19","0.0915246764225986","5434.15809178605","5340.90428507745",0.319981895541275,1
"RHOB","P62745","0.126661747113049","25824.5949696294","25441.7393746215",0.371935773480509,1
"ZYX","Q15942","0.127076891502552","13248.4665792761","13036.2825118284",0.372588383144986,1
"MTMR10","Q9NXD2","0.212085076938515","5600.24383048585","5684.74657608897",0.472375789125706,1
"DEPDC5","O75140","0.553407035725311","3181.0131302391","3196.00779707298",0.771080795987919,1
"TMCC2","O75069","0.0255437701886551","7067.26969329103","7193.88069689178",0.178054433768199,1
"FHL1","Q13642","0.131011474589901","34696.2084115581","36697.4048482863",0.378639333183789,1
"GPRIN3","Q6ZVF9","0.414970079199602","4026.91617580107","4131.20394471241",0.661904068015353,1
"RAE1","P78406","0.695128666106994","9892.86427880922","9933.79862063614",0.860132287721306,1
"GRK3","P35626","0.815278936051936","3457.8311865652","3468.36935937503",0.925340413875922,1
"MPP7","Q5T2T1","0.00122603838478113","7775.02310754183","8001.27629302419",0.0405559854516122,1
"PSMA7","O14818","0.351619938311032","29265.5363703757","28904.6426382516",0.611655876661265,1
"TWF1","Q12792","0.587375325599919","8961.01521559072","9011.45393163026",0.794349393256796,1
"EPHX2","P34913","0.744635980735769","6856.50051047237","6755.73391463582",0.88860500205701,1
"SPECC1L","Q69YQ0","0.88004994373342","4678.23076341187","4669.17468057797",0.955109431641224,1
"DNPEP","Q9ULA0","0.530896596920935","9809.85190214562","9910.65651527108",0.756873929636962,1
"RIC8A","Q9NPQ8","0.8864537307215","11074.6435319644","11084.9095064341",0.958426085516809,1
"HABP4","Q5JVS0","0.755214533091884","9276.96876214676","9334.81701736524",0.892966704503194,1
"HNRNPDL","O14979","0.952744208380782","29452.5117090064","29585.9201211833",0.984108357594453,1
"SLC32A1","Q9H598","0.931283346539136","18635.6554226944","18648.266435757",0.97698025407103,1
"PPIF","P30405","0.937723959598909","22965.0888019325","22904.8278326126",0.978606700084247,1
"SCIN","Q9Y6U3","0.939938452814438","6462.70348062565","6414.97136441924",0.979641744672221,1
"PNPO","Q9NVS9","0.999994158596294","9545.77466269284","9541.68863530185",0.999994158596294,1
"EIF3H","O15372","0.46326830517571","12017.0785476126","12079.6451506041",0.704574070225006,1
"LGALSL","Q3ZCW2","0.455435128501744","19415.893960058","19299.9549852432",0.698149882918923,1
"HAPLN2","Q9GZV7","0.293925666895364","34185.2650803497","36169.6797072646",0.557924622218424,1
"RAB21","Q9UL25","0.222483374787323","15084.6541924126","14869.2447611407",0.483046704803596,1
"UBA5","Q9GZZ9","0.526735740554851","9990.13469129369","10071.8425193297",0.753986560016492,1
"EFR3A","Q14156","0.155501929462114","7401.59726164712","7497.18378001366",0.410378371390842,1
"PNPLA8","Q9NP80","0.748547254666071","13394.790304395","13352.0947756244",0.88955855585392,1
"PGP","A6NDG6","0.0417119392460894","18814.120388532","19229.7684183089",0.224781338037154,1
"GOLGA5","Q8TBA6","0.122976214973632","5206.93016472708","5348.97262913076",0.366753049036287,1
"RABEP2","Q9H5N1","0.0693504715373937","6056.80206478202","6144.30250557894",0.283026099443773,1
"NUP210","Q8TEM1","0.0932475212926272","4092.55883557741","4198.00769505153",0.321977963491202,1
"COX5B","P10606","0.0815917260040052","61989.8492566156","60363.9025411939",0.303612176429317,1
"PCDH10","Q9P2E7","0.0107707306844907","6216.73939354285","6073.74227858929",0.119041710846691,1
"SEC14L2","O76054","0.448948349262735","15061.3830276736","15190.7965517531",0.692994440246566,1
"MOG","Q16653","0.972428628085067","37817.6838232067","37597.7744912328",0.99159040843752,1
"DCC","P43146","0.272366042666179","5138.10699692977","5083.1443845463",0.535413398086421,1
"BTF3","P20290","0.173728384144608","8686.62055807295","8812.50708039552",0.432053976354541,1
"CNTNAP4","Q9C0A0","0.17395082423865","9267.17176973969","9540.30302027668",0.432194512114725,1
"PIP4K2C","Q8TBX8","0.966038641958326","26938.1064958582","26949.8343400549",0.988740094186171,1
"PSMD5","Q16401","0.913790047333364","9225.14882455089","9208.73976388971",0.969786979269286,1
