"Symbol","Uniprot","p_mesor","mesor_CTL","mesor_AD","BHQ","Bonf"
"USP35","Q9P2H5","0.623737624105323","1028.98243705124","1034.20528483954",0.818673875891367,1
"GHDC","Q8N2G8","0.222078812757207","7139.21822884072","7233.78953676777",0.482570590346167,1
"ISLR2","Q6UXK2","0.0449425754789916","2259.31532432988","2323.87319983484",0.232808568843058,1
"DDT","P30046","0.203786253722436","13127.7999830908","13598.088617591",0.465518070884144,1
"SERPINF1","P36955","0.573936509702045","10708.2130073363","10546.2145824223",0.784185350847018,1
"DKK3","Q9UBP4","0.117622700993023","7165.39033716652","7394.70502454224",0.359605156284321,1
"PIP5K1B","O14986","0.214700167704875","680.973927769153","695.835241508228",0.475259804658893,1
"FOLH1","Q04609","0.759125451798579","7512.31185256208","7602.55393208878",0.895992701900045,1
"TLE4","Q04727","0.0757760017560361","3450.65003171666","3514.15573174349",0.293707181409557,1
"NEK1","Q96PY6","0.000432603852930335","1096.6294583897","1154.60782260202",0.0236389266209625,1
"C9","P02748","0.531413546377453","4014.80648338305","4113.04732723462",0.757088919780262,1
"HSPE1","P61604","0.0651358975715254","103473.71209425","101304.502850467",0.275282051595866,1
"CNPY2","Q9Y2B0","0.591861775305535","7431.8598929359","7536.73119567654",0.796831135809347,1
"DNMT1","P26358","0.00322450199715007","890.680619179279","973.838113006309",0.0663059436992912,1
"NRP1","O14786","0.850460659352969","1483.41184544839","1488.89287686022",0.94088908285206,1
"CD9","P21926","0.875073067279474","46844.0901697978","47024.9492110532",0.953379945822827,1
"SPTLC1","O15269","0.667226901985399","5476.69091612078","5442.1000398253",0.843467244163985,1
"RPS19","P39019","0.0036453801078096","28960.2362001307","28104.6197294785",0.0712763069610648,1
"CBX3","Q13185","0.948178088297359","5836.36328966647","5859.14166276579",0.981861335020339,1
"MRPS36","P82909","0.83073325319977","9230.31917684564","9254.72078552247",0.93266517823319,1
"LRRC14","Q15048","0.207753778456721","2210.85452658022","2173.18249190977",0.46821351498088,1
"KCND2","Q9NZV8","0.233388085777587","2944.26880801255","3014.18860046645",0.494022670156194,1
"RBBP9","O75884","0.146995029528261","5908.55349946542","6050.64665307306",0.396716861731191,1
"DCAF7","P61962","0.747876467350737","8081.63500370839","8057.94886918826",0.88955855585392,1
"PPP4R3A","Q6IN85","0.158268783117195","2382.86030390697","2428.90080012455",0.412925633147834,1
"KDM3B","Q7LBC6","0.339040084548398","1366.18707222453","1391.89987772888",0.601344579406892,1
"TFCP2","Q12800","0.444254596481816","2255.56763579626","2235.13919857784",0.689181142924143,1
"NUDT21","O43809","0.52699723193456","13025.3703601002","13202.1071764703",0.754204463431621,1
"MICOS13","Q5XKP0","0.256177872395934","6407.65679483181","6270.21800608208",0.518728866617257,1
"VWA1","Q6PCB0","0.0059884760428499","2258.4796760795","2120.41228853255",0.090161756837821,1
"TXN2","Q99757","0.0824275059614418","10846.034076818","10552.7823160281",0.304884136744968,1
"LUC7L3","O95232","0.221392171255791","5069.12312948574","5239.46303842437",0.48164061896282,1
"PPTC7","Q8NI37","0.43840532783491","2168.84696452637","2198.44826953296",0.683891201486675,1
"SNRPA","P09012","0.171754498801002","10975.6714601733","11292.719514828",0.428508829384109,1
"SELENOO","Q9BVL4","0.0238003527205785","1907.29456494943","2034.49177292761",0.172679625031198,1
"ISCA1","Q9BUE6","0.877372811655012","6891.85622375785","6904.74707706063",0.953650180869699,1
"FDPS","P14324","0.319245019567648","18421.3655233687","18036.013983533",0.581348116432563,1
"APOH","P02749","0.590764729789318","4388.41016564638","4452.87748182103",0.795811654438014,1
"WDR35","Q9P2L0","0.866084196829951","998.562537546562","994.58872082366",0.948371904992886,1
"WDR5","P61964","0.0935142348535611","4939.73765123877","5090.49649143638",0.322187050769721,1
"MRPS31","Q92665","0.607008506889847","6954.50511020906","6892.81177957876",0.808203361369234,1
"RAB9A","P51151","0.00916805678146048","7432.939105392","7897.99377480703",0.110234723374403,1
"MTHFR","P42898","0.244474480163693","3348.9664723692","3282.88781758875",0.505911967160778,1
"EIF5A2","Q9GZV4","0.949400480012822","3034.89224560367","3034.3330771203",0.982467931508435,1
"TYK2","P29597","0.225259104664135","1205.87723255274","1245.72276705021",0.485364828668745,1
"SPAG1","Q07617","0.39473638324814","1524.94511056395","1549.90397952816",0.649251769075624,1
"PSMB7","Q99436","0.116232477067461","19793.0286939314","20060.3355624587",0.357434307676167,1
"SCFD2","Q8WU76","0.886624513896966","2685.78131678784","2687.01064357363",0.958426085516809,1
"S100B","P04271","0.608539058929244","20791.2894338171","20429.6943796856",0.809107402837011,1
"TCF20","Q9UGU0","0.897518750232914","850.28613929957","854.379610000786",0.963617960197855,1
"MERTK","Q12866","0.327512939914978","5329.25305470661","5251.94460274542",0.589674219469041,1
"SNF8","Q96H20","0.0217789892958224","6069.0032042798","5958.08404826564",0.164904091431741,1
"HSPA14","Q0VDF9","0.828355026522323","3873.16069922446","3871.6303452726",0.931215955023797,1
"C17orf75","Q9HAS0","0.0745756983576228","3348.81979021038","3271.27818131868",0.291804960924619,1
"EPB42","P16452","0.382613940319579","2327.8130087638","2384.68809881524",0.640039263463385,1
"TMEM143","Q96AN5","0.190766862278153","2260.36801008362","2430.44379885406",0.451324148861971,1
"FER","P16591","0.195306685631653","2163.14919282599","2215.54420784471",0.458296228686407,1
"MINDY2","Q8NBR6","0.216392393498272","2020.65029462956","2051.30421591593",0.476709941583168,1
"SH3BP1","Q9Y3L3","0.644482277272255","2579.95440016743","2563.60499094175",0.831558964077195,1
"CBX1","P83916","0.396742247799824","6016.38485809536","6200.60777811569",0.650816365917872,1
"ITM2C","Q9NQX7","0.448245240940162","4417.14336391901","4376.17804026804",0.692621774314104,1
"C12orf10","Q9HB07","0.084632204439592","3397.75499980544","3509.07745174385",0.308309372770949,1
"LARP7","Q4G0J3","0.184769622511776","1077.7428055549","1104.78317768494",0.444379756942757,1
"KCNQ3","O43525","0.575736583959597","1141.41665805966","1162.09294400111",0.78595486845917,1
"INPP5J","Q15735","0.00384160479655196","3471.18446042438","3592.32956805044",0.0731702021265981,1
"GATAD2B","Q8WXI9","0.324218259732736","1867.48432781721","1902.01580436457",0.586852323732129,1
"SLC15A2","Q16348","0.979264470163953","9771.88610990554","9769.90284900826",0.993633628082214,1
"PPIL1","Q9Y3C6","0.346842712177245","16830.4307678297","17039.5185497495",0.608206166379508,1
"ZNF365","Q70YC5","0.129041470717155","5067.89195020872","4956.79515548079",0.376183442035066,1
"CASC4","Q6P4E1","0.667956770408828","4862.49918974296","4884.26823334147",0.843882652219011,1
"ASCC3","Q8N3C0","0.854966665828763","1201.4869422177","1197.34473216375",0.942937124458144,1
"SEMA4A","Q9H3S1","0.477664319403425","2013.03967243202","2032.54490205059",0.715011877765442,1
"BBS2","Q9BXC9","0.568806287110364","2809.43028240105","2789.2279287606",0.781218124337378,1
"PAK4","O96013","0.109169679176207","1679.34119096156","1716.21747897911",0.348529559260081,1
"KBTBD6","Q86V97","0.2073167812687","2079.81689480771","2111.84057816497",0.467659736961207,1
"LRFN2","Q9ULH4","0.0650670044641356","2102.49378201392","2055.34713142671",0.275282051595866,1
"REEP5","Q00765","0.0904843336914498","35597.978291658","34678.9889821323",0.319063440191782,1
"SDR39U1","Q9NRG7","0.390990996919275","10867.3116376609","10694.4039483906",0.646197929724677,1
"RPRD1B","Q9NQG5","0.0861925586617862","2279.21678642469","2366.42787890031",0.311598633311195,1
"FAM234B","A2RU67","0.535692240614941","3882.10032776716","3901.38835538482",0.75924381713094,1
"PPM1L","Q5SGD2","0.213383570587565","3627.96911908235","3578.01542720946",0.4728812310185,1
"BCKDK","O14874","0.444849911528527","4667.34356068072","4600.67878907335",0.689829250170536,1
"PNMA6F","A0A0J9YX94","0.372401633982508","1892.0607390672","1858.53099100942",0.630448585148539,1
"FAM177A1","Q8N128","0.06735684716888","5061.04000339268","4881.82685836538",0.279218251340917,1
"ADH1B","P00325","0.00277068217968749","4855.78686415619","3933.72861610367",0.0617314146929278,1
"TBL2","Q9Y4P3","0.824325078056749","3466.0557110986","3459.32810233705",0.929477079355763,1
"VAMP7","P51809","0.693106297226134","5026.15642458169","4996.92540329988",0.858445491603267,1
"GPRASP1","Q5JY77","0.845780371297158","649.919982206826","651.614141351969",0.938501536682192,1
"FCHO2","Q0JRZ9","0.100080727598028","1692.49043388966","1655.05584457597",0.33420119891068,1
"MLIP","Q5VWP3","0.287676261552066","2763.15834950001","2705.34244769953",0.551361861115488,1
"PNCK","Q6P2M8","0.745862392616781","3105.1810795679","3076.69257546678",0.888846840919251,1
"OSGEP","Q9NPF4","0.132743864051298","3564.31318466976","3625.61270173836",0.380646074751135,1
"DGKD","Q16760","0.0483756274268871","628.442113743406","602.863944705545",0.240983631564486,1
"MBOAT7","Q96N66","0.0124477162724545","8094.91706738927","7805.48760146417",0.128147572837142,1
"ARMCX1","Q9P291","0.0448472687749304","2645.69479707872","2728.33714275211",0.232539189255014,1
"MACO1","Q8N5G2","0.590383931666915","1842.56256305682","1829.68834016571",0.795695949147754,1
"CBX5","P45973","0.474439972341482","5450.00480043495","5529.9974378938",0.713074426596719,1
"MARS2","Q96GW9","0.0440948853894273","1960.82618324378","1910.31492504239",0.230803813611712,1
"THY1","P04216","0.232818523930864","36299.6942529438","35582.5023573005",0.493421195008346,1
"TYMP","P19971","0.0450023860349979","1225.10840156543","1137.82928932216",0.232879897004949,1
"CHMP5","Q9NZZ3","0.338422145600407","8987.31038402327","9107.63560569583",0.600597466663997,1
"SLC4A1AP","Q9BWU0","0.0291859620114858","1471.40686542518","1551.54986263708",0.188806317686647,1
"GMPR","P36959","0.00391713099904311","2945.40573991153","3191.631280238",0.0739813118811879,1
"RRM1","P23921","5.90198689113947e-05","2246.68541190963","2135.78921221792",0.00743840734957481,0.461181255673638
"CORO2A","Q92828","0.875327556269122","9590.00337141158","9583.70580926035",0.953403680655094,1
"CETN2","P41208","0.40516068626777","8990.83884107061","8880.00108978674",0.655243845439797,1
"NDUFAB1","O14561","0.197025962306977","16880.0267028112","16447.9780488956",0.459982333273594,1
"RAI14","Q9P0K7","0.654880047561668","1261.11272558886","1245.86915611571",0.836243375922519,1
"KCNA4","P22459","0.91272693315378","3259.19465889321","3261.72663098333",0.969423441030805,1
"RRP12","Q5JTH9","0.682105944162202","1324.54842124978","1330.88543890962",0.852659710075739,1
"TMEM163","Q8TC26","0.271178447284779","8473.8021629969","8650.57564401793",0.534969896312338,1
"PSMB6","P28072","0.0160942266188483","10636.4173516017","10818.8562562939",0.14148830481602,1
"DPM1","O60762","0.0323317145230392","6853.58931741046","6652.04002346451",0.196913497492618,1
"SLC27A2","O14975","0.550066133259082","1813.62308506607","1831.94979773878",0.769470401273871,1
"HYI","Q5T013","0.274395890286628","2988.64112343392","3044.09635838438",0.537780157185782,1
"STT3B","Q8TCJ2","0.00152510596948853","5630.93080588173","5427.84334376269",0.0453124640516478,1
"RASA4B","C9J798","0.245210594171765","3058.79393091237","3156.57866458524",0.507032437909016,1
"SMARCD1","Q96GM5","0.0340806968827952","1233.97377822842","1274.18928151902",0.203754066902955,1
"PHACTR2","O75167","0.00384859906245608","2381.5890071341","2485.29530313491",0.0731702021265981,1
"STX17","P56962","0.833792667961941","5053.66052678733","5045.4009784688",0.93377930947918,1
"UNC5C","O95185","0.980890467045146","2714.73287603635","2702.56516938959",0.994766789031898,1
"PMVK","Q15126","0.0193847870236672","8641.25823552935","8333.79185408387",0.155435793671162,1
"SNRPA1","P09661","0.834597189881661","6564.11931920265","6596.26891714506",0.933845481417816,1
"PVALB","P20472","0.199516113007215","15978.292140022","17321.4799881144",0.461715299366818,1
"NUDT2","P50583","0.458798132834551","7338.81072777689","7236.86097454634",0.700615323425675,1
"CTR9","Q6PD62","0.0827122313254866","1257.80179052564","1331.84548998484",0.3049739345037,1
"PRXL2B","Q8TBF2","0.335872157202294","9556.49539703653","9405.60335452923",0.598302003585606,1
"ZFYVE26","Q68DK2","0.119435275450007","928.908450025761","962.980952101357",0.361311359801144,1
"MIPEP","Q99797","0.963249650410104","3227.99262137996","3227.28019097832",0.988309988229175,1
"ITPRID2","P28290","0.00647301139673026","713.920241814088","758.336771100983",0.0923328645859997,1
"ZNF326","Q5BKZ1","0.041768940725614","2568.42055404903","2648.73964222812",0.224781338037154,1
"LEMD2","Q8NC56","0.673021612962731","5816.8075091999","5856.59537826483",0.846589055825893,1
"GCA","P28676","0.00653933896680197","7895.28015332452","7519.45010998787",0.092418652452616,1
"PCDHGC3","Q9UN70","0.220600396731181","3854.36458612578","3985.39308862167",0.48111660989666,1
"DHX57","Q6P158","0.660922826886341","597.488732448519","592.969925681621",0.839686072841166,1
"ETHE1","O95571","0.223081775716471","6690.38171027092","6567.96644402296",0.483245346791078,1
"LPGAT1","Q92604","0.176184019195377","6432.3482367076","6359.69821757938",0.434205570947152,1
"CLVS1","Q8IUQ0","0.746796316294162","8910.58248488789","8890.11861688437",0.889151043864447,1
"RAB37","Q96AX2","0.129387399199347","5692.72716254829","5870.28729192785",0.37654865450417,1
"TMED2","Q15363","0.306622388983805","8699.29384632034","8569.38263579592",0.567760034957216,1
"SHFL","Q9NUL5","0.265112403597991","5412.42758551186","5329.27003147241",0.528569747343629,1
"RPRD1A","Q96P16","0.485646816655331","2485.25964388014","2514.11543058475",0.721679115322226,1
"USP54","Q70EL1","0.21306141108269","2354.30495913946","2425.82196164629",0.472837792161358,1
"TAB3","Q8N5C8","0.994661599071861","2139.65768135466","2139.69397293726",0.999008449247753,1
"SMARCE1","Q969G3","0.523492421417204","3812.38311032343","3851.85322930361",0.752357877681448,1
"NUDT4","Q9NZJ9","2.55706221215804e-05","3766.45614288288","3552.44658916004",0.00454111002859157,0.199808841258029
"PDGFRB","P09619","0.349371912531379","2249.39335728506","2291.48294453675",0.609645405207726,1
"USP13","Q92995","0.570274351018506","1332.01468544423","1323.09562272898",0.782187779332738,1
"FBXO21","O94952","0.163449411768481","3450.10483533811","3509.62662269913",0.418614783205149,1
"PLEKHO1","Q53GL0","0.443377271606843","1731.9891422456","1756.41314822951",0.688503577173265,1
"AMBP","P02760","0.142236386715346","2336.4632775102","2478.92758077735",0.391350396406237,1
"DCAF8","Q5TAQ9","0.69747001961879","2957.87439976063","2941.74149675407",0.86139256097696,1
"MXRA7","P84157","0.447343356489708","13007.0106190499","13201.5947733462",0.691775378509911,1
"PCP4","P48539","0.345350024013423","11110.1351703812","10866.8304456372",0.606555425408156,1
"SPCS2","Q15005","0.00581463788344803","6559.12948861604","6327.70376856068",0.0886667520565633,1
"NTN1","O95631","1.18934136493136e-06","3119.67707167988","4584.34466015559",0.000844864856870332,0.00929351342557365
"PPP4R2","Q9NY27","0.108891738346044","1344.81561075633","1397.71033875145",0.348150590603923,1
"CDK11B","P21127","0.0750230601617165","2678.67280229025","2738.39847924104",0.292531047833403,1
"SMYD5","Q6GMV2","0.722628936481328","5020.8914295604","5039.06419118221",0.876739025851001,1
"NCKAP1L","P55160","0.847014886024954","1477.98680375575","1471.67382884582",0.93907127119736,1
"WDR45","Q9Y484","0.899914411855839","6255.34039382956","6261.5654546378",0.964791057565312,1
"PPEF1","O14829","0.0054090294234052","2271.65758033929","2112.71479177005",0.086433856675845,1
"PHLPP2","Q6ZVD8","0.25624435950123","1466.00660196869","1527.62500630385",0.518728866617257,1
"NR3C1","P04150","0.822487460677567","1140.10763442262","1144.55298089448",0.928240995447827,1
"ANKS1A","Q92625","0.105232409827814","796.523319820155","840.299927034027",0.341688736827234,1
"HIST3H2A","Q7L7L0","0.0450780439013692","3748.74962885522","4481.52575483884",0.233040554112956,1
"WARS2","Q9UGM6","0.414770182962884","4920.73267473824","4854.99483342194",0.661904068015353,1
"ACBD7","Q8N6N7","0.833564530064482","18784.2229611619","18646.3858283551",0.93377930947918,1
"ADCK1","Q86TW2","0.0676410301917049","1872.73298015682","1810.28458660119",0.279526383745796,1
"ABHD17B","Q5VST6","0.799618355166508","3925.31878665149","3909.31124066154",0.916429719458946,1
"RPL13","P26373","0.014000365279595","20555.4684924788","19735.8106994862",0.133833870551734,1
"TRIM33","Q9UPN9","0.058287641741664","1352.69525980068","1409.56021490146",0.262643531677506,1
"PAPOLA","P51003","0.021635654851425","1032.99639323712","1080.06597473338",0.164456232499061,1
"PRDX4","Q13162","0.515857834986668","3787.21256411644","3559.44114585922",0.746646277817647,1
"ABCC1","P33527","0.662023998883984","869.771034354972","862.524148507644",0.840473242622271,1
"GTF2F1","P35269","0.131072710610612","1632.61428096643","1608.67283244395",0.378639333183789,1
"COQ7","Q99807","0.362540785489661","7176.54187312524","7074.16214168063",0.621296995670477,1
"DDN","O94850","0.407896644087094","1159.57340587095","1117.93442579295",0.65744727246216,1
"SMAD2","Q15796","0.282886953984314","2780.28134387135","2812.84258545555",0.547746611683393,1
"HLA-B","P18463","0.671280838293204","457.104395448944","438.041768553864",0.845823603154125,1
"CSTB","P04080","0.763520608459584","17875.3964367441","17849.3876567359",0.897192153933379,1
"PDZD4","Q76G19","0.61277389416565","1145.11222108219","1152.04383651545",0.811647141079927,1
"PGAP1","Q75T13","0.00647258815109439","7146.32774864704","6870.02914822105",0.0923328645859997,1
"DCUN1D1","Q96GG9","0.397234354356895","13381.4426811791","13490.1840828251",0.650816365917872,1
"PARVA","Q9NVD7","0.397790282860642","9365.40823506454","9259.37710200158",0.651208604178445,1
"SNRPD2","P62316","0.952598781875295","15489.2635879652","15488.96736475",0.984108357594453,1
"VLDLR","P98155","0.365894808576124","941.437112533323","956.335679811557",0.624394416731564,1
"RABL3","Q5HYI8","0.552590858134654","5966.24161321719","6002.3182483634",0.770511235807314,1
"H2AX","P16104","0.271846859801159","33740.3086138918","36427.355488283",0.534969896312338,1
"TENM1","Q9UKZ4","0.204931112764754","483.143112197655","500.067400964467",0.465987761096521,1
"THOC2","Q8NI27","0.782783293431466","1458.76496130778","1467.46540338338",0.9081913370265,1
"USP30","Q70CQ3","0.0849905330463633","2834.51147508657","2886.57986787689",0.308891174522922,1
"AMT","P48728","0.918883708361096","3463.15300699066","3455.20020234836",0.971735999070727,1
"PTPRU","Q92729","0.0520574824734398","1885.45853185884","1989.01042395929",0.248641300762505,1
"BBS1","Q8NFJ9","0.419857727207208","1464.10172786323","1479.55515028842",0.66619830591187,1
"ISCA2","Q86U28","0.00890721776221211","6808.33982996238","6666.46656238472",0.109092475852548,1
"ARL15","Q9NXU5","0.217041423655552","6398.1522276066","6282.67241649758",0.477414251133905,1
"WDTC1","Q8N5D0","0.942925148335733","1552.74866253642","1550.79049157373",0.98083294849513,1
"FBXL15","Q9H469","0.0614150778324105","1926.40210285213","1990.55690215512",0.267279602882038,1
"APIP","Q96GX9","0.258903335050561","1941.40125278977","2033.22358312176",0.522093959969627,1
"IFT27","Q9BW83","0.556150370694825","4498.53090450868","4549.40858008551",0.773266725375331,1
"GOLPH3","Q9H4A6","0.876950798590809","3847.77941361912","3857.05175877491",0.953650180869699,1
"FLRT3","Q9NZU0","0.0586325932708648","1720.85879283819","1757.94418492614",0.262760908271229,1
"ARHGEF37","A1IGU5","0.38974412429057","1278.19871913114","1294.04575719324",0.645224700679346,1
"ARL1","P40616","0.659000423168644","5479.57334700812","5507.13983643991",0.838942539367837,1
"GIMAP4","Q9NUV9","0.735263261932213","4070.17481990564","4116.30210321743",0.884443831394445,1
"SAMD14","Q8IZD0","0.175069752196542","1887.11322043593","1850.30239307959",0.433458505596888,1
"MTPN","P58546","0.041827216903181","29888.3816878785","28757.561153518",0.224940036394671,1
"STARD10","Q9Y365","0.271347415786665","3916.25308855116","3965.62145146688",0.534969896312338,1
"MRPL38","Q96DV4","0.72502192028061","2861.58016915732","2840.83228928634",0.877676482640852,1
"MT-CO1","P00395","0.197617625471255","4417.98956825579","4290.99173296263",0.460558335543312,1
"SH3RF1","Q7Z6J0","0.865111691357317","1617.11063749443","1616.92017318788",0.948122740505723,1
"ADCK5","Q3MIX3","0.242736371067196","1248.34651675233","1272.54202301668",0.503916579043323,1
"RPS11","P62280","0.0633528439396165","26269.8847351423","25731.7921063715",0.271343502416608,1
"RAPGEF6","Q8TEU7","0.0467130637350035","498.997971917105","511.345480200144",0.237659062706058,1
"RPS9","P46781","0.0125201387549681","23422.702234063","22648.2179324831",0.128147572837142,1
"SCAF1","Q9H7N4","0.139683080515288","1448.15546083731","1490.34272576226",0.389015430328894,1
"ETNPPL","Q8TBG4","0.734923391234446","1770.85099646157","1797.52477162787",0.884433562979311,1
"CES1","P23141","0.0924587911728307","2002.77467766785","1712.61826501287",0.320904952652801,1
"DENND4A","Q7Z401","0.760793370661538","971.168315861476","980.66563680587",0.896876586893028,1
"RPS6KA4","O75676","0.157183046359876","1345.76790442553","1288.50679088147",0.410916133909693,1
"SLC22A23","A1A5C7","1.8902621542136e-06","7794.82274345876","7394.38661410256",0.00100161789863792,0.0147705084730251
"ADSS1","Q8N142","0.938675265196408","855.129428669074","853.392180514696",0.979280176534677,1
"YTHDC2","Q9H6S0","0.681342823127432","1041.28354587958","1032.69653258374",0.852336870658695,1
"MTFR1L","Q9H019","0.403230497797487","6078.6843512791","6119.20713363491",0.653973248192105,1
"EMILIN2","Q9BXX0","0.950518643112994","2675.28180854369","2671.48247309774",0.982880730293367,1
"ACOT8","O14734","0.959267637151625","4904.45887968436","4899.66632634441",0.986408384879958,1
"SPRYD4","Q8WW59","0.411541245874233","11432.9826249555","11278.0381330093",0.659618741948481,1
"IRF2BP1","Q8IU81","0.0243291540719428","1007.02205988208","1056.57754262819",0.174603771741728,1
"JAM2","P57087","0.258324445709516","7906.23291813711","7775.1723724125",0.521588428623813,1
"STK3","Q13188","0.913727243577433","629.446384364318","628.27501159048",0.969786979269286,1
"RRM2B","Q7LG56","0.502844346427287","6416.93239169034","6356.25909229843",0.736775871551251,1
"METTL3","Q86U44","0.299469906466458","1497.44398924088","1450.77292537519",0.561647372361442,1
"HCCS","P53701","0.931342797413304","3457.49688675695","3456.83836482133",0.97698025407103,1
"GDAP2","Q9NXN4","0.514972474205599","1659.05246190501","1686.22839398636",0.746213876307587,1
"MTARC1","Q5VT66","0.238646322281051","3614.10442391187","3676.8293070546",0.498738262183507,1
"CASTOR2","A6NHX0","0.142686875551062","5354.0785024362","5286.65071712674",0.391762208557976,1
"NENF","Q9UMX5","0.000285884723325829","9195.4855881891","8817.48139812896",0.0184620101493225,1
"HEBP2","Q9Y5Z4","0.505065756065857","9658.25847692398","9793.9339324059",0.738645670578066,1
"STX18","Q9P2W9","0.0169714976931307","3763.31792267636","3692.87542948409",0.145412922934295,1
"FERMT3","Q86UX7","0.401324980415173","2199.37387356755","2259.96261074519",0.653374570905919,1
"A1BG","P04217","0.4637573929927","3744.88536699133","3837.6729881686",0.704658904862633,1
"DOP1A","Q5JWR5","0.561790005167334","1014.78680035668","1004.44359471952",0.77599913388325,1
"IMPACT","Q9P2X3","0.0609687248995855","3997.9023507655","3903.92319683173",0.266448331300538,1
"SPATA5","Q8NB90","0.52976400466188","728.002313811858","737.780568382855",0.755948855447029,1
"MNDA","P41218","0.0736501407401664","2585.10950206706","2463.02959164435",0.289925541432574,1
"SHISA9","B4DS77","0.742345079750539","2789.90126592123","2785.38361343306",0.888041098158407,1
"MAP2K7","O14733","0.286264482271644","5677.96861967595","5618.40760147254",0.550658616797089,1
"NCOR2","Q9Y618","0.355373679425454","1143.03674472634","1162.05514752121",0.614628138784971,1
"HSDL1","Q3SXM5","0.649108868437653","17099.4921024085","17011.4433505916",0.833273338004723,1
"COG6","Q9Y2V7","0.00128722011842272","2925.00485174819","2846.06674943107",0.0414180809504463,1
"RMDN2","Q96LZ7","0.84547426895366","3502.69606834689","3508.36163199395",0.938489427832408,1
"SORCS3","Q9UPU3","0.0372570320532557","2157.88690055762","2100.31773438975",0.212191288968032,1
"WBP11","Q9Y2W2","0.0692368096090006","4502.08313445339","4642.21173238402",0.283026099443773,1
"SEZ6L","Q9BYH1","0.104363798119049","4214.65050005449","4145.90227298757",0.340642739558166,1
"MRPL39","Q9NYK5","0.215856865664387","9298.96124163751","9122.84925200785",0.47633593569656,1
"CHMP6","Q96FZ7","0.823811707908883","8859.9331241233","8869.50550865899",0.92914750663354,1
"COMMD10","Q9Y6G5","0.183373596034206","4490.39141943587","4531.94323335798",0.442345201283028,1
"RPL32","P62910","0.00138679222931781","11792.4369986693","11332.2196888145",0.0428315987347406,1
"TXN","P10599","0.744376031689521","45081.9898611039","44796.2681293125",0.888430473747047,1
"LRFN3","Q9BTN0","0.0719324529635972","1716.89839476508","1755.30303800603",0.287215220979841,1
"LAMTOR5","O43504","0.216061791392727","3173.46808899352","3129.40964687889",0.476384547952248,1
"NIPSNAP3B","Q9BS92","0.485706484192422","6370.45355580988","6239.92268506409",0.721679115322226,1
"ARSA","P15289","0.049328671831491","3282.89814274435","3419.49181517397",0.242900630296814,1
"COPS7B","Q9H9Q2","0.392891117887891","6303.48156197149","6344.63770786458",0.647553510899806,1
"SNX14","Q9Y5W7","0.303310581617592","1830.43469768627","1887.46276838957",0.564705476473639,1
"MKLN1","Q9UL63","0.428630606726637","945.414901774735","935.609569467486",0.672824339285243,1
"CCDC85A","Q96PX6","0.243617101536196","2721.65581798812","2669.72604112567",0.505208076274903,1
"ANPEP","P15144","0.663770129842831","1345.8213042849","1360.02750624715",0.841563420381882,1
"SCGN","O76038","0.0918353600499297","1772.47182793836","2249.97573671273",0.320026650480449,1
"ANP32E","Q9BTT0","0.251472962142675","2872.96010007929","3073.18766147318",0.513444338831042,1
"PDCD11","Q14690","0.460604642051807","735.528150218315","745.209621085833",0.702451211807306,1
"NUDT12","Q9BQG2","0.162737527227334","3996.37811881697","3902.14431412537",0.417666933788999,1
"PYM1","Q9BRP8","0.410315962271076","3484.46792910561","3515.32854219834",0.658095328796756,1
"MSRB2","Q9Y3D2","0.212530131256638","3888.37469035404","3951.69447853248",0.472605089047017,1
"PIGT","Q969N2","0.120448287394742","5355.87311342249","5282.00265194673",0.363285483809514,1
"IGHMBP2","P38935","0.944892871842996","1478.35835919285","1476.34831323675",0.981181405971968,1
"HNMT","P50135","0.298389677416199","9523.14874618232","9843.49758209268",0.560683535471128,1
"POLDIP3","Q9BY77","0.00940381204104656","2436.72295777571","2557.98230485713",0.112014309891369,1
"NSMF","Q6X4W1","0.283345260230431","2580.54265945133","2544.87478788283",0.547816551545426,1
"EIF4ENIF1","Q9NRA8","0.686360751936772","1613.1341988393","1624.26420698552",0.855673793019516,1
"SLC4A3","P48751","0.0310581897379748","1863.53671605726","1918.89866450218",0.193223544682905,1
"NDUFAF3","Q9BU61","0.395167609474001","7490.64524205871","7403.17561699369",0.649797916757122,1
"SHPK","Q9UHJ6","0.41988695465826","2133.36429827848","2169.48536853412",0.66619830591187,1
"PUS1","Q9Y606","0.0160884417817153","3679.04988314689","3592.40808227069",0.14148830481602,1
"B3GLCT","Q6Y288","0.546287805685317","3863.17343940132","3912.30007439571",0.766636529137974,1
"CHMP2A","O43633","0.244741855229093","11849.0950406479","11678.3746132488",0.506331177325955,1
"ANKRD13D","Q6ZTN6","0.407894261780901","3308.2513728323","3274.58316180614",0.65744727246216,1
"NDUFA2","O43678","0.171047817387186","22043.6527528701","21628.6118766092",0.427428092441148,1
"NFXL1","Q6ZNB6","0.0308045024918149","1644.22806410591","1719.37812193915",0.193028374074612,1
"FLCN","Q8NFG4","0.0783192178187691","2109.18211541929","2168.7275346988",0.298384382270045,1
"GOLGA1","Q92805","0.141570139180769","820.765663441425","842.69933139085",0.391031837242322,1
"GABARAPL2","P60520","0.0970662256247548","32368.6370009867","33053.0668434303",0.328240003772415,1
"SPOCK2","Q92563","1.05746715619265e-05","5030.06267622634","5437.75471824941",0.00284932702016875,0.0826304835848937
