"Symbol","Uniprot","p_val","acrophase_AD","acrophase_CTL","amplitude_AD","amplitude_CTL","BHQ","Bonf","Log_AD_CTL_ampRatio"
"HERC4","Q5GLZ8",0.214733694764505,"5.55156494686983","5.0143944441764","945.999985415355","492.389329937423",0.317720084003557,1,0.652972829060772
"SERPINA1","P01009",0.266517266539379,"1.84181681949564","1.06684127111391","16288.4935079741","16183.4179702943",0.371020089471925,1,0.00647180283800357
"FGA","P02671",0.0154321989032092,"2.05608385327706","1.04773131653386","17904.5977621281","10059.2172129551",0.0545895258643412,1,0.576568188273125
"KLC2","Q9H0B6",0.907472129778924,"3.77658999117147","4.0494242665801","1043.42349265026","1086.25480910718",0.928535312675147,1,-0.0402286980128077
"PAK2","Q13177",9.98123992941614e-06,"2.1796333398187","0.44767318270625","967.22075787193","311.789255601926",0.00528007592266114,0.00528007592266114,1.13209926412254
"DDX17","Q92841",0.00160316945486105,"2.68672097991089","0.735109352779373","4881.62302667987","858.866190426932",0.015144225743241,0.848076641621496,1.73761989479536
"KNDC1","Q76NI1",0.0483658637694976,"5.08960028955475","4.43282720348469","847.921882344282","501.973684549277",0.109809192850061,1,0.524240814570471
"SAFB","Q15424",0.0158092430652297,"2.45157083490045","1.22304794885268","1892.06796083283","638.931324504386",0.0552482940648145,1,1.08562869385584
"OSBPL8","Q9BZF1",0.0179501065708647,"5.35558471897849","4.44493011425396","1169.35766877124","490.501562671684",0.059720794817531,1,0.868781411109988
"DLGAP4","Q9Y2H0",0.234850919454614,"5.29747147634503","4.55789981343663","706.169131096094","482.98390384761",0.339442995605166,1,0.379871443531792
"AGAP2","Q99490",0.0621339139420505,"5.29963440228828","4.57030988353985","1675.89033626615","727.79258124369",0.131475361901379,1,0.834083755352772
"GRIA1","P42261",0.0964510661077278,"5.59811527658884","4.56580604842726","815.277245696817","513.359847763597",0.176548837269855,1,0.462551177269085
"DDX3X","O00571",0.068263115815268,"3.79951341091818","5.03233107667562","934.626764635907","562.708435176322",0.139425437321532,1,0.507385650520751
"RASGRF1","Q13972",0.173150615735649,"4.91491578187546","4.2915783323029","910.616708624054","576.174093505063",0.270196683552089,1,0.457712211062032
"FGG","P02679",0.0458645505828812,"2.10488078443137","0.960953596079726","8490.56392090188","5702.95210924729",0.105536395366811,1,0.39797146522379
"MAGI1","Q96QZ7",0.0425942418326764,"5.43477746232428","3.87973418088618","190.507498507806","220.39796862097",0.10221220968631,1,-0.145743304415243
"ZFR","Q96KR1",0.00258818400921674,"2.36721243516846","0.963125820737454","831.622894586437","185.767168862881",0.0195592762982237,1,1.49888497709792
"NSFL1C","Q9UNZ2",0.00728765512944097,"2.4349662322231","0.991114667363374","1348.7583859973","313.279531522942",0.0351091514875376,1,1.45984387021296
"SKIV2L","Q15477",0.15859642182543,"5.2860868463532","4.37874199874215","432.670444381788","324.733879535552",0.255785082761136,1,0.286970325089373
"CLUH","O75153",0.0877940799351612,"5.50324070115242","4.92430075482554","524.722073327258","299.646557264556",0.165868101020358,1,0.560265100630486
"HP","P00738",0.106544362933145,"2.02460929159875","1.11598425935608","23067.8098373777","14160.9389055962",0.191707374121203,1,0.487950739191619
"EPB41","P11171",0.00804054818002152,"2.58642777643535","1.29744948288465","1786.27476335132","354.927162544562",0.0376411503294813,1,1.61597499997258
"RASAL2","Q9UJF2",0.0150304775356874,"5.25763685470662","3.99791258273734","575.367557631848","426.259960290899",0.0542668318630033,1,0.299959671664445
"LCP1","P13796",0.258781916619601,"1.65336089559188","0.955579724844897","972.991078919821","1022.52317755383",0.363168630672757,1,-0.0496536416836648
"QARS1","P47897",0.227495429730977,"5.25517580243681","4.7285330544914","629.109231010839","347.560955581149",0.330618358043096,1,0.593364838462112
"NAV1","Q8NEY1",0.0144458049149567,"5.52441820071866","4.03073674996876","231.270985772904","172.402008731931",0.0534393762238608,1,0.293761111824261
"NUDC","Q9Y266",0.133674391529531,"2.38222667499447","2.01294544435753","3000.5574915925","1364.19709601158",0.22664664461257,1,0.788232054410013
"SAMHD1","Q9Y3Z3",0.965029149154193,"0.72174211415155","0.678454295238007","605.130864229042","689.98179941074",0.974237442562153,1,-0.131220480426607
"ZNF638","Q14966",0.0113538327902299,"2.21553675486976","0.962591205964295","465.572076587491","191.610208748745",0.0458486835574933,1,0.887803775966769
"AMPD2","Q01433",0.0199027861958723,"2.19707219903134","1.26739110388333","2190.14260245461","997.163975343752",0.0634251439615449,1,0.786806710778378
"HBD","P02042",0.0264701094714795,"2.97625836639903","1.67056024777381","5744.61858154849","2613.86320008913",0.076517420275479,1,0.787434237443034
"PRDX1","Q06830",0.0217807016355223,"2.71554705919764","1.48669465847287","9465.64252206331","3846.44178036133",0.0670424114802055,1,0.900520158299153
"SAFB2","Q14151",0.00225404824088651,"2.32850608787241","1.23942444354012","804.237039930698","240.563327023859",0.0183444849142918,1,1.20691068259755
"GBF1","Q92538",0.0665015227034487,"5.20179443696585","4.07184747843233","203.087875953963","133.119097475612",0.139048638379938,1,0.422394574576836
"PITPNM3","Q9BZ71",0.00458284742869036,"5.65606530733624","4.49633432108187","693.856043598412","139.157687547606",0.0275491623838318,1,1.60665677609151
"GRK2","P25098",0.124546365337314,"4.88835048505235","3.91924748300537","651.545667626209","397.126157599709",0.215310546612546,1,0.495093482698555
"PITPNM2","Q9BZ72",0.0187750231030055,"5.60670124704816","4.42075765463059","380.80929202473","126.381248502657",0.0609324369416559,1,1.10299558369087
"HSPB1","P04792",0.826017872453816,"1.66885046248172","1.39028397998195","3516.2503851261","3707.25387822107",0.865131943625215,1,-0.0528962176410935
"DGKZ","Q13574",0.0197833957429486,"5.13074673961276","4.40438967537628","887.293705521094","595.269137144465",0.0634251439615449,1,0.399162415237005
"GCC2","Q8IWJ2",0.0305352691116702,"5.67503303518713","4.24422162418946","162.87297225223","172.884036064607",0.0836951158553033,1,-0.059650472323312
"KARS1","Q15046",0.0388692303404654,"2.99753461361112","2.94769034860926","1365.03824713792","246.582850881535",0.0974493973938682,1,1.71123968104414
"NEDD4L","Q96PU5",0.361807371052609,"5.16571895824308","4.50332573635148","387.072297590668","294.914282070236",0.467961122950685,1,0.271926746198747
"ANKRD24","Q8TF21",0.00201900017790878,"5.62015278535532","4.63752451910266","895.392468041795","282.993005844933",0.0170115131408016,1,1.15183995092623
"EIF2S2","P20042",0.155319189233165,"2.51918262065973","2.12686157420378","1097.23753919923","420.461686874835",0.252811849551829,1,0.959197610108661
"NUCB1","Q02818",0.42181050473657,"4.99228911395249","4.54643115781388","844.187809250083","719.173045929044",0.518925016292199,1,0.160272988046205
"RASAL1","O95294",0.0833274434227976,"5.71900014653763","4.66119958474134","946.098332145524","668.851485339276",0.160325076768361,1,0.346784468360362
"ACADSB","P45954",0.352802479124827,"4.11670608877746","4.75259151388085","1178.07764885479","1229.07896134002",0.460724341502982,1,-0.0423810780729357
"LMTK3","Q96Q04",0.0681803367862701,"5.30524135057142","4.55446865199324","388.461890993","156.566967127714",0.139425437321532,1,0.908711248889786
"SRRT","Q9BXP5",0.00153558779353911,"2.5929524790281","0.794086804726365","1507.04844965719","301.105394008909",0.0151061531053713,0.812325942782189,1.61044799817805
"PLIN3","O60664",0.169712330164498,"1.94981225518931","1.13409506630054","1735.26999775081","994.200083078661",0.268876903989059,1,0.55697982134997
"PA2G4","Q9UQ80",0.00134501904789174,"2.59749342090441","5.50987728864617","2011.94279084236","244.138581549118",0.0145207158435659,0.711515076334731,2.10912007560532
"RUVBL2","Q9Y230",0.000586981131482942,"2.58112380397678","0.287064504946801","939.191589555446","346.567235401698",0.0133650529929869,0.310513018554476,0.996942652761432
"PGM2","Q96G03",0.000258623786981729,"2.52999916746943","1.15853711587922","1866.86177229305","465.846276288736",0.0106792259315269,0.136811983313335,1.38815840296967
"MMS19","Q96T76",0.0412141836267258,"5.35724452672436","4.09621436465019","186.740441487072","189.577500605193",0.100140732058534,1,-0.0150782758517095
"IRGQ","Q8WZA9",0.421333097135371,"4.2853395109585","4.61959116289596","216.313357467766","537.41513367537",0.518925016292199,1,-0.910042771288332
"IDH1","O75874",0.0427922271514709,"2.39968324824056","1.75001291436321","2097.99502240123","703.731140884109",0.10221220968631,1,1.09234103534714
"AK1","P00568",0.000726125530320272,"2.71844948515294","0.196552237111815","3719.65316087133","423.416324620988",0.0133650529929869,0.384120405539424,2.173029792613
"CLU","P10909",0.941033874668544,"1.60595560810174","1.52276924136875","2483.44640856899","2809.48604710116",0.959165548554258,1,-0.123354288890993
"ADGRB1","O14514",0.378895882646056,"4.62289719551771","3.89858528302144","347.395959775964","326.042822425137",0.485052049457077,1,0.0634364939762202
"AKR1B1","P15121",0.00151014777764987,"2.60029835999789","0.643678764418624","3542.44746139739","813.052872647027",0.0151061531053713,0.798868174376781,1.47177699907614
"MAT2A","P31153",0.0011621785211293,"2.21589460168291","6.00565758181156","1394.46283478842","496.006540440574",0.0133650529929869,0.6147924376774,1.03367544242112
"NGEF","Q8N5V2",0.132230469207932,"5.21101310525717","4.48896330461942","1468.27786906048","881.586338706092",0.225644897454826,1,0.51012253310808
"PDP1","Q9P0J1",0.21177498900554,"5.38777657951025","4.9748395945532","509.610068073765","228.350871923134",0.315574561081495,1,0.802762502892972
"ITGB1","P05556",0.165698093878468,"2.39573808972684","1.3509405138248","982.032961730846","1050.70597169823",0.264649588700152,1,-0.0675926975126961
"ROBO2","Q9HCK4",0.63475714053526,"4.96023844837112","4.55254143560869","216.921367772781","166.943701014976",0.711412134201594,1,0.261878291469593
"CELSR2","Q9HCU4",0.0375636494152437,"5.59822871906633","4.42502853238446","237.691824378012","187.345328843858",0.0955344737531919,1,0.238021386917184
"OXSR1","O95747",0.00963306408718606,"3.02329623050716","1.65569401256367","748.2515538168","246.314047974847",0.042412142453839,1,1.11113188379912
"CA1","P00915",0.00558215567688933,"2.76512997492404","1.13635584871195","11715.4336377073","3837.5965387358",0.0298880567148878,1,1.1160608176
"JCAD","Q9P266",0.142983141530575,"4.78162851284486","3.92876409784077","212.659084478689","102.617054824923",0.237109974513085,1,0.728686195833205
"NAMPT","P43490",0.309814546985762,"1.21183933922036","2.0365450279667","1877.90938920065","1799.28804840789",0.420235629116585,1,0.0427680730623752
"FKBP5","Q13451",0.0677040159202367,"2.02415365322794","1.263411820182","1599.38036310376","1593.269597982",0.139425437321532,1,0.00382802540735148
"SNX5","Q9Y5X3",0.00279451446725286,"2.57918161596664","0.637660234647869","1077.2846709044","171.506576424351",0.0202506596325584,1,1.83757734825046
"KCNQ2","O43526",0.0791014407201203,"5.27213792629638","4.48976990355963","722.076528770327","447.156076235661",0.156136799033372,1,0.479223431294237
"GNPDA2","Q8TDQ7",0.00302425742863173,"2.08476952446036","1.09994460398048","1203.06281119062","169.203112035445",0.0213310957299491,1,1.96152608709275
"NUP98","P52948",0.0169463445447789,"2.67679628166966","1.06110335039532","203.606085750377","150.004080832954",0.0578362339625035,1,0.305524675669375
"USP32","Q8NFA0",0.0590022016536444,"5.18008552858213","4.4290161038512","253.534345536275","163.29480183634",0.127918707683516,1,0.439942131722473
"USP11","P51784",0.651434285853543,"5.20471611513712","5.03076526120042","609.538089938569","440.312077368642",0.72358860118434,1,0.325217698466868
"ARHGEF6","Q15052",0.586139454197713,"1.96095245062226","1.46419055640707","172.625453567381","209.968859173339",0.672598202322321,1,-0.195834990872544
"CHORDC1","Q9UHD1",0.122810377678049,"2.47332711711121","2.07507296999835","2705.89580048733","1197.28564520378",0.214411517464317,1,0.815375989803181
"SORCS2","Q96PQ0",0.183392665950665,"2.8261256254823","4.00251631417967","373.328718138247","351.166816773986",0.282019535720645,1,0.0611979413856694
"NEMF","O60524",0.135753653655811,"4.95731901753252","4.31596426791489","515.66094907401","264.176036545353",0.229031568651548,1,0.668833788048312
"FXR1","P51114",0.403129312702125,"2.18594085620451","2.08243376327958","315.019221816559","151.174524905706",0.505568286059035,1,0.734198695127072
"ASAH1","Q13510",0.0112026181141582,"2.4496910540215","0.908774201582987","2983.69282379239","1861.87681664707",0.0458486835574933,1,0.471576715761046
"TBCE","Q15813",0.00493971057020921,"2.37086162331397","1.4513714261669","854.96881571851","175.68630328441",0.0287154603476997,1,1.58236495839909
"PHACTR1","Q9C0D0",0.0110803963341042,"5.75115883775219","4.43730314969152","962.800803824075","781.090383901825",0.0458486835574933,1,0.209155669219141
"OSBPL3","Q9H4L5",0.00736112581413044,"5.1029573370843","3.87124993942855","323.42694485333","122.91026285372",0.0351091514875376,1,0.967518742279845
"CAPN5","O15484",0.220406532756828,"5.54342506030528","4.8154785891951","855.222739132481","528.381508656825",0.323875155078783,1,0.481543371550336
"PMPCB","O75439",0.118264552968288,"4.74634938468776","4.96702756651393","904.954967160559","315.75920997362",0.209939424564511,1,1.05290525305053
"GNAI3","P08754",0.00399298473547777,"2.62594507185216","1.02116169657403","364.883558452026","86.3845883053589",0.0253469704075201,1,1.44076900094207
"RGS12","O14924",0.132982775306432,"5.82652120574013","4.70516152986853","236.410251035521","234.053314014713",0.22619899722541,1,0.0100197206098569
"ITIH4","Q14624",0.0533764967040557,"2.1753543755901","1.08606182444291","1829.54602002975","1906.67405236062",0.118639356119519,1,-0.0412925307410116
"OAT","P04181",0.343301481421004,"4.78171059366765","4.08432202529572","866.605418406667","778.290632579925",0.4558051914958,1,0.107483743626671
"SNX2","O60749",0.000691218523228219,"2.62030037185243","0.450191539850916","1050.84215048189","240.064765886898",0.0133650529929869,0.365654598787728,1.47643842496189
"TRIM25","Q14258",0.0549011546527815,"2.25345659999293","0.979816289819095","386.22964556996","309.84157798427",0.12050917349096,1,0.220371001175928
"APC2","O95996",0.0382108067488761,"5.33792154280253","4.19508741268743","97.9940281870017","87.8513351536652",0.096715391244763,1,0.109260527322295
"BSG","P35613",0.031627772746715,"2.40235417222477","1.62056702215789","1523.26644332507","625.34369407813",0.0853627131786339,1,0.890310874850142
"GFPT1","Q06210",0.412098500827035,"5.47603830502217","4.9182414437056","293.891555461511","206.104797005294",0.511737340228877,1,0.354826077558616
"LDHD","Q86WU2",0.655952456072354,"4.87200409216247","4.40763911906991","354.376918615213","380.255959201433",0.725939015193044,1,-0.070483514266151
"UPF2","Q9HAU5",0.132035915415062,"1.87101100922571","0.96471472127282","244.44466398109","198.937120871637",0.225644897454826,1,0.206000160839946
"CPNE9","Q8IYJ1",0.218378273693771,"5.05940339829021","4.74773041896175","405.818674662987","210.541396252106",0.321788598284136,1,0.656224155141736
"FKBP8","Q14318",0.241037212054591,"5.32507875315667","4.81223686696575","769.689094277289","392.885242925508",0.34550494009817,1,0.672469093149249
"HDGF","P51858",0.00492828351964618,"2.50869569185559","0.999743585750991","4139.40105776252","1022.22104065891",0.0287154603476997,1,1.39857335449222
"PRKRA","O75569",0.789489135689396,"3.62876996427828","3.25619796459753","957.306640782898","856.345888995071",0.83544805841222,1,0.111449388466853
"AARS2","Q5JTZ9",0.345827436308013,"4.29654099976898","4.99606315979112","324.859323924432","288.877511169194",0.456216243907578,1,0.117389477676642
"DMWD","Q09019",0.0620439410229538,"5.68007187320848","4.96321754429391","635.280766688254","232.048828485902",0.131475361901379,1,1.00711923630439
"TOP1","P11387",0.0147386919947638,"2.501406066839","1.69853753974006","1061.15955328031","251.290423811039",0.0537708142429659,1,1.44050817018062
"NRDC","O43847",0.647433020476931,"5.17296013153097","4.94666011785023","302.178692154658","230.746786795044",0.722557105131427,1,0.269697590030793
"USP10","Q14694",0.0854541143722431,"2.80184858473599","4.95433214586368","37.928269811046","234.419331743322",0.163195763548435,1,-1.82141478826589
"CUL9","Q8IWT3",0.0344612635681063,"5.81262511658817","5.5070138114502","327.945151950431","85.7642099055717",0.0897002291251109,1,1.34124458923641
"NASP","P49321",0.00115319913044442,"2.47301272979923","0.723440450537424","439.970310864648","68.1156317470775",0.0133650529929869,0.610042340005098,1.86550052144009
"CNTN3","Q9P232",0.122471566280475,"6.00680424835975","4.89469523419168","183.508174487244","153.891167372007",0.214411517464317,1,0.176013566913724
"CRK","P46108",0.00518923456241006,"2.42032172422009","0.84187263230104","573.298906064999","171.225396658036",0.0288958429843676,1,1.20842643410463
"NT5E","P21589",0.493791209279214,"4.01802768105757","3.9290922982999","346.365933806279","723.961698584556",0.588857136514918,1,-0.737242660141931
"CPNE3","O75131",0.00652157427651883,"2.57859617046097","1.13410707460934","1200.23180886699","357.06242571732",0.0338243075448177,1,1.21235936272986
"FBXL16","Q8N461",0.00970107606222027,"5.23508424602916","4.27436072246354","734.058109222269","486.82360773308",0.042412142453839,1,0.410686337667097
"NAP1L4","Q99733",0.0552458542566286,"2.64467078170083","2.77019340854581","1022.67873385201","316.106913263073",0.120764697941143,1,1.17410018399817
"NUAK1","O60285",0.112238073472796,"5.19364246550551","4.45583518058038","399.18754713636","203.351353748733",0.200587638064558,1,0.674496059836499
"OGFR","Q9NZT2",0.0238498766990962,"5.74902024956024","5.13558638723458","314.021458487832","92.5167577554464",0.070483713820234,1,1.22207152967272
"HMGCS1","Q01581",0.0118878573247261,"5.38528092308059","4.2583606873909","1907.51776702294","1799.27477223218",0.047607155024131,1,0.0584191190319259
"MARK4","Q96L34",0.395304258898721,"5.29010876442301","4.80343578455152","262.977256091004","169.932147958525",0.500277399419673,1,0.436668321975748
"LMTK2","Q8IWU2",0.0748004823734994,"4.90043056626817","3.54983108044753","111.082771360989","137.025059162105",0.150454202188522,1,-0.209888211331422
"SASH1","O94885",0.0286539519100852,"2.34324196365794","1.71632355609335","296.735487189197","88.572226435752",0.0797786345286056,1,1.20902278935563
"CNTN5","O94779",0.00242184352937118,"5.88682698394268","4.51364670215476","228.730377109021","70.1681605846054",0.018840518044667,1,1.18164926212641
"STRN4","Q9NRL3",0.0104070106278663,"5.71724583070113","4.46074034596886","305.875795365002","150.672791803997",0.0451254805093547,1,0.70806857814956
"UCHL5","Q9Y5K5",0.574292799047535,"4.72924367186739","4.6331330461397","279.715570602635","490.633328012289",0.660436718904665,1,-0.5619237950863
"SEL1L","Q9UBV2",0.0345913927060919,"5.34327223422035","4.92398352756357","665.172709478037","240.171632035588",0.0897002291251109,1,1.01869291919944
"RECQL","P46063",0.000191557378320232,"2.69184309644167","0.377439054514076","553.758502719655","249.615796669956",0.0106487731981849,0.101333853131403,0.796805753606731
"DNAJB2","P25686",0.64963505690344,"1.7992606950499","1.42705999485973","1044.91570219673","1118.30224910378",0.723488305477726,1,-0.0678754718224129
"GUF1","Q8N442",0.437514056094058,"4.85976827528804","4.30169104473711","339.709495368402","302.092890006023",0.535752165911474,1,0.117356274111349
"DGKQ","P52824",0.285047899141218,"5.3221913984827","4.92624252725212","423.650226179977","233.876463619309",0.388930634545726,1,0.594115133827319
"LINGO1","Q96FE5",0.0106528088871986,"5.80477751589469","4.3805207220058","967.33651958397","491.135412027237",0.0451587358312081,1,0.677826560605548
"TMCC2","O75069",0.00219033793783334,"2.2667026671268","0.566315373900965","275.965602177387","33.5911941145551",0.0181045120174037,1,2.10601227546188
"PSMA7","O14818",0.000338612200929142,"2.75849710127112","6.02153824627961","1782.58312672753","344.187222633871",0.0119417236194344,0.179125854291516,1.6446330249466
"SPECC1L","Q69YQ0",0.339934014142109,"2.60040036389929","3.52072067488569","91.3899060842122","98.1251326336873",0.45410377141711,1,-0.0711084921364301
"SLC32A1","Q9H598",0.727985679443875,"3.78009101092666","4.07590077918403","952.546587238608","714.635628330448",0.790768838656694,1,0.287366214219822
"ATP5PD","O75947",0.0159588784657854,"3.28755498371656","3.48144687963907","3806.29467563985","441.435597786143",0.0552482940648145,1,2.15437933080696
"PPIP5K1","Q6PFW1",0.181364534184657,"4.94760698983565","4.54900419459127","188.907758696104","88.822723300828",0.280531691765157,1,0.754616336407461
"RNMT","O43148",0.617359309822008,"4.768251486545","4.80918989987714","497.46834677532","302.797282616251",0.696339178882393,1,0.496468382666026
"PEPD","P12955",0.00112327152199307,"3.20467742112489","0.108755252370346","1345.97679078996","302.845339455445",0.0133650529929869,0.594210635134334,1.49165302260282
"PECAM1","P16284",0.699727430712271,"1.29532413287518","0.872953551637315","148.86028577931","188.207244577025",0.767470313588907,1,-0.234535533727786
"CAPRIN1","Q14444",0.814931452243209,"3.8831301618891","3.73924136368662","597.243265263591","449.774860663253",0.85876242676625,1,0.283577361968354
"AARSD1","Q9BTE6",0.878246069027419,"5.14572272053406","5.09938291544782","260.105209624493","349.867991574239",0.907406583038095,1,-0.296469714839657
"ECHDC1","Q9NTX5",0.733929890691905,"2.14677811505887","2.11876857785512","349.263578052996","610.954956751463",0.793965055574678,1,-0.55919636078846
"PPM1E","Q8WY54",0.410668853205533,"4.51156772808626","3.77260242289645","161.330750082426","187.787477528156",0.511161937284063,1,-0.151854278687647
"MTMR7","Q9Y216",0.752039435169137,"5.2278808367149","4.87526066292255","153.544096591053","144.361179848465",0.803694669099946,1,0.0616694472798233
"AFTPH","Q6ULP2",0.00747992450701117,"1.82232760401965","2.9494464420584","148.176687763898","19.9151549130902",0.0353292862875795,1,2.00692440263345
"SERPINA3","P01011",0.0178609601366682,"1.90111959996892","0.888735865451696","4531.27376930047","3388.61878665961",0.059720794817531,1,0.290580684442228
"ERLEC1","Q96DZ1",0.137223790932971,"5.54710529130516","5.04284512608641","772.028208038108","390.330154596335",0.229719574061841,1,0.682028157017571
"ASNS","P08243",0.0875059091534202,"5.07138616103061","4.33194263237977","1131.45041459274","679.937783130608",0.165868101020358,1,0.509254342805691
"UBXN1","Q04323",0.027017929061695,"3.14813587072807","4.5890816402142","195.208881404758","154.998747917964",0.077109970171797,1,0.230653133005728
"TRIM9","Q9C026",0.0106950755297152,"5.38887169612838","4.39466351964979","511.843899534452","139.49964044296",0.0451587358312081,1,1.29995767104297
"LRRC4B","Q9NT99",0.0569206402881051,"5.06988713086276","3.91683085318675","125.031308988568","355.464542252665",0.123913657252706,1,-1.04486132592206
