"Symbol","Uniprot","p_val","acrophase_AD","acrophase_CTL","amplitude_AD","amplitude_CTL","BHQ","Bonf","Log_AD_CTL_ampRatio"
"TRMT10C","Q7L0Y3",0.924767312291501,"4.97685952174646","4.75116229418167","385.777678794056","358.503901659319",0.969451447129116,1,0.073321698591715
"SLIT1","O75093",0.00736694861080657,"5.58804626734703","4.1427486218337","184.07730941305","97.987018085984",0.151570763086526,1,0.630520827834607
"PTCD3","Q96EY7",0.0452768299303624,"5.56574604185966","4.42218421085766","587.265941576735","417.194219686409",0.221501354267165,1,0.341925901308383
"HNRNPF","P52597",0.0770074760741344,"2.13308669320194","1.08797088029514","515.999036804826","287.642574721416",0.277847704422728,1,0.584386249434366
"RPS6KA5","O75582",0.0271123902683445,"2.1682189621068","1.12080393174324","1343.86531803298","721.374318543574",0.175107384116592,1,0.622147137897398
"PLPPR4","Q7Z2D5",0.140629330310349,"5.44179152090273","4.25343192233827","288.429583175776","202.815665436995",0.375262223662375,1,0.352153462564291
"CHMP4B","Q9H444",0.972914656549449,"1.31122591798654","1.39856416099771","612.053939418508","682.305526892656",0.990869720788088,1,-0.108657129240225
"SPR","P35270",0.89292126637837,"1.76826308967031","1.54281732071044","475.351061519701","510.618656890657",0.952067760518818,1,-0.0715694353557537
"JAKMIP1","Q96N16",0.01507981906212,"5.23651597638421","4.10034604928082","203.954789576401","146.982601022471",0.151707928645185,1,0.327584130177173
"MRPS22","P82650",0.520168925683293,"5.0191420140427","4.53141678272241","637.395336684589","727.516011869235",0.722369100024812,1,-0.132245922441416
"BPHL","Q86WA6",0.482887255263736,"4.32990102812494","3.95532799781045","252.338401449934","694.294980151687",0.702509447162112,1,-1.01212586407368
"MRPS27","Q92552",0.604731199890809,"5.11398304992013","4.75963036588787","786.497741349265","693.472674840145",0.775734881093866,1,0.125878013557641
"EXOC6","Q8TAG9",0.00235332883030102,"5.74721867890409","4.44393897224411","311.483231766756","173.91563257171",0.130044305183937,1,0.582775194824878
"MRPL37","Q9BZE1",0.0697053668827218,"4.98418002950317","4.131858686733","368.059989459995","210.684148512807",0.260080176573084,1,0.557885854237718
"PTBP1","P26599",0.00173206103861528,"2.36197958092775","0.883110897514243","432.985039529424","273.194447445355",0.130044305183937,0.864298458269025,0.460519373313667
"MOCS3","O95396",0.542242355420565,"5.90920827984023","5.30603657363709","80.8859181522897","96.6380624368217",0.735268846072994,1,-0.17793294065089
"SIPA1L2","Q9P2F8",0.0617077418006997,"5.41350303137326","4.36016200200319","74.4027947907532","64.947552862517",0.247679412563632,1,0.135913440370034
"MAP2K6","P52564",0.193993858657158,"2.0879129020884","1.43066549070256","588.322036850986","441.030078036101",0.43409388103104,1,0.288161402410553
"LUC7L2","Q9Y383",0.00114868426902055,"2.47761447972543","0.800143955413803","2016.22008748638","486.262757873405",0.130044305183937,0.573193450241254,1.42223066175251
"SDK2","Q58EX2",0.284112341578571,"5.47317000994602","4.80865687809699","86.4944702533835","110.951700911614",0.519120079092948,1,-0.249014495506926
"AK2","P54819",0.360625262200468,"2.41433335530508","1.73217680897911","351.222608820708","327.843430257593",0.60592030041345,1,0.0688840879598276
"RAD21","O60216",0.277097861339825,"2.21100862772889","0.715414455102358","164.989289695165","86.6664178549941",0.51211789929101,1,0.643814089415998
"SERPINE2","P07093",0.249099286634345,"4.9460843904894","4.19696493572871","1067.91204281806","1191.59670174186",0.49325612710531,1,-0.109588793694684
"ALDH3A2","P51648",0.0545659628698107,"2.0863929706593","1.32875677766984","908.371752426643","772.332716695297",0.232166747218118,1,0.162238276429538
"BUB3","O43684",0.00445749664888146,"2.57982560414884","0.186377368591135","781.309280984965","224.682920919069",0.142537177987099,1,1.246280909901
"FBL","P22087",0.0558907092995554,"2.10235122216782","0.4285861839841","328.458836169906","256.174931895398",0.232622047868954,1,0.248550982776029
"PPP2R2C","Q9Y2T4",0.139150691468936,"5.32319049306609","4.66105873305929","183.12240629384","99.0907101807372",0.373312876575264,1,0.614119121015455
"MRPS9","P82933",0.0859157305034681,"5.38941270156657","4.49605127050438","386.805372623555","317.288375890157",0.291645915110412,1,0.198110589937445
"PAPSS1","O43252",0.58842346835342,"4.7279242260864","4.78677645390873","51.1459613698129","111.222721558814",0.762657949891835,1,-0.776851158830209
"ANKRD34A","Q69YU3",0.0144219412439618,"5.40309487595102","4.29283025352358","199.911531936093","110.722971489853",0.151707928645185,1,0.590843598979925
"PMM1","Q92871",0.350004125376853,"5.32770386482377","4.63958880049344","168.706761030334","398.716076942336",0.598123488229622,1,-0.860087510992724
"RPS8","P62241",0.222268357305177,"4.78120668591898","2.97027427806943","208.832818117582","763.88946288478",0.466016429812115,1,-1.29688907806063
"NDUFAF7","Q7L592",0.0111149359677313,"5.53418970288118","4.23615772830584","333.599058850978","338.885195237347",0.151707928645185,1,-0.0157215436157101
"EIF1","P41567",0.269546272043945,"2.49850473125391","2.53669721974135","376.618918541516","168.051306040468",0.505183451736556,1,0.806964524190592
"CDKN1B","P46527",0.0156929297668867,"2.47052374383653","1.28655034827329","978.607841508065","253.914726018635",0.151707928645185,1,1.34913250549446
"PCDHGC5","Q9Y5F6",0.124217156345921,"5.4964860330769","4.62059804670867","59.3376441394993","47.9379705221056",0.351122239001806,1,0.213336018617762
"AHCTF1","Q8WYP5",0.0344701591245891,"2.25126517334546","1.35478068553952","133.911657245495","61.4946597340297",0.18901768574912,1,0.7782299707975
"DTX3","Q8N9I9",0.944051883364913,"5.44852776397098","5.30159067685942","231.961028021686","234.1045769157",0.97757165749113,1,-0.00919855052887593
"OSTF1","Q92882",0.90060625701974,"1.54196755248703","1.5318273882444","212.123079646177","156.526762506093",0.956580714076902,1,0.303939668789493
"HDGFL3","Q9Y3E1",0.0151698593399221,"2.7673275245908","0.290489872687003","1912.38201247059","637.493924625719",0.151707928645185,1,1.09856012398348
"ACTL6B","O94805",0.802553363322424,"5.32688519126648","5.63204085547443","180.167448479463","280.085175436926",0.901607964118271,1,-0.441207067111232
"DKC1","O60832",0.00344378262713254,"2.91016394186782","0.731879994739128","246.422461932824","185.069046702692",0.142537177987099,1,0.286318407079161
"DFFA","O00273",0.749325072207462,"2.62258983183765","2.54605890359291","426.796963869455","294.975205733136",0.866665161668797,1,0.369417101249057
"DHTKD1","Q96HY7",0.0442490063269276,"6.24809624480153","4.36330715674695","172.16121631059","216.410388861211",0.219269516570772,1,-0.228745211547004
"NLGN3","Q9NZ94",0.235422338248888,"5.67657568872694","4.45713535237447","134.176112546635","98.7305977908272",0.483439287185988,1,0.306758303377242
"ARL6","Q9H0F7",0.521670101733472,"2.29316431008454","1.77700508097007","278.093623514828","222.415040485375",0.722369100024812,1,0.223412644056307
"PDCD4","Q53EL6",0.00547100036422237,"1.93028102089459","0.780525894720546","219.101344525486","147.748102019802",0.143685746407735,1,0.394025572852247
"INPP5D","Q92835",0.864582491820962,"1.06711824030904","0.780600750682714","73.2017260715057","59.6235954227682",0.929798843574698,1,0.205167608820893
"SEH1L","Q96EE3",0.305363830820612,"1.02895001031106","0.850272058002738","43.782758190474","128.889905092438",0.546152514621811,1,-1.07971849980786
"SPHKAP","Q2M3C7",0.55375556804261,"3.20033451375757","4.28076166288291","69.1349582087692","89.7557868380176",0.744712290792245,1,-0.261031992240554
"NSDHL","Q15738",0.280652695134161,"5.28228201428238","4.71379107441307","396.661834041056","347.745112480934",0.514873878205685,1,0.131614338260471
"TMEM43","Q9BTV4",0.645655332235739,"0.451233886587265","1.17687870277369","242.630765798703","242.799543092846",0.805885987102979,1,-0.000695371911693259
"WDR82","Q6UXN9",0.0201400592662983,"2.52210736070399","0.874191373273072","327.001446907992","155.773732886623",0.154613685752044,1,0.741560071539088
"SERPINH1","P50454",0.403307782073559,"1.89953294068345","1.33852229404459","340.330193006119","312.269916010712",0.638770319290855,1,0.086048373011985
"CD163","Q86VB7",0.993467710200635,"1.23451457558292","1.25615385439896","507.968354077444","539.749362733382",0.997006785964196,1,-0.0606857382093282
"HSD17B11","Q8NBQ5",0.182670870099282,"1.82434633021819","0.90788625637111","741.289167104131","554.962943743545",0.421718618937243,1,0.289489444691872
"UPF3B","Q9BZI7",0.0788768993351176,"2.1256332839934","1.22463946406847","180.309398943876","140.37925605359",0.277969147319296,1,0.250326526553279
"ARMC6","Q6NXE6",0.414324004108789,"5.6020532984994","4.90659864884572","249.683592274165","232.088302095204",0.642073534317658,1,0.073076573640619
"MRPS5","P82675",0.345562894113451,"5.03015430153622","4.33997893001117","256.695680664081","198.385852142274",0.596606097199618,1,0.257677378797927
"HID1","Q8IV36",0.209369888644548,"2.28862211325686","4.20720998429936","44.9913854306164","118.934668861888",0.457902788083811,1,-0.972103304625474
"DPP8","Q6V1X1",0.241657519539363,"5.1719712518016","4.37948146718163","95.7715709023925","119.888538953131",0.48820689170098,1,-0.224596582819594
"PGRMC2","O15173",0.105320448125581,"2.47244624015958","1.23376513730089","362.318307540732","209.504162526043",0.31659580490762,1,0.547779520040214
"MRPL1","Q9BYD6",0.12142767924273,"5.40457217946434","4.4677112203474","515.104137574658","392.663008130637",0.348232252540933,1,0.271417330759664
"MRPL15","Q9P015",0.407026589226144,"4.77290519389008","4.24822382419227","305.705915351325","355.451743275179",0.639343932895206,1,-0.15076591788708
"PTPRG","P23470",0.161459881064824,"6.17147818312063","5.14932684494323","186.700387976088","176.08272556099",0.400838212195757,1,0.0585512124133245
"PRPF4B","Q13523",0.00959118416840107,"2.41279835921427","1.22689607580968","270.849242970408","104.155528488223",0.151707928645185,1,0.955677118807577
"C1R","P00736",0.667671910252772,"1.56260756026385","1.20403170866126","235.184768414751","184.783970776845",0.816588929451307,1,0.241184036561008
"CHML","P26374",0.0235980499358028,"5.47350879876431","4.40742836434976","270.884015826322","100.081424742597",0.163547596082856,1,0.995706641292409
"ZFYVE21","Q9BQ24",0.174337972810503,"3.01441986615406","5.06006453464502","133.401182679753","268.633773319024",0.410280393426942,1,-0.699988015420547
"DAP3","P51398",0.36919001918266,"5.13714179672388","4.60190580277527","474.752281833658","400.828818006799",0.612045912199825,1,0.169258707670401
"HCLS1","P14317",0.736548967926126,"1.40297266679869","1.03621765170292","311.02476575439","266.956376270556",0.861316005410632,1,0.15278728136246
"SERPINI1","Q99574",0.168956185605989,"5.42604554250601","4.33219272800703","378.896749237728","239.804651309535",0.409235304062058,1,0.457439099489329
"C1S","P09871",0.827517511293684,"1.26031054820109","1.12238791635055","192.160926462941","259.83465494053",0.90961247244552,1,-0.301712306551769
"DCPS","Q96C86",0.00514162165083724,"2.62788648474921","0.408718209304003","534.492034010776","185.227320039852",0.142537177987099,1,1.05973299897944
"ORM1","P02763",0.188612456520692,"1.6316358275621","0.710713926994705","2980.78911650868","3644.53341866277",0.429760802757193,1,-0.201040281752924
"TTC21B","Q7Z4L5",0.096861360571542,"5.6017946198378","4.46782056137924","118.099978362306","64.6991942883165",0.302086368282497,1,0.601782791598894
"TSPYL4","Q9UJ04",0.757131216514838,"2.27545316624589","2.27154340222681","207.596993782173","137.592554679017",0.87052644479471,1,0.411301854770884
"IP6K1","Q92551",0.525409435153082,"0.252753855378931","1.44580956548841","57.427243977325","63.832054614596",0.722369100024812,1,-0.105736663130767
"STK25","O00506",0.556668706343702,"5.28602879061841","4.87979735125832","44.4608204098887","108.84681602363",0.744712290792245,1,-0.895333175076789
"SLC16A1","P53985",0.49917079647241,"2.0397871054741","1.42613740579421","754.974199354988","782.709372132313",0.705626706628138,1,-0.0360778792191623
"SPP1","P10451",0.999381399021063,"1.82342664327322","1.81451925421123","485.62957038641","478.726051466928",0.999381399021063,1,0.014317616228652
"SHISA7","A6NL88",0.695186160790396,"4.96440687250411","4.38240708890243","280.391324077384","267.875164731839",0.844033805923133,1,0.0456651446941764
"FGFR3","P22607",0.494239260137285,"4.96841368948231","4.55787404030139","145.120617987836","101.73228428768",0.702636441049872,1,0.355220545849618
"NUDT9","Q9BW91",0.221964144243845,"3.42471593332006","5.0666417978187","58.4907280287272","214.422267048935",0.466016429812115,1,-1.29907903486751
"CCSAP","Q6IQ19",0.944267613047544,"1.48884723536752","1.69089339933234","242.325135990308","263.878019466093",0.97757165749113,1,-0.0852065873242966
"LGI4","Q8N135",0.493270050848629,"1.92033471944153","1.36740660558369","384.502546042052","263.067514933877",0.702636441049872,1,0.37953970061123
"R3HDM2","Q9Y2K5",0.154942713470909,"5.10969712044218","4.26235649521852","131.325547745568","127.608479529112",0.396494430881967,1,0.0287125150548851
"C20orf194","Q5TEA3",0.0463781761540458,"5.41306036806206","4.60671898252273","138.211234523374","63.4436303092862",0.222526056739124,1,0.778631399820547
"LPIN1","Q14693",0.095804685503071,"2.04263206503708","1.24944166076721","156.971770885093","173.964965087652",0.302086368282497,1,-0.102787942967818
"BEGAIN","Q9BUH8",0.473972414518761,"4.96056728826774","4.41861734702504","62.154076341732","90.7389118173245",0.693584266407219,1,-0.378369877278107
"POLRMT","O00411",0.0688626801137687,"5.22022929141047","4.43858309790721","213.06422113348","100.691229880325",0.260080176573084,1,0.749534923558075
"MRPL44","Q9H9J2",0.193573765356281,"4.78204544739456","3.94481899215294","271.669945758509","205.607652598093",0.43409388103104,1,0.27861814108045
"FOXRED1","Q96CU9",0.193676978871938,"5.50090333386722","4.75844359860943","1004.83056479213","366.20172103066",0.43409388103104,1,1.00938988210248
"PPP1R37","O75864",0.00718732848323814,"5.46440261193839","3.85852517101357","83.6267504434219","71.4462485459682",0.151570763086526,1,0.157418051895779
"VARS2","Q5ST30",0.362780091952036,"3.76700572283488","4.11898318494608","44.3304858011084","109.492260416803",0.60592030041345,1,-0.904181258192821
"PSMF1","Q92530",0.720681776207806,"2.03649919174092","2.15353412968506","88.3042827304665","160.832532288628",0.860490497487551,1,-0.59957504303217
"KCNQ5","Q9NR82",0.215549210200952,"4.91056433845529","3.89521440673192","111.816607311646","72.9757828798377",0.460226683836419,1,0.426732449778233
"PPP4R3A","Q6IN85",0.573631553152962,"1.84693445576291","1.24849074829779","96.2276116197927","80.075634115742",0.752157760432336,1,0.183744725076629
"TFCP2","Q12800",0.466850258602582,"3.20198070428681","4.48060388626477","22.2274197587349","64.3804777956048",0.687192563547753,1,-1.06348379632726
"MRPS31","Q92665",0.169898735568874,"5.12552028107659","4.31220493650422","481.341982980123","305.124702633846",0.409235304062058,1,0.455857446662444
"CBX1","P83916",0.0149785434281337,"2.55354821288824","0.782726542816353","780.206806749977","190.252274624051",0.151707928645185,1,1.41120806875571
"BCKDK","O14874",0.0195618019200302,"5.32504424550602","4.09979508899461","362.122779053807","121.693267988863",0.154613685752044,1,1.09047964095774
"PSMB6","P28072",0.00705914752921516,"2.38852428961546","5.11207733527196","210.384679268182","204.791716120607",0.151570763086526,1,0.0269442173283848
"DCAF8","Q5TAQ9",0.0503352885713036,"5.55832508570662","5.13507352509636","267.828867943838","95.4308999414893",0.230434027496151,1,1.03194579933293
"NCKAP1L","P55160",0.841502756724336,"1.06117906190608","0.684556534000134","85.5579075782221","81.3410024666735",0.914836330295084,1,0.0505432035048023
"PHLPP2","Q6ZVD8",0.0890390974928793,"6.26350205392899","4.19172843020839","151.292420908908","34.0194709586332",0.292305984532545,1,1.49228149045197
"ADCK1","Q86TW2",0.379605951749017,"4.79064022263822","4.22146225321481","59.4469546844957","105.074494322051",0.623103190535393,1,-0.569585171331157
"ABCC1","P33527",0.650959793073542,"3.08995376899383","3.89447227174754","21.3071815584544","30.693713678418",0.805885987102979,1,-0.365013689192715
"PGAP1","Q75T13",0.902904842345132,"4.58453695864876","4.37421225073891","325.977437882976","313.732500001917",0.956580714076902,1,0.0382874580196466
"ARL1","P40616",0.555559527771126,"3.64493803255833","4.40093719111243","158.20921006875","177.454889049593",0.744712290792245,1,-0.114798158895571
"MRPL38","Q96DV4",0.0219635833900476,"5.46207699651529","4.26270648613363","211.306142187902","130.106210536014",0.157284684901821,1,0.484956871752515
"DOP1A","Q5JWR5",0.778656282143234,"4.15031711575208","4.6358667825494","31.7077801716072","34.2851985477532",0.88468746195544,1,-0.0781516497654527
"COG6","Q9Y2V7",0.960375888549696,"4.29457680674998","4.45080746254515","62.907321841132","67.6200156129357",0.984499350755612,1,-0.0722414667705618
"SORCS3","Q9UPU3",0.537621986704348,"4.84024929370739","4.4241241512352","116.481884241814","84.331916982182",0.730990112712451,1,0.322975355603405
"MRPL39","Q9NYK5",0.471508039843342,"4.83488990823641","4.19697614351925","410.948934184314","354.490000599034",0.692007387887728,1,0.147788820530672
"NUDT14","O95848",0.00274386772642218,"5.716315235428","3.88769364102301","521.401072749102","203.557563880919",0.130044305183937,1,0.940570724860659
"SERPING1","P05155",0.00507895178592863,"2.29602851538254","0.855998862771549","816.038320011805","917.937226887936",0.142537177987099,1,-0.117667693325822
"MRPS7","Q9Y2R9",0.0473559719127651,"5.50503939572535","4.56284603775535","471.718353320735","306.612483823701",0.225053618899712,1,0.430797415836528
"DEK","P35659",0.0157680296949392,"2.5446758851223","0.955391709229625","2178.23290109009","423.709070603311",0.151707928645185,1,1.63722216575953
"RINT1","Q6NUQ1",0.246370613249189,"3.29656925037001","4.38179028757906","191.017357010692","144.051127550733",0.491595032676433,1,0.282196009323884
"LARP4B","Q92615",0.514517008336238,"3.86446364545565","3.51849189365469","65.6829134515353","130.036952431138",0.721190975167929,1,-0.682979837098767
"ZPR1","O75312",0.583510281392629,"4.44988096800102","4.26115819459078","44.6971982487694","97.7277484414648",0.762229398991942,1,-0.782274714868008
"AAMP","Q13685",0.486692118062962,"1.73817158036288","0.876281787567987","42.6991986514711","72.0949959778232",0.702636441049872,1,-0.523804484854647
"MRPS35","P82673",0.0789608319803653,"5.53016946729398","4.54347802011796","452.801079893724","394.587902984923",0.277969147319296,1,0.137610975090914
"TMEM63C","Q9P1W3",0.444825263433722,"1.69391960024247","0.991547989891353","122.385132306898","99.8803177115731",0.668577730281407,1,0.203200248280119
"YOD1","Q5VVQ6",0.442452894594366,"1.89042900711815","1.60048920730372","141.875229521801","79.6666800501557",0.667021131125645,1,0.577096574752194
"CPLX3","Q8WVH0",0.230752143338942,"5.32523414893549","4.32832916494429","143.477734312606","243.596211750049",0.479772164692217,1,-0.529332123030404
"PTPN12","Q05209",0.215090702116669,"5.62009568532779","1.1956987638545","9.93884230954722","55.5216020165431",0.460226683836419,1,-1.7203216245139
"AZGP1","P25311",0.092956132459219,"2.10102135225681","1.03166173993374","317.792682517541","260.42308232509",0.299559073047065,1,0.199091680197611
"GATB","O75879",0.142498814139247,"5.29705313673112","4.59838173030945","169.501586216099","103.574870150795",0.378228235401512,1,0.492567550694343
"FDFT1","P37268",0.0183219539598025,"5.57159386636998","4.01483075062604","145.015803069152","109.062542535514",0.152377583765691,1,0.284921220758651
"MRPS18B","Q9Y676",0.0499070639110597,"5.44479055048534","4.70858429815491","295.669603781651","132.058002127665",0.230434027496151,1,0.80600139133257
"ANP32B","Q92688",0.176112725718121,"2.19104736393031","1.35870943079685","337.839529029525","219.33715853246",0.410655374454871,1,0.431960933938303
"EDF1","O60869",0.453362000108321,"1.80771447066884","1.64103119613577","1026.88314709079","464.16337005768",0.675428299401747,1,0.794046841729702
"RPE","Q96AT9",0.572973367872296,"2.18290782835876","1.63166022038653","179.502953512505","199.356732398341",0.752157760432336,1,-0.104904183105374
"USP48","Q86UV5",0.563484468589768,"0.663891704754973","5.50565096714313","12.3235429119551","44.2132386145546",0.745832227655953,1,-1.27751276961781
"FAM102B","Q5T8I3",0.960824015667301,"5.37173911489629","5.26759806327339","78.5191703492064","74.290755215001",0.984499350755612,1,0.0553562843631824
"PSME3","P61289",0.839775441044755,"5.02452452047144","4.84304615460063","136.829508511845","102.66770120813",0.914836330295084,1,0.287238116466048
"CIRBP","Q14011",0.959485704125857,"4.69941070685458","4.79573667916205","902.404764742016","1030.36559214032",0.984499350755612,1,-0.132605801264133
"DSTYK","Q6XUX3",0.169113409738565,"5.85667534886115","1.94289791634252","48.0881656930081","68.0322577935339",0.409235304062058,1,-0.346945860658863
"GTPBP10","A4D1E9",0.368774408549644,"5.09886903471528","4.73699158664911","29.1293217429092","122.354029943959",0.612045912199825,1,-1.43517344027961
"TMX1","Q9H3N1",0.238361166387098,"2.24855243334753","1.60551348140268","296.913434426423","276.590165338392",0.487468123062139,1,0.0709037666790829
"TMEM106B","Q9NUM4",0.400446076814331,"5.54251519869746","6.198505062813","1234.10295879759","913.687282841852",0.637865629491984,1,0.300611264391403
"REEP1","Q9H902",0.823470695211644,"4.42440801502778","4.19488084596018","145.507417302804","182.205194025146",0.90961247244552,1,-0.224906428354207
"FAIM2","Q9BWQ8",0.901597207175278,"0.798908914426982","0.842279988653149","492.027136060897","386.767789806372",0.956580714076902,1,0.240709382964857
"UBLCP1","Q8WVY7",0.725252802307058,"5.16546952250093","5.01114359087696","446.428500432875","318.337987945355",0.860490497487551,1,0.338165580561224
"MRPL46","Q9H2W6",0.920774467328712,"4.4924422514952","4.59912897268161","150.932619753441","196.695144222995",0.967297808835847,1,-0.264821528455141
"CDC73","Q6P1J9",0.0304140874096526,"2.62188280063219","0.845089443325258","139.305759586818","58.2838377779237",0.180410958478336,1,0.871346396726074
"ORM2","P19652",0.155805875215529,"1.81461313524392","0.800355364267223","1982.48738458587","1701.826231418",0.396669039451781,1,0.152650382880139
"SESN1","Q9Y6P5",0.192480333859075,"1.63688559380773","0.786797074795546","137.02181350305","162.592127064452",0.43409388103104,1,-0.171104641100116
"LPIN2","Q92539",0.789648448404745,"4.74840469947263","4.85108365194574","33.1205432404052","50.607716920256",0.891480940619837,1,-0.423950341401973
"C18orf25","Q96B23",0.86285789509689,"2.32913335444391","2.37294262998167","58.0086818472243","44.8314903123374",0.929798843574698,1,0.25768188511173
"PNMA1","Q8ND90",0.51216835999294,"4.51217634107388","5.06085080245373","205.020931929968","222.178071616227",0.719921159539372,1,-0.080367103838551
"DTYMK","P23919",0.329919693577973,"2.40172568722899","1.84672938260431","29.8189099076656","196.344125460759",0.581731191149853,1,-1.88472610894094
"NPTX2","P47972",0.159418271506711,"5.67815207716965","4.17733127395181","173.742876547243","515.535775382187",0.398179722439814,1,-1.08763021511727
"TXNDC9","O14530",0.980681756494716,"4.03083126005262","3.88990359649754","97.9270737848164","90.6927013920253",0.994208270804074,1,0.0767461724892774
"LRRC4C","Q9HCJ2",0.829406162249923,"4.78921940158735","4.51725267288974","49.6479423078472","39.2241488814254",0.90961247244552,1,0.235664345668253
"MTPAP","Q9NVV4",0.938603997174254,"4.72602192860807","4.6322794626412","123.757536937926","101.555579719432",0.97757165749113,1,0.197718072087673
"FHL2","Q14192",0.608065028721461,"5.12292871195662","4.83903646589251","180.843976511259","117.631556555219",0.778011408543613,1,0.430077313775108
"ZBTB16","Q05516",0.0545129474578845,"4.25762756157253","0.690621481525861","25.1341376603781","63.4371898592307",0.232166747218118,1,-0.925823292069578
"SMAD4","Q13485",0.00600062484148997,"2.07514270350632","0.902025909922216","368.422491975082","204.155192128281",0.145112586885518,1,0.59034990530216
"PYCR2","Q96C36",0.0128587499584614,"5.45646560577818","4.38485793452172","120.10575314208","128.09850964326",0.151707928645185,1,-0.0644269436421066
"FKBP9","O95302",0.358567459088358,"5.38375687450149","5.17413605501569","238.578575441024","126.854058883929",0.60592030041345,1,0.631661429803521
"BMERB1","Q96MC5",0.715327638870417,"1.06528365469545","1.15955970746201","103.955053583392","187.325087335463",0.860490497487551,1,-0.588886913831372
"LRG1","P02750",0.480601484755822,"1.60797297324296","1.18911922848327","788.482209777957","912.675900761495",0.701228482143729,1,-0.146270990796383
"ART3","Q13508",0.525442433073214,"0.135026447455864","6.27538032355278","204.455133496414","102.851020046779",0.722369100024812,1,0.687067021446471
"CRHBP","P24387",0.363066472592428,"4.47319538691049","3.78475902317742","27.0574287822043","73.3278052792227",0.60592030041345,1,-0.996978273193848
"PAPSS2","O95340",0.188197959679588,"1.64776234202537","0.839500747289625","64.7177666432701","56.0803342147924",0.429760802757193,1,0.143250561854594
"CD14","P08571",0.732080621163823,"1.11157680971012","1.06533254893452","492.725704589935","340.241701597452",0.861316005410632,1,0.37029638696268
"MRPL19","P49406",0.595765499647537,"4.64464977538984","4.2362452114319","254.896576265553","194.623721251565",0.768183422026152,1,0.269789819801878
"FBXO44","Q9H4M3",0.982253862738294,"4.92268274060068","4.83727004874034","188.360842040032","190.629947288263",0.994208270804074,1,-0.0119746042711047
"ARHGAP17","Q68EM7",0.267325232733435,"1.89343015106","1.17611527488733","25.0777202416692","54.0209582746223",0.505183451736556,1,-0.767392275285237
"HIF1AN","Q9NWT6",0.590763000824507,"1.81979368603143","1.62583462812088","95.1403745966679","182.380241771488",0.763706573604738,1,-0.650740319834738
"MRPL9","Q9BYD2",0.390548609945409,"4.63609923799942","4.56553631514018","44.327175480197","177.034662224826",0.630691768164269,1,-1.3847476142166
"PNMA2","Q9UL42",0.524535499212166,"4.75704497769837","5.30780825473062","315.536474887173","283.8560666785",0.722369100024812,1,0.105806982863168
"SULT1A1","P50225",0.409429538223685,"0.396041284301639","5.97997239366824","648.190998982255","529.449048669094",0.640386742967378,1,0.202348469391164
"AFAP1","Q8N556",0.421191833073318,"4.86999799957184","4.40079370129894","64.3132012538125","45.2762274764747",0.643458683824975,1,0.350982802409068
"MRPS23","Q9Y3D9",0.215016616395602,"5.39159510984373","4.52310139642138","259.460645352916","249.259944062749",0.460226683836419,1,0.04010873144735
"NECTIN3","Q9NQS3",0.115561212909245,"6.05342836186654","3.86236870878579","13.9109717862994","55.8245589606937",0.335261890940193,1,-1.38953603138663
"TTYH3","Q9C0H2",0.0232722164819137,"5.42143961212693","4.18630586248597","332.549145842802","199.542681074791",0.163547596082856,1,0.510759502547056
"HSPB8","Q9UJY1",0.459155733638523,"1.98847607075169","1.22802251409408","396.617124405835","586.319135886288",0.67987748096624,1,-0.390892848643156
"PNKP","Q96T60",0.270308580388097,"5.4087868148253","4.90204140756173","69.1435343296332","45.1505992397946",0.505183451736556,1,0.426180999662842
"NUDT16L1","Q9BRJ7",0.264547830234098,"3.18094073049806","5.2098725097122","48.648556136102","56.5740693896717",0.505183451736556,1,-0.150928612648766
"MRPL45","Q9BRJ2",0.170439722991459,"5.21301861989191","4.36236534890686","246.080070772868","196.782669923487",0.409235304062058,1,0.223557052509467
"MRPL3","P09001",0.0174078533148029,"5.32295897869361","4.25556196769692","412.631891039396","215.15631276154",0.152377583765691,1,0.651191090458069
"MRPS2","Q9Y399",0.276697343643942,"5.20984021580062","4.3592987946842","237.734310172286","242.762674536983",0.51211789929101,1,-0.0209306118315214
"MOAP1","Q96BY2",0.683060690212936,"5.15964789868301","5.007423694256","139.210466200842","97.2076377654873",0.831334840039647,1,0.359137647084717
"CFDP1","Q9UEE9",0.433466729004623,"2.2018879313405","2.04956717191847","166.849634430633","88.6898980905838",0.657446497791206,1,0.631947019853123
"MRPS26","Q9BYN8",0.0329352104731797,"5.43268189191648","4.37543583757025","310.862402871068","180.703816586157",0.186248064427233,1,0.542491061284161
"DZIP3","Q86Y13",0.0174382645412298,"5.42064946287788","4.38155473821703","68.5110498851902","46.1089020905375",0.152377583765691,1,0.395989009174668
"LMF2","Q9BU23",0.448439452792268,"5.29388465168144","5.09397836182811","188.600984246502","115.951352907312",0.671985846676702,1,0.486462857227195
"SEC14L1","Q92503",0.0652647564781148,"5.07310747780632","3.69759496924693","22.8814808412941","26.3980445717438",0.254430574082651,1,-0.142962051655133
"TMEM63B","Q5T3F8",0.974984033881666,"4.24772871877397","4.1543481415431","126.723540116576","140.866779469672",0.990869720788088,1,-0.105806753090169
"ACVR1B","P36896",0.955437585006533,"0.857809085033241","0.748778143097812","35.2713320512762","40.9742530406902",0.984499350755612,1,-0.1498733840331
