"Gene_Symbols","p_cogdx","p_ceradsc","p_braak","acrophase_cog1","acrophase_cog2","acrophase_cog4","acrophase_cog5","acrophase_cerad1to2","acrophase_cerad3to5","acrophase_braak0to3","acrophase_braak3to5","acrophase_braak5to7","amplitude_cog1","amplitude_cog2","amplitude_cog4","amplitude_cog5","amplitude_cerad1to2","amplitude_cerad3to5","amplitude_braak0to3","amplitude_braak3to5","amplitude_braak5to7","BHQ_cogdx","Bonf_cogdx","BHQ_cerad","Bonf_cerad","BHQ_braak","Bonf_braak"
"NOC2L","0.0594698963074062","0.7990053214693","0.53196364134132","6.08477971498304","0.0786394079333541","6.23263827505262","6.11985031700769","6.21714249423051","6.25498404464301","6.07027337625892","6.25364996131703","6.23381962993426","4.66510309047224","6.93226422094109","7.62577974851357","4.8846333618447","6.28424168224357","5.75997941341193","5.50121270897188","5.89511080590204","7.31553518202087",0.455917439181772,1,0.998542284320129,1,0.999922566172817,1
"HES4","0.417603113945772","0.670877473021291","0.570229835825506","5.02318213451403","4.91365733141432","4.74642284472545","5.03323122305187","4.8218874273048","4.95674045874199","5.23051107522675","4.84980990994232","4.73640616301642","5.12254455262845","7.63524314134606","6.24108962465023","3.08645469675466","5.46499967849736","6.169407454123","6.86081529102799","5.95224072446422","5.60764045675916",0.720380283317056,1,0.998542284320129,1,0.999922566172817,1
"ISG15","0.562413180186538","0.912621747562635","0.730569710544443","5.77335362605275","5.7611771935787","5.94922681217736","0.108464902760883","5.79882987576559","5.87204675331361","6.15661225389717","5.79762215693469","5.5587843769733","2.43804146622782","3.04690074017558","1.86004230636456","1.26309690759809","2.18698305467959","2.38843786563971","2.38537867581037","2.30179455375124","2.31966611559353",0.796828614199968,1,0.998542284320129,1,0.999922566172817,1
"C1orf159","0.444610773939184","0.228452636976477","0.963253938364459","2.68858768021787","2.952114347932","2.76447164186378","2.84395615233708","2.79052180730528","2.86415995569895","2.83657355492371","2.7662584619371","2.860126418368","5.69964056849456","6.86608757729631","6.84941444030366","3.0909367116843","6.83329752079332","5.34073866183311","5.65068508557266","6.30004604927172","6.40938701806599",0.734140386637471,1,0.998542284320129,1,0.999922566172817,1
"B3GALT6","0.0859222774324506","0.250253554694913","0.0906788990924825","5.69572096550634","5.90301173764804","5.91379718850277","5.57848479954001","5.87429237139051","5.78006882038818","5.54462788587107","5.91253530430861","5.7840484907357","2.97831968840157","3.73875432671159","3.311199047368","1.82523816820977","3.03774021062906","3.44658545650743","3.26421527712259","3.15851557548371","3.42254317021424",0.493088337338923,1,0.998542284320129,1,0.962710609998457,1
"PUSL1","0.453201255413411","0.999763545280124","0.481718874200139","5.48160361667918","5.53179689732612","5.54548192270048","4.92411112981614","5.52320128552373","5.52701965302799","5.53536095805748","5.4117134583601","5.83755007684342","0.99812470816866","1.23401592457664","0.818030870894652","0.354782405875728","0.939889611099344","0.937754356042246","1.19046200306125","0.949165240102252","0.852041301789271",0.738700371578868,1,0.99990427776116,1,0.999922566172817,1
"CPTP","0.317099324410286","0.330118481967439","0.539062710791367","5.95345987840952","6.19670848348149","6.11940643825498","6.16249565067002","6.09046278221444","6.11861381688112","5.92517844600941","6.14405047548881","6.06787064591732","3.60908793797577","4.28084739405872","3.7305187750953","3.13847833373884","3.5330970919669","4.1016276492474","4.01981256476192","3.75550870945886","3.6812858510048",0.658576644237089,1,0.998542284320129,1,0.999922566172817,1
"DVL1","0.185237141104577","0.171158432430532","0.0113029670158379","6.06558266774023","6.25320288188158","6.17772208669538","6.22081863928913","6.26126833711507","6.08328181802906","5.78190455294521","6.25806732928734","6.26701954852868","5.69156077508317","7.79388415306224","5.8509257595096","4.38636511979289","5.96973309565454","6.62154154518563","7.38391357446985","6.16565017706799","6.01998625024154",0.578755811788794,1,0.998542284320129,1,0.962710609998457,1
"AURKAIP1","0.0480189107471235","0.32661205152394","0.616753385196892","5.64759192888608","5.80275337683115","5.89509128791962","6.28133247079238","5.84274957630266","5.73192262308566","5.7970085148514","5.73582375792945","5.9403036088099","9.51871224499555","11.9641473785861","8.42866963609868","7.01854280412544","8.79681079315727","10.2371247844352","10.9423093450077","9.30956601652401","8.57281071943533",0.437566363382482,1,0.998542284320129,1,0.999922566172817,1
"MRPL20-AS1","0.0924085089758191","0.445530279915288","0.0854455005010212","5.32660278688075","5.07552010122363","5.38183323420872","4.2347627123101","5.34760202771216","5.1377294149597","5.29141151420515","5.21959553155717","5.32344452518291","1.10161715785438","1.28111007872641","0.846762892859103","0.628215696771607","0.939057410807409","1.03861350870007","1.02669270644848","1.13626728586083","0.53726226271058",0.498907641544981,1,0.998542284320129,1,0.962710609998457,1
"MRPL20","0.172263155834025","0.112919114352543","0.886835724056442","5.6775302193251","5.75587745132259","5.83114031626481","6.1723477151686","5.76920485032716","5.78990086970993","5.79738175692288","5.75438812212353","5.78220043440622","6.59703836379468","9.11677277026041","6.00823456209166","6.29421317835504","5.99857264040348","8.12792026791537","7.86313183867434","6.87348160059582","6.07832112809667",0.570744117417921,1,0.998542284320129,1,0.999922566172817,1
"ANKRD65","0.0284400071003667","0.607163954972824","0.126588571152052","5.74139219482352","5.6864645451837","5.88795783130673","5.44946703140188","5.81230772295643","5.72313931376225","5.89759305757848","5.69079456579955","5.97060181481031","4.88205807520023","4.7561062229939","3.91188467973893","0.998885975060532","4.14251388154653","4.47802984456663","4.82407478995385","4.47276466186084","3.42239765413591",0.411906762949116,1,0.998542284320129,1,0.962710609998457,1
"VWA1","0.903931175361994","0.769639636989934","0.367373799610992","0.168601067031181","0.0433550333275213","0.186377415978911","6.02943030120844","0.040231381453251","0.253035956847134","5.69089830700116","0.220390640186996","6.26091147917058","0.321172391065424","0.519638865894713","0.588605424930193","0.357942871914261","0.428042352170418","0.506131513361733","0.198037093660608","0.586022023557319","0.352008173356459",0.956253158412819,1,0.998542284320129,1,0.999922566172817,1
"ATAD3C","0.641463091885078","0.572262171186326","0.759583579266252","1.22151271387532","0.915407659122362","1.53469717122715","1.55624215397058","1.32223173876423","0.937515168512825","0.641106469834306","1.28049721004868","1.23059211383203","0.390109408252941","0.641837914408604","0.328592040608141","0.57997011550161","0.448451564176274","0.396411377818382","0.42552167024106","0.471775114492734","0.32854902952366",0.83457155609659,1,0.998542284320129,1,0.999922566172817,1
"ATAD3B","0.760670161740464","0.216559104206208","0.0440511354405227","2.83646662261247","2.67225663953494","3.00215863491178","2.53844097496644","2.82044233136456","2.8270827276201","2.9841334543164","2.7838102590009","2.83947573607835","2.94255055093139","3.35365451677428","4.07778643934918","3.4158157571031","3.86331815231936","2.55373502516346","2.67281390156102","2.83871143368516","5.46153029061141",0.894018541712158,1,0.998542284320129,1,0.962710609998457,1
"TMEM240","0.645036685609371","0.528010276787267","0.751095218115456","5.70136196938355","5.86579868138302","5.8902021486531","6.08479289327345","5.90690479681159","5.75819784928171","5.66622494214183","5.80754901554927","5.94004830673142","6.31031642076165","7.60876912979433","6.71501128634803","6.50655756573341","6.58538690460762","6.57552275563363","7.15113941615495","6.50808926483535","6.66042358740992",0.837075004795357,1,0.998542284320129,1,0.999922566172817,1
