ID,Phase,Error,Magnitude,ProjectionX,ProjectionY,Inner_Error,Circular_Error,Modified_Inner_Error,Modified_Error,Out_of_Plane_Error,Out_of_Plane_Reconstruction_Error,Input_Magnitude,Dense_Input_Magnitude,Decoding_Dense_Output_Magnitude,Model_Output_Magnitude,Modified_Decoding_Dense_Output_Magnitude,Modified_Model_Output_Magnitude,Covariate_D,Covariate_D_1,Phases_MA
20154287,4.535001818333761,0.5612393617630005,0.657630205154419,-0.11604437977075577,-0.647310733795166,0.5612393617630005,0.05860854685306549,0.5456504821777344,0.5456504821777344,0.017951248213648796,0.017951248213648796,1.878014326095581,1.8505836725234985,1.1066309213638306,1.1540162563323975,0.8077771067619324,0.8570074439048767,cond_0,cond_0,4.527917302755119
46000440,4.064920727406637,0.052599094808101654,1.2179794311523438,-0.7346475124359131,-0.971476674079895,0.12391570955514908,0.023757509887218475,0.11569806188344955,0.045522697269916534,0.007676647510379553,0.008536881767213345,1.4897034168243408,1.4923791885375977,1.0972446203231812,1.23546302318573,1.2916659116744995,1.4415831565856934,cond_1,cond_0,4.997998393682243
20532115,2.249325752258301,0.026570558547973633,1.1910393238067627,-0.7475544214248657,0.9272199869155884,0.060921650379896164,0.018248002976179123,0.05851367861032486,0.02083723433315754,0.005009585525840521,0.006552183534950018,1.447058916091919,0.9259490370750427,0.6693693995475769,1.1238789558410645,0.823955237865448,1.2800397872924805,cond_1,cond_1,0.5304080616509927
20821943,1.363356113433838,0.11152416467666626,1.4460132122039795,0.29781460762023926,1.4150125980377197,0.11152417957782745,0.09946388006210327,0.07636089622974396,0.07636089622974396,0.030608734115958214,0.030608734115958214,1.195612907409668,1.2388790845870972,0.6527799963951111,0.6238913536071777,1.0425375699996948,1.0092360973358154,cond_0,cond_0,1.4163777004754556
21407511,2.7741825580596924,0.03957685828208923,0.7653322815895081,-0.71425461769104,0.27490702271461487,0.03957686573266983,0.027534469962120056,0.0306754969060421,0.0306754969060421,0.007826043292880058,0.007826043292880058,0.6831803321838379,0.7107241153717041,0.806341290473938,0.7570537328720093,0.6191885471343994,0.5764644145965576,cond_0,cond_0,0.005551255849601144
21000180,0.4582310914993286,0.18348392844200134,1.6673640012741089,1.4953527450561523,0.7375791072845459,0.23344318568706512,0.22268737852573395,0.15080121159553528,0.10253528505563736,0.07142145931720734,0.07655719667673111,1.4858877658843994,1.6805452108383179,0.809004545211792,0.706251859664917,1.3947625160217285,1.3147456645965576,cond_1,cond_0,2.321502722409965
20500815,1.1931467056274414,0.20508646965026855,1.2714262008666992,0.46882152557373047,1.1818337440490723,0.2072119265794754,0.03683609142899513,0.1970432549715042,0.1893099546432495,0.0116115752607584,0.013004763051867485,1.3705615997314453,1.3264789581298828,0.6781148910522461,0.6583127975463867,0.9171189069747925,0.911812961101532,cond_1,cond_0,1.5865871082818521
50108886,5.793925557528631,0.1759776771068573,0.9967504143714905,0.8798126578330994,-0.46844539046287537,0.1759776771068573,5.2799287004745565e-6,0.17599549889564514,0.17599549889564514,1.4775333738725749e-6,1.4775307590753073e-6,1.4335548877716064,1.3561192750930786,0.9593400359153748,1.03456449508667,0.9566932916641235,1.031927466392517,cond_0,cond_0,3.2689935635602487
20348895,0.1769883632659912,0.07354913651943207,0.5667042136192322,0.5578513741493225,0.0997772216796875,0.07354914397001266,0.09387262165546417,0.04863807559013367,0.048638083040714264,0.029118124395608902,0.029118120670318604,0.794463574886322,0.7365347743034363,0.8560932874679565,0.9129399061203003,0.499665766954422,0.5667665004730225,cond_0,cond_0,2.6027454506433023
92996364,1.4043604135513306,0.11028412729501724,0.6073930263519287,0.10062592476606369,0.5989997386932373,0.11028412729501724,0.07707010954618454,0.0873086079955101,0.0873086154460907,0.023564741015434265,0.023564744740724564,0.7643578052520752,0.7533647418022156,0.6475164890289307,0.6150822043418884,0.3079085350036621,0.2883305549621582,cond_0,cond_0,1.375373400357963
