"ID","Phase","Error","Magnitude","ProjectionX","ProjectionY","Inner_Error","Circular_Error","Modified_Inner_Error","Modified_Error","Out_of_Plane_Error","Out_of_Plane_Reconstruction_Error","Input_Magnitude","Dense_Input_Magnitude","Decoding_Dense_Output_Magnitude","Model_Output_Magnitude","Modified_Decoding_Dense_Output_Magnitude","Modified_Model_Output_Magnitude","Covariate_D","Covariate_D_1","Phases_MA","Phase_original"
20906079,0.650788304242615,0.147966399788857,0.903776526451111,-0.396763265132904,0.812028884887695,0.151750653982162,0.00462948018684983,0.15147864818573,0.146799102425575,0.00128893950022757,0.00136034958995878,1.0473860502243,1.03917527198792,0.635552823543549,0.718912839889526,0.556798219680786,0.641711950302124,"cond_1","cond_0",0.754445470479728,2.02528834342957
50302978,1.40113889876318,0.52524346113205,1.00642287731171,0.293433904647827,0.962695956230164,0.52524346113205,2.06266158784274e-05,0.525013744831085,0.525013744831085,6.43144585410482e-06,6.43144585410482e-06,1.77826654911041,1.80537641048431,0.665321111679077,0.644159495830536,0.670945048332214,0.64966344833374,"cond_0","cond_0",1.5047960650003,1.274937748909
20964295,2.54385716918421,0.12853915989399,0.875733733177185,0.868090093135834,0.115451991558075,0.174191311001778,0.00772105297073721,0.174006462097168,0.127061069011688,0.00237887445837259,0.00246482342481613,1.03431677818298,1.23791086673737,0.863310575485229,0.747563362121582,0.758922815322876,0.643139481544495,"cond_1","cond_0",2.64751433542133,0.132219478487968
50402729,5.52428388300848,0.132746025919914,0.313310623168945,-0.299922943115234,-0.090607762336731,0.154608339071274,0.235771134495735,0.0789099633693695,0.0515263676643372,0.0743078291416168,0.0782954543828964,0.720589816570282,0.752766847610474,0.994746804237366,1.14583659172058,0.423943698406219,0.542162716388702,"cond_1","cond_0",5.6279410492456,3.43497807184328
20299973,0.63951658907843,0.085455596446991,1.01949524879456,-0.457860708236694,0.910897493362427,0.0919584110379219,0.00019003286433871,0.0920398309826851,0.0853976458311081,5.28513992321678e-05,5.570396388066e-05,0.937436938285828,0.906412303447723,0.636769473552704,0.72119003534317,0.65275251865387,0.736941277980804,"cond_1","cond_0",0.743173755315544,2.03656005859375
84653463,5.23345994654608,0.0619927756488323,1.07490277290344,-0.896628379821777,-0.592851996421814,0.13231498003006,0.00280521204695105,0.131857007741928,0.060282252728939,0.00090736028505489,0.00107082934118807,1.443568110466,1.36712026596069,1.05468237400055,1.17992448806763,1.12093758583069,1.24210524559021,"cond_0","cond_1",5.3371171127832,3.72580200830568
10490993,3.79537045660925,0.0201936811208725,1.07503509521484,0.469057142734528,-0.967308640480042,0.0201936811208725,0.00281513342633843,0.0194547567516565,0.0194547567516565,0.00078402319923043,0.00078402319923043,1.22112810611725,1.14964270591736,1.05034029483795,1.11993682384491,1.11259722709656,1.18225514888763,"cond_0","cond_0",3.89902762284637,5.16389149824251
57978756,0.608682867917541,0.211518362164497,0.991072237491608,-0.472183346748352,0.871359348297119,0.290090024471283,3.98526608478278e-05,0.289852410554886,0.211682513356209,1.10522969407612e-05,1.32284940264071e-05,1.37314212322235,1.29815769195557,0.640370428562164,0.945125818252564,0.633078634738922,0.938926160335541,"cond_0","cond_1",0.712340034154655,2.06739377975464
50105437,2.47820312980128,0.15034244954586,1.29690313339233,1.27159643173218,0.254951417446136,0.150342434644699,0.0440757386386395,0.131266206502914,0.131266206502914,0.0137133803218603,0.0137133803218603,1.46059322357178,1.41486370563507,0.852702856063843,0.908568799495697,1.10703694820404,1.15894651412964,"cond_0","cond_0",2.58186029603839,0.197873517870903
20260284,0.396901366147522,0.084877997636795,1.2402491569519,-0.806910514831543,0.941866993904114,0.0957355946302414,0.0288598276674747,0.0854555368423462,0.0770446211099625,0.00791845191270113,0.00811939779669046,1.12947130203247,1.11218523979187,0.675303161144257,0.779805600643158,0.869634091854095,0.970750212669373,"cond_1","cond_0",0.500558532384635,2.27917528152466
20271359,3.84104025069189,0.0904392153024674,1.55230128765106,0.612823724746704,-1.42621397972107,0.144783020019531,0.152518346905708,0.0971449762582779,0.0531615316867828,0.0426837727427483,0.0453113913536072,1.57857894897461,1.67316699028015,1.05615758895874,1.07712471485138,1.51652085781097,1.54548287391663,"cond_1","cond_0",3.94469741692901,5.11822170415987
11606935,3.96991026106787,0.0954006388783455,1.30953741073608,0.358073830604553,-1.25963139533997,0.223379462957382,0.0479067042469978,0.204178497195244,0.085407592356205,0.013630929403007,0.0146871386095881,1.46298575401306,1.68587279319763,1.07147717475891,1.11214733123779,1.33194959163666,1.37942826747894,"cond_1","cond_0",4.07356742730498,4.9893516937839
5102083,0.236410376462463,0.953342616558075,1.38462436199188,-1.0572988986969,0.894037842750549,0.953342616558075,0.0739679560065269,0.922754645347595,0.922754645347595,0.0203482415527105,0.0203482415527105,2.43764853477478,2.43957781791687,0.712010443210602,0.646880328655243,1.02285969257355,0.954339623451233,"cond_0","cond_0",0.340067542699577,2.43966627120972
50107583,2.23695254031134,0.157451793551445,1.43125557899475,1.29546439647675,0.608493804931641,0.157451793551445,0.0929907038807869,0.123055264353752,0.123055279254913,0.0297746025025845,0.0297746025025845,1.4706437587738,1.45019137859344,0.812307059764862,0.855214774608612,1.18905591964722,1.22546303272247,"cond_0","cond_0",2.34060970654845,0.43912410736084
43074402,2.51201297048045,0.162414863705635,0.983622670173645,0.970414280891418,0.160653740167618,0.262110263109207,0.0001341081369901,0.262171864509583,0.162635743618011,4.15190188505221e-05,5.40153996553272e-05,1.21715426445007,1.46012270450592,0.858183801174164,1.23538041114807,0.844325244426727,1.22131931781769,"cond_0","cond_1",2.61567013671756,0.164063677191734
95919181,2.22168922129584,0.386152029037476,1.1656585931778,1.0473792552948,0.511621475219727,0.386152029037476,0.0137213878333569,0.379994243383408,0.379994213581085,0.00439934711903333,0.00439934711903333,1.75450479984283,1.70669305324554,0.809670150279999,0.8516606092453,0.95366895198822,0.992588043212891,"cond_0","cond_0",2.32534638753295,0.454387426376343
15218541,1.92635732594443,0.183968812227249,0.722870349884033,0.529054462909698,0.492587953805923,0.183968782424927,0.038400411605835,0.171420052647591,0.171420052647591,0.0124697079882026,0.0124697089195251,1.03985559940338,1.03091049194336,0.756951808929443,0.779079556465149,0.517092406749725,0.548882365226746,"cond_0","cond_0",2.03001449218154,0.749719321727753
20865035,0.535138842496399,0.219247534871101,0.938639104366302,-0.506631553173065,0.790169477462769,0.230512768030167,0.00188257999252527,0.229626566171646,0.218308165669441,0.00051925383741036,0.00054054975043982,1.24287366867065,1.23667907714844,0.650539040565491,0.744228065013885,0.600851476192474,0.695710897445679,"cond_1","cond_0",0.638796008733512,2.14093780517578
21000630,2.59604257795525,0.236214235424995,0.897330582141876,0.894458174705505,0.0717403739690781,0.473138153553009,0.00527050299569964,0.470647394657135,0.236608117818832,0.00161059224046766,0.00166018842719495,1.36622548103333,1.73000288009644,0.871642887592316,0.755844056606293,0.785645067691803,0.670257449150085,"cond_1","cond_0",2.69969974419236,0.0800340697169304
14641578,2.54786574545813,0.183137804269791,0.993391931056976,0.985238373279572,0.127015024423599,0.460249602794647,2.18332716031e-05,0.460202276706696,0.183249995112419,6.72268743073801e-06,6.96275674272329e-06,1.29012393951416,1.75224912166595,0.863953530788422,0.748181343078613,0.858375012874603,0.742584466934204,"cond_1","cond_0",2.65152291169524,0.12821090221405
86903794,0.108313080701355,0.108217813074589,1.54152357578278,-1.29461538791656,0.836818933486938,0.108217813074589,0.146623879671097,0.0690033286809921,0.0690033286809921,0.0406840294599533,0.0406840294599533,1.26440978050232,1.31357133388519,0.746033489704132,0.68620890378952,1.1857887506485,1.12062680721283,"cond_0","cond_0",0.211970246938468,2.56776356697083
86408244,5.40462660494757,0.134953334927559,1.78373491764069,-1.63372945785522,-0.715987682342529,0.13495334982872,0.307120203971863,0.0343344509601593,0.0343344509601593,0.0980967134237289,0.0980967208743095,1.76080858707428,1.76870286464691,1.02182412147522,1.01822531223297,1.7128894329071,1.70133578777313,"cond_0","cond_0",5.50828377118468,3.5546353499042
33411712,1.74507605734778,0.175368562340736,1.39652061462402,0.833766937255859,1.12031364440918,0.175368577241898,0.0786143019795418,0.143111020326614,0.143111005425453,0.0253913514316082,0.0253913551568985,1.41089344024658,1.41666257381439,0.723800480365753,0.731916725635529,1.07522356510162,1.07669568061829,"cond_0","cond_0",1.84873322358489,0.931000590324402
26631069,1.10249232951117,0.0589727647602558,0.783454716205597,-0.00218429416418075,0.783451676368713,0.0607212260365486,0.0234459321945906,0.0539053902029991,0.0519155338406563,0.00697033014148473,0.00770389754325151,0.74155193567276,0.691861093044281,0.630452513694763,0.662283837795258,0.444607377052307,0.472837299108505,"cond_1","cond_0",1.20614949574828,1.57358431816101
94144536,0.71823322478247,0.516636729240417,0.818992793560028,-0.309133410453796,0.758409976959229,0.516636729240417,0.0163818039000034,0.506678223609924,0.506678223609924,0.00459454441443085,0.00459454488009214,1.60594832897186,1.62569165229797,0.629402458667755,0.561197280883789,0.480454713106155,0.412815093994141,"cond_0","cond_0",0.821890391019584,1.95784342288971
21362537,2.78776845041228,0.0431977547705173,1.23658955097198,1.22888433933258,-0.137829929590225,0.0700487345457077,0.0279873088002205,0.0583630129694939,0.0332729741930962,0.0082840034738183,0.00839955266565084,1.06148147583008,1.24205911159515,0.901661574840546,0.790824115276337,1.0992351770401,0.985795319080353,"cond_1","cond_0",2.89142561664939,6.17149350443949
20214850,1.91884618702841,0.276103556156158,1.42947471141815,1.03885817527771,0.981922388076782,2.18758392333984,0.0922242626547813,2.14194536209106,0.234726786613464,0.029947180300951,0.0374261811375618,1.61321568489075,3.52117466926575,0.755579710006714,1.00944936275482,1.13575673103333,1.38627481460571,"cond_1","cond_1",2.02250335326553,0.757230460643768
21274866,2.16767489615393,0.294436663389206,1.14910089969635,1.00376677513123,0.559361338615417,0.294436663389206,0.0111155416816473,0.29054006934166,0.29054006934166,0.00357903097756207,0.00357903097756207,1.56448698043823,1.52522754669189,0.800260841846466,0.838915765285492,0.930217087268829,0.965971231460571,"cond_0","cond_0",2.27133206239104,0.50840175151825
3380931,0.182682988080505,0.330264508724213,1.10223424434662,-0.878670871257782,0.665475726127625,0.305467694997787,0.00522591872140765,0.304581254720688,0.329667627811432,0.00144185707904398,0.00145310966763645,1.61520051956177,1.48017418384552,0.725852608680725,0.844282507896423,0.807844638824463,0.924612879753113,"cond_1","cond_0",0.286340154317619,2.49339365959167
7253015,0.814621922406677,0.106799639761448,0.380714893341064,-0.109106451272964,0.364745944738388,0.197768315672874,0.191757008433342,0.12990240752697,0.0505001544952393,0.0544554181396961,0.0585856139659882,0.521897256374359,0.769012451171875,0.623999893665314,0.690620601177216,0.12737762928009,0.238104611635208,"cond_1","cond_0",0.918279088643791,1.8614547252655
11389397,4.28587519827795,0.682099163532257,1.65068113803864,-0.064363993704319,-1.64942574501038,0.682099223136902,0.211692973971367,0.637948393821716,0.637948274612427,0.0633803829550743,0.0633803829550743,2.4280993938446,2.39859008789062,1.09972846508026,1.1530042886734,1.66225981712341,1.71445000171661,"cond_0","cond_0",4.38953236451507,4.67338675657381
46547648,0.457837817105774,0.354127764701843,1.33267331123352,-0.803799688816071,1.06297898292542,0.760034143924713,0.055335771292448,0.730198502540588,0.342728435993195,0.0152051970362663,0.0156912673264742,1.69816792011261,2.21930837631226,0.663522362709045,0.763453781604767,0.9339599609375,1.03024673461914,"cond_1","cond_0",0.561494983342887,2.21823883056641
15387421,1.52599322501135,0.148565471172333,0.931647419929504,0.380495309829712,0.850405931472778,0.152318716049194,0.00233603827655315,0.152687937021255,0.147720217704773,0.00074020016472786,0.00082879734691232,1.00852477550507,1.11078226566315,0.685216009616852,0.659542202949524,0.625209748744965,0.595711231231689,"cond_1","cond_0",1.62965039124847,1.15008342266083
66754397,2.14671122733069,0.0824635475873947,1.18823230266571,1.02559614181519,0.600040316581726,0.0813908725976944,0.0177156962454319,0.0744739472866058,0.0735585391521454,0.00571232149377465,0.00616628257557749,1.11855900287628,1.15257728099823,0.796576976776123,0.699241638183594,0.961000263690948,0.871104717254639,"cond_1","cond_0",2.2503683935678,0.529365420341492
85065193,1.87124490443182,0.258135735988617,1.39696204662323,0.96841949224472,1.00681006908417,0.258135735988617,0.0787894353270531,0.232098370790482,0.232098370790482,0.0255705825984478,0.0255705825984478,1.53307104110718,1.5255161523819,0.746869087219238,0.764871776103973,1.09840941429138,1.10958325862885,"cond_0","cond_0",1.97490207066894,0.804831743240356
79590778,6.04689818722786,0.370549589395523,1.60967743396759,-1.56757128238678,0.36576172709465,0.370549619197845,0.18585330247879,0.310897201299667,0.310897201299667,0.0539485737681389,0.0539485812187195,1.87215268611908,1.88469934463501,0.848334550857544,0.806875228881836,1.35491538047791,1.30569314956665,"cond_0","cond_0",6.15055535346498,2.9123637676239
20237131,0.232257124814514,0.594965159893036,1.29731726646423,-0.994101464748383,0.833543181419373,0.594965159893036,0.0441987738013268,0.584564208984375,0.584564208984375,0.0121612045913935,0.0121612045913935,1.95728898048401,1.97369587421417,0.713055789470673,0.648077249526978,0.952869117259979,0.884998500347137,"cond_0","cond_0",0.335914291051628,2.44381952285767
39989287,0.44816350642157,0.0158092398196459,1.19951891899109,-0.732710123062134,0.949727058410644,0.0932123810052872,0.019903901964426,0.0845833644270897,0.0129278628155589,0.00546743907034397,0.00684639159590005,1.03982591629028,1.1067453622818,0.665304780006409,0.963245093822479,0.826983034610748,1.11242508888245,"cond_0","cond_1",0.551820672658683,2.22791314125061
21176459,3.0234670907588,0.375035375356674,1.46565759181976,1.37810552120209,-0.498976200819016,0.475154966115952,0.108418494462967,0.453320205211639,0.342358618974686,0.0309037379920483,0.030978012830019,1.78118801116943,1.95596206188202,0.937791049480438,0.843812465667725,1.32239460945129,1.22048902511597,"cond_1","cond_0",3.12712425699592,5.93579486409296
15176592,6.16596275670113,0.635644257068634,0.801668763160706,-0.753533720970154,0.273604929447174,0.635644137859344,0.0196676347404718,0.629855573177338,0.629855632781982,0.00560535490512847,0.00560535490512847,1.82671558856964,1.85861015319824,0.81212043762207,0.763889849185944,0.65327924489975,0.610332548618317,"cond_0","cond_0",6.26961992293825,2.79329919815063
6073025,1.49037682715369,0.875139832496643,0.820614397525787,0.308262646198273,0.760514378547668,0.875139832496643,0.0160895958542824,0.877044677734375,0.877044796943665,0.00507650664076209,0.00507650664076209,2.16732144355774,2.19548201560974,0.67932665348053,0.665969371795654,0.522333264350891,0.513923585414886,"cond_0","cond_0",1.5940339933908,1.18569982051849
20252720,4.14359152022314,0.283732801675797,1.38554441928864,0.142846748232841,-1.37816119194031,0.323210537433624,0.0743222609162331,0.298663288354874,0.267868340015411,0.0217262990772724,0.0238210819661617,1.84516513347626,1.86282289028168,1.08891367912292,1.15451884269714,1.41818833351135,1.49682474136353,"cond_1","cond_0",4.24724868646026,4.81567043462862
21101658,2.70275879356575,0.217574551701546,1.76553237438202,1.76490390300751,-0.0471026003360748,0.217574521899223,0.293019890785217,0.124757669866085,0.124757669866085,0.0879839137196541,0.0879839137196541,1.8169276714325,1.74987781047821,0.888450384140015,0.953616738319397,1.53768241405487,1.59707975387573,"cond_0","cond_0",2.80641595980287,6.25650316128601
50401264,0.843611475858215,0.13354966044426,0.873072147369385,-0.225857615470886,0.843352437019348,0.308278024196625,0.00805533863604068,0.310155779123306,0.125757664442062,0.002297043800354,0.00257581053301692,1.18563425540924,1.40964794158936,0.623151063919067,0.933903098106384,0.51698887348175,0.851228296756744,"cond_0","cond_1",0.947268642095329,1.83246517181396
21157370,2.50428834262801,0.0913786813616753,1.35383486747742,1.33390724658966,0.231430768966675,0.0913786739110947,0.0625995472073555,0.0679589956998825,0.0679590031504631,0.0194026846438646,0.0194026865065098,1.37025833129883,1.31649649143219,0.856935143470764,0.914022326469421,1.15980756282806,1.21248829364777,"cond_0","cond_0",2.60794550886512,0.171788305044174
21191200,6.20153528554024,0.205148339271545,0.785680770874023,-0.728501856327057,0.29424375295639,0.492243349552155,0.0229663699865341,0.479514300823212,0.20170521736145,0.00651270616799593,0.008903369307518,1.38349950313568,1.61824226379395,0.801382184028625,1.05433678627014,0.63042825460434,0.89302533864975,"cond_0","cond_1",0.0220071445977701,2.75772666931152
20205705,4.71675371828986,0.210630297660828,0.322821915149689,-0.146167293190956,-0.287835210561752,0.210630297660828,0.229285076260567,0.128597542643547,0.128597542643547,0.0730442255735397,0.0730442255735397,0.970813274383545,0.950581192970276,1.10727524757385,1.14089298248291,0.510263204574585,0.554558753967285,"cond_0","cond_0",4.82041088452697,4.24250823656191
20730959,1.67896812859488,0.110743686556816,0.513565838336945,0.278729200363159,0.431346595287323,0.110743686556816,0.118309080600739,0.0725064724683762,0.0725064724683762,0.0380443222820759,0.0380443260073662,0.69172203540802,0.659079909324646,0.711854934692383,0.714567363262177,0.295286446809769,0.324863523244858,"cond_0","cond_0",1.78262529483199,0.997108519077301
20147440,1.34671771231604,0.0777739584445953,0.541482031345367,0.129467606544495,0.525776505470276,0.101257398724556,0.105119369924068,0.0735065415501595,0.0445760115981102,0.0325173549354076,0.036363746970892,0.5892653465271,0.686978161334991,0.657421946525574,0.656337022781372,0.261177182197571,0.243732020258904,"cond_1","cond_0",1.45037487855315,1.32935893535614
31726180,2.30214971009207,0.130863472819328,1.29451704025269,1.20506608486176,0.472853183746338,0.130863472819328,0.0433701351284981,0.113159641623497,0.113159641623497,0.0137976286932826,0.0137976286932826,1.40495073795319,1.36400783061981,0.823459923267365,0.870158314704895,1.07898223400116,1.121018409729,"cond_0","cond_0",2.40580687632918,0.373926937580109
21138877,1.18457853499365,0.166933581233025,1.17249035835266,0.0928790047764778,1.16880583763123,0.166933581233025,0.0148764615878463,0.159543484449387,0.159543484449387,0.00448417477309703,0.00448417477309703,1.19438457489014,1.2297979593277,0.637711107730865,0.597912430763245,0.787004172801971,0.745598614215851,"cond_0","cond_0",1.28823570123077,1.49149811267853
76647134,1.41207587424231,0.0653127282857895,1.06672310829163,0.322156071662903,1.01691377162933,0.0845424383878708,0.00222598738037049,0.0829324126243591,0.0645443350076675,0.00069513061316683,0.00077827012864872,0.9266796708107,1.02728140354156,0.666972100734711,0.656894862651825,0.725457906723022,0.718726933002472,"cond_1","cond_0",1.51573304047942,1.26400077342987
