"ID","Phase","Error","Magnitude","ProjectionX","ProjectionY","Inner_Error","Circular_Error","Modified_Inner_Error","Modified_Error","Out_of_Plane_Error","Out_of_Plane_Reconstruction_Error","Input_Magnitude","Dense_Input_Magnitude","Decoding_Dense_Output_Magnitude","Model_Output_Magnitude","Modified_Decoding_Dense_Output_Magnitude","Modified_Model_Output_Magnitude","Covariate_D","Covariate_D_1","Phases_MA","Phase_original"
20154287,4.42426013651801,0.561239361763,0.657630205154419,-0.116044379770756,-0.647310733795166,0.561239361763,0.0586085468530655,0.545650482177734,0.545650482177734,0.0179512482136488,0.0179512482136488,1.87801432609558,1.8505836725235,1.10663092136383,1.1540162563324,0.807777106761932,0.857007443904877,"cond_0","cond_0",4.52791730275512,4.53500181833376
46000440,4.89434122744513,0.0525990948081016,1.21797943115234,-0.734647512435913,-0.971476674079895,0.123915709555149,0.0237575098872185,0.11569806188345,0.0455226972699165,0.00767664751037955,0.00853688176721334,1.48970341682434,1.4923791885376,1.09724462032318,1.23546302318573,1.2916659116745,1.44158315658569,"cond_1","cond_0",4.99799839368224,4.06492072740664
20532115,0.426750895413879,0.0265705585479736,1.19103932380676,-0.747554421424866,0.927219986915588,0.0609216503798962,0.0182480029761791,0.0585136786103249,0.0208372343331575,0.00500958552584052,0.00655218353495001,1.44705891609192,0.925949037075043,0.669369399547577,1.12387895584106,0.823955237865448,1.28003978729248,"cond_1","cond_1",0.530408061650993,2.2493257522583
20821943,1.31272053423834,0.111524164676666,1.44601321220398,0.297814607620239,1.41501259803772,0.111524179577827,0.0994638800621033,0.076360896229744,0.076360896229744,0.0306087341159582,0.0306087341159582,1.19561290740967,1.2388790845871,0.652779996395111,0.623891353607178,1.04253756999969,1.00923609733582,"cond_0","cond_0",1.41637770047546,1.36335611343384
21407511,6.18507939679207,0.0395768582820892,0.765332281589508,-0.71425461769104,0.274907022714615,0.0395768657326698,0.02753446996212,0.0306754969060421,0.0306754969060421,0.00782604329288005,0.00782604329288005,0.683180332183838,0.710724115371704,0.806341290473938,0.757053732872009,0.619188547134399,0.576464414596558,"cond_0","cond_0",0.00555125584960114,2.77418255805969
21000180,2.21784555617285,0.183483928442001,1.66736400127411,1.49535274505615,0.737579107284546,0.233443185687065,0.222687378525734,0.150801211595535,0.102535285055637,0.0714214593172073,0.0765571966767311,1.4858877658844,1.68054521083832,0.809004545211792,0.706251859664917,1.39476251602173,1.31474566459656,"cond_1","cond_0",2.32150272240996,0.458231091499329
20500815,1.48292994204474,0.205086469650269,1.2714262008667,0.46882152557373,1.18183374404907,0.207211926579475,0.0368360914289951,0.197043254971504,0.18930995464325,0.0116115752607584,0.0130047630518675,1.37056159973145,1.32647895812988,0.678114891052246,0.658312797546387,0.917118906974792,0.911812961101532,"cond_1","cond_0",1.58658710828185,1.19314670562744
50108886,3.16533639732314,0.175977677106857,0.99675041437149,0.879812657833099,-0.468445390462875,0.175977677106857,5.27992870047456e-06,0.175995498895645,0.175995498895645,1.47753337387257e-06,1.47753075907531e-06,1.43355488777161,1.35611927509308,0.959340035915375,1.03456449508667,0.956693291664124,1.03192746639252,"cond_0","cond_0",3.26899356356025,5.79392555752863
20348895,2.49908828440619,0.0735491365194321,0.566704213619232,0.557851374149323,0.0997772216796875,0.0735491439700127,0.0938726216554642,0.0486380755901337,0.0486380830407143,0.0291181243956089,0.0291181206703186,0.794463574886322,0.736534774303436,0.856093287467957,0.9129399061203,0.499665766954422,0.566766500473022,"cond_0","cond_0",2.6027454506433,0.176988363265991
92996364,1.27171623412085,0.110284127295017,0.607393026351929,0.100625924766064,0.598999738693237,0.110284127295017,0.0770701095461845,0.0873086079955101,0.0873086154460907,0.0235647410154343,0.0235647447407246,0.764357805252075,0.753364741802216,0.647516489028931,0.615082204341888,0.307908535003662,0.288330554962158,"cond_0","cond_0",1.37537340035796,1.40436041355133
15712086,2.53446097377253,0.129203483462334,0.596655607223511,0.590682625770569,0.0842136442661285,0.129203483462334,0.0813433453440666,0.109458014369011,0.109458029270172,0.0250981859862804,0.0250981859862804,0.946543157100678,0.923119366168976,0.861801266670227,0.920255720615387,0.52965921163559,0.596869707107544,"cond_0","cond_0",2.63811814000964,0.141615673899651
20105242,1.83914243880225,0.278612107038498,0.656967580318451,0.439999163150787,0.487859725952148,0.278612077236176,0.0588356107473373,0.263196647167206,0.263196617364883,0.019080113619566,0.019080113619566,1.28313291072845,1.26239931583405,0.740987598896027,0.756531596183777,0.444521814584732,0.473736047744751,"cond_0","cond_0",1.94279960503936,0.836934208869934
9032080,0.923821565541748,0.340490192174911,1.58856320381165,-0.28667938709259,1.56248128414154,0.340490192174911,0.173203319311142,0.281569004058838,0.281569004058838,0.0499953366816044,0.0499953366816044,1.59846043586731,1.66245007514954,0.622628390789032,0.563785493373871,1.12112295627594,1.06123840808868,"cond_0","cond_0",1.02747873177886,1.75225508213043
35286551,1.76100629273367,0.318735957145691,0.549592614173889,0.335105717182159,0.435610115528107,0.318735957145691,0.101433396339417,0.295234680175781,0.295234680175781,0.0327901877462864,0.0327901877462864,1.29621362686157,1.29329514503479,0.726700305938721,0.736097037792206,0.34044998884201,0.372296214103699,"cond_0","cond_0",1.86466345897079,0.915070354938507
20311676,0.107754942807678,0.208069249987602,0.573008418083191,-0.481402337551117,0.310789972543716,0.208069235086441,0.0911608934402466,0.176787227392197,0.176787227392197,0.0252958443015814,0.0252958480268717,0.933468341827393,0.971533834934235,0.746188998222351,0.686389982700348,0.416781276464462,0.372794061899185,"cond_0","cond_0",0.211412109044792,2.5683217048645
76755449,3.25084525052023,0.19489848613739,1.07766091823578,0.904500305652618,-0.585860252380371,0.18676446378231,0.00301560922525823,0.186147689819336,0.193461418151855,0.00083667738363146,0.00084024778334423,1.43096029758453,1.42398500442505,0.972264647483826,0.904117822647095,1.03553199768066,0.965550899505615,"cond_1","cond_0",3.35450241675735,5.70841670433153
92613520,1.52038180533362,0.455706655979156,0.765180349349976,0.308584094047546,0.700197696685791,0.455706685781479,0.0275701284408569,0.446789801120758,0.446789741516113,0.00873021222651004,0.00873021222651004,1.55485808849335,1.56609773635864,0.68427836894989,0.673527181148529,0.479016214609146,0.475585669279099,"cond_0","cond_0",1.62403897157073,1.15569484233856
50103255,0.325685021314148,0.243896991014481,1.40532386302948,-0.987930834293366,0.999463677406311,0.243896991014481,0.0821437239646912,0.23318350315094,0.23318350315094,0.0225383210927248,0.0225383210927248,1.37063038349152,1.41335666179657,0.690648317337036,0.622660577297211,1.01877510547638,0.948047816753388,"cond_0","cond_0",0.429342187551261,2.35039162635803
54122640,1.87496727410269,0.065471388399601,0.881113409996033,0.613176047801971,0.632752656936646,0.0685350671410561,0.00706700840964913,0.0666049867868423,0.0643221288919449,0.00229370826855301,0.00253259297460317,0.83174604177475,0.854548394680023,0.747550964355469,0.67735630273819,0.643573760986328,0.566577672958374,"cond_1","cond_0",1.97862444033981,0.801109373569489
50108048,0.687388536366943,0.466485440731049,1.02551579475403,-0.416189849376678,0.93726658821106,0.770567536354065,0.00032552817719988,0.769155383110046,0.466529756784439,9.09803929971531e-05,9.64425053098239e-05,1.67608559131622,2.14003777503967,0.6319739818573,0.711808979511261,0.652999043464661,0.732602834701538,"cond_1","cond_0",0.791045702604057,1.98868811130524
11652071,1.37450372878027,0.164185017347336,0.776214182376862,0.206459686160088,0.748253226280212,0.411441892385483,0.025040041655302,0.397800981998444,0.156504258513451,0.00777773186564445,0.00870296917855739,0.94724041223526,1.42528188228607,0.661386966705322,0.656479954719543,0.466299623250961,0.451145201921463,"cond_1","cond_0",1.47816089501739,1.30157291889191
81852640,2.74933893683863,0.0800549238920212,0.908125460147858,0.905689418315888,-0.0664718449115753,0.13845220208168,0.00422046426683664,0.138689026236534,0.0792794823646545,0.00125735416077077,0.00127859495114535,0.933417558670044,1.17474818229675,0.895705699920654,0.783224642276764,0.819564044475555,0.708574891090393,"cond_1","cond_0",2.85299610307574,6.20992301801314
20963866,2.40020256939841,0.0738733112812042,0.781689047813416,0.752131402492523,0.212922751903534,0.0770946517586708,0.0238298363983631,0.0707323253154755,0.0689995363354683,0.00749371433630585,0.00788124836981296,0.852785468101501,0.889989972114563,0.839898526668549,0.727293968200684,0.65554141998291,0.540219068527222,"cond_1","cond_0",2.50385973563552,0.275874078273773
21274280,2.2436220318408,0.385546863079071,1.24057734012604,1.12636947631836,0.519926846027374,0.452341645956039,0.0289387330412865,0.439882457256317,0.374306112527847,0.00926023442298173,0.00990012381225824,1.62926638126373,1.82062447071075,0.813456118106842,0.70894581079483,1.02270364761353,0.925925016403198,"cond_1","cond_0",2.34727919807792,0.432454615831375
91018909,3.41784518662405,0.177765220403671,0.555683553218842,0.409691512584686,-0.375415831804276,0.200865775346756,0.0987085551023483,0.168615818023682,0.150899305939674,0.0271129198372364,0.0274993814527988,1.04982781410217,1.11906456947327,0.997255384922028,0.952410995960236,0.639117300510406,0.609664440155029,"cond_1","cond_0",3.52150235286117,5.54141676822771
70153803,6.26978236538949,0.231403425335884,1.46713805198669,-1.31972885131836,0.640944600105286,0.356301575899124,0.109108991920948,0.316342502832413,0.204868867993355,0.0306669883430004,0.0307145267724991,1.6628657579422,1.76959049701691,0.781028270721436,0.90982586145401,1.16183459758759,1.28653228282928,"cond_1","cond_0",0.0902542244470132,2.68947958946228
