Gene_Symbols,Sine_Coefficient,Cosine_Coefficient,Weighted_Average,Fit_Average,Fit_Average_1,Fit_Average_2,Amplitude,Amplitude_Ratio,Offset_Plus_Minus_Amplitude_Ratio,Acrophase,F_Statistic,P_Statistic,BHQ_Statistic,Bonferroni_Statistic,R_Squared
FAAP20,-1.3858856933161898,-0.5318208608746161,-30.40793542485295,11.07406979477865,-0.006434710928979467,-1.8622929863989865,1.4844233166451928,-0.0488169714880395,0.9069104089366918,4.345977265112007,2.2639318153727213,0.10525816688793488,0.12788046230088315,1.0,0.13091519541211138
SKI,0.9775832053087237,1.0198275514948127,-130.8009225248345,45.707146064665274,0.12006951403866514,-8.45698158888971,1.4126985375831544,-0.010800371360644895,0.9786300605606099,0.7642517622132748,0.03436525996353726,0.966221343364329,0.9699564677498735,1.0,0.08601940352950233
MORN1,-0.21080871688955624,2.5287941160910234,40.10871959598256,17.015667833533364,0.657647805432178,-1.3268158531549425,2.5375657620430654,0.06326718448267886,1.1350805340319776,6.200014278311543,10.68865459253599,2.9965613414173475e-5,5.4416964116414744e-5,0.42020779690695464,0.19931691127224593
RER1,0.034073244361873437,-6.718528882201776,-99.64526037314954,32.614216552703134,-1.9443023207872543,1.014207162578824,6.718615283446492,-0.06742533722413649,0.8736673472648164,3.1365211635601487,55.05732216099928,0.0,0.0,0.0,0.5046676828305542
PEX10,-1.1173532832043924,-1.5878650812958355,-23.60454106453281,9.571733401694166,-0.38160430607035717,-0.1290332788015256,1.9415957035094267,-0.08225517701027395,0.8479930080122072,3.7547859951458467,14.091164537145497,1.2142290426453428e-6,2.5114563143018734e-6,0.017027133865015642,0.24998957773952835
PLCH2,-0.6510806914311781,-2.7569604861741146,-122.0252065524632,8.997949897055657,-1.1555215483927868,-1.779963334195106,2.8327967080395853,-0.023214848702769127,0.9546237063854168,3.373502557267302,12.199263482497226,7.173746795707814e-6,1.3864036840712606e-5,0.10059745131621067,0.2654160555654699
PANK4,0.977533625878027,-2.9898534357866002,95.05121971469481,10.68827703306916,-0.43873139989857096,5.42009495334373,3.145599395537706,0.033093729938232445,1.068452818981344,2.825597742632865,36.81687911404105,1.9984014443252818e-15,8.230127299199245e-15,2.8023583453773426e-11,0.38587689983703233
TNFRSF14,0.17384761599137105,-1.1249717105008843,-47.27382428079085,11.00887147892317,-0.8907437037173872,0.5696103948099195,1.138325236043359,-0.024079398131238217,0.9529735718242575,2.98827037802674,6.67146085719501,0.0014107148116904167,0.0021516699808934864,1.0,0.06325010489635452
PRXL2B,2.0070585082298456,-8.22368325485404,-240.70373392204982,22.76785328231621,-2.2314565326530498,-3.912308766293119,8.465060550972128,-0.035167965253557205,0.9320536059190295,2.902213908700346,55.42328111292444,0.0,0.0,0.0,0.5154587288219855
TTC34,-0.33845813332282404,0.22821291243327324,13.112787427189595,2.3113236674075273,0.09991774083383988,0.12990924379508045,0.4082095557598418,0.03113064693731038,1.0642618054516915,5.305638491533638,2.00373266572725,0.13616880922659158,0.16233063094316874,1.0,0.04732657515156047
PRDM16,0.4720927682474903,0.01186718145044869,-25.466090218961,2.7127882047757517,0.1410542848516994,-1.7905770031566766,0.47224189969459135,-0.018543949842091564,0.9635873349501187,1.5456642264597529,1.9968699079667087,0.1370972908704775,0.16336805828320072,1.0,0.19398026389232592
MEGF6,0.09330061598795715,0.3478872908504059,6.7392227041115405,1.7154965545276128,0.12403797842526773,-0.21987696069203838,0.36018130445508567,0.05344552632684808,1.1129264671254473,0.26202599081804734,1.7385719957076493,0.1770836806686653,0.20693703783472447,1.0,0.07705496310896998
TPRG1L,0.6895930350141648,-28.078097365526187,-533.1733752969299,59.43757630491165,-7.896031216707556,1.596524096654984,28.086564229572627,-0.052678107217808696,0.899916020183919,3.1170377692071467,162.51650350763734,0.0,0.0,0.0,0.7228638208584004
WRAP73,-0.04502582570773838,-0.43488683450573534,9.532645723577787,8.634189121198874,-0.16093595727465496,0.6224029638960897,0.4372114863622438,0.045864652798420565,1.0961386724282647,3.244759651572878,4.316452628475662,0.013968073226679478,0.01909106148710783,1.0,0.02481345702313742
LRRC47,-0.6662196305883116,-10.922318219401182,-188.2707853137365,29.71078130132034,-2.8223194196757486,0.29058305678024055,10.942617780131235,-0.058121698286307866,0.8901417514064035,3.2025133506401486,151.5673810134479,0.0,0.0,0.0,0.6811362177086024
CEP104,0.029569140868072993,3.786428435226524,88.93104879267844,30.375917928016758,0.7078915173254773,0.10353432896754908,3.7865438897738475,0.042578423859604676,1.088943940518343,0.007809084553326184,15.859525448942955,2.340522723409677e-7,5.147608241903059e-7,0.00328211501503739,0.2447775628537865
DFFB,0.5708389711426369,2.1159492660359756,106.136345934784,14.29695677935247,0.5991283186625714,2.009485810079864,2.1915972320235686,0.020648885287328493,1.0421685031591281,0.26350596878901655,12.389278285005528,5.9973314003869405e-6,1.1661200530730182e-5,0.08410057822762607,0.22244977354175732
C1orf174,0.2373767376120746,-1.821908493412314,-34.30002336741626,7.658481231488165,-0.5557324584647437,0.10101026586557865,1.837307343349849,-0.05356577526694114,0.8983152708175829,3.012032328548656,21.526733937557946,1.3074442639648964e-9,3.4495373308710708e-9,1.8334290913579743e-5,0.2655137900288318
AJAP1,-7.087213437394457,1.9451354137289705,-269.4862594290962,77.55238388936719,-1.9897727311026963,-8.584168690718124,7.3492956182839135,-0.027271504060553287,0.9469049731200453,4.9802503083496665,2.242181400549442,0.107546848966531,0.13048360123357536,1.0,0.1040508767654279
NPHP4,-3.549875344036984,6.357619662027273,246.0171465940599,45.27395372250069,2.518287181591129,0.02451645159383231,7.281548099490758,0.029597726013405323,1.0610009411701238,5.773942159218825,28.310121387606873,3.1170621639375895e-12,9.947783961059812e-12,4.371056272489682e-8,0.2943876173097095
KCNAB2,2.9035739868137975,-29.619304906955268,-850.4701862277198,168.23765393105143,-3.423208063858042,-33.93467268554798,29.761282987601295,-0.03499391685863576,0.9323785071803175,3.0438750906574445,67.76885549788368,0.0,0.0,0.0,0.5887877452707625
CHD5,8.1860948427602,-10.180791994997294,-556.3478537762026,145.97562035808954,-2.444876326987094,-23.088900279037194,13.063715949915098,-0.02348120130462502,0.9541150315712809,2.464373409812272,1.3720504880384352,0.2547654981431534,0.28937117936671314,1.0,0.1214101774902786
RPL22,-6.103597938270256,-21.115010472303084,-917.0074411099213,68.4909465282908,-8.207428506279419,-15.136719154045371,21.97948077270084,-0.02396870492795289,0.9531846924371787,3.422986844315675,46.046723815028066,0.0,0.0,0.0,0.49939246378623914
RNF207,-0.7564835499672904,2.048545564754607,33.68594263733402,10.699846705005724,0.35689538229009715,-0.2448675890788479,2.183759669067749,0.0648270316368554,1.1386417996027487,5.929440279206484,14.758784803716894,6.511509720308339e-7,1.3797355818658785e-6,0.009131090080788384,0.19855254023311664
ICMT,0.39595808964912343,-6.691639572755944,-104.92726182230211,21.21877546529524,-1.2381010673573165,-1.2598637469404865,6.703344163955178,-0.06388562941161582,0.8799013208836218,3.082489510513485,109.55758475924327,0.0,0.0,0.0,0.6143927593528378
GPR153,-0.6929161025803282,-0.12596497899432268,-29.56869871638139,7.507348585948635,-0.10427041253072389,-1.3084795230062505,0.7042726042862608,-0.02381818053751841,0.9534718546900319,4.532563095022915,0.45864291535019414,0.632469661460968,0.6627650622229229,1.0,0.027538697119790068
ACOT7,-0.918195973167987,-9.011535822928373,-30.385419782035797,76.21518204741679,-3.297954183738438,7.072125262625119,9.058193072189578,-0.2981098545673173,0.5407016539957128,3.2431334038052153,13.618150934383355,1.8903513028245555e-6,3.836236804559876e-6,0.026508396319508742,0.20435125038944957
TNFRSF25,10.609599241878353,3.3569771318819144,-100.00604641091581,63.04033722325454,0.8750670490044006,-10.573373365000883,11.128022804489747,-0.11127349999184756,0.7997369684552653,1.2643538271799502,8.259352423847334,0.00030507139172741837,0.000497328077911368,1.0,0.1920262047634269
PLEKHG5,-1.6929872668353394,-0.9795075311641508,5.04328737354308,37.18891706238392,0.55263955055795,-3.458203361736255,1.9559245612430667,0.38782730714568886,2.2670519664554414,4.187877709462333,0.5271618348333906,0.5906833694938851,0.6228402805032521,1.0,0.0534860891517186
NOL9,-1.020551416173426,0.8553957039368087,75.84810924434282,29.828775790567093,0.00511320151177407,2.073310633345001,1.331625699424254,0.01755647850277262,1.0357404331518554,5.40997497248059,1.7512149713718874,0.17487784351857694,0.20449566374758207,1.0,0.057471857833403805
ZBTB48,-0.9663800672234671,0.23772065812741042,-4.340065513516123,10.219038095438117,-0.12561928182394774,-0.20783503199774175,0.9951892009197859,-0.22930280610292655,0.6269384484204495,4.953590784852549,1.7078401712109321,0.1825628085760893,0.2126487469609187,1.0,0.04547694884988385
KLHL21,4.957632893738422,-6.829568894331749,4.0491531180330185,25.073428651126793,-1.2024698089402843,3.389639739893579,8.4392615311709,2.0842041002565224,-2.8446711274443626,2.513690108652731,107.84619658875492,0.0,0.0,0.0,0.5753666724302913
PHF13,0.5664237975733439,-3.0237671612985246,-51.48914386446114,8.183046463522604,-0.6301713370691677,-0.4351622286811285,3.0763620990066736,-0.05974778114596,0.8872415074436832,2.9564148473618626,64.1165815454467,0.0,0.0,0.0,0.48010864021320376
THAP3,0.39244579804047336,-1.4754302977159486,-15.21185556557856,7.830927522061946,-0.1713813848715716,-0.4280892268341185,1.526731236275002,-0.10036456300109073,0.8175794343515382,2.8816245839169903,17.925860597303306,3.47667431510601e-8,8.202120444268436e-8,0.00048753403920731575,0.2488901461233466
DNAJC11,-1.9654635638948164,3.8779751283782518,-33.10362991518355,44.980361266418846,0.14210385021198396,-4.062783966975233,4.347612921744348,-0.13133341971510626,0.7678254395628499,5.814090807765883,8.667940963992965,0.000206105517040589,0.0003422806330483396,1.0,0.13811340263188288
CAMTA1,10.975620739817327,43.22734316214784,454.9094266975826,454.77154346496536,18.167936145957864,-65.64604728959226,44.59896240365237,0.09803921349227422,1.2173912989540692,0.24865017949719262,9.071067781137577,0.00014008053008218724,0.0002372689060686691,1.0,0.2904028141497609
VAMP3,0.34649809678954874,0.08527632048976992,54.858357189041385,9.657223931078322,-0.09459343351147609,2.396423237369333,0.3568374726889728,0.006504705772710514,1.0130945879874946,1.3294830652709406,0.00027354916131783544,0.9997264884350124,0.9997977854317629,1.0,0.14020207393864814
PER3,3.5278927207539774,-0.8772429342394085,70.87998566460055,47.01180945440944,1.2534710478816318,-3.444671458927218,3.6353242241678894,0.051288444686910704,1.1081223147323946,1.8145126502878963,1.6146802632428054,0.20023552060598215,0.23156050680007323,1.0,0.07134889621892448
PARK7,-1.7236108700234147,-14.420330487759733,-355.1191959880771,40.68615853265275,-5.81505516770141,3.0223423323423586,14.522973724670706,-0.04089605374404572,0.9214214453077331,3.2605547230043044,36.52317263262759,2.6645352591003757e-15,1.0852389758456163e-14,3.736477793836457e-11,0.3770311168134699
ERRFI1,0.06358498031321529,-1.7039959628011745,26.94121524920979,27.72138722027738,0.2557194903870161,-0.9595396116743224,1.705181893806093,0.0632926866153934,1.1351386622288615,3.104294740986861,2.1372167678771565,0.1193148225344548,0.14363050531381746,1.0,0.061116958323015336
SLC45A1,-1.544887124023191,-1.937258683778707,-7.061666401911964,17.093632858653393,-0.5485043300048812,0.8841270443101227,2.4778311955919547,-0.3508847706146351,0.4805111757163609,3.81478315207266,8.15357551228982,0.0003377119123476602,0.0005480539459381135,1.0,0.20552064959213356
RERE,2.508388196056679,65.40785015045574,2381.7369324734773,387.06554726261146,19.792659231604954,19.14340801355776,65.45593076755223,0.027482435140129036,1.0565181260126422,0.03833117221815019,62.81826405137323,0.0,0.0,0.0,0.5478792396134837
RERE-AS1,-1.25318283233759,-0.09693007855870066,3.157858932526082,4.000869031378255,-0.05629303640830231,0.16510392252763084,1.256925873468702,0.3980310394876452,2.3224304427552824,4.635195557558361,6.1935015087420044,0.0022418595465655278,0.003351556121693859,1.0,0.12621226096672922
ENO1,2.430911029758371,-34.52560957752326,-317.5029485197558,84.0650247031739,-6.833912995926914,6.442186816057286,34.61108269231356,-0.10901027172716153,0.8034098069129872,3.0712997332676717,123.27024790298363,0.0,0.0,0.0,0.6276079237142309
GPR157,-0.13162743105804237,1.0220202310319566,41.90214637193621,2.249696043559602,0.3991795036437959,0.35989453584976594,1.030461611728236,0.024592096132297014,1.0504242297705073,6.1550989862203735,14.208208057828667,1.0884207298778037e-6,2.2605041313798045e-6,0.015262923895076441,0.2130655382559129
MIR34AHG,2.754243525248485,22.758892204008134,671.8619544686178,33.38727918188804,9.72002237572418,-6.103050162879185,22.92494344049807,0.034121508574822684,1.0706538325011783,0.12043269621380652,38.47526266214589,5.551115123125783e-16,2.3776202618079676e-15,7.784328737159285e-12,0.38712563617068174
LNCTAM34A,-0.7981248270777968,1.7155384457095277,81.62912844534436,3.8764974908327967,0.8916876138609037,0.31197571148044057,1.892108717358869,0.02317933259113198,1.0474587267949969,5.847736204680034,12.804027473298373,4.058894887748465e-6,7.99071781705696e-6,0.05691788301089673,0.20006854471144409
H6PD,-0.059413551589548655,3.1370001575995103,66.8600241988045,10.664330804366607,0.7421900193386606,-0.12765514286297977,3.137562741825546,0.04692733482261659,1.098475880249661,6.264247963832316,36.45467431487982,2.7755575615628914e-15,1.1278366759141242e-14,3.8921643685796425e-11,0.3460277978935785
SPSB1,-0.03458371564991788,0.12247700157437454,-10.140457014842625,3.6026066915931363,-0.10924365013097836,-0.22991788731922708,0.12726605715116548,-0.01255032756066967,0.9752104617043488,6.007981130631944,0.436701279556541,0.6464690796098389,0.6762727268458614,1.0,0.004836356011807652
SLC25A33,-1.5116148468337136,1.8244006506461838,81.99152490754773,15.711477923884676,0.24194862780333895,2.1384150487862534,2.369265113752855,0.028896463584796098,1.0595126317662615,5.591274132210197,16.080544728126576,1.9070326318093578e-7,4.2280345606106916e-7,0.0026742318595862624,0.273227887230873
TMEM201,0.40720721277904626,-1.295407160193761,-2.8847275626283135,9.462018146608086,0.4972290657783212,-2.358020747209675,1.3579018465340356,-0.4707210012223245,0.35987722915344833,2.837026094615326,3.2339704501344473,0.04042301654893621,0.05213870134894522,1.0,0.15393661741310782
PIK3CD,0.8074578446861197,2.055135108022451,70.48525874156536,8.777561900492637,1.1850828891909815,-1.4775633113459234,2.208068948917041,0.03132667721364178,1.0646795498063921,0.3743687448624095,13.138438911347452,2.9644082151225604e-6,5.914897040504221e-6,0.041569896400663664,0.19361265784446868
CLSTN1,2.6439816945244257,-105.38533710767103,-2878.9963460000345,379.24854084589475,-27.96597267496552,-47.043184508462325,105.41849892926025,-0.03661640594845652,0.9293539910455996,3.1165092099998044,164.89306853828643,0.0,0.0,0.0,0.7339546783829372
CTNNBIP1,-1.2292613729963997,0.7613105029651477,-0.09704478122614546,20.369151873731163,0.2676959233083161,-1.8976373889985645,1.4459174267799804,-14.899486695843326,-0.8742097755569135,5.266895927971931,1.625823282840531,0.1980342359606997,0.22924171131557636,1.0,0.0742211251592404
LZIC,-0.029162722617482612,-1.6511709492677988,-1.9327993188084633,14.297694072862102,-0.47593255786378,0.9820974981136349,1.6514284629060951,-0.8544231399689087,0.0785025040366634,3.159252660781075,9.818161062208334,6.861381690803636e-5,0.00012018130833142567,0.9621715545013939,0.17023454995713216
NMNAT1,-1.2666981683892318,3.2096415661045534,71.48511240918847,10.767631606842272,0.6911337974833813,0.262379268291699,3.45055404720267,0.0482695477549413,1.1014353331682878,5.907295952358798,34.12840462112945,2.020605904817785e-14,7.687183017704774e-14,2.83349566032598e-10,0.3669978797919986
UBE4B,0.6510141833670456,30.942293895704662,631.13222992087,131.2595655054391,9.511230287532326,-11.648642883790426,30.949141684303736,0.0490374920136531,1.1031323350854063,0.021036518834495428,86.53614985906832,0.0,0.0,0.0,0.5968296089181551
KIF1B,-8.6665510459547,35.318927665411785,1040.0407307400856,388.98805403589984,17.163271867810447,-32.42851985394306,36.36668473296306,0.03496659665154151,1.0724671219259663,6.042559782061706,28.611736438784654,2.3929747072770624e-12,7.70532360967767e-12,3.3556684320146246e-8,0.33703581151860185
PGD,-0.2995374172221391,-2.8152277523412974,13.134796858864433,24.084363888851122,-0.16494298537605398,0.09833637760952327,2.8311181469286555,0.21554335231442776,1.5495354088727726,3.2475928533999383,6.63624834229376,0.0014596346171490415,0.002222584720024428,1.0,0.16842688308616438
CENPS,-0.1345648904870965,0.337538577593604,22.25592744869877,6.225672741937917,0.06121198266796621,0.5074500947571622,0.3633730880454931,0.016327025188372382,1.0331960430070755,5.903830133900012,0.8980762225817722,0.4081642011498534,0.44478970793720185,1.0,0.02915008759932536
CORT,0.04265957018382321,-0.7265602810561167,17.147274433243922,3.443527048837992,-0.016392465257113534,0.6821340169248393,0.7278115696638876,0.0424447379376432,1.0886522994949177,3.0829455583133245,4.158947370256791,0.016298012117601735,0.022126732880736678,1.0,0.1453637635909799
DFFA,0.8504501084895735,0.2881265983771265,-22.8416041223133,17.72968762385468,0.015435253395414017,-1.8999270177774272,0.8979322489599654,-0.039311260459277526,0.9243513238913517,1.2441400889669314,0.48721402992827684,0.6146960229978917,0.6458291998576036,1.0,0.03921054089552345
PEX14,-2.740467691523074,7.485219278345591,254.53269892252774,51.38442607942239,2.803341982636169,-0.8962461262032048,7.971114778573841,0.03131666309404126,1.0646582054235987,5.93222492806348,55.42889033737245,0.0,0.0,0.0,0.4209965040058816
