Gene_Symbols,Sine_Coefficient,Cosine_Coefficient,Weighted_Average,Fit_Average,Fit_Average_1,Fit_Average_2,Amplitude,Amplitude_Ratio,Offset_Plus_Minus_Amplitude_Ratio,Acrophase,F_Statistic,P_Statistic,BHQ_Statistic,Bonferroni_Statistic,R_Squared
NOC2L,1.793590722603667,-5.824778051355835,-204.30663005793394,28.148400007694683,-2.1022615020665323,-2.969329120515413,6.0946703789267085,-0.029830996562365507,0.9420662289988492,2.8428818048187243,22.981154464326764,3.5274116960692936e-10,9.697097473824683e-10,4.9464894213979704e-6,0.3765035923024632
KLHL17,1.0773932777126687,0.33786764113779116,69.57881673557958,6.973281010709415,0.859295993702625,-0.259477080658563,1.1291283442498743,0.016228047518268403,1.0329914823803026,1.2669120801197802,4.933809377739209,0.007638765898869804,0.010775416376607108,1.0,0.11038897269176717
HES4,-5.077093997069831,-2.9917956858254855,-275.5674334506331,19.48883585562513,-4.822473928622124,4.015018546327295,5.893023407454487,-0.021385050234937145,0.9581253901650151,4.179894132909771,7.300752404345011,0.0007678513219198102,0.0012030814622660893,1.0,0.2997689245302909
ISG15,-0.2553984904905218,-2.212861407715037,-70.43382823740885,5.246659640347181,-1.166468241071047,0.7751698766996431,2.2275511214558943,-0.031626154323850825,0.9386867923204619,3.256499730903199,6.705687588845279,0.0013647438930445288,0.0020856368365478888,1.0,0.14954459827249678
AGRN,0.022362732967630274,0.21467987002450076,-104.79728968342013,16.325674657336883,-0.16278245860377727,-4.917352676443479,0.2158414659409032,-0.0020596092379195495,0.9958892480668173,0.10379347638403075,4.579676136395875,0.010796500229363404,0.01497668638998546,1.0,0.0740951242131016
C1orf159,-0.16771943101660192,6.377906501212113,-121.27118413042535,29.191455015564248,-0.9557480651193185,-3.3854849076819784,6.380111374086213,-0.05261028347199528,0.9000384391106987,6.25689442535781,30.87692818252257,3.3217872896784684e-13,1.1467607868823527e-12,4.658142316316116e-9,0.3422764104013286
SDF4,1.5657078851717388,-5.50247802707604,-146.80226171341315,36.34914841557219,-1.6322343051184793,-2.4267628578211875,5.720900769996241,-0.038970113288612426,0.9249831871192873,2.8643734790533735,29.986665940199703,7.20201676074339e-13,2.4207545790005887e-12,1.0099388103590456e-8,0.2994488453448614
B3GALT6,-0.29101000431365015,-3.1631361365124766,-68.17158006169589,8.296955920518071,-0.7749599623669241,-0.6754190442747067,3.1764944578452683,-0.046595582132180485,0.9109578084836677,3.233334865055147,58.261950378997234,0.0,0.0,0.0,0.5392332065756973
UBE2J2,1.6279169908660998,-1.7187839292996272,-179.6818544169489,26.71136591793727,-1.3676579468355992,-4.439291525520732,2.3673470224640076,-0.013175214771384851,0.9739922284333461,2.383339019032364,6.620834186306977,0.0014815821839313514,0.0022546095458783875,1.0,0.22612452115580173
SCNN1D,0.8387020528209841,1.019457082343409,-15.92003883349929,9.4481421358157,-0.024487494289188075,-1.0646102351511195,1.3201188871258032,-0.08292183837818161,0.8468553584580618,0.6884268663528414,1.5576405057629121,0.21189473790995805,0.24427819053858452,1.0,0.06329918548313618
ACAP3,1.8612965253826492,-4.308108071093004,-455.1412441568955,73.19340818872408,-2.5582288945472014,-14.77070251041442,4.692996900448391,-0.010311078067956043,0.979588310389164,2.733769997945357,1.0053189708562722,0.3668414314870214,0.4033414923743533,1.0,0.10186796050470814
PUSL1,-0.38161033229060803,-0.8588387499687609,-14.802255857959935,3.704701744919674,-0.2950714079709156,0.22505542412764498,0.9398034071862328,-0.06349055280522341,0.8805996863107978,3.5597238532877524,9.021676623760749,0.00014686172653577412,0.00024824517733982167,1.0,0.21843171035425402
INTS11,4.654088995202571,-1.325195069992258,100.32332173935242,31.947701742450807,0.6809623369443255,0.6472324640831024,4.839079080651344,0.048234837092252965,1.1013586942915419,1.8481929661293706,19.472878639961806,8.43772607339588e-9,2.0941988093315114e-8,0.00011832223272723041,0.22050210074823684
CPTP,0.6345578104982809,-3.669201765867316,-103.9156227885415,10.00681556849635,-1.053724053707992,-1.3705170948751146,3.7236682469720903,-0.03583357484706033,0.930812100095614,2.9703448681540565,69.23173228961637,0.0,0.0,0.0,0.5340030347645458
DVL1,1.5393529292232098,-5.958761324646456,-93.84936415288996,25.809693293125232,-1.2196265944449751,-1.0317610539836266,6.154384125549075,-0.06557725969803024,0.8769169309851566,2.8887853778508825,51.69233505268699,0.0,0.0,0.0,0.44301554754154693
AURKAIP1,-1.191141182837669,-9.236709350277863,-270.0104871472503,24.181627456168957,-3.46040604284009,-0.8677197362559994,9.31319584991975,-0.034491978249869965,0.9333161030243605,3.2698421590331463,34.33555227178653,1.687538997430238e-14,6.463905862049775e-14,2.3664359360964227e-10,0.4047733078769499
CCNL2,0.8831293210707373,0.7316313218005714,-105.18208045052779,49.70385282730457,-1.7021717356011883,-0.8892400135244599,1.1468224748296978,-0.010903211553883494,0.9784287725486123,0.8789450437296316,5.733203880683103,0.003505749883612741,0.005135394402789248,1.0,0.025154283388829413
MRPL20-AS1,-0.6238841878080554,-0.7805974947292299,-37.31213130937479,3.068749238211922,-0.4699045860026674,-0.1374302709261203,0.9992817063143241,-0.026781683898696278,0.9478337326840386,3.8158695763677355,17.597581928133444,4.701222389158488e-8,1.0990438894492948e-7,0.0006592524156316948,0.2978948723211948
MRPL20,-1.1079373487383701,-6.622499111167422,-182.65388965485806,24.17457759682773,-3.134639715918841,1.9261540983573697,6.7145379324375485,-0.03676099066450382,0.9290849270072515,3.307356491984631,24.84912624281955,6.638656291357847e-11,1.915117818837916e-10,9.309387717371109e-7,0.3396928639925738
ANKRD65,-0.5881826332208976,-4.293931166790971,-164.28020535063874,9.40108289495864,-1.8518506747695143,-1.2026890727918615,4.33402857341314,-0.026381928146258487,0.9485923759513054,3.2777254158764744,45.244654774196114,0.0,0.0,0.0,0.4676392221237504
VWA1,0.23307506880214446,-0.4068014825826015,-38.903075875577784,2.230484291438669,-0.06801282897924968,-1.6239336483257314,0.46884052078348243,-0.012051502618532198,0.9761840131903353,2.62130377439444,3.4638587784515766,0.03224168243016945,0.04216011867943549,1.0,0.2409186187356127
ATAD3C,0.43115685351295985,0.010842409296869993,19.527590381397353,1.6379627681216358,0.09688038603593276,0.4630744056099571,0.43129316035680043,0.022086348183934918,1.0451703443201121,1.5456543754317393,2.5263001685121806,0.08121680032380052,0.10050328193969772,1.0,0.08062955813200967
ATAD3B,-0.2550962980962518,3.665144753260406,-27.20045660175475,18.29991942055612,0.1641072653474727,-2.661222891701579,3.6740114566580617,-0.1350716831871508,0.7620032546175675,6.213696762498798,9.252913936317182,0.00011771439726038224,0.0002008894965050919,1.0,0.19846455253075346
ATAD3A,-0.656581632630838,-0.4542990646922642,-16.534912657986638,13.109426992041149,0.3618437364061678,-2.655041667923554,0.7984278805806088,-0.04828739631684446,0.9078737443825002,4.107109429705689,0.7868078674882487,0.45599223785737886,0.49232977760040225,1.0,0.11064129730656602
TMEM240,-0.7565867085300793,-6.540589372343928,-97.9932716802058,24.413650086681397,-2.669021955809559,4.080923805453308,6.584203276414142,-0.06719036076171872,0.8740798957109004,3.2567564273184484,33.51833868821805,3.4083846855992306e-14,1.2728569492984823e-13,4.779577844615801e-10,0.41218659604535723
SSU72,2.9166499792899376,-21.67234327910124,-239.9977672600951,61.353443066925635,-2.8584664099981176,-3.3683241241895745,21.86772302524652,-0.09111636026825033,0.8329850718289122,3.0078170646414306,131.86287396727582,0.0,0.0,0.0,0.6585458582691124
FNDC10,0.6891482434610556,-4.45739086977188,-178.99335444360878,18.96464093243743,-1.316056213801854,-4.24234210812722,4.510350171260672,-0.02519842250725371,0.9508418625037915,2.988199188990438,11.299494218513516,1.6789271376049797e-5,3.1337142620304315e-5,0.2354359525063463,0.23150382780938106
MIB2,3.0867276279636022,-0.3564211964844383,-4.299843187195961,34.21569354793948,0.824386784333105,-4.729740276800804,3.107237280694412,-0.7226396743832703,0.16100890380109742,1.6857561574534086,2.7504185502452625,0.0650979613889392,0.08152797289962439,1.0,0.09440726671402933
CDK11B,-0.9778457653642012,1.378438164296091,22.26662817243397,12.575271211480338,0.18595502310670697,-0.2314576080013466,1.6900515121228339,0.0759006482272477,1.1642694545378551,5.666187254337748,2.990386137377936,0.05138199206551686,0.06543131808343107,1.0,0.06802447965001024
SLC35E2B,0.8247164476254963,1.6814404838786015,-37.850085552846224,26.168038400761542,0.4030329400350654,-4.366329213017963,1.8728052007109344,-0.04947955000249939,0.9057064999458416,0.4560043324010526,0.3877550253568665,0.6788308236174726,0.7065947624397133,1.0,0.07107666429052462
CDK11A,0.004384518108600062,2.102297898743274,61.6700998501199,11.034048146518531,0.5531705754360626,0.30268140711065233,2.1023024708779254,0.03408949354690948,1.0705852008424448,0.002085580618324636,4.362689517312452,0.013349911695911043,0.01829611138699771,1.0,0.1080277419287915
SLC35E2A,0.2998973172216247,0.2834051470646972,-11.86655527035225,33.3047970078608,1.6619064116687252,-8.058768727539826,0.4126219556197785,-0.034771839528754,0.9327932241670019,0.8136644208205605,0.5188543353980094,0.5955981327026744,0.6275507261920206,1.0,0.10140643153718065
NADK,0.407680825129706,-1.729145493476579,-16.561811912410008,16.3182660187918,-0.8501824539448966,1.5777012344280663,1.7765550351139703,-0.10726815667932876,0.8062471930900218,2.9100510109652897,15.661367635955274,2.8128280848971343e-7,6.152595263533382e-7,0.0039444288234512515,0.18892006341296452
GNB1,-8.110595983065068,-49.91190704274019,-1621.6353049877025,247.0840195354114,-14.412967650908108,-32.858563467087166,50.56659205289248,-0.031182468645917862,0.9395209488251587,3.30268282258979,123.22166377459301,0.0,0.0,0.0,0.7026032106993942
CFAP74,-0.2233503747979485,2.425226063730946,12.297898191968557,19.866024663279855,0.2477297995491912,-1.2392111607032774,2.435489037159125,0.1980410797960322,1.4938933274678536,6.191349692830135,5.681262260195853,0.0036873898495407564,0.005387961640107328,1.0,0.13897475212904542
GABRD,-4.3314987831434095,-31.51183368269995,-482.7241416304232,93.89097941887005,-7.793386428731005,1.9526863652191946,31.808136439510506,-0.06589298876181549,0.8763609678334419,3.278192886799994,89.79335092836719,0.0,0.0,0.0,0.6067090263626287
PRKCZ,2.2574720631506624,-4.353527690837915,-299.2605752188754,95.14540246812203,-0.9291404242740551,-14.56996881623684,4.904017074888526,-0.016387113709521513,0.9677541883629097,2.6632244123847526,2.4053370660541558,0.09152630711374876,0.11217503217398836,1.0,0.22043105072946156
