"Gene_Symbols","p_cogdx","p_ceradsc","p_braak","acrophase_cog1","acrophase_cog2","acrophase_cog4","acrophase_cog5","acrophase_cerad1to2","acrophase_cerad3to5","acrophase_braak0to3","acrophase_braak3to5","acrophase_braak5to7","amplitude_cog1","amplitude_cog2","amplitude_cog4","amplitude_cog5","amplitude_cerad1to2","BHQ_cogdx","Bonf_cogdx","BHQ_cerad","Bonf_cerad","BHQ_braak","Bonf_braak"
"KLHL17","0.808213239954714","0.26947369669049","0.0881675204053437","1.68028379395091","1.3312709384753","1.68507796404106","0.978913410312388","2.44545587098816","1.17124038454222","1.97288984768926","1.56231316392057","0.932176105139241","1.69389026302288","0.630338416239826","2.47337610145506","1.22443262935987","2.0046524021516",0.994227989076161,1,0.999831158178818,1,0.972383137101586,1
"HES4","0.338643231762871","0.911739214169594","0.997062018346938","4.24668792592344","3.43527995095489","4.23971240901504","4.20835577625021","4.10731967805702","4.13784393942873","4.21629536709098","5.76677689569095","3.93484923138","5.59144320753105","4.80355964044331","4.972340987286","5.46728502678768","5.07888225239384",0.994227989076161,1,0.999831158178818,1,0.999429946182618,1
"ISG15","0.109740133763542","0.124662257082491","0.76875911224094","3.23250668804207","2.88162500958938","3.42751059828801","3.04750253610772","4.79333242010464","2.87271087845562","3.40210676759086","0.268722982469275","2.04791104495581","0.268865177387963","1.75131663354459","1.6139740650441","0.552965890770148","0.338658893168315",0.994227989076161,1,0.999831158178818,1,0.991971993983251,1
"AURKAIP1","0.678155807137418","0.694815903005099","0.0463829552053434","3.06518351352055","2.7150782242477","3.11828152529408","2.79545679792589","4.29261751715026","2.67460744977922","3.32839830827651","3.65435001180755","3.0959412181353","3.44515877263452","4.25570630649578","4.01130705542571","2.89986540461603","5.08164718247472",0.994227989076161,1,0.999831158178818,1,0.972383137101586,1
"MRPL20-AS1","0.815999406314106","0.742997817970476","0.557700338609617","3.42638475095131","3.72185035267331","3.35978836477106","3.92849133781166","5.00326816815915","3.81458497754965","3.27234560440976","0.478902884675729","0.30564149589901","0.467242588741529","0.36875029275541","0.144953137225099","0.42035761693129","0.588017283484405",0.994227989076161,1,0.999831158178818,1,0.972383137101586,1
"ANKRD65","0.153523351374281","0.633798715110876","0.902835535427271","3.26514841081543","1.94205509120137","3.21439903784963","2.51355129952103","4.49032066191757","2.94236002583887","3.06885689498631","0.545187651358839","0.598686790618334","0.501709476817458","0.434382997832922","0.635148966704215","0.451870752135356","0.606223753233706",0.994227989076161,1,0.999831158178818,1,0.999429946182618,1
"ATAD3C","0.302044846665137","0.880044433758833","0.697345854453261","1.16100542370135","2.0446326102003","1.24962264123665","1.39768283827687","5.33660690867601","0.797804819311792","1.42232230154737","0.191158340832265","0.790055970196326","0.179024600667902","0.305005755810423","0.446322249186451","0.165396917801572","0.347555099477149",0.994227989076161,1,0.999831158178818,1,0.977496226852652,1
"PEX10","0.401203326850841","0.358319123128053","0.844621845304408","4.08905893249454","4.46215243874487","3.99757271531394","4.76420942523295","3.64066100938581","3.92391621427399","4.2213350290608","1.48758577256042","0.863806193520789","1.37257816731415","1.26589520575937","0.873380075951744","1.4547358755145","1.29187693401616",0.994227989076161,1,0.999831158178818,1,0.997277133901805,1
"TNFRSF14","0.261539283083722","0.128834875192691","0.745536128583114","1.10717549110172","2.39980315474331","1.23293098477379","5.44726329922602","2.61998167090711","0.906289722154006","1.28887312078341","0.48476090882732","0.427554335921311","0.527760733501588","0.215131937314991","0.579411732909802","0.400665366992901","0.485039040475586",0.994227989076161,1,0.999831158178818,1,0.988519192278348,1
"TTC34","0.104167196328322","0.494172437135279","0.0345825739917224","5.39370374273438","3.99998953257508","5.34156726196597","4.5337682176138","2.81304133535252","5.04009048334236","5.58206122277294","0.435336740918551","0.485542453740667","0.407007752468532","0.396691409227278","1.41897393284744","0.339174478991949","0.613548337744654",0.994227989076161,1,0.999831158178818,1,0.972383137101586,1
