"Gene_Symbols","p_mesor","mesor_CTL","mesor_AD","BHQ","Bonf"
"NOC2L","0.000483195085447414","21.4611275295754","20.4997986858837",0.00407387268654774,1
"KLHL17","0.0830609092479346","6.12583732928007","6.53518167204001",0.198374244546423,1
"HES4","8.92444481653534e-09","24.9406660297237","20.5513684449694",2.10720562777048e-06,0.000131073321020455
"ISG15","0.000120418799991693","5.43111664072584","4.34174100886176",0.00144699392452177,1
"AGRN","0.339604173240991","3.68172765595007","3.61115682493968",0.528197235242024,1
"C1orf159","0.714587413467077","28.0006461041622","27.8848162856469",0.833130137924956,1
"SDF4","0.157806875554103","41.5651106470939","40.5464491964015",0.31392714151613,1
"B3GALT6","0.0148332907244312","7.73038875682472","7.33449370043847",0.0544984830394104,1
"UBE2J2","0.114089592786523","26.8551378245229","26.4738623238843",0.248979769577365,1
"SCNN1D","0.702967559937498","12.3728396428948","12.5189852022104",0.824902888526848,1
"ACAP3","0.521339869182292","62.8852305784954","64.3713897096218",0.691436945229708,1
"PUSL1","0.152896884061837","2.6594553051656","2.55972904406557",0.306943211620585,1
"INTS11","0.101191565570051","33.295842865697","33.8918032536474",0.228224279713584,1
"CPTP","0.273237549690638","6.94758553349065","6.86175452859349",0.458842887297782,1
"DVL1","0.490774484257589","21.9133992496861","21.8659252416858",0.667037280241644,1
"AURKAIP1","0.0338997558005128","20.1630638678154","19.7706432868336",0.102298276852708,1
"CCNL2","0.605183023921998","49.8211734077948","50.2053725336745",0.756002642880189,1
"MRPL20-AS1","0.0171178683025994","2.86859160418078","2.68751429108445",0.0608594183813029,1
"MRPL20","0.000518591194439045","22.3600337189231","21.3331297489203",0.00429343228451311,1
"ANKRD65","0.079605503350609","3.51869437520627","3.4342383453089",0.192677328231772,1
"VWA1","0.127431248628141","4.9455705646912","4.82115986354355",0.270264656837763,1
"ATAD3C","0.406930350299421","1.41648157246317","1.33488229548877",0.593745829862802,1
"ATAD3B","0.26333921880426","16.213628025073","16.6306576135992",0.447853532489366,1
"ATAD3A","0.113516758716036","11.0261661298097","11.4678261248798",0.248024492005716,1
"TMEM240","0.336429823784815","22.0118995705228","21.3853308695419",0.524986346624418,1
"SSU72","0.0773092932634356","45.0943219683269","44.8484845792331",0.188297172023908,1
"FNDC10","0.613234409346255","14.2290280457675","14.2016237142243",0.761918653879056,1
"MIB2","0.638935872921009","28.8293483686928","29.4320565723715",0.780934622342207,1
"MMP23B","0.349768335384396","3.44686087169115","3.30069962537156",0.538192513545377,1
"CDK11B","0.664170464494972","11.5726393197742","11.4903778336394",0.799243573254411,1
"SLC35E2B","0.234468559630243","24.7630571536298","24.260727652589",0.413700112360569,1
"CDK11A","0.501003383531443","11.569325645869","11.9041800400685",0.674948610386192,1
"SLC35E2A","0.182187714293384","29.4130690266981","30.5052438049256",0.347871302107316,1
"NADK","0.299376050913092","13.8484657266033","13.5569323607107",0.487097697691053,1
"GNB1","5.3944904315641e-05","212.698015669637","206.442908654217",0.000820174751225486,0.792288809683819
"CFAP74","0.00186964266792752","9.56767259047016","10.58250073536",0.0113562621438592,1
"GABRD","0.742306291131513","69.6383518119006","69.4075114085508",0.850741513683069,1
"PRKCZ","0.12919076715082","75.3294514102803","74.5054423385962",0.272756511842102,1
"FAAP20","0.366761613861533","22.756048944855","22.5066790729906",0.554297174328707,1
"SKI","0.115973237914783","60.8869634425906","62.7674540152174",0.251833235996897,1
"MORN1","0.0741500482700071","12.9149717095692","13.4890785864863",0.182970725628628,1
"RER1","0.00838713834926477","26.3469213711966","25.5129299478781",0.0352250217145129,1
"PEX10","0.0901009492480274","8.17239853472883","7.89381799078821",0.210117048935227,1
"PLCH2","0.0112309744246701","27.1202155058364","28.5248113894395",0.0441395026425287,1
"PANK4","0.799289070173094","9.03375629318857","8.87828071799316",0.885907371038581,1
"TNFRSF14","0.513562471330217","2.19573176130113","2.39899472879335",0.685676322633616,1
"PRXL2B","0.25170291450989","11.6459705855413","11.6247694775497",0.434197874724777,1
"TTC34","0.0170872777766361","1.70803054510241","1.88206463230549",0.0608095102266669,1
"PRDM16-DT","0.838366564704021","1.52903520779722","1.58817133829161",0.909319085430024,1
"PRDM16","0.147505192892332","2.29046955675988","2.50930420178473",0.299558734514613,1
"MEGF6","0.605010644729803","1.59389678259212","1.62945778065115",0.755851594007028,1
"TPRG1L","1.06871668414034e-05","26.2450968089681","24.6739502559076",0.000260734915946332,0.156962419399692
"WRAP73","0.196048972971366","7.73754855323446","7.5040963738722",0.36577378887582,1
"LRRC47","1.13028384686725e-05","23.1565188705535","21.5557430021033",0.000269926485511208,0.166004788589393
"CEP104","0.486388373984136","34.1464879543283","34.35871108231",0.663100904920171,1
"DFFB","0.703148398665703","21.7229732704814","21.6386038797342",0.824983266592361,1
"C1orf174","0.736172469861555","7.46554079163974","7.51250650204739",0.846977941173831,1
"AJAP1","0.467501423379838","92.5778132083164","94.1785793504316",0.647153153480006,1
"NPHP4","0.000216419174163512","36.8915317289116","38.8702892879944",0.00222431659267985,1
"KCNAB2","0.563326580293593","83.4122877866613","83.9979395211602",0.723088401046321,1
"CHD5","0.741354353230145","120.451130421702","121.468552697589",0.85003509261915,1
"RPL22","0.000476609058735919","63.8717681009787","61.4043865260916",0.00403455749029074,1
"RNF207","0.398601246224712","11.6886313638564","11.8723830525624",0.585511168312525,1
"ICMT","0.240256878518974","14.4847048836188","14.3374661995673",0.421080283389997,1
"GPR153","0.11585034857248","5.89477277806879","5.63255093085434",0.251700306136688,1
"ACOT7","0.538017469702742","58.7501017907117","58.2465949920334",0.703513406118605,1
"TNFRSF25","0.116456623873835","34.0153368393751","35.9271506498001",0.252606473908583,1
"PLEKHG5","0.795988637181262","15.7252451551972","15.7124507377032",0.884058611143974,1
"NOL9","0.521991744107882","29.0600469002697","28.574719150864",0.691921727952388,1
"ZBTB48","0.207947385056364","8.83246765150277","8.52870234966574",0.38114604322012,1
"KLHL21","0.0327649787971103","21.7050597083739","20.9705349726529",0.0998173083578426,1
"PHF13","0.237431572401846","7.96966761079558","7.75517769590452",0.417673673956871,1
"THAP3","0.00312552879523898","8.98698889788256","8.53115067292044",0.0166925968784272,1
"DNAJC11","0.885435572101316","50.4438585155415","50.4323517974042",0.938267838921503,1
"CAMTA1","0.00685095556155759","673.034746752899","694.779223778141",0.0300987090435526,1
"VAMP3","0.23277908495652","11.0382008536954","11.1532210481813",0.411714061338455,1
"PER3","0.00405827338080954","99.9724784727064","104.73952115167",0.020328738452916,1
"Z98884.1","0.351575021455616","2.27075551204116","2.38224819617308",0.539688021923596,1
"PARK7","0.0143236861041536","35.3114951642959","34.6418297944096",0.0530438673251901,1
"ERRFI1","0.420344358724357","21.4892177225799","21.707717885824",0.605373366992021,1
"SLC45A1","0.0781714201689881","13.0943391760621","12.5768942664203",0.190051919884444,1
"RERE","5.29957704983325e-06","512.914855296326","533.464869016347",0.000158200992135978,0.0778348881309009
"RERE-AS1","0.981487144740885","3.34563318206809","3.3935695383652",0.989165010279927,1
"ENO1","0.0615901104057285","60.9867147935848","60.0544018200734",0.159227944293071,1
"GPR157","0.156004185079829","2.06525816408129","2.185764294371",0.311430829109344,1
"MIR34AHG","0.000101938304503343","32.0348775227258","36.5463241105583",0.00129066196400052,1
"LNCTAM34A","0.291822099919653","3.29241636938842","3.49382271571686",0.478935208573019,1
"H6PD","0.486352770462774","14.3575214651446","14.4774435824362",0.663100904920171,1
"SPSB1","0.924224131835364","2.6378204494755","2.65234859087073",0.958893296237188,1
"SLC25A33","0.845978959064422","19.8398605289463","19.5408838025441",0.913460738992734,1
"TMEM201","0.629470390058234","11.8304974989436","11.9824357126324",0.773642813287471,1
"PIK3CD","0.571971070156733","18.5670902967625","18.6284620587401",0.730481661512342,1
"CLSTN1","0.00265897202710031","258.296520908359","251.196934121922",0.0148206156212608,1
"CTNNBIP1","0.206121286797357","25.0449274636584","24.5547672079724",0.378696940104176,1
"LZIC","0.0379124202992647","21.0481463591012","20.3430757329193",0.111276369220476,1
"NMNAT1","0.100998941639361","10.5103936365402","10.8075669077985",0.228000531180033,1
"UBE4B","0.0189540766279688","128.75106401219","132.09096712232",0.0656088907459292,1
"KIF1B","0.0030930431577491","379.331282455504","388.764661939537",0.0165733399700332,1
"PGD","0.195186229351973","27.3612349000814","26.8423641617829",0.364580967886612,1
"CENPS","0.350832058026876","6.3698514877941","6.17606142906751",0.539151452991601,1
"CORT","7.43250075158978e-05","11.5076260771668","8.55547746864619",0.0010259505501748,1
"DFFA","0.376557654640883","21.6858054960045","21.3716829291997",0.564302059345863,1
"PEX14","0.0277711359816491","54.8910549977952","55.8354496432978",0.0880938821085271,1
"TARDBP","0.32291799223468","51.9288174605359","52.2764948740752",0.510846246440192,1
"MASP2","0.864932331392491","1.5329181061243","1.54571447545624",0.925021093166431,1
"SRM","1.18131871850086e-05","33.2331171295248","30.7474272460771",0.000278491621486712,0.173500280186221
"EXOSC10","0.0851645083119072","36.1164792685954","36.9460671470675",0.201841396413907,1
"MTOR","0.0156949479008891","58.1791388607337","59.2932695288101",0.0568462884883744,1
"ANGPTL7","0.821193673243211","1.42536135231561","1.43367589425827",0.900333792096375,1
"UBIAD1","0.376602337442164","8.11405901008744","7.96122738768014",0.564302059345863,1
"DISP3","0.0430199732681977","13.4125815793843","14.0822385260227",0.122638654384709,1
"FBXO2","0.940586667655751","34.9311909070531","36.1177778107179",0.968534041193619,1
"FBXO44","0.663429252228955","63.8171553842424","64.4502625156833",0.798833715194286,1
"FBXO6","0.199677547803535","4.44285675219921","4.2839303323102",0.370355433652028,1
"MAD2L2","0.0400121093243518","5.25839098532884","4.96268523133244",0.11611496732795,1
"DRAXIN","0.260420404509458","1.95591100736619","1.85414157262884",0.445002266553858,1
"MTHFR","0.0311473110622139","23.7531277577647","24.457796516501",0.0960043142855689,1
"CLCN6","0.635039212452557","50.4913353978997","51.035847669128",0.777753578493221,1
"KIAA2013","0.00253099230848761","14.5733120836344","13.8474911098137",0.0143247337320838,1
"PLOD1","0.261983753813099","9.6999615476863","9.39974063416613",0.446375222957957,1
"MFN2","0.000976967921332993","41.7970182600092","39.9971032558134",0.00694853649424584,1
"MIIP","0.0729812034491235","5.38779088451469","5.00880890924794",0.18093770004343,1
"VPS13D","3.78523319934267e-09","200.948515059734","216.056915871981",1.32227367488441e-06,5.55937199987458e-05
"DHRS3","0.835436902825406","6.29007181907631","6.36632914246344",0.908048014647472,1
"LRRC38","0.115311273764705","10.5085544454844","11.0985429988223",0.250900248560329,1
"PDPN","0.060656234997223","3.97933982413327","4.2498241662894",0.157562455501276,1
"PRDM2","0.227442429755566","130.362454973772","131.196495801137",0.405099074195974,1
"KAZN","0.00055716278427893","3186.11168545354","3325.03927020246",0.00453354560260645,1
"KAZN-AS1","0.522474590385183","69.3983170607588","67.4136833169544",0.692066340953869,1
"TMEM51-AS1","0.00380803782637432","6.06379843935527","5.45806005164882",0.0193860144041455,1
"TMEM51","0.714404037923415","10.9657952893536","10.8711275770588",0.832998738089965,1
"FHAD1","0.503861969979312","2.64919720092642","2.54645263625654",0.677489769576687,1
"EFHD2","0.00706372018421989","30.1850542156108","28.7819508048631",0.0307939621091236,1
"CELA2B","0.335211555025561","3.40212547595906","3.25208924613391",0.523805948362636,1
"CASP9","0.118480355698428","13.0631076922456","12.604472241917",0.255636989002911,1
"DNAJC16","0.26984229510401","39.3980864605729","38.668199255348",0.455641962312324,1
"AGMAT","0.608641550909678","3.10096189772222","3.11029204540232",0.75858221745144,1
"DDI2","0.0790731648085248","36.9423245683954","37.6305469288658",0.191641513455908,1
"PLEKHM2","0.22342821697005","46.2733391448176","46.8934986470001",0.400084152967462,1
"SLC25A34","0.316733811943662","5.22742572088034","5.4036977333086",0.504486443554556,1
"FBLIM1","0.612955209581563","5.42431938961181","5.48993279882867",0.76185430137035,1
"UQCRHL","0.586393084272927","1.32813066433917","1.2811870162397",0.74167716403001,1
"SPEN","0.0250799042520526","85.60021134676","88.1348756335041",0.0814389904377397,1
"ZBTB17","0.253828471126007","10.5911441799971","10.4251757172068",0.436992000401789,1
"FAM131C","0.829119395130842","10.8360079566108","10.9746611980615",0.904630818497304,1
"FBXO42","0.00029125475517451","95.1196409334139","100.454461246675",0.00276109897111307,1
"SZRD1","0.75813367004274","15.2346322036422","15.1262153578151",0.860848694713837,1
"SPATA21","0.352559141990056","2.73166249166721","2.59059283750893",0.540391997329154,1
"NECAP2","0.259933316961105","8.71250738153256","8.44219975412063",0.444376746153853,1
"NBPF1","0.587959716947306","21.9481161914932","22.4960903155274",0.742454103604733,1
"CROCC","0.0499921150904488","31.3106635459976","32.891731222878",0.136983991480116,1
"BX284668.5","0.0634105520358639","2.04130010983815","1.93540681683123",0.162873518319471,1
"ATP13A2","0.248447872514979","73.9884489781774","75.2099073911314",0.430605841825289,1
"SDHB","0.907834004872546","41.0323620672509","40.7194558927769",0.949799788633032,1
"PADI2","0.461435436624692","4.00877928692882","4.29146947286565",0.642196745731721,1
"RCC2","0.241892553172696","11.2676361549794","11.0344009848907",0.42318950904674,1
"ARHGEF10L","0.691500328189496","30.980286673472","31.253366700965",0.817916189105189,1
"IGSF21","0.00721492782021591","55.2197832837817","59.0168951401004",0.0312859890450284,1
"ALDH4A1","0.708797985867505","3.51393872361049","3.57301812304106",0.828830893187583,1
"IFFO2","0.400580609309898","17.372944870945","17.623340264885",0.58774499589755,1
"UBR4","0.0240376416808564","69.9161671027417","71.6111996012103",0.0787186864065866,1
"EMC1-AS1","0.0826679275140245","13.9545407449555","13.2312109232548",0.197770858683814,1
"EMC1","0.0824747894256464","23.6284327056521","22.9442416347077",0.197345590142468,1
