"Gene_Symbols","p_val","acrophase_Male","acrophase_Female","amplitude_Male","amplitude_Female","BHQ","Bonf","Log_Male_Female_ampRatio"
"HES4",0.896985027472031,"4.01870826958877","4.10168720312004","6.66586137838889","7.08694222043024",0.999141751723196,1,-0.0612547825513519
"ISG15",0.276335945217961,"3.35451503154953","3.13375358682197","1.93374141082246","0.884794600348381",0.999141751723196,1,0.781856432087593
"AURKAIP1",0.848267763156747,"3.25465531436175","3.23457028108367","4.35207881176584","4.90139103479693",0.999141751723196,1,-0.118865430770528
"MRPL20-AS1",0.825843666343903,"3.81371454180691","3.6866774048408","0.772123423446452","0.699278775564958",0.999141751723196,1,0.0990949289000186
"ANKRD65",0.759586248995051,"3.11389368054181","3.27340592419194","0.814167287730226","0.927828413399691",0.999141751723196,1,-0.130680958266731
"ATAD3C",0.426767828265903,"1.37788060693513","0.687163984251851","0.230702041911706","0.375522512894223",0.999141751723196,1,-0.487191407772448
"PEX10",0.957513367591966,"3.84829879299426","3.86009539595267","1.94103947291968","1.83496694955386",0.999141751723196,1,0.056197170161214
"TNFRSF14",0.285946794178983,"1.192132330381","1.33670679515319","0.220768179023103","0.597534661767002",0.999141751723196,1,-0.995699106174669
"TTC34",0.153183976976623,"5.30048997537009","5.62301926718043","0.583781437451465","0.355592848548619",0.999141751723196,1,0.495740269345214
"PRDM16-DT",0.0503152211837322,"1.72455191969169","1.33430302611641","0.0942498467816527","0.546797661994303",0.999141751723196,1,-1.7581296283759
"TPRG1L",0.547831641353568,"3.12968255312714","3.03300846087372","5.71577086864622","6.6984634582565",0.999141751723196,1,-0.158648992204106
"LRRC47",0.448903075556364,"3.15491674950846","3.33122793420393","4.54882134235564","4.95017466158083",0.999141751723196,1,-0.0845547073573168
"Z98884.1",0.287078032517104,"4.25515178690685","4.85028878577958","0.557117195946744","0.6594271417258",0.999141751723196,1,-0.168595867592244
"PARK7",0.601704178278733,"3.35433963947848","3.58043992310558","7.55744217766674","7.44850928964631",0.999141751723196,1,0.0145188796351042
"RERE-AS1",0.217618226856039,"4.08390823124705","4.49979097842557","0.949055149082516","1.25008264479543",0.999141751723196,1,-0.275498034188479
"ENO1",0.542302511183376,"3.3514237193416","3.16796877643851","13.4406517135103","12.9439037272726",0.999141751723196,1,0.0376589018529121
"MIR34AHG",0.368150189713282,"6.22968367098403","0.107676460294107","6.73868143481878","9.29081272048873",0.999141751723196,1,-0.321161759397886
"LNCTAM34A",0.201845085520245,"4.58880247196404","5.34535027274652","0.633806838377867","0.757240916507846",0.999141751723196,1,-0.177937217780548
"CORT",0.584678165087191,"3.91470821075227","3.92014897072333","5.59220584545322","7.10719650209483",0.999141751723196,1,-0.239734047596868
"MASP2",0.740943725627149,"4.57418776495874","4.65756354964692","0.67730928933559","0.533927998381189",0.999141751723196,1,0.237867025994976
"ANGPTL7",0.528153267303498,"4.00244530921091","4.14159896888627","0.396953041084758","0.260937428309214",0.999141751723196,1,0.419537348967767
"KAZN-AS1",0.538339462201363,"4.43857946418625","4.68117495140521","26.9109394660706","27.1999853972863",0.999141751723196,1,-0.010683560896886
"CELA2B",0.252532681055234,"4.3339401518967","4.84922551293515","1.04321887179888","1.20137621936501",0.999141751723196,1,-0.141156746810683
"FBLIM1",0.779864133121024,"4.64847520380345","4.58227401698593","1.29110619112972","1.05157776783836",0.999141751723196,1,0.205207691045337
"FAM131C",0.361959172776998,"3.39756082865072","3.23799915086474","2.13039127092084","2.74271667567272",0.999141751723196,1,-0.252643258553299
"SPATA21",0.334051595366707,"4.48765402630144","4.91114390733525","0.806584617908519","0.784923974319575",0.999141751723196,1,0.027221946881127
"TMCO4",0.0548218741042917,"5.12912499810574","5.22945379297846","2.50026443871867","1.01695809593266",0.999141751723196,1,0.899580589156297
"FAM43B",0.193572787434323,"2.98390017327198","3.1384279485079","2.01437440867476","2.69643039316878",0.999141751723196,1,-0.291620141656998
"PINK1",0.953061539855163,"3.45796290077304","3.41051476061314","15.1086333646529","15.2090537114229",0.999141751723196,1,-0.00662456299927783
"PINK1-AS",0.530520921856806,"4.42302160174266","4.71468045604001","0.655390138428163","0.79951321188171",0.999141751723196,1,-0.198772367812407
"CDC42-AS1",0.139412450983754,"4.2682816367183","4.92033322812379","0.450526810240659","0.610622768602888",0.999141751723196,1,-0.304061781040926
"C1QA",0.835120096951076,"0.820116611573133","1.14229549518675","0.277054695048406","0.307441734992382",0.999141751723196,1,-0.104070647849402
"C1QB",0.336510942209376,"1.76364369180789","1.20873222087276","0.49936975046717","0.527991188357798",0.999141751723196,1,-0.0557327905913435
"ID3",0.778320019662829,"1.09816333176555","1.40732151767841","0.349287637480379","0.435584772799488",0.999141751723196,1,-0.220793674688191
"RPL11",0.737806024504739,"3.25432112765261","3.33501842297512","17.9024233967177","20.5959666441084",0.999141751723196,1,-0.140159173675633
"PITHD1",0.953794303794018,"2.80356043570616","2.84979875451035","14.0013378445198","13.8549916671665",0.999141751723196,1,0.0105073084892487
"RHD",0.428665615589038,"4.0850515700583","4.85795421671645","1.79543326122501","1.99922516758608",0.999141751723196,1,-0.107513325317033
"LDLRAP1",0.35526301774606,"1.14296217131594","0.871242226110597","0.26193302974393","0.404296512824428",0.999141751723196,1,-0.434059691969211
"ZNF593",0.404996089687189,"3.27836455676822","3.57112911521144","1.57464651130533","1.56218205005541",0.999141751723196,1,0.00794721586393002
"SH3BGRL3",0.468058576419186,"3.10329787604985","2.80524611247605","3.21925414712652","3.75598745072392",0.999141751723196,1,-0.154201518814148
"HMGN2",0.661145791589578,"3.50134675223751","3.51952757617467","7.21390482493802","8.63923862759093",0.999141751723196,1,-0.180304067837435
"TRNP1",0.297958525865639,"3.38137602319243","3.14547595033608","3.37447055827248","3.99076690661732",0.999141751723196,1,-0.167744979208717
"GPR3",0.154527145583136,"3.75653984289951","4.23095163674658","0.847700404891799","0.976189114583948",0.999141751723196,1,-0.141129055335695
"IFI6",0.250580508852161,"3.04389204480468","2.21081935652058","15.0361147493803","5.87655159118907",0.999141751723196,1,0.939484831525837
"ATP5IF1",0.912494426814496,"3.38916112828211","3.41574842469511","17.4714463087011","18.8805401287328",0.999141751723196,1,-0.0775638599683051
