"Gene_Symbols","p_val","acrophase_AD","acrophase_CTL","amplitude_AD","amplitude_CTL","amp_ratio_CTL","amp_ratio_AD","mesor_CTL","mesor_AD","BHQ","Bonf","Log_AD_CTL_ampRatio"
"NOC2L",5.48497793481924e-19,"2.86873897064478","2.87437790749493","2.72093659078305","2.12171243804373","0.0989613124256318","0.13285654575915","21.4398170965869","20.4802599317592",2.52453371760232e-18,8.05578709286902e-15,0.248752639464369
"KLHL17",2.92221401557468e-11,"1.69258842600292","1.25266604082208","1.49716309892289","1.19571687075404","0.195339393448798","0.23113850827646","6.12122751915608","6.47734170340912",6.71967390742842e-11,4.29185572467453e-07,0.224826152654432
"HES4",4.51614214155127e-29,"4.24285355319458","4.07087344748073","5.6361624852501","6.92354861756889","0.275974424964578","0.276384743892088","25.0876457789795","20.3924515003285",6.56718610227361e-28,6.63285796329635e-25,-0.205725020687479
"ISG15",0.000541879567467847,"3.18163696905641","3.28977723561804","0.45037637534695","1.2229545275517","0.222611582651528","0.105123964438627","5.49366979464896","4.28424077946459",0.000710397679853635,1,-0.998941331080861
"AGRN",0.631498995459858,"0.781556020141948","3.1053638104411","0.220568139749721","0.106440086078726","0.028676616544721","0.0617669712373495","3.71173795600096","3.5709722418176",0.641678825675864,1,0.728624416141417
"C1orf159",2.41967497538165e-22,"6.14366482418599","0.0755312421756444","3.6981205932022","4.49849715228167","0.161390405952393","0.131645931785489","27.8733864366673","28.0914156863437",1.55458295553063e-21,3.55377663634303e-18,-0.195918632019716
"SDF4",1.67965568833175e-08,"3.43176236940142","2.86639038436486","3.24637886518247","3.55020015203498","0.0857154477518044","0.079295237409912","41.4184402596234","40.9404016082392",3.10772273803583e-08,0.000246691030945284,-0.0894638029167985
"B3GALT6",1.58602616296037e-21,"3.41997273332058","3.48500425981151","1.2959697511986","1.47192181749068","0.189888159559934","0.177515960389511","7.7515197414197","7.30058158350909",9.34374899935778e-21,2.3293966255399e-17,-0.127309648245228
"UBE2J2",1.38024093175862e-08,"1.88634806508842","1.64306551265379","1.34974181369033","1.8463275093906","0.068923701373407","0.0507395696806272","26.787991251192","26.6013650132646",2.56895178871358e-08,0.000202715985647389,-0.313285211007286
"SCNN1D",0.00935276246866671,"1.28218155876135","0.672191152009747","1.05995924684338","1.12723914514929","0.0911747343334592","0.0850035852323272","12.3635034792267","12.4695828293166",0.0111091000709509,1,-0.0615409477647752
"ACAP3",0.000649257165528389,"1.43902430801994","0.86719426996173","4.5330157296606","5.39605514967555","0.0860143136568253","0.0704125582778367","62.7343859442325","64.3779439425287",0.000845283218696521,1,-0.174280716780967
"PUSL1",7.22681047014228e-05,"3.39588350878142","3.70513223947031","0.323022927975088","0.314734490809731","0.118138474165692","0.127042463279304","2.66411508217304","2.54263747440821",0.00010130778407462,1,0.0259939080674691
"INTS11",3.41291007278071e-14,"1.56639082947004","1.33630506599791","3.91974231156481","3.29964970713695","0.099057307576044","0.116095295254803","33.3105127514584","33.7631452072356",1.00030752821653e-13,5.01254102389303e-10,0.172209601310144
"CPTP",2.08877697476898e-14,"2.6277128274867","3.02080861804831","1.32400993021717","1.1956326947415","0.170946292835524","0.196067336985698","6.99420078031102","6.75283272865461",6.22648009507449e-14,3.0677867428432e-10,0.101989460710796
"DVL1",2.54591992146893e-11,"2.63171597717542","2.6271118357824","2.07168444127267","2.44223379594194","0.111431601443121","0.0946106983441074","21.9168868105028","21.89693636694",5.88849226560853e-11,3.73919258866142e-07,-0.164551094523895
"AURKAIP1",3.81631751418666e-25,"2.98973558392806","3.23773011467411","3.47219846394559","4.73003258353777","0.232661472236126","0.177845534404723","20.330106820339","19.5236752812916",3.41145802378938e-24,5.60502553308595e-21,-0.309144134738206
"CCNL2",0.133229850561525,"0.643098640022001","6.03910328606724","0.892059198307146","1.72210285206834","0.0345500237969552","0.0178298743729541","49.8437529938866","50.031715291292",0.143382927764133,1,-0.657768915273615
"MRPL20-AS1",3.52906476839164e-18,"3.46863718146226","3.73433218530113","0.451866579746039","0.725049984994141","0.249808825305444","0.172011646048945","2.9024194165583","2.62695340766324",1.49283912020069e-17,5.1831374253368e-14,-0.472853638591843
"MRPL20",7.39815459069609e-09,"2.86329946802745","3.438479090159","1.11401755085092","2.70377984573517","0.119887922349836","0.0529126200307572","22.5525623660861","21.0539102052282",1.40783488563816e-08,0.000108656696473553,-0.886677840684418
"ANKRD65",6.45653249974966e-14,"3.08990698943212","3.21173443917978","0.472624686019485","0.892432264757903","0.251182958626801","0.138880006568554","3.55291724262173","3.40311537777893",1.84776096694901e-13,9.48270928238233e-10,-0.635649019067432
"VWA1",0.00879003081618716,"3.29504787176694","3.38534122765752","0.461913363019284","0.377331573609199","0.0763578155019","0.0958420820767668","4.94162347533122","4.81952554671448",0.0104694820044879,1,0.202253041059984
