"Gene_Symbols","p_mesor_cogdx","mesor_CTL_cogdx","mesor_AD_cogdx","p_mesor_cerad","mesor_cerad_bin1","mesor_cerad_bin2","p_mesor_braak","mesor_braak_bin1","mesor_braak_bin2","mesor_braak_bin3","BHQ_cogdx","Bonf_cogdx","BHQ_cerad","BHQ_braak"
"NOC2L","0.000483195085447414","21.4611275295754","20.4997986858837","0.00549376033105448","20.7764724448195","21.6044560868701","0.282901377955504","21.0215408300405","21.222434460105","20.7593309573289",0.00407387268654774,1,0.0456631907086571,0.693077430607725
"KLHL17","0.0830609092479346","6.12583732928007","6.53518167204001","0.290243436018178","6.38992981678284","6.10463875738321","0.188172747527277","5.85246556387103","6.26778007309298","6.62235960209102",0.198374244546423,1,0.498923846535461,0.612792271160336
"HES4","8.92444481653534e-09","24.9406660297237","20.5513684449694","2.58295776833648e-06","21.8786137634667","25.5114010203277","8.39612982769188e-05","25.5875078988359","23.6976200512669","20.3912242720075",2.10720562777048e-06,0.000131073321020455,0.000541941439193684,0.0188993880630424
"ISG15","0.000120418799991693","5.43111664072584","4.34174100886176","0.106487642514351","4.83345161744191","5.31131429033948","0.47763032907487","4.82585267795948","5.14142505243592","4.77453663106183",0.00144699392452177,1,0.270445098669942,0.809176806344064
"AGRN","0.339604173240991","3.68172765595007","3.61115682493968","0.0992402816265467","3.57730377463621","3.77686530648764","0.842705626036038","3.65544223191073","3.63991385674297","3.69179063945015",0.528197235242024,1,0.257988434053221,0.949089209149049
"C1orf159","0.714587413467077","28.0006461041622","27.8848162856469","0.714574314147943","28.07399149194","27.761311924546","0.811816201521961","28.0242910970341","27.9816642617757","27.8196421965437",0.833130137924956,1,0.839730593046155,0.939496064278074
"SDF4","0.157806875554103","41.5651106470939","40.5464491964015","0.0956970741364471","40.7130958097309","41.920369813256","0.229311465496047","40.5924863215195","41.6014430411951","40.3294689245278",0.31392714151613,1,0.25256117301743,0.650702990141472
"B3GALT6","0.0148332907244312","7.73038875682472","7.33449370043847","0.204337332549815","7.49377545791809","7.71817136246209","0.832558056787228","7.39636422643538","7.58746841185225","7.68496011848499",0.0544984830394104,1,0.402616367475065,0.946935660190042
"UBE2J2","0.114089592786523","26.8551378245229","26.4738623238843","0.308008217108058","26.6066970834552","26.8727098869659","0.83540947854219","26.6700765343307","26.7238221660997","26.6843338651407",0.248979769577365,1,0.516874069798524,0.947835998624992
"SCNN1D","0.702967559937498","12.3728396428948","12.5189852022104","0.0494109498217781","12.1276374224782","12.9023263409989","0.894195754127372","12.5600760557315","12.3243104416513","12.6380769325955",0.824902888526848,1,0.168339949253734,0.96640320302775
"ACAP3","0.521339869182292","62.8852305784954","64.3713897096218","0.508996626581135","63.1575958869924","63.8969909631055","0.435848102861494","61.5536150734067","63.0757427516653","65.8487051392064",0.691436945229708,1,0.692569974921388,0.786086748144417
"PUSL1","0.152896884061837","2.6594553051656","2.55972904406557","0.129924180165352","2.58008801953322","2.68568317375893","0.619325628041369","2.55573069942147","2.59368092355335","2.74755975442096",0.306943211620585,1,0.305067375553721,0.869851343506129
"INTS11","0.101191565570051","33.295842865697","33.8918032536474","0.906638343338382","33.4375347459715","33.6626905164379","0.211595274208802","33.743961700689","33.2462182276584","34.212245410647",0.228224279713584,1,0.951435287027104,0.635521429919156
"CPTP","0.273237549690638","6.94758553349065","6.86175452859349","0.804044650565853","6.95723855728225","6.84516332669188","0.980108912125092","6.70321181048034","6.92092017727067","7.03624928890933",0.458842887297782,1,0.893335636800112,0.993581520769429
"DVL1","0.490774484257589","21.9133992496861","21.8659252416858","0.247377957192224","21.7754610022247","22.0782038504152","0.792944362424369","21.5507703582704","21.9724446973826","21.8858440953235",0.667037280241644,1,0.454155007160274,0.9318270003942
"AURKAIP1","0.0338997558005128","20.1630638678154","19.7706432868336","0.0193031684253813","19.72375479038","20.4535410866052","0.329191987106221","18.4533610075452","20.2714105825505","20.2825833033921",0.102298276852708,1,0.0959085367603434,0.723119696807111
"CCNL2","0.605183023921998","49.8211734077948","50.2053725336745","0.196679136498903","49.5880485278725","50.5702604596459","0.900274730626076","49.6197567627767","49.9598876579616","50.232742716937",0.756002642880189,1,0.393706757224941,0.968982062124181
"MRPL20-AS1","0.0171178683025994","2.86859160418078","2.68751429108445","0.00732264033720294","2.70819714600358","2.94605330237074","0.847485693308647","2.72645605025258","2.82206852652042","2.7829877146952",0.0608594183813029,1,0.0544257444983348,0.951098217897463
"MRPL20","0.000518591194439045","22.3600337189231","21.3331297489203","0.0390637329354879","21.7425300779414","22.3127356554434","0.53219195960962","21.066842978574","22.1187321256318","22.1054603734721",0.00429343228451311,1,0.146098560128218,0.832759000033866
"ANKRD65","0.079605503350609","3.51869437520627","3.4342383453089","0.202421582005833","3.45759787662919","3.52850785884725","0.296926405956829","3.36127847787721","3.52831767804289","3.43735782292978",0.192677328231772,1,0.400076137117436,0.702322112653717
"VWA1","0.127431248628141","4.9455705646912","4.82115986354355","0.474457859927395","4.89160258752218","4.90312539699723","0.142174593974998","4.71058219874831","4.98589995653146","4.75735881669603",0.270264656837763,1,0.66633039878464,0.563608397500508
"ATAD3C","0.406930350299421","1.41648157246317","1.33488229548877","0.469489926298501","1.41728525853481","1.33341953817286","0.431314526087752","1.41805939128141","1.34010503901809","1.49733303858708",0.593745829862802,1,0.662700485107745,0.784377938627441
