ribo_slow,ribo_noise,sd,md,mn,mdn,IV
1.0,0.03,0.1684775010004566,0.16548267476052414,23.84358633630631,23.85316089757839,0.02533384650209113
1.0,0.03,0.18750213649070932,0.18795575327080735,23.807749228600414,23.801697840091038,0.025390440123997594
1.0,0.03,0.16366989606976617,0.17150553042290975,23.82534426123742,23.814870720490035,0.025376999183248584
1.0,0.03,0.1769711647681057,0.18227879580574785,23.854531354490017,23.844110578027994,0.025343014934148766
1.0,0.03,0.16558933349400387,0.1480388656014217,23.822456948803218,23.831447882983866,0.025380102952994987
1.0,0.03,0.1609457660781612,0.15095537520150948,23.86124165621416,23.865173227732157,0.025345813678771815
1.0,0.03,0.18509798779465217,0.18942674599357556,23.8398465932024,23.830347506507678,0.025348938322603057
1.0,0.03,0.15898895874872904,0.16160728100398666,23.840203021247877,23.83798003565471,0.025358112549377806
1.0,0.03,0.1755575064083295,0.1754770539337181,23.839579826129942,23.848815818210824,0.025365312286130953
1.0,0.03,0.15724393291284064,0.13694179352902774,23.877801139513938,23.881241724716006,0.025328881377260543
1.0,0.03,0.17745018950127664,0.18457630579018053,23.809019297026495,23.80181061740052,0.025386660615092167
1.0,0.03,0.15917048431172198,0.15544736128162218,23.882515287636462,23.874255125135278,0.025336349768480006
1.0,0.03,0.1875812842283824,0.18967515146428343,23.83971362386812,23.862270567890846,0.025355549164684982
1.0,0.03,0.1666981206794912,0.17496752077157857,23.877068046679955,23.875602670826083,0.025346399132349286
1.0,0.03,0.1629069933402949,0.1359670872095353,23.83626472360073,23.8496713647246,0.025360667066502796
1.0,0.03,0.14751824154623053,0.1446074763482912,23.83631251977325,23.848554470368754,0.025353406599431517
1.0,0.03,0.15086045365982462,0.13686481293312314,23.81610221977328,23.81527477179634,0.02535796522770215
1.0,0.03,0.16255052763560035,0.1636872133731417,23.861052671641396,23.858967803523228,0.02535149040810696
1.0,0.03,0.15881951511941683,0.15660765913438882,23.826168844615903,23.819752930337017,0.025363874792717733
1.0,0.03,0.1596820237547933,0.1672765748219647,23.8582511127123,23.837465402183284,0.025337383382169898
1.0,0.03333333333333333,0.1892479176570011,0.1864371384565993,23.85608951401519,23.880301122138007,0.025335610405088322
1.0,0.03333333333333333,0.18742573939921306,0.19731710712625117,23.834212073575138,23.838892100476187,0.02535572901638139
1.0,0.03333333333333333,0.18087588527978216,0.18663363656476734,23.85079765635538,23.843816878956204,0.025350786673004458
1.0,0.03333333333333333,0.1937833762203689,0.19429041735985328,23.85073058470533,23.85344759687996,0.025361265790959146
1.0,0.03333333333333333,0.18177905120272805,0.1628168389700088,23.83856522190938,23.842416275620963,0.025351987144584868
1.0,0.03333333333333333,0.18654724287381536,0.19257347107645736,23.83957272595649,23.82640774975846,0.02536732154163176
1.0,0.03333333333333333,0.1864299028119177,0.16960466350503545,23.812285594366536,23.8199625944726,0.025389882512652954
1.0,0.03333333333333333,0.20603226602290067,0.18973297490991178,23.81434951435594,23.806416108513986,0.025379975341061126
1.0,0.03333333333333333,0.18344913472155921,0.19769009219170347,23.83649970791878,23.837472595678264,0.025385548570374675
1.0,0.03333333333333333,0.1794619920381773,0.1832551510053674,23.802357447476425,23.80687527753298,0.025364140529950296
1.0,0.03333333333333333,0.19552515094454959,0.18243015492350714,23.813889660651874,23.801978167301968,0.025359248816883177
1.0,0.03333333333333333,0.17709373423087538,0.1637249226570285,23.857777277622088,23.84765893515214,0.025336509885206936
1.0,0.03333333333333333,0.17341888061407382,0.16289102662249924,23.862972894621173,23.85635316463413,0.025350868232440368
1.0,0.03333333333333333,0.17490991594310543,0.18165658748178004,23.80409566696986,23.797360739561782,0.02538630054306362
1.0,0.03333333333333333,0.19204773099600397,0.18007628331214387,23.815182863055238,23.81379121102941,0.025365676989080564
1.0,0.03333333333333333,0.19061280573855843,0.1907029237126905,23.856508759158594,23.85497314086024,0.02534753251769949
1.0,0.03333333333333333,0.17336368572315555,0.16587124957579688,23.849900270956127,23.844130457777283,0.025359058746011385
1.0,0.03333333333333333,0.1915611859069508,0.19268112005231602,23.822935185813144,23.81290046136246,0.02537169946409142
1.0,0.03333333333333333,0.19654752153956973,0.16219047451234125,23.855744623324878,23.870093170794007,0.025330011562127788
1.0,0.03333333333333333,0.18975823867080088,0.19032402534686482,23.823871208894154,23.82177983040674,0.025379247903352067
1.0,0.03666666666666667,0.22790735440897897,0.22823763363182742,23.833110785339425,23.815354339510577,0.02535030848984424
1.0,0.03666666666666667,0.2256961439800823,0.2156973396163493,23.809161399096652,23.824303728974655,0.02537642295357805
1.0,0.03666666666666667,0.22125701696344727,0.2153242961824796,23.84092345350204,23.82461142059674,0.025373423180568327
1.0,0.03666666666666667,0.2079338207295933,0.19538955558910417,23.81485266403765,23.82318200246243,0.02541014072401679
1.0,0.03666666666666667,0.21936978994799702,0.2192655109147328,23.853576706994723,23.84749700266707,0.025328961680047207
1.0,0.03666666666666667,0.21413318305758147,0.22241719199939375,23.87896592722534,23.873490209062766,0.025333171758773223
1.0,0.03666666666666667,0.2096885281866321,0.19616432877720213,23.87163552777007,23.870950156422055,0.0253462790076964
1.0,0.03666666666666667,0.19023485456050035,0.2051485274207251,23.885534417925562,23.887124500090522,0.02534323957398417
1.0,0.03666666666666667,0.20215820300069362,0.19598580242310845,23.871353695910937,23.8711975769329,0.025325329878145446
1.0,0.03666666666666667,0.2174596863141076,0.23030645452592047,23.862696582155134,23.858487965987024,0.025348094290195793
1.0,0.03666666666666667,0.2173644532381736,0.21557775841135235,23.876179438811416,23.881671954298326,0.025314404204727685
1.0,0.03666666666666667,0.19974463064349948,0.19254061146014512,23.832323117856177,23.86021058097316,0.02538179002003194
1.0,0.03666666666666667,0.2213971903859149,0.20832164956910182,23.834924595729273,23.842002632945196,0.025342362058417067
