group,individual,time,value
Group1,1,1,1.2129194976982105
Group1,2,1,1.1801567539983573
Group1,3,1,1.1827204178354267
Group1,4,1,1.2020276509360315
Group1,5,1,1.1866692046296048
Group1,6,1,1.1930182923363908
Group1,7,1,1.1875827601317783
Group1,8,1,1.2086324972489164
Group1,9,1,1.2032359171931772
Group1,10,1,1.1785520633070243
Group1,11,1,1.1946878896716597
Group1,12,1,1.184426898741891
Group1,13,1,1.1954228927627488
Group1,14,1,1.1934170701423679
Group1,15,1,1.1965962046193102
Group1,16,1,1.2121219722927923
Group1,17,1,1.1812140394692796
Group1,18,1,1.2087400204719339
Group1,19,1,1.1847028619268203
Group1,20,1,1.1891989828568026
Group1,1,2,0.7510703896508741
Group1,2,2,0.7404003582828292
Group1,3,2,0.7465639333568427
Group1,4,2,0.7424595837161674
Group1,5,2,0.7389822099518207
Group1,6,2,0.7459085745931474
Group1,7,2,0.7385178311422256
Group1,8,2,0.7547058334274184
Group1,9,2,0.7434150671042532
Group1,10,2,0.7439621663280743
Group1,11,2,0.7408384994464773
Group1,12,2,0.7474467118744123
Group1,13,2,0.7417799575686777
Group1,14,2,0.7432604700721764
Group1,15,2,0.745890516347528
Group1,16,2,0.7561387180688467
Group1,17,2,0.7441440832796185
Group1,18,2,0.7456626361024107
Group1,19,2,0.7375113986879606
Group1,20,2,0.7507093393669466
Group1,1,3,0.4593708189842541
Group1,2,3,0.4666620753013495
Group1,3,3,0.4733688490662704
Group1,4,3,0.46961626107900667
Group1,5,3,0.4681879619620688
Group1,6,3,0.472076710455161
Group1,7,3,0.46500814927799033
Group1,8,3,0.4727956332592783
Group1,9,3,0.4641406486953551
Group1,10,3,0.46822954864076344
Group1,11,3,0.45798727474840334
Group1,12,3,0.46044946489202365
Group1,13,3,0.4707520390476307
Group1,14,3,0.46484530598368407
Group1,15,3,0.46679521042431815
Group1,16,3,0.4652782809773779
Group1,17,3,0.4607261359722694
Group1,18,3,0.465677747080213
Group1,19,3,0.46921957850841944
Group1,20,3,0.47061391783357004
Group1,1,4,0.2997151638800013
Group1,2,4,0.3126969642909823
