CIART
DBP
TEF
ZNF580
NINL
GFOD1
RBFOX2
UXT
CASTOR2
ETV5
CCDC17
FMNL1
HLA-DMA
KLHL40
OTUB2
CYS1
MAMLD1
TM7SF2
FPGS
SYNJ2
XBP1
HLF
KBTBD2
MPP2
MRGBP
PLLP
USP2
CC2D1B
GALNT9
GSTT2B
INMT
NR1D1
PCSK4
SRSF5
ZMAT3
ARNTL
DGAT2
FAM3A
FBXW9
FOSL2
GADD45A
HUNK
MORN1
NEXN
OPALIN
PCSK9
SHROOM1
SPATA24
SPHK2
TRIM9
ENC1
GUF1
IGFBP4
MAMSTR
PER2
SDF2L1
TMEM100
TSACC
ABHD14B
CRY1
GJB6
HHATL
MMP14
MRAS
SFPQ
ZKSCAN2
ARRDC1
CFAP46
DNAJB1
MKKS
SARS2
SEC14L1
SETD4
SLC6A6
SPATA7
TFR2
ZNF414
CDKN1A
MMP14
CLOCK
PER2
PER1
ARNTL
POR
WEE1
SLC16A1
PER3
NR1D1
DBP
NPAS2
TSC22D3
TEF
BHLHE41
TNS2
MACO1
TENC1
HLF
NFIL3
USP2
NR1D2
FMO2
TSPAN4
LEO1
TMEM57
STK35
LONRF3
GRAMD4
COQ10B
DTX4
C1orf51
CIART
NR1D1
CIART
C1orf51
PER3
PER2
PER1
NR1D2
KCNH4
PIAS1
PDZRN3
DUSP11
OPRL1
BHLHE41
RNF115
DBP
LRRC39
TRIM24
RARA
ARNTL
LDB1
BHLHE40
RSPO2
TRAF5
USP2
SPRY4
ANKRD12
