"Gene_Symbols","p_val","acrophase_AD","acrophase_CTL","amplitude_AD","amplitude_CTL","BHQ","Bonf","Log_AD_CTL_ampRatio"
"PPIB",3.7886756533434e-05,"0.845068507372334","2.51079080424955","4.20797853766784","10.6534382322144",0.0300063111744797,0.0300063111744797,-0.928900303701515
"ENTPD3-AS1",0.00141001954463139,"4.12581266317474","5.26765091077931","6.38499081090201","3.17655345651039",0.159533639906866,1,0.698153259985406
"FGF2",0.00129239586731362,"4.37533588869688","2.35805688053599","4.76374359534649","1.5288283549705",0.159533639906866,1,1.13653216776955
"SLC4A2",0.000889413612460791,"1.89337321713721","5.30639899105967","4.15989512844873","0.582871901873697",0.159533639906866,0.704415581068946,1.9652777035656
"RPL12",0.00105976818753738,"1.18864792543499","2.66855721830855","11.2324454416793","36.7154023470941",0.159533639906866,0.839336404529605,-1.18438984473434
"RPL26",0.00137505783091043,"1.69737991501751","3.06641146300672","3.56440556263903","56.5090416243964",0.159533639906866,1,-2.76340335673412
"RPL18A",0.00118736182795593,"1.58365205579396","2.61405061033333","13.2330216724386","43.3676503609371",0.159533639906866,0.940390567741097,-1.18699843223491
"TRERF1",0.00182598820347717,"2.12244094850097","6.11529277361326","10.4513338131966","15.9887887194764",0.160686961905991,1,-0.425158163706245
"CDK2AP2",0.00181097563865546,"1.39022568992266","2.46352173247539","2.71855283708111","4.9086724614443",0.160686961905991,1,-0.590903837266532
"HCN1",0.00218448367001139,"5.12419236546444","6.1365245387582","10.5114875469061","11.9244853036992",0.173011106664902,1,-0.126125163516626
"ADAMTS17",0.00243876554891861,"4.45357412265294","3.00345076383564","43.8102338603781","3.82247225270288",0.17559111952214,1,2.43897004001586
"RPS15A",0.0027418669087879,"1.74332171917138","3.00629260669206","3.50438286830329","24.7861602199444",0.180963215980001,1,-1.95627100857919
"CLSTN2",0.00403892500559696,"4.70775975419039","6.0572405948751","5.63242770362308","10.7670375590429",0.181804448703289,1,-0.647948831508738
"RPS10",0.00335482372329701,"2.7516440028284","2.88882162112793","3.87865893088947","22.2052641657823",0.181804448703289,1,-1.74483992783296
"ABCB4",0.00391580737779278,"4.23138691881183","5.19370783328294","6.7614380705145","0.772776363736333",0.181804448703289,1,2.16900118153407
"CLEC5A",0.00420495342358459,"0.0971576362727744","3.27676811997196","13.1150816158306","5.29045107132606",0.181804448703289,1,0.907859325473159
"RPLP1",0.00346024273360474,"1.50212473210216","2.56810497408471","43.8051346851567","112.944348920771",0.181804448703289,1,-0.947144169207581
"STAT5A",0.00436147036030617,"1.56833003567842","0.733024723476325","7.74941604429405","2.73467924055706",0.181804448703289,1,1.04160334191067
"RPL36A",0.00388649532343032,"1.2814734324996","2.51872774362081","22.3542083839727","42.807730538904",0.181804448703289,1,-0.649704108426475
"SUCLG2-AS1",0.00539434263625758,"2.77539492184633","0.718320260838113","10.5374260764036","5.92894873610501",0.185753015996348,1,0.575086389624614
"UQCRQ",0.00485287503239003,"2.52998897692116","3.24768760135664","2.10748129285267","9.8733490628112",0.185753015996348,1,-1.54434557890694
"OPRM1",0.00536766287845165,"4.84771321094441","4.80754428887256","59.3815599296474","23.7763012161367",0.185753015996348,1,0.915294401906973
"RIMS2",0.00502448698548129,"5.17310959380579","5.97993608856385","29.4231329180465","30.896544030473",0.185753015996348,1,-0.0488631350744685
"SNHG8",0.00637652412730031,"0.744373013787212","2.76192236987485","2.61779677294987","14.6068550430782",0.194496474068049,1,-1.71915790438005
"ENO4",0.00638424070607686,"4.83880048076332","4.96091837382469","32.2531166265139","17.2696517416128",0.194496474068049,1,0.624663951710752
"RPS2",0.00638498525980968,"1.40390531039555","2.41205830320301","41.6603047169516","63.1534942100326",0.194496474068049,1,-0.416019428991203
"RPS13",0.00667769254295386,"3.66230450296587","2.85752690873878","5.45814801927354","24.5545902875987",0.19587898125998,1,-1.50378927224466
"GALNT13",0.00742702131846952,"4.79428447161371","5.96422210933582","4.36880311569005","4.59753875429055",0.206367545621142,1,-0.0510320218638539
"RPS19",0.00755638740279434,"1.85174077338439","2.52238494912729","47.298551595038","89.4652780345083",0.206367545621142,1,-0.637370921725487
"PDIA6",0.00806221096407347,"1.16558303356554","2.42210682092999","13.2723357223256","17.7094062316923",0.21284236945154,1,-0.288414075840496
"TIMM8B",0.00895871791533498,"2.4478794001844","3.58494749694774","0.69344517942635","4.0730372950697",0.228880793191784,1,-1.77047207676744
"ECT2",0.00972330056083604,"1.47088402133448","1.29162716918794","7.69722434805482","2.19345295071697",0.233359213460065,1,1.25538279761148
"WNT5B",0.00950657668514986,"4.91241595065132","4.76721769558528","7.59093819264663","2.79259610802799",0.233359213460065,1,0.999983524961219
"RPS3A",0.010574263956495,"2.77700183303953","2.97011126856736","10.5269710684278","41.9973572332501",0.246318148633648,1,-1.38366605634108
"SGCE",0.0112926613766705,"4.90827696359618","4.69584903580204","15.0459822825158","6.4988149750486",0.248438550286751,1,0.83949114883305
"IFITM3",0.0111239034807741,"0.983249936832245","2.18344503430893","6.06794682849748","10.4902643128755",0.248438550286751,1,-0.547427319902037
"PLXNA2",0.0117585411309224,"4.7314849037916","4.9451980290429","11.469230670896","1.60865591286357",0.25059118494712,1,1.96426886213995
"FMC1",0.0129725234631716,"3.82861959911216","3.89940862380657","0.449157844771255","3.70949285807825",0.25059118494712,1,-2.11127607698327
"ARHGAP9",0.0128422206398315,"1.63377106034179","1.39109594133558","10.9462518106465","4.4832722679744",0.25059118494712,1,0.892643900505954
