"Gene_Symbols","p_cogdx","p_ceradsc","p_braak","acrophase_cog1","acrophase_cog2","acrophase_cog4","acrophase_cog5","acrophase_cerad1to2","acrophase_cerad3to5","acrophase_braak0to3","acrophase_braak3to5","acrophase_braak5to7","amplitude_cog1","amplitude_cog2","amplitude_cog4","amplitude_cog5","amplitude_cerad1to2","amplitude_cerad3to5","amplitude_braak0to3","amplitude_braak3to5","amplitude_braak5to7","BHQ_cogdx","Bonf_cogdx","BHQ_cerad","Bonf_cerad","BHQ_braak","Bonf_braak"
"SAMD11","0.93940392896973","0.660816847231224","0.103910353658065","1.12308482956932","1.31907448103539","1.63291830289192","2.02394983099471","1.53698240341297","1.24826802632072","1.34903548910166","0.845220630397736","1.85071308073291","0.948997598051226","1.03328069131503","1.7407935065852","1.43609386031196","1.38146045884322","0.781542348199662","0.733592759840664","0.858307931666183","2.79303287917492",0.981896060628059,1,0.996574193379473,1,0.463093005611331,1
"HES4","0.383767424417167","0.524743057840975","0.860040462554578","3.96748151768834","4.2052180772338","4.34328123039483","3.51551938303861","4.24644125554482","4.09056788973531","4.26894774595038","4.19940460456588","4.18778768953614","6.98963360840809","9.11609759895761","11.1417919021952","2.30874977868444","9.33930250748031","7.10556847780193","5.74749661691267","9.06661469704883","9.17218651858628",0.841796949731219,1,0.978908474618976,1,0.965439388354749,1
"AGRN","0.954592028280018","0.828776623236945","0.125575140413883","2.10347342939065","2.07182376718476","1.8077585739434","1.51790321435677","1.87906293132297","2.09086683493298","2.50900096216835","1.68687512719909","2.28697069202264","1.51098802765361","1.52089945783898","2.11276908412535","1.24737807034241","1.74621056754014","1.79762906126852","0.773346624236026","1.6470899485302","2.70430244161321",0.984646649860049,1,0.996574193379473,1,0.505398849881973,1
"VWA1","0.90376965034816","0.16827442520763","0.754023005057058","2.46778001798914","2.07339490804719","1.91122742244226","1.9184759913835","2.07927239740575","2.40466883904241","2.70958365337877","2.09593817469568","2.03414629190124","3.81492518274353","4.47533498336392","4.84481504802715","1.85446734591787","5.30830973441415","2.28654817630438","5.02696081290895","3.97861024755851","4.72140194221512",0.975654984613709,1,0.856073459318694,1,0.935559652802986,1
"HES5","0.921018221556867","0.322556910789522","0.320023056446385","4.285230551392","4.42275850134578","4.34345704093345","4.89068875952681","4.46100801219467","4.16283203570672","4.37380849709524","4.27968309871422","4.72590285430852","12.8463952281913","14.6345825666449","14.8761686394332","13.7924121297651","14.5977244081641","12.9131512925238","15.4608224213898","14.5611485780483","10.2301535845241",0.977793761200754,1,0.924052033611145,1,0.680605449258463,1
"MEGF6","0.903470068095323","0.439917211168113","0.835821592988423","0.503070691008349","0.848973258404085","0.461819208156023","2.92211165463902","0.583138226537255","0.49315030258562","0.340763086964345","0.599165603417539","0.545070976238992","0.821707641537086","0.534337827744507","0.634603182570749","0.184394062980294","0.49982940131092","0.93190599785291","1.0829453275894","0.6033339756627","0.422138409565356",0.975654984613709,1,0.957470742745037,1,0.961261485032132,1
"Z98884.1","0.420672143575589","0.962720050158847","0.174533223355347","5.24022584892018","4.72336112650776","4.91175445634138","4.84722051043086","4.94328743207535","4.90587387516342","5.43758034244282","4.77306656043339","5.30619679046165","2.05454115777876","2.91249107511618","3.46793829874055","3.8136470376216","2.76329175331131","2.58661441328966","2.28755867390111","3.0748586889237","2.23977305377508",0.85581686146824,1,0.998789956043466,1,0.55335879109898,1
"MIR34AHG","0.736093855623925","0.456065992643694","0.0591965681770208","1.41663163083957","1.70853580706068","0.525706344550095","0.919553389106605","1.49149044084905","1.2084957362917","1.10700234516168","1.45478092763658","1.96478356509695","2.11775477006372","2.65293963073362","1.08149725226335","3.11363813402209","1.35727918566008","2.61190483214274","5.51316389899456","1.46151191328","0.659443769544669",0.948375604249551,1,0.957470742745037,1,0.403239989166241,1
"SLC25A33","0.460338936075056","0.593717052758922","0.565205757734679","4.75071604426961","4.99638400552804","4.7134192755134","4.3104764282249","4.85510265218301","4.67464947746096","4.50873000078454","4.84369011731962","4.82572713033661","25.1853328511651","12.1261442692654","16.2873279543445","17.971622813546","17.3723435743211","20.815988319476","26.3504230216795","18.0540956192255","16.4135810042309",0.866216622728341,1,0.99067855524472,1,0.843325562209025,1
"PIK3CD","0.23425111705367","0.178835888702082","0.801902327968352","0.857061723577087","0.997842783766357","1.49865965155305","2.10330740084769","1.41254203382811","0.809287131723376","1.17988689338977","1.09543729870361","1.49217769385501","1.12087371610328","1.72296017027523","1.82631380182462","3.88973968792456","1.70060556377167","1.34259260626956","1.16545235136064","1.43935480589444","1.79660763185388",0.808927090515479,1,0.867888388058842,1,0.946734022237315,1
