"Gene_Symbols","p_mesor_cogdx","mesor_CTL_cogdx","mesor_AD_cogdx","p_mesor_cerad","mesor_cerad_bin1","mesor_cerad_bin2","p_mesor_braak","mesor_braak_bin1","mesor_braak_bin2","mesor_braak_bin3","BHQ_cogdx","Bonf_cogdx","BHQ_cerad","BHQ_braak"
"SAMD11","0.098753957334441","5.35808430558165","6.04541144644486","0.304260100072478","5.79106926788567","5.34607063741784","0.0436131081912276","5.28242276679262","5.36756301436674","6.61677576183214",0.383054161488895,1,0.726922262745982,0.277523290515198
"NOC2L","0.156525674825789","17.1133431918848","16.71695296147","0.583877488559375","17.0847020251414","16.7615563797618","0.868909788235552","16.9929717384478","16.8874240555952","17.1502647155207",0.479342826019963,1,0.873525288030457,0.944144851117626
"KLHL17","0.0311730092914308","5.94686191404659","6.57651997378493","0.206580779687878","6.34327673135749","5.92996347608892","0.032661063622477","5.74601642713345","6.04817168936578","6.90121428940345",0.215978767269527,1,0.647021490685287,0.245836996101011
"HES4","0.83487406715964","27.2814441700754","26.4228996900825","0.700206927036422","26.6573923594609","27.4350288730272","0.121964902893286","24.4375625624325","27.9026392431953","25.9616637155638",0.940462574621583,1,0.920410435496384,0.433651969756361
"ISG15","0.11754136907175","7.53193587432196","5.35349416129445","0.691181177005903","6.36099789395867","7.28578164031226","0.371355928398344","5.08093708269269","7.01570839277793","6.97413520392197",0.416420352534682,1,0.917469069456369,0.679058783096779
"AGRN","0.0693401716595569","8.71889959373675","9.62536481302494","0.946859443359876","9.09036931996386","9.01294799908822","0.0336621437803211","9.00644037935406","8.69821212284253","10.1728800733463",0.323287293841311,1,0.992044655064214,0.247958404671242
"C1orf159","0.00594779174254116","25.7362823313207","24.1757145479204","0.849684730288541","25.1183893419456","25.179749360583","0.143062565269281","26.4880529672488","24.8261600947438","25.1367961039057",0.0881954075562462,1,0.970229595048639,0.462043927917764
"SDF4","0.241414914790908","34.6550437415526","33.8804356690193","0.00522849667012428","33.6523827293473","35.4868489266666","0.903820399927634","33.9488656758129","34.4069729760532","34.5063281493887",0.584106477974051,1,0.219885116233437,0.959232647464708
"B3GALT6","0.545587010060028","6.03066375227304","6.15747757279622","0.583281075503973","6.02551047188258","6.16473953543004","0.216628591810939","5.67475689167629","6.10225738264698","6.29750194466634",0.809313943368314,1,0.873463345099564,0.553586294400041
"UBE2J2","0.00869264813408","27.6937676441239","25.9667016008615","0.0661496284598009","26.5694776200111","27.7947358682994","0.0472101782397633","29.0116580244822","26.7908850659627","26.3925724039655",0.107151627309199,1,0.458543308662908,0.287974089543743
"SCNN1D","0.204158945851192","15.2285973398472","14.5834030671839","0.0302572387779251","14.5781087164908","15.6217348741898","0.0521366048769969","15.8816485695008","14.4674371920063","15.8715087160545",0.540698182741596,1,0.372898942458168,0.301503842192451
"ACAP3","0.632128544422253","51.0229471723046","52.9165243039438","0.520036178432506","51.70574557741","51.7393021540698","0.05125052505837","50.0426197095494","50.4656074761765","56.606113557721",0.856440322078496,1,0.844161535718259,0.297999738824789
"PUSL1","0.681155740546334","3.31982652251062","3.35085416842702","0.241010126392461","3.39423745629757","3.23285841188952","0.175208255079903","3.05126098871099","3.35914445212469","3.45192717124428",0.879524739997043,1,0.676765636917553,0.505396461232652
