"Gene_Symbols","p_cogdx","p_ceradsc","p_braak","acrophase_cog1","acrophase_cog2","acrophase_cog4","acrophase_cog5","acrophase_cerad1to2","acrophase_cerad3to5","acrophase_braak0to3","acrophase_braak3to5","acrophase_braak5to7","amplitude_cog1","amplitude_cog2","amplitude_cog4","amplitude_cog5","amplitude_cerad1to2","BHQ_cogdx","Bonf_cogdx","BHQ_cerad","Bonf_cerad","BHQ_braak","Bonf_braak"
"SAMD11","0.908700375688343","0.744766806905779","0.268480095508824","1.61696343898644","1.89778462845414","1.67812528970851","0.861002445812612","5.54544532415597","1.43465586559542","1.60467196708553","1.89733137124526","1.4230261811013","1.93128319700914","0.997995595141837","5.77249053451925","0.959739102664983","3.11298617545204",0.996467747088538,1,0.999614776876765,1,0.997676217600413,1
"HES4","0.147857872646617","0.218093851168012","0.736227301810966","4.35543243988812","3.54170928182389","4.38775393215959","4.68615749536007","2.83915869668668","4.48027042679197","4.32612047760639","11.5031475994967","2.70895134113478","12.0142356379564","5.11532669930809","9.84107527577592","10.5638179295998","11.6207647383811",0.996467747088538,1,0.999614776876765,1,0.997676217600413,1
"AGRN","0.904429428157974","0.45749923083858","0.54281852808652","1.7588861997674","1.4215024447981","1.69193444592923","2.37906514193702","2.21724630514432","1.41972756647906","1.7802616385172","2.03112848568594","1.15672586080454","2.26833637388102","1.11513870446432","1.33137757188931","1.12066464640025","2.95896827236085",0.996467747088538,1,0.999614776876765,1,0.997676217600413,1
"VWA1","0.80962113952037","0.484106074483884","0.591921062350118","1.8897492826545","1.80476400479037","1.80527992816473","2.52320210659025","3.34650677090689","1.82705305610429","1.89441988117256","4.95967965207727","1.77231717738116","5.3184318158855","5.44532488710929","6.04858661797948","5.5567267773849","4.67698974276397",0.996467747088538,1,0.999614776876765,1,0.997676217600413,1
"HES5","0.338856679873841","0.652266000476657","0.107083134962884","4.28183721648116","4.91446073233854","4.31887566589674","4.70786698684574","3.84699868594147","4.15323785595352","4.86065940343825","14.1244762273886","13.7327992518103","14.1142447054589","14.66617666756","14.4833089388077","15.243220812464","12.3229225707736",0.996467747088538,1,0.999614776876765,1,0.997676217600413,1
"MEGF6","0.481032174520523","0.577997799838182","0.714532244273776","0.575974037182995","2.92238651665158","0.555863009302404","2.09015521213773","4.36102402266935","0.536997641941169","1.15316306555972","0.66852855162085","0.111298468667517","0.651748790666861","0.420107286324958","0.319682266230438","0.760274789653079","0.319207160645957",0.996467747088538,1,0.999614776876765,1,0.997676217600413,1
"Z98884.1","0.967571937271459","0.0467116285146617","0.0969892899124907","4.89513849635759","4.79032001231951","4.85350353147615","5.10454721584592","5.17550711450516","4.76301547757276","5.32180524795028","3.64774994244341","3.698748031948","2.85281807709469","6.940133480484","7.66612004106299","4.54830664136026","2.00369744404994",0.996467747088538,1,0.999614776876765,1,0.997676217600413,1
"MIR34AHG","0.547679795261811","0.954056856183789","0.593457492153065","0.232536671340437","1.03354496864682","0.613846050433038","1.2310339946236","5.81568164931556","0.523839664425255","2.00394682145038","0.955482115976968","3.03029735605258","1.35048202865862","1.34483001440152","7.93234633472941","1.67371770434587","0.772227850709338",0.996467747088538,1,0.999614776876765,1,0.997676217600413,1
"SLC25A33","0.785838229364901","0.647929496039524","0.999305184712025","4.65648240766406","4.31343922597738","4.61560104366246","4.83475823032972","4.62725149999282","4.67408618561113","4.63120807139928","15.1182043051948","17.9655533321817","18.2999053768547","11.3183540770055","14.3155543251226","16.45570133468","17.7995595357371",0.996467747088538,1,0.999614776876765,1,0.999305184712025,1
"PIK3CD","0.292119797306191","0.843116781779843","0.850332495930868","1.43455636530807","2.08318964315004","1.50809326343129","1.7437704568831","6.00770395984905","1.6025795782389","1.39114074097377","1.79735409565009","3.80482959846198","2.02412505869944","1.68133120839245","0.752249701648005","1.93852831009787","2.07291260445398",0.996467747088538,1,0.999614776876765,1,0.997676217600413,1
