"Gene_Symbols","p_cogdx","p_ceradsc","p_braak","acrophase_cog1","acrophase_cog2","acrophase_cog4","acrophase_cog5","acrophase_cerad1to2","acrophase_cerad3to5","acrophase_braak0to3","acrophase_braak3to5","acrophase_braak5to7","amplitude_cog1","amplitude_cog2","amplitude_cog4","amplitude_cog5","amplitude_cerad1to2","BHQ_cogdx","Bonf_cogdx","BHQ_cerad","Bonf_cerad","BHQ_braak","Bonf_braak"
"FAM41C","0.633283352342483","0.500013286184595","0.867525911640023","0.973952958443532","1.71207635025157","0.893637338571398","1.77698077664359","1.55505672459001","1.08041422894327","0.825944968860575","0.324102278748149","0.459284007728724","0.314989175311467","0.337862463111635","0.0820066829396574","0.355752462681515","0.307800470743772",0.954191382562873,1,0.999522714615186,1,0.999901477643856,1
"KLHL17","0.657250444903979","0.20174697079535","0.560980202587569","1.54508615946707","1.86334849734499","1.5997353256255","0.718386937339545","2.38446992913697","1.47028882550959","1.51814452956763","1.55711432977025","1.07916673022509","1.7075349116897","0.592348313232698","2.61579193991235","1.2091671200343","1.83827096609457",0.957172394146509,1,0.999522714615186,1,0.969504424378182,1
"HES4","0.355537438561436","0.638327950187133","0.852847834619587","4.31921665037328","3.76244571532433","4.3461194670427","4.20548641281921","3.26714101006481","4.21872576515893","4.39361517692942","5.11696321251109","2.82901014341319","5.16830408279189","3.71594159284788","4.64701309211362","4.72516771681599","5.0357735660667",0.954191382562873,1,0.999522714615186,1,0.999901477643856,1
"ISG15","0.688143603199507","0.711295964360889","0.933890471933142","3.04612173744387","2.63011403899529","3.07865063648933","2.81451840702355","3.97669464508839","2.92410601841555","3.0468849035739","0.919691558494485","0.808062899806344","0.846105591160022","1.21517695929077","0.628207708453494","0.99379169658462","0.748330507804898",0.959779279174805,1,0.999522714615186,1,0.999901477643856,1
"B3GALT6","0.152691089301394","0.828931367607507","0.431158997967331","3.1840267841182","3.65360372691294","3.1996930724808","3.2246144632505","3.13114898174772","3.11498252126133","3.32621279705854","1.91279687611278","1.00689679354836","1.84794058081148","1.56671636397436","1.41994887103698","1.69583863055028","2.08675137743499",0.954191382562873,1,0.999522714615186,1,0.940001329590435,1
"PUSL1","0.290060294556853","0.902620823248492","0.472829930751176","3.44699964209169","4.71220050056158","3.56938565411583","3.71298625303957","2.96086183648367","3.92212652760442","3.2760474811694","0.526667294727976","0.513140418425067","0.51636766689232","0.410826943659345","0.973350446831301","0.464946352356655","0.563914314381027",0.954191382562873,1,0.999522714615186,1,0.947898479074573,1
"CPTP","0.401638450087447","0.867850799680236","0.826560927836704","2.73571440653698","2.62129113943597","2.72082205730651","2.75104548865935","2.6922352023493","2.64777030415563","2.8494767860151","2.17808017288072","1.2278295382027","2.11856254197451","1.75963249290439","1.76682961711301","1.98255577109004","2.21342492652826",0.954191382562873,1,0.999522714615186,1,0.999901477643856,1
"AURKAIP1","0.317254098053349","0.711023235795609","0.49340427165374","2.93478241870105","2.51582760101647","2.96174201232378","2.70600729141008","4.30709980176361","2.75524452821973","3.05045658724143","5.56353744189016","3.8811361455979","5.22848205276859","5.50057423668468","4.03539238721496","5.03470950538991","5.80342545435581",0.954191382562873,1,0.999522714615186,1,0.953829430647408,1
"MRPL20-AS1","0.179251694697637","0.318324568050253","0.853545048127487","3.81201393953474","4.58363231117138","3.80577605810158","4.34969142677445","4.51791315191937","3.80272894212719","3.95202224908136","0.71424556849854","0.662459108274279","0.692605969934943","0.672833183531908","0.582751039985748","0.701158435872399","0.69734092959927",0.954191382562873,1,0.999522714615186,1,0.999901477643856,1
"MRPL20","0.727605606782109","0.994503437104853","0.264921483740386","3.01367535737845","2.6158300264424","3.00200892337057","2.95213380597006","4.96455327989398","2.79481520733984","3.09446866216517","3.02332289574628","3.76638836001323","2.9597511871442","2.98599858836934","6.2953903397883","2.81855446795164","3.43636587975012",0.966945213577161,1,0.999522714615186,1,0.936378046567142,1
