"Gene_Symbols","p_val","acrophase_Male","acrophase_Female","amplitude_Male","amplitude_Female","BHQ","Bonf","Log_Male_Female_ampRatio"
"HES4",0.63957111793711,"3.87138799276905","4.01124468784312","4.5781806540216","5.63777416997409",0.991896977924767,1,-0.208187654807723
"ISG15",0.256913831982875,"2.98524521319366","3.03137190669601","2.11481182421971","1.20817578252036",0.991896977924767,1,0.559854232282143
"B3GALT6",0.975042565354409,"3.19067698218493","3.18534410991453","2.11554199135133","2.17376623817707",0.99493733306211,1,-0.0271502164248779
"PUSL1",0.767146476725366,"3.43822589714663","3.37570865106378","0.642196823738013","0.751414638271034",0.991896977924767,1,-0.157062778544288
"CPTP",0.679232983944124,"2.89465530591802","2.8147286047401","2.20889045730067","2.41854734611726",0.991896977924767,1,-0.0906767557972983
"AURKAIP1",0.937984328345114,"3.2067644760996","3.17798887234669","7.49925448286274","7.89736834246339",0.993892574422401,1,-0.0517259694520533
"MRPL20-AS1",0.868682568209207,"3.74269757776607","3.68918400968133","0.910015251140685","0.971951505773551",0.992180238037824,1,-0.0658445531706433
"MRPL20",0.667873010571031,"3.12059824900336","3.30450230220286","5.36094167645998","5.1348343885141",0.991896977924767,1,0.0430920542045356
"ANKRD65",0.0902488913087904,"3.08930625369565","3.30086883826622","2.95775502105003","3.88925294915417",0.991896977924767,1,-0.273786553527045
"ATAD3C",0.127998850849343,"1.40001738497599","0.870866637428129","0.449045665598488","0.696698077268245",0.991896977924767,1,-0.439227554572504
"SSU72",0.696362933747807,"2.86300651712604","2.89795502346012","15.4367610815838","16.7156907431714",0.991896977924767,1,-0.0795960956846724
"FNDC10",0.450150353971021,"3.24230963730604","2.9531319881599","2.89204333896935","3.29394701121001",0.991896977924767,1,-0.130123255172274
"GABRD",0.619837085097831,"3.23400697363099","3.12994729391353","21.2877926726686","20.5036656481416",0.991896977924767,1,0.0375301121997266
"PEX10",0.703947740840274,"3.86135405329766","3.71162876649169","1.7461441480227","1.87424320086218",0.991896977924767,1,-0.0707949387219678
"PANK4",0.649215644638583,"2.40786048799977","2.60892197971965","2.3161945821124","2.16932686290975",0.991896977924767,1,0.065508654631819
"HES5",0.273643418379803,"2.90681928156869","2.90496055864258","0.232377350941559","0.355606488163116",0.991896977924767,1,-0.425462186145068
"PRXL2B",0.229138479739304,"2.70898304548611","2.74970979541957","4.15938621761218","5.61846814711513",0.991896977924767,1,-0.300691535519204
"TTC34",0.694504119582503,"5.4043319705563","5.66245989594583","0.646572859746307","0.559624038705925",0.991896977924767,1,0.144420691805925
"PRDM16-DT",0.630636170368276,"1.2167889075085","1.22967567725978","0.136287186699505","0.240375439025438",0.991896977924767,1,-0.567437704116768
"TPRG1L",0.234541500709883,"2.98947495369699","3.01094529665347","18.3943652231498","21.3155490667461",0.991896977924767,1,-0.147392429684061
"SMIM1",0.110326370161683,"3.19534058806546","3.27218862389737","0.0982796855763025","0.16283619183022",0.991896977924767,1,-0.504927389017454
"LRRC47",0.351964188689546,"3.08227875631262","3.10041083438356","7.54309366510796","8.63037085859045",0.991896977924767,1,-0.134655079075604
"C1orf174",0.179433879749486,"2.50349976855671","2.73629512291206","1.40397582247752","1.63241372500032",0.991896977924767,1,-0.150751647382344
"RPL22",0.624777170808031,"3.31272372513062","3.35315778132578","17.289458365005","20.0825807397365",0.991896977924767,1,-0.149755836744909
"ICMT",0.292435849074774,"2.90198877416295","3.00012431411381","3.84861079963563","4.37021599381233",0.991896977924767,1,-0.127100182466771
"TAS1R1",0.693214866324539,"5.13909171126261","5.44066774999212","0.184607976526524","0.179098190998415",0.991896977924767,1,0.0303003224170964
"KLHL21",0.388975873882887,"2.14157532809477","2.26890875347272","5.27699081581642","5.89501145830195",0.991896977924767,1,-0.110750463715318
"PHF13",0.66314023031566,"2.79306194761417","2.81595996568666","2.04644177527021","1.71671416890521",0.991896977924767,1,0.175690468832083
"Z97987.1",0.20174864513462,"4.55386571948734","5.12356234289636","0.164582701213743","0.161889972357962",0.991896977924767,1,0.0164962653056244
"Z98884.2",0.777937020283339,"2.90595645004992","2.762662289923","0.191340113466697","0.18299017905915",0.991896977924767,1,0.0446200582028119
"Z98884.1",0.466931288275515,"4.61037927079962","5.14023662071584","0.307031324074001","0.356707212789988",0.991896977924767,1,-0.149965537849732
"UTS2",0.370233212145528,"4.2915191216926","4.77349410569843","0.0939976020834493","0.0646156501757535",0.991896977924767,1,0.374812627963856
"PARK7",0.959117216356003,"3.16384676894232","3.21680404938647","12.7870133378802","12.736026837883",0.994723499341083,1,0.00399533656411175
"RERE-AS1",0.734387109945233,"4.29735284743112","4.49419700032108","1.03989622976093","1.21926610085986",0.991896977924767,1,-0.15912819196612
"ENO1",0.845616607689223,"2.95549990172776","2.98283042090649","25.3934764081975","26.8654578736875",0.992180238037824,1,-0.0563490608238046
"MIR34AHG",0.193205730532571,"6.13862890563816","0.0508953167362677","3.16326344659025","4.69565924207243",0.991896977924767,1,-0.39503428549377
"LNCTAM34A",0.585435502528511,"4.99173202874237","5.32820903498646","0.342918269082834","0.454649490879484",0.991896977924767,1,-0.28203463614891
"CLSTN1",0.694104385257273,"2.92389806260685","3.00658627064039","70.2183542293112","66.2821306299853",0.991896977924767,1,0.0576893951783588
"MASP2",0.581223877375522,"4.5303072925528","4.74025334272307","0.691600341081515","0.530414474773751",0.991896977924767,1,0.265349518189752
"SRM",0.865566569858534,"2.91895659311847","2.94013399913268","5.51335315151373","5.93377167303976",0.992180238037824,1,-0.0734870478673937
"EXOSC10-AS1",0.85532857791559,"2.92963433541255","3.06701139431559","0.0850792981810993","0.0980452090583148",0.992180238037824,1,-0.141844947849451
"MTOR-AS1",0.821603335863637,"4.72760062187789","4.87366158041848","0.138171488529041","0.120987887467018",0.991896977924767,1,0.132805147173896
"ANGPTL7",0.152750367774378,"4.2909718133807","4.92454321643161","0.349159694384181","0.379071306466031",0.991896977924767,1,-0.0821949365174439
"FBXO2",0.923394790655207,"3.07284050276951","3.06775394944713","13.9634205463362","14.6840845392979",0.99342950822071,1,-0.05032313072731
"MAD2L2",0.383608752257018,"2.6717423067548","2.67075175829006","1.0674886772041","0.804042348583286",0.991896977924767,1,0.283412198052863
"NPPA",0.972504075051613,"4.07567751962891","4.05439485336793","0.220283399805666","0.231753712311512",0.99493733306211,1,-0.0507603246278201
"MFN2",0.0461543564596527,"3.15508561698322","3.17281173976308","9.27912580805367","12.1448503486744",0.991896977924767,1,-0.26913789968339
"TNFRSF1B",0.245561664762145,"1.4477776624554","0.773258871947319","0.0984472485208968","0.0898378086593644",0.991896977924767,1,0.0915149381691929
"KAZN",0.216705512574522,"5.8337647186971","6.02791546932376","289.064155912537","312.106726897972",0.991896977924767,1,-0.0766965464540287
"KAZN-AS1",0.515634833034488,"4.66207299382551","4.97984291184385","12.6636467700821","11.4204185473128",0.991896977924767,1,0.103332575811241
"FHAD1",0.943778874753169,"5.77931585203772","5.72823556271873","1.47094658906173","1.61750391353151",0.994723499341083,1,-0.0949780351952947
"CTRC",0.595524170413357,"5.82494373643471","6.12495998099467","0.0527580789565528","0.0749216539260432",0.991896977924767,1,-0.350726037023564
"CELA2A",0.375217541779398,"4.79347581564508","5.40102313074734","0.125298110015911","0.172203126925866",0.991896977924767,1,-0.317978972399194
"CELA2B",0.144802740253589,"4.40194923129993","5.07023105959558","1.29829445575978","1.28907159694822",0.991896977924767,1,0.00712917900787362
"FBLIM1",0.0454192552354305,"4.69497023386238","5.44351905080659","0.201879880250996","0.168524226000237",0.991896977924767,1,0.180593354362682
"HSPB7",0.906146182640026,"2.06547526488696","1.79277495477331","0.122962515750283","0.120541814700802",0.992180238037824,1,0.0198828562271628
"SPATA21",0.302744047126652,"4.60639581647126","5.02249596882371","0.958341574491823","0.921245758473454",0.991896977924767,1,0.0394774246025182
