"Gene_Symbols","p_val","acrophase_AD","acrophase_CTL","amplitude_AD","amplitude_CTL","amp_ratio_CTL","amp_ratio_AD","mesor_CTL","mesor_AD","BHQ","Bonf","Log_AD_CTL_ampRatio"
"FAM41C",1.43400996598086e-09,"1.04458477066941","0.571784629347324","0.340403140086137","0.237128322199229","0.181219569562744","0.246994125162855","1.30851388054494","1.37818314448448",2.31085769396516e-09,2.42663166443281e-05,0.361529182865665
"NOC2L",4.15372448615088e-35,"2.69052180271178","2.64557356146982","4.17658000083157","4.02805408451797","0.161969312144522","0.17510711214659","24.8692423965092","23.8515726153668",2.39649934383379e-34,7.02893257546452e-31,0.0362093281184722
"KLHL17",7.01894637416711e-11,"1.59269335423873","1.31007435816878","1.52864762197558","0.94034794195415","0.145109397344503","0.221898597863876","6.48026908775367","6.88894673824545",1.20278086626487e-10,1.18774610543656e-06,0.485888758514539
"HES4",9.84795700100378e-24,"4.35295555664973","3.95309671974561","4.92246000185092","5.27330368140437","0.285871938185301","0.349025025727406","18.4463844715889","14.1034586032677",3.23210101572898e-23,1.66647128370986e-19,-0.0688486447383272
"ISG15",1.40651540739036e-10,"2.95474115699194","3.02022551885653","0.848856655919522","1.53900353708312","0.428608025574434","0.315698111945606","3.59070163238427","2.68882398658683",2.37464369189461e-10,2.38010537238597e-06,-0.595000098807855
"AGRN",0.556341225741268,"2.51428296361642","2.7752146482206","0.200208164416531","0.550275429555449","0.045240963210853","0.0173335288754326","12.1632120649332","11.5503407214611",0.564920865406165,1,-1.01106128653652
"C1orf159",4.06686410376745e-33,"6.08282304951519","6.26787669313303","5.41906051078223","5.79164121137773","0.185681346090813","0.177355073258625","31.1912926813077","30.5548660729878",2.11752228812162e-32,6.88194743639528e-29,-0.0664932446824637
"TNFRSF18",0.0444769854426416,"2.4673082288178","2.73001879878983","0.161403794337515","0.163150492363278","0.113609577598202","0.128019615899863","1.43606283741574","1.26077393064329",0.0481966923450551,1,-0.0107637764251598
"TNFRSF4",0.00319570003966892,"2.50309102377435","3.01639317137166","0.161204191578692","0.184918486435279","0.15116939766012","0.131973428252662","1.22325344479468","1.22148976284884",0.00368526891585644,1,-0.137243282032478
"SDF4",2.43517060420266e-14,"2.96126671200019","2.6646441573943","3.4713110814259","3.96728687241709","0.109186159293755","0.0984592508277793","36.335071203883","35.2563223083808",4.96541233453638e-14,4.12079569643174e-10,-0.133550097756461
"B3GALT6",5.23281194619642e-64,"3.18011479142621","3.18373840395246","1.80874902240669","2.15963807523598","0.300749311033825","0.272502160167734","7.18085793052102","6.63755847400749",1.98097637032519e-62,8.85496437535358e-60,-0.177305191412234
"C1QTNF12",0.998183095674974,"5.65886324819217","3.23859484858296","0.0129500631074615","0.0089518591014884","0.0107891969481049","0.0167832245383854","0.829705782974027","0.77160757027608",0.998242086461315,1,0.369239429744252
"UBE2J2",1.79779672283148e-11,"2.35244512752436","1.95409547094455","1.61502018744487","1.82189092341862","0.0735774851099264","0.0669636513652143","24.7615275338193","24.1178632663962",3.18125234170807e-11,3.04223161437543e-07,-0.120527474083024
"SCNN1D",0.00120368210222397,"1.52052678419034","0.853869461735333","0.931383634988531","0.985473507665608","0.104475383761128","0.100510923597178","9.43259045517165","9.26649165737728",0.00141932328993339,1,-0.0564509840488767
"ACAP3",0.0832814288417172,"1.2726253383605","0.61547704575327","3.16099237136412","4.42227567512425","0.0558195518143325","0.0392234078109228","79.2244926980723","80.5894374757479",0.0888636319351497,1,-0.335768402351764
"PUSL1",3.01528347845267e-22,"3.49409804557657","3.39874670177228","0.482149799459946","0.713985402272968","0.21401296021064","0.152913913332922","3.33617833971474","3.15307998435836",9.13601200042544e-22,5.10246270223761e-18,-0.392607664107198
"INTS11",8.8148633831182e-23,"1.4972378687392","1.41853776436372","4.70191699885757","3.88736792894418","0.121858264879367","0.145354920317031","31.9007326486429","32.3478351376225",2.75415653931178e-22,1.49165118169126e-18,0.190237993989854
"CPTP",1.12349768487363e-52,"2.68929613542293","2.84209907310025","2.12996067477956","2.33232296955128","0.292415272827843","0.284593784424126","7.97606413302638","7.48421361024986",1.81583837855125e-51,1.90118278234316e-48,-0.0907612365544383
"DVL1",5.66758412305993e-40,"2.53608620475775","2.62137348606339","3.7771438529445","3.99907091404741","0.16222335823826","0.156248484776449","24.6516343729855","24.1739550840996",4.35940266047364e-39,9.59068585304201e-36,-0.0570939330855442
"MXRA8",0.117074821212195,"4.94736060417464","0.0352937109132478","0.0706151513574702","0.0256471653427396","0.0497808000859218","0.131677728872746","0.515201951324055","0.536272549367197",0.123890946441921,1,1.01281167738069
"AURKAIP1",7.30662010440818e-40,"2.89647859453951","3.1873093935124","5.33238672165371","7.7359785926826","0.367482024807738","0.292956314672653","21.0513115484491","18.2019859432355",5.57954085770737e-39,1.23642625406795e-35,-0.372083062785205
"CCNL2",0.00110525060122345,"0.733855435247323","0.197915647878353","1.90730694817893","2.03033978672298","0.0393846359195091","0.0375015972758263","51.5515692685953","50.8593523137316",0.00130567810222131,1,-0.0625108893356161
"MRPL20-AS1",1.24203693924858e-45,"3.86515322746033","3.70030852183762","0.677365017911332","0.951256414512289","0.332272936807003","0.275552114634728","2.86287659673233","2.45821019667821",1.30383058845933e-44,2.10177490859645e-41,-0.339573355050081
"MRPL20",4.25411159996763e-26,"2.96414912690996","3.24015847116971","3.09216384283742","5.15687668132895","0.218860079561594","0.146175716724078","23.5624362910718","21.1537450414846",1.56427806376906e-25,7.19880764946522e-22,-0.511459983316807
"ANKRD65",7.26208944583226e-43,"3.07709576496881","3.22996047870763","2.138348510284","3.58851957949703","0.444061733498408","0.322994739772735","8.08112770993787","6.62038184209618",6.61761322576055e-42,1.22889077602373e-38,-0.51770593711672
"VWA1",0.00168074139643735,"2.41614127637735","2.13543969664055","0.198765415422095","0.317123637832702","0.127727590632499","0.0760168827904879","2.4828123372744","2.61475356691378",0.00196500662639995,1,-0.467166410147403
