"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ"
"ZBTB33","ZBTB33","MA0527.1","6.95469",1.58127e-12,0.803288,0.772676,0.0569539,153,"False",1.25552838e-09,NA,NA,NA,NA,NA,NA,NA
"ELK4","ELK4","MA0076.2","6.01223",8.51962e-10,0.8797,0.852902,0.0533235,153,"False",3.38228914e-07,0.0328108378777022,0.101682912187929,NA,NA,NA,0.992256539252077,0.999846643018902
"NRF1","NRF1","MA0506.1","5.59401",1.05925e-08,0.876226,0.844252,0.0590652,153,"False",2.25374915e-06,0.0388426619678388,0.258228645761331,NA,NA,NA,0.891903599657696,0.950939635845586
"ELK1","ELK1","MA0028.2","5.57837",1.13539e-08,0.832504,0.805366,0.0606345,153,"False",2.25374915e-06,0.0905776019044341,0.790302571056558,0.493315068593753,NA,-1.0001564542847,0.750875404508989,0.717729026142046
"ELK3","ELK3","MA0759.1","5.52236",1.56411e-08,0.852163,0.827514,0.056199,153,"False",2.48380668e-06,0.0801548497763039,0.00608493566116945,0.674036747920581,0.680238853172645,0.598973974707928,0.942557800919317,0.999846643018902
"YY2","YY2","MA0748.2","5.31647",5.02652e-08,0.848764,0.821895,0.0576565,153,"False",6.64166254285714e-06,NA,NA,NA,NA,NA,NA,NA
"ZBTB7A","ZBTB7A","MA0750.2","5.28923",5.85537e-08,0.854793,0.829929,0.0521065,153,"False",6.64166254285714e-06,0.195768766844911,0.319399080183768,NA,NA,NA,0.940466051400669,0.999846643018902
"FEV","FEV","MA0156.2","5.15629",1.18782e-07,0.862488,0.840666,0.0532796,153,"False",1.17891135e-05,NA,NA,NA,NA,NA,NA,NA
"ETS2","ETS2","MA1484.1","5.12124",1.42929e-07,0.869921,0.848397,0.053904,153,"False",1.2609514e-05,0.409428352266666,0.356123836082475,NA,NA,NA,0.803851140962504,0.602129928715239
"TCFL5","TCFL5","MA0632.2","5.06074",2.00244e-07,0.862936,0.835763,0.0582054,153,"False",1.58993736e-05,NA,NA,NA,NA,NA,NA,NA
"ERG","ERG","MA0474.2","5.03081",2.31269e-07,0.869201,0.84857,0.0509715,153,"False",1.66934169090909e-05,NA,NA,NA,NA,NA,NA,NA
"ETS1","ETS1","MA0098.3","5.00886",2.59135e-07,0.867156,0.846278,0.0522666,153,"False",1.71460991666667e-05,0.835007615509045,0.929974737321853,NA,NA,NA,0.920056480349065,0.999846643018902
"E2F1","E2F1","MA0024.3","4.94552",3.62134e-07,0.788446,0.7698,0.0444285,153,"False",2.12028701333333e-05,NA,NA,NA,NA,NA,NA,NA
"HINFP","HINFP","MA0131.2","4.93842",3.80312e-07,0.841946,0.819262,0.0464417,153,"False",2.12028701333333e-05,0.752795465418223,0.690653853283905,NA,NA,NA,0.996692040897537,0.999846643018902
"Gmeb1","Gmeb1","MA0615.1","4.92732",4.00558e-07,0.834678,0.817285,0.0382566,153,"False",2.12028701333333e-05,0.437227138157757,0.994545450493868,NA,NA,NA,0.876252954563826,0.970848845166344
"TFDP1","TFDP1","MA1122.1","4.84481",6.1398e-07,0.875581,0.849665,0.0524186,153,"True",3.01202498823529e-05,0.321857417951106,0.0841777074078008,0.280016855245401,0.276665448876647,0.591843406854179,0.67995872764237,0.578302254687391
"ZBTB14","ZBTB14","MA1650.1","4.83547",6.44892e-07,0.849253,0.820331,0.0567207,153,"False",3.01202498823529e-05,NA,NA,NA,NA,NA,NA,NA
"E2F4","E2F4","MA0470.2","4.80793",7.1911e-07,0.764817,0.747338,0.0489904,153,"True",3.17207411111111e-05,0.000184741770915195,0.0326767392653063,0.232787440121093,0.231422368088131,-0.0667135901221576,0.96671472921779,0.973702859197055
"FLI1","FLI1","MA0475.2","4.70736",1.19255e-06,0.849666,0.82927,0.055484,153,"False",4.98360368421053e-05,0.0505140732299938,0.212939840808429,NA,NA,NA,0.962440509118781,0.999061981599116
"TFAP2A","TFAP2A","MA0872.1","4.4906",3.44437e-06,0.826737,0.804318,0.0517942,153,"False",0.000131390363809524,NA,NA,NA,NA,NA,NA,NA
"HES1","HES1","MA1099.2","4.48742",3.47506e-06,0.876297,0.85239,0.0605973,153,"False",0.000131390363809524,NA,NA,NA,NA,NA,NA,NA
"CTCFL","CTCFL","MA1102.2","4.4647",3.89213e-06,0.863938,0.839568,0.0560895,153,"False",0.00014047051,NA,NA,NA,NA,NA,NA,NA
"ELF2","ELF2","MA1483.1","4.40794",4.99665e-06,0.808702,0.790052,0.0532843,153,"False",0.000172493047826087,0.00372224057152594,0.000191453601748905,0.845094091816569,0.852577843897278,0.18085131900872,0.940466051400669,0.999846643018902
"ETV5","ETV5","MA0765.2","4.37494",5.81831e-06,0.87259,0.853063,0.0563269,153,"False",0.000192489089166667,0.000452455741730472,0.0046921440081734,0.976822319170784,0.977511602026253,0.0766767432916249,0.884998209268041,0.999846643018902
"KLF15","KLF15","MA1513.1","4.36224",6.2761e-06,0.895352,0.860109,0.0784511,153,"False",0.000199328936,NA,NA,NA,NA,NA,NA,NA
"E2F2","E2F2","MA0864.2","4.32028",7.445e-06,0.770935,0.755513,0.046976,153,"False",0.000227358846153846,NA,NA,NA,NA,NA,NA,NA
"HES2","HES2","MA0616.2","4.28881",8.70423e-06,0.829679,0.807232,0.0575622,153,"False",0.000249193213571429,NA,NA,NA,NA,NA,NA,NA
"TFAP2C","TFAP2C","MA0815.1","4.28745",8.78767e-06,0.830454,0.809526,0.0506451,153,"False",0.000249193213571429,NA,NA,NA,NA,NA,NA,NA
"Ahr","Ahr::Arnt","MA0006.1","4.25025",1.02853e-05,0.935588,0.913397,0.0631984,153,"False",0.000272217606666667,NA,NA,NA,NA,NA,NA,NA
"Arnt","Ahr::Arnt","MA0006.1","4.25025",1.02853e-05,0.935588,0.913397,0.0631984,153,"False",0.000272217606666667,0.0617738118976976,0.727082796387809,NA,NA,NA,0.970468671933096,0.999846643018902
"ZFP57","ZFP57","MA1583.1","4.22572",1.15841e-05,0.841144,0.822293,0.0467111,153,"False",0.000296702432258064,NA,NA,NA,NA,NA,NA,NA
"TFAP2B","TFAP2B","MA0813.1","4.14329",1.66824e-05,0.835438,0.816155,0.0479073,153,"False",0.00041393205,NA,NA,NA,NA,NA,NA,NA
"E2F8","E2F8","MA0865.1","4.01182",2.91404e-05,0.748019,0.732586,0.0464392,153,"False",0.000701135684848485,NA,NA,NA,NA,NA,NA,NA
"E2F6","E2F6","MA0471.2","4.00575",3.0174e-05,0.87093,0.852237,0.0479803,153,"False",0.000704651647058823,NA,NA,NA,NA,NA,NA,NA
"SP9","SP9","MA1564.1","3.99234",3.20987e-05,0.886432,0.865208,0.0485324,153,"False",0.000728181937142857,NA,NA,NA,NA,NA,NA,NA
"ETV6","ETV6","MA0645.1","3.93497",4.01461e-05,0.868425,0.851358,0.0552128,153,"False",0.000885444538888889,0.0115539181942788,0.0071021601972829,0.674036747920581,0.680238853172645,0.466326685731707,0.918480452249037,0.877394398484197
"EGR1","EGR1","MA0162.4","3.9128",4.47656e-05,0.834697,0.812172,0.0534331,153,"False",0.000960645578378378,NA,NA,NA,NA,NA,NA,NA
"EGR3","EGR3","MA0732.1","3.89196",4.85797e-05,0.800443,0.780667,0.052676,153,"False",0.00101506004736842,NA,NA,NA,NA,NA,NA,NA
"ERF","ERF","MA0760.1","3.86666",5.32012e-05,0.847007,0.83128,0.0531211,153,"False",0.00107790922439024,0.621160469584031,0.127645804327305,NA,NA,NA,0.943145084219716,0.953918211102615
"ARNT","ARNT::HIF1A","MA0259.1","3.8582",5.56603e-05,0.909363,0.890666,0.0533891,153,"False",0.00107790922439024,0.0617738118976976,0.727082796387809,NA,NA,NA,0.970468671933096,0.999846643018902
"HIF1A","ARNT::HIF1A","MA0259.1","3.8582",5.56603e-05,0.909363,0.890666,0.0533891,153,"False",0.00107790922439024,0.00360691399441298,6.08683171087887e-05,0.606225340478504,0.615776362239217,0.488341078792027,0.930996524937499,0.757274745666793
"EGR2","EGR2","MA0472.2","3.66104",0.000122791,0.824418,0.808129,0.0482675,153,"False",0.00232133461904762,NA,NA,NA,NA,NA,NA,NA
"SPDEF","SPDEF","MA0686.1","3.63587",0.000134667,0.815674,0.801715,0.0468594,153,"False",0.00246275340909091,NA,NA,NA,NA,NA,NA,NA
"HEY1","HEY1","MA0823.1","3.63402",0.000136475,0.82404,0.805772,0.0542476,153,"False",0.00246275340909091,NA,NA,NA,NA,NA,NA,NA
"SP3","SP3","MA0746.2","3.62487",0.000142098,0.871839,0.852593,0.0505818,153,"False",0.00250724026666667,0.0287602393737066,0.0275096124136143,NA,NA,NA,0.540712213781392,0.344451472173628
"SP1","SP1","MA0079.4","3.60683",0.000151845,0.831227,0.812589,0.0540554,153,"False",0.00262097673913043,0.81356189967966,0.168224959528366,NA,NA,NA,0.788874661686748,0.999846643018902
"NHLH2","NHLH2","MA1529.1","3.59865",0.000156316,0.75038,0.736319,0.0433608,153,"False",0.00262268125,NA,NA,NA,NA,NA,NA,NA
"ETV2","ETV2","MA0762.1","3.59124",0.00015855,0.819588,0.805106,0.0571531,153,"False",0.00262268125,NA,NA,NA,NA,NA,NA,NA
"HIF1A","HIF1A","MA1106.1","3.53569",0.000198431,0.850873,0.833935,0.0559491,153,"False",0.00316558272,0.00360691399441298,6.08683171087887e-05,0.606225340478504,0.615776362239217,0.488341078792027,0.930996524937499,0.757274745666793
"TFAP2A","TFAP2A","MA0810.1","3.53579",0.000199344,0.887795,0.873406,0.0424111,153,"False",0.00316558272,NA,NA,NA,NA,NA,NA,NA
"SP4","SP4","MA0685.1","3.50004",0.000228118,0.80943,0.791926,0.0524426,153,"False",0.00355148415686275,0.194106991194863,0.40598905869824,NA,NA,NA,0.957354662265398,0.999846643018902
"ELF4","ELF4","MA0641.1","3.36187",0.000377211,0.794376,0.779983,0.0538222,153,"False",0.00575972180769231,0.323948235577525,0.455130813592891,NA,NA,NA,0.902781777980723,0.999846643018902
"KLF11","KLF11","MA1512.1","3.30651",0.000465301,0.881648,0.865068,0.0487235,153,"False",0.00697073573584906,NA,NA,NA,NA,NA,NA,NA
"SP2","SP2","MA0516.2","3.26412",0.000540013,0.803814,0.78945,0.0454902,153,"False",0.00781477898181818,0.0423352770266481,0.0331334845286861,0.881474798779686,0.888230971013702,0.0694777761977421,0.677284223372541,0.582138502350206
"Atf1","Atf1","MA0604.1","3.25804",0.000541326,0.854112,0.839285,0.0691307,153,"False",0.00781477898181818,0.835430946976149,0.336234784462894,NA,NA,NA,0.947208501551059,0.989814950681537
"ELF5","ELF5","MA0136.2","3.22189",0.000621005,0.876139,0.864397,0.0469197,153,"False",0.00880496375,NA,NA,NA,NA,NA,NA,NA
"EGR4","EGR4","MA0733.1","3.21279",0.000647551,0.793324,0.780201,0.0406139,153,"False",0.0090202718245614,NA,NA,NA,NA,NA,NA,NA
"THAP11","THAP11","MA1573.1","3.15267",0.000779092,0.728329,0.713794,0.0741987,153,"False",0.0106655008275862,NA,NA,NA,NA,NA,NA,NA
"TFAP2E","TFAP2E","MA1569.1","3.15039",0.000803393,0.892477,0.876258,0.0517327,153,"False",0.0107076855,NA,NA,NA,NA,NA,NA,NA
"Arnt","Arnt","MA0004.1","3.14629",0.000809145,0.878413,0.86117,0.0669221,153,"False",0.0107076855,0.0617738118976976,0.727082796387809,NA,NA,NA,0.970468671933096,0.999846643018902
"HEY2","HEY2","MA0649.1","3.10714",0.000929113,0.828586,0.814695,0.0482722,153,"False",0.0120937003606557,NA,NA,NA,NA,NA,NA,NA
"ZIC3","ZIC3","MA0697.1","3.06843",0.00105862,0.798004,0.786209,0.0416556,153,"False",0.0135571658064516,NA,NA,NA,NA,NA,NA,NA
"SOHLH2","SOHLH2","MA1560.1","3.05068",0.00112207,0.817026,0.802357,0.0540822,153,"False",0.0137690593846154,NA,NA,NA,NA,NA,NA,NA
