"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ"
"FERD3L","FERD3L","MA1485.1","3.20488",0.000672945,0.807397,0.770135,0.0605249,16,"False",0.53431833,NA,NA,NA,NA,NA,NA,NA
"Plagl1","Plagl1","MA1615.1","2.82089",0.00239022,0.868739,0.825969,0.0593604,16,"False",0.8876523,0.0605394067574162,0.102569188390993,NA,NA,NA,0.966415935544325,0.944561450135528
"ZFP57","ZFP57","MA1583.1","2.50744",0.00607395,0.856837,0.822293,0.0456102,16,"False",0.8876523,NA,NA,NA,NA,NA,NA,NA
"RELB","RELB","MA1117.1","2.32067",0.0101369,0.85391,0.824403,0.0550769,16,"False",0.8876523,0.855042087603678,0.436195493230599,NA,NA,NA,0.902781777980723,0.999061981599116
"HES1","HES1","MA1099.2","2.20668",0.0136493,0.88869,0.85239,0.0710236,16,"False",0.8876523,NA,NA,NA,NA,NA,NA,NA
"EBF1","EBF1","MA0154.4","2.20471",0.0137301,0.811189,0.782074,0.0331561,16,"False",0.8876523,NA,NA,NA,NA,NA,NA,NA
"TCFL5","TCFL5","MA0632.2","2.16538",0.0151655,0.871666,0.835763,0.0577938,16,"False",0.8876523,NA,NA,NA,NA,NA,NA,NA
"CTCF","CTCF","MA0139.1","2.13457",0.0163747,0.802672,0.779428,0.0489985,16,"False",0.8876523,0.00544905837282436,0.204884212524906,NA,NA,NA,0.859706388701827,0.999846643018902
"TFAP2A","TFAP2A","MA0872.1","2.06875",0.0192595,0.836218,0.804318,0.0686265,16,"False",0.8876523,NA,NA,NA,NA,NA,NA,NA
"TFAP2B","TFAP2B","MA0813.1","2.06758",0.0193161,0.845875,0.816155,0.0612663,16,"False",0.8876523,NA,NA,NA,NA,NA,NA,NA
"TFAP2C","TFAP2C","MA0815.1","2.06659",0.0193621,0.840682,0.809526,0.065352,16,"False",0.8876523,NA,NA,NA,NA,NA,NA,NA
"ZNF449","ZNF449","MA1656.1","2.06616",0.0193719,0.82671,0.800995,0.0649934,16,"False",0.8876523,0.0678416832221285,0.0858612257861119,0.916811552943037,0.922594806623015,-0.0768755506638176,0.871980953748115,0.846633504617465
"ZKSCAN1","ZKSCAN1","MA1585.1","2.03011",0.0211443,0.816453,0.790744,0.0576208,16,"False",0.8876523,0.293323823865345,0.198666594923933,NA,NA,NA,0.632084283137182,0.706984325305021
"ETV1","ETV1","MA0761.2","2.0067",0.0223386,0.83969,0.813569,0.0803196,16,"False",0.8876523,0.437963485637482,0.17049496240091,NA,NA,NA,0.975583930969828,0.999846643018902
"REL","REL","MA0101.1","1.99621",0.0229272,0.892044,0.869717,0.0496836,16,"False",0.8876523,0.320930287830023,0.0478457201573014,0.678278285570496,0.68485678579624,0.782991043027652,0.983285147241744,0.955684033708693
"Zic1","Zic1::Zic2","MA1628.1","1.99607",0.0229438,0.896659,0.869542,0.0495721,16,"False",0.8876523,NA,NA,NA,NA,NA,NA,NA
"Zic2","Zic1::Zic2","MA1628.1","1.99607",0.0229438,0.896659,0.869542,0.0495721,16,"False",0.8876523,NA,NA,NA,NA,NA,NA,NA
"E2F6","E2F6","MA0471.2","1.99387",0.0230681,0.880973,0.852237,0.0456317,16,"False",0.8876523,NA,NA,NA,NA,NA,NA,NA
"NFKB1","NFKB1","MA0105.4","1.98163",0.0237257,0.74927,0.722064,0.0668279,16,"False",0.8876523,0.144962049897523,0.283664192312425,NA,0.959546231085746,NA,0.949343037320599,0.999846643018902
"TEAD2","TEAD2","MA1121.1","1.93995",0.02617,0.827474,0.802032,0.0499083,16,"False",0.8876523,NA,NA,NA,NA,NA,NA,NA
"TFDP1","TFDP1","MA1122.1","1.9345",0.0265118,0.881627,0.849665,0.0482326,16,"False",0.8876523,0.321857417951106,0.0841777074078008,0.280016855245401,0.276665448876647,0.591843406854179,0.67995872764237,0.578302254687391
"Wt1","Wt1","MA1627.1","1.91342",0.0278103,0.858481,0.828844,0.0745331,16,"False",0.8876523,NA,NA,NA,NA,NA,NA,NA
"Ahr","Ahr::Arnt","MA0006.1","1.90834",0.0281482,0.944154,0.913397,0.0636483,16,"False",0.8876523,NA,NA,NA,NA,NA,NA,NA
"Arnt","Ahr::Arnt","MA0006.1","1.90834",0.0281482,0.944154,0.913397,0.0636483,16,"False",0.8876523,0.0617738118976976,0.727082796387809,NA,NA,NA,0.970468671933096,0.999846643018902
"VEZF1","VEZF1","MA1578.1","1.90024",0.0286778,0.89624,0.867548,0.0560077,16,"False",0.8876523,0.0043004558516909,0.0353033756097254,0.575847637309265,0.584167496466361,0.00855192891574437,0.389519865206837,0.423139368584162
"RUNX2","RUNX2","MA0511.2","1.89426",0.0290667,0.853531,0.830783,0.0494361,16,"False",0.8876523,0.176198153026331,0.000107334726663299,0.32255403013884,0.323152775394631,1.07826823191059,0.815760386784393,0.719629317298689
"KLF17","KLF17","MA1514.1","1.86276",0.0312105,0.806152,0.782544,0.05883,16,"False",0.90128528,NA,NA,NA,NA,NA,NA,NA
"RUNX3","RUNX3","MA0684.2","1.84285",0.0326456,0.849675,0.823821,0.0574317,16,"False",0.90128528,NA,NA,NA,NA,NA,NA,NA
"HES2","HES2","MA0616.2","1.83655",0.0331059,0.836916,0.807232,0.0686689,16,"False",0.90128528,NA,NA,NA,NA,NA,NA,NA
"NFATC2","NFATC2","MA0152.1","1.82382",0.0340536,0.927949,0.903213,0.0605219,16,"False",0.90128528,0.0231732378916371,0.00252716656148963,0.567897000401664,0.575708497625846,0.584418963587536,0.998695714004685,0.999846643018902
"RREB1","RREB1","MA0073.1","1.75724",0.0394118,0.816423,0.795519,0.043452,16,"False",0.926418026666667,0.0991648409325157,0.00217292687946655,NA,NA,NA,0.997705489529031,0.999846643018902
"E2F8","E2F8","MA0865.1","1.73122",0.0416663,0.753146,0.732586,0.0528281,16,"False",0.926418026666667,NA,NA,NA,NA,NA,NA,NA
"CTCFL","CTCFL","MA1102.2","1.71172",0.0434568,0.868423,0.839568,0.0474737,16,"False",0.926418026666667,NA,NA,NA,NA,NA,NA,NA
"NFKB2","NFKB2","MA0778.1","1.69905",0.0445977,0.779474,0.755761,0.0731867,16,"False",0.926418026666667,NA,NA,NA,NA,NA,NA,NA
"PLAG1","PLAG1","MA0163.1","1.68649",0.0458363,0.821936,0.800424,0.0307544,16,"False",0.926418026666667,0.453502932331097,0.73608935592629,NA,NA,NA,0.455617112920246,0.501771378212741
"ETV4","ETV4","MA0764.2","1.68563",0.0458819,0.910107,0.883767,0.0773566,16,"False",0.926418026666667,NA,NA,NA,NA,NA,NA,NA
"IKZF1","IKZF1","MA1508.1","1.66841",0.0475473,0.853025,0.831165,0.0749221,16,"False",0.926418026666667,0.768265881111074,0.469860100942291,NA,NA,NA,0.850305261945577,0.881494239317099
"Znf281","Znf281","MA1630.1","1.65524",0.0488896,0.846428,0.819408,0.0762802,16,"False",0.926418026666667,0.0212863113601449,0.204265371298968,0.544344373531312,0.550859033690346,-0.000268865235445925,0.878766358923715,0.84151409809612
"SIX1","SIX1","MA1118.1","1.6506",0.0493799,0.810114,0.788541,0.0473484,16,"False",0.926418026666667,NA,NA,NA,NA,NA,NA,NA
"MZF1","MZF1","MA0056.2","1.61551",0.0530502,0.839246,0.819369,0.0572301,16,"False",0.926418026666667,0.201249318777348,0.253606435430439,NA,NA,NA,0.95738442394733,0.999846643018902
"KLF15","KLF15","MA1513.1","1.6038",0.0543609,0.900131,0.860109,0.0659254,16,"False",0.926418026666667,NA,NA,NA,NA,NA,NA,NA
"ZNF341","ZNF341","MA1655.1","1.58819",0.0560773,0.842205,0.822091,0.0549716,16,"False",0.926418026666667,NA,NA,NA,NA,NA,NA,NA
"GABPA","GABPA","MA0062.3","1.57067",0.0580483,0.826544,0.806282,0.0756751,16,"False",0.926418026666667,0.904409386968571,0.169341676555343,NA,NA,NA,0.664901170173695,0.529070409561627
"FEV","FEV","MA0156.2","1.56549",0.0587133,0.861113,0.840666,0.0366172,16,"False",0.926418026666667,NA,NA,NA,NA,NA,NA,NA
"HEY1","HEY1","MA0823.1","1.54762",0.0608189,0.829797,0.805772,0.0601542,16,"False",0.926418026666667,NA,NA,NA,NA,NA,NA,NA
"GCM2","GCM2","MA0767.1","1.54103",0.0616093,0.851602,0.835222,0.0457296,16,"False",0.926418026666667,NA,NA,NA,NA,NA,NA,NA
"ERG","ERG","MA0474.2","1.54021",0.0617299,0.868064,0.84857,0.0386302,16,"False",0.926418026666667,NA,NA,NA,NA,NA,NA,NA
"ZNF684","ZNF684","MA1600.1","1.52885",0.0630982,0.741328,0.727197,0.0423375,16,"False",0.926418026666667,NA,NA,NA,NA,NA,NA,NA
"NFIX","NFIX","MA0671.1","1.52497",0.0635929,0.943986,0.93025,0.0358145,16,"False",0.926418026666667,0.25753140877053,0.21227476562426,NA,NA,NA,0.884034583520045,0.883868154219029
"HINFP","HINFP","MA0131.2","1.52485",0.0636013,0.840897,0.819262,0.0612231,16,"False",0.926418026666667,0.752795465418223,0.690653853283905,NA,NA,NA,0.996692040897537,0.999846643018902
"ZBTB33","ZBTB33","MA0527.1","1.5117",0.0652658,0.79321,0.772676,0.0530493,16,"False",0.926418026666667,NA,NA,NA,NA,NA,NA,NA
"SP9","SP9","MA1564.1","1.50528",0.0661106,0.889928,0.865208,0.0381137,16,"False",0.926418026666667,NA,NA,NA,NA,NA,NA,NA
"E2F2","E2F2","MA0864.2","1.50198",0.0665112,0.772058,0.755513,0.0432346,16,"False",0.926418026666667,NA,NA,NA,NA,NA,NA,NA
"ETS1","ETS1","MA0098.3","1.50029",0.0667426,0.865578,0.846278,0.041253,16,"False",0.926418026666667,0.835007615509045,0.929974737321853,NA,NA,NA,0.920056480349065,0.999846643018902
"SP2","SP2","MA0516.2","1.49444",0.0675117,0.809759,0.78945,0.0345142,16,"False",0.926418026666667,0.0423352770266481,0.0331334845286861,0.881474798779686,0.888230971013702,0.0694777761977421,0.677284223372541,0.582138502350206
"TBX18","TBX18","MA1565.1","1.49396",0.0675427,0.832163,0.815464,0.0490594,16,"False",0.926418026666667,NA,NA,NA,NA,NA,NA,NA
"RELA","RELA","MA0107.1","1.48762",0.0683823,0.846074,0.826197,0.0540064,16,"False",0.926418026666667,0.00180809830749884,0.00498428962826455,0.825253143991148,0.832519007028462,0.198546254823141,0.98809592819262,0.903360866954717
"EGR2","EGR2","MA0472.2","1.48129",0.0692241,0.828481,0.808129,0.0541948,16,"False",0.926418026666667,NA,NA,NA,NA,NA,NA,NA
"CLOCK","CLOCK","MA0819.1","1.47781",0.0696858,0.82579,0.808379,0.0481923,16,"False",0.926418026666667,0.385879335278961,0.316649504387684,NA,NA,NA,0.745425931532965,0.706984325305021
"SPIC","SPIC","MA0687.1","1.4755",0.0700064,0.820428,0.803793,0.0392519,16,"False",0.926418026666667,NA,NA,NA,NA,NA,NA,NA
"NFIA","NFIA","MA0670.1","1.45444",0.0728603,0.866792,0.843625,0.07042,16,"False",0.933643174603174,0.919220799162268,0.585267880741195,NA,NA,NA,0.752380310633851,0.814756805679733
"EGR1","EGR1","MA0162.4","1.44592",0.0740747,0.837885,0.812172,0.052454,16,"False",0.933643174603174,NA,NA,NA,NA,NA,NA,NA
"TFCP2","TFCP2","MA0145.3","1.44592",0.07408,0.819803,0.802875,0.0300733,16,"False",0.933643174603174,0.283436429166886,0.123851068777231,NA,NA,NA,0.254380484934839,0.173892426373294
