"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ"
"ZNF263","ZNF263","MA0528.2","4.84064",5.5706e-07,0.870827,0.856546,0.0628861,471,"False",0.00040431274,0.0197104580169677,0.0494218932004241,0.69558568229356,0.703099347601909,0.227212755432245,0.699262479895971,0.840030907388296
"Wt1","Wt1","MA1627.1","4.72431",1.01842e-06,0.842399,0.828844,0.057315,471,"False",0.00040431274,NA,NA,NA,NA,NA,NA,NA
"EGR3","EGR3","MA0732.1","4.34719",6.19896e-06,0.793306,0.780667,0.0579317,471,"False",0.00164065808,NA,NA,NA,NA,NA,NA,NA
"EGR4","EGR4","MA0733.1","4.04567",2.38738e-05,0.789655,0.780201,0.0455338,471,"False",0.00473450857142857,NA,NA,NA,NA,NA,NA,NA
"ZNF740","ZNF740","MA0753.2","3.95409",3.49319e-05,0.815553,0.803708,0.0617349,471,"False",0.00473450857142857,NA,NA,NA,NA,NA,NA,NA
"ZBTB14","ZBTB14","MA1650.1","3.92586",3.94435e-05,0.833773,0.820331,0.0696108,471,"False",0.00473450857142857,NA,NA,NA,NA,NA,NA,NA
"KLF4","KLF4","MA0039.4","3.91165",4.174e-05,0.892099,0.879556,0.0662641,471,"False",0.00473450857142857,NA,NA,NA,NA,NA,NA,NA
"EGR1","EGR1","MA0162.4","3.8724",4.94706e-05,0.824931,0.812172,0.0657104,471,"False",0.00490995705,NA,NA,NA,NA,NA,NA,NA
"KLF15","KLF15","MA1513.1","3.69841",9.99741e-05,0.877213,0.860109,0.0941315,471,"False",0.00881993726666667,NA,NA,NA,NA,NA,NA,NA
"SP9","SP9","MA1564.1","3.64947",0.000121856,0.876312,0.865208,0.0602693,471,"False",0.00887295,NA,NA,NA,NA,NA,NA,NA
"KLF5","KLF5","MA0599.1","3.64769",0.000122925,0.937919,0.92756,0.055604,471,"False",0.00887295,NA,NA,NA,NA,NA,NA,NA
"KLF2","KLF2","MA1515.1","3.57295",0.000163746,0.9046,0.894352,0.0578003,471,"False",0.0102134663076923,NA,NA,NA,NA,NA,NA,NA
