"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ"
"EGR3","EGR3","MA0732.1","7.30044",9.10387e-14,0.797662,0.780667,0.0577679,739,"False",7.22847278e-11,NA,NA,NA,NA,NA,NA,NA
"EGR1","EGR1","MA0162.4","7.19395",2.05307e-13,0.831146,0.812172,0.0643952,739,"False",8.1506879e-11,NA,NA,NA,NA,NA,NA,NA
"KLF15","KLF15","MA1513.1","7.03021",6.66195e-13,0.886143,0.860109,0.0934704,739,"False",1.7631961e-10,NA,NA,NA,NA,NA,NA,NA
"ZBTB14","ZBTB14","MA1650.1","6.73095",5.64957e-12,0.838785,0.820331,0.0691065,739,"False",1.121439645e-09,NA,NA,NA,NA,NA,NA,NA
"Wt1","Wt1","MA1627.1","6.52638",2.29354e-11,0.843844,0.828844,0.0585372,739,"False",3.64214152e-09,NA,NA,NA,NA,NA,NA,NA
"EGR4","EGR4","MA0733.1","6.43503",4.38396e-11,0.792241,0.780201,0.0456031,739,"False",5.8014404e-09,NA,NA,NA,NA,NA,NA,NA
"SP9","SP9","MA1564.1","6.29973",1.05956e-10,0.880557,0.865208,0.060557,739,"False",1.20184377142857e-08,NA,NA,NA,NA,NA,NA,NA
"CTCFL","CTCFL","MA1102.2","6.25035",1.43442e-10,0.855207,0.839568,0.0639549,739,"False",1.42366185e-08,NA,NA,NA,NA,NA,NA,NA
"KLF16","KLF16","MA0741.1","6.089",4.09922e-10,0.885827,0.870747,0.062197,739,"False",3.61642297777778e-08,0.0999722577538107,0.0210762917724873,0.786328205154223,0.793740572815296,0.394302512996015,0.974845735941558,0.999846643018902
"ZNF263","ZNF263","MA0528.2","6.0518",5.06717e-10,0.870843,0.856546,0.0614257,739,"False",4.02333298e-08,0.0197104580169677,0.0494218932004241,0.69558568229356,0.703099347601909,0.227212755432245,0.699262479895971,0.840030907388296
"ZNF740","ZNF740","MA0753.2","5.99717",7.29401e-10,0.818091,0.803708,0.0604844,739,"False",5.26494903636364e-08,NA,NA,NA,NA,NA,NA,NA
"ZNF148","ZNF148","MA1653.1","5.83094",2.05567e-09,0.867584,0.850645,0.0721378,739,"False",1.36016831666667e-07,0.974314803896294,0.897103784842959,NA,NA,NA,0.944697200236514,0.985474425027438
"KLF11","KLF11","MA1512.1","5.81246",2.27881e-09,0.878427,0.865068,0.0579693,739,"False",1.39182703076923e-07,NA,NA,NA,NA,NA,NA,NA
"E2F6","E2F6","MA0471.2","5.78414",2.72999e-09,0.864604,0.852237,0.0531219,739,"False",1.54829432857143e-07,NA,NA,NA,NA,NA,NA,NA
