"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ"
"NFIB","NFIB","MA1643.1","2.45417",0.00694161,0.720992,0.711735,0.0513751,151,"False",1,0.669253392231154,0.00726319052960847,0.242295967269624,0.242010104993472,1.55644532530346,0.975583930969828,0.999846643018902
"ZNF263","ZNF263","MA0528.2","2.35405",0.00916076,0.868763,0.856546,0.0653483,151,"False",1,0.0197104580169677,0.0494218932004241,0.69558568229356,0.703099347601909,0.227212755432245,0.699262479895971,0.840030907388296
"NFIC","NFIC","MA1527.1","2.24003",0.0123624,0.752572,0.743314,0.056679,151,"False",1,0.3303036317354,0.328906245974263,NA,NA,NA,0.253160806229465,0.248596950201259
"Wt1","Wt1","MA1627.1","2.22409",0.0129343,0.840075,0.828844,0.0590922,151,"False",1,NA,NA,NA,NA,NA,NA,NA
"EGR3","EGR3","MA0732.1","2.204",0.0136197,0.791944,0.780667,0.0599955,151,"False",1,NA,NA,NA,NA,NA,NA,NA
"TBP","TBP","MA0108.2","2.01551",0.0216763,0.829356,0.819899,0.0624357,151,"False",1,0.330933852106136,0.126134005616128,NA,0.88689586408389,NA,0.966088136867424,0.972137216543289
"NHLH1","NHLH1","MA0048.2","1.97205",0.0240054,0.837723,0.828809,0.0635622,151,"False",1,NA,NA,NA,NA,NA,NA,NA
"NR1H4","NR1H4","MA1110.1","1.96498",0.0244414,0.804245,0.795691,0.0576918,151,"False",1,NA,NA,NA,NA,NA,NA,NA
"EGR1","EGR1","MA0162.4","1.82179",0.0339713,0.822737,0.812172,0.0703588,151,"False",1,NA,NA,NA,NA,NA,NA,NA
"SPIC","SPIC","MA0687.1","1.80906",0.0349126,0.810445,0.803793,0.0471072,151,"False",1,NA,NA,NA,NA,NA,NA,NA
"THAP1","THAP1","MA0597.1","1.74404",0.0402341,0.925974,0.921664,0.0320814,151,"False",1,NA,NA,NA,NA,NA,NA,NA
"CTCFL","CTCFL","MA1102.2","1.74149",0.0404899,0.849142,0.839568,0.0676516,151,"False",1,NA,NA,NA,NA,NA,NA,NA
"Stat2","Stat2","MA1623.1","1.6834",0.045778,0.798883,0.789435,0.0732613,151,"False",1,0.0709606332884494,0.192810268990774,NA,NA,NA,0.985468598277322,0.999846643018902
"Stat4","Stat4","MA0518.1","1.67045",0.0470411,0.839468,0.832738,0.0524151,151,"False",1,NA,NA,NA,NA,NA,NA,NA
"RUNX1","RUNX1","MA0002.2","1.66929",0.0472038,0.858254,0.852338,0.0430598,151,"False",1,3.30743147721164e-05,0.00041127914736339,0.68968369971314,0.697324601934655,0.202646800862411,0.922003183420758,0.896316272610972
"Arnt","Arnt","MA0004.1","1.6566",0.0484385,0.87031,0.86117,0.0700684,151,"False",1,0.0617738118976976,0.727082796387809,NA,NA,NA,0.970468671933096,0.999846643018902
"ZNF75D","ZNF75D","MA1601.1","1.64141",0.0500024,0.844845,0.837522,0.0555772,151,"False",1,0.0757057302678787,0.38049080624208,NA,NA,NA,0.998829719872075,0.976209124356473
"Znf281","Znf281","MA1630.1","1.63549",0.0506589,0.828112,0.819408,0.0623111,151,"False",1,0.0212863113601449,0.204265371298968,0.544344373531312,0.550859033690346,-0.000268865235445925,0.878766358923715,0.84151409809612
"KLF5","KLF5","MA0599.1","1.63105",0.0511337,0.935713,0.92756,0.057649,151,"False",1,NA,NA,NA,NA,NA,NA,NA
"KLF15","KLF15","MA1513.1","1.61343",0.0529789,0.87324,0.860109,0.0990144,151,"False",1,NA,NA,NA,NA,NA,NA,NA
"ZIC5","ZIC5","MA1584.1","1.60035",0.0543724,0.780547,0.774101,0.051532,151,"False",1,NA,NA,NA,NA,NA,NA,NA
