"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ"
"ZBTB33","ZBTB33","MA0527.1","5.30084",5.62525e-08,0.818244,0.772676,0.0682748,40,"False",4.4664485e-05,NA,NA,NA,NA,NA,NA,NA
"CTCF","CTCF","MA0139.1","4.01145",2.97243e-05,0.807072,0.779428,0.0561983,40,"False",0.0118005471,0.00544905837282436,0.204884212524906,NA,NA,NA,0.859706388701827,0.999846643018902
"E2F8","E2F8","MA0865.1","3.50211",0.000229088,0.758898,0.732586,0.0487797,40,"False",0.0460827013333333,NA,NA,NA,NA,NA,NA,NA
"NRF1","NRF1","MA0506.1","3.45754",0.000271398,0.88286,0.844252,0.0553863,40,"False",0.0460827013333333,0.0388426619678388,0.258228645761331,NA,NA,NA,0.891903599657696,0.950939635845586
"FERD3L","FERD3L","MA1485.1","3.40142",0.00033161,0.795159,0.770135,0.0592427,40,"False",0.0460827013333333,NA,NA,NA,NA,NA,NA,NA
"TFAP2A","TFAP2A","MA0872.1","3.37008",0.000373742,0.83719,0.804318,0.0554346,40,"False",0.0460827013333333,NA,NA,NA,NA,NA,NA,NA
"TFAP2B","TFAP2B","MA0813.1","3.28525",0.00050693,0.846027,0.816155,0.0512233,40,"False",0.0460827013333333,NA,NA,NA,NA,NA,NA,NA
"TCFL5","TCFL5","MA0632.2","3.27402",0.00052785,0.870103,0.835763,0.0552766,40,"False",0.0460827013333333,NA,NA,NA,NA,NA,NA,NA
"ELK4","ELK4","MA0076.2","3.24177",0.000590703,0.881121,0.852902,0.0520693,40,"False",0.0460827013333333,0.0328108378777022,0.101682912187929,NA,NA,NA,0.992256539252077,0.999846643018902
"TFAP2C","TFAP2C","MA0815.1","3.21786",0.000642565,0.840214,0.809526,0.0546279,40,"False",0.0460827013333333,NA,NA,NA,NA,NA,NA,NA
"ZBTB7A","ZBTB7A","MA0750.2","3.19509",0.000695552,0.859269,0.829929,0.0524108,40,"False",0.0460827013333333,0.195768766844911,0.319399080183768,NA,NA,NA,0.940466051400669,0.999846643018902
"ELK3","ELK3","MA0759.1","3.1742",0.000746424,0.855181,0.827514,0.0579002,40,"False",0.0460827013333333,0.0801548497763039,0.00608493566116945,0.674036747920581,0.680238853172645,0.598973974707928,0.942557800919317,0.999846643018902
"ETS1","ETS1","MA0098.3","3.15055",0.000808727,0.871925,0.846278,0.0588404,40,"False",0.0460827013333333,0.835007615509045,0.929974737321853,NA,NA,NA,0.920056480349065,0.999846643018902
"FEV","FEV","MA0156.2","3.13644",0.000848997,0.866589,0.840666,0.0584409,40,"False",0.0460827013333333,NA,NA,NA,NA,NA,NA,NA
"REL","REL","MA0101.1","3.12946",0.00087058,0.89186,0.869717,0.0451276,40,"False",0.0460827013333333,0.320930287830023,0.0478457201573014,0.678278285570496,0.68485678579624,0.782991043027652,0.983285147241744,0.955684033708693
"ELK1","ELK1","MA0028.2","3.04198",0.0011685,0.834265,0.805366,0.0615574,40,"False",0.0574118047058824,0.0905776019044341,0.790302571056558,0.493315068593753,NA,-1.0001564542847,0.750875404508989,0.717729026142046
"ERG","ERG","MA0474.2","3.02629",0.00122922,0.872809,0.84857,0.0580904,40,"False",0.0574118047058824,NA,NA,NA,NA,NA,NA,NA
"HINFP","HINFP","MA0131.2","2.98117",0.00142993,0.846018,0.819262,0.0499451,40,"False",0.0630758011111111,0.752795465418223,0.690653853283905,NA,NA,NA,0.996692040897537,0.999846643018902
"ERF","ERF","MA0760.1","2.95385",0.00155799,0.854742,0.83128,0.059598,40,"False",0.0651075821052632,0.621160469584031,0.127645804327305,NA,NA,NA,0.943145084219716,0.953918211102615
"Ahr","Ahr::Arnt","MA0006.1","2.91182",0.0017891,0.943085,0.913397,0.0591463,40,"False",0.067645019047619,NA,NA,NA,NA,NA,NA,NA
"Arnt","Ahr::Arnt","MA0006.1","2.91182",0.0017891,0.943085,0.913397,0.0591463,40,"False",0.067645019047619,0.0617738118976976,0.727082796387809,NA,NA,NA,0.970468671933096,0.999846643018902
"FLI1","FLI1","MA0475.2","2.87626",0.00199913,0.853607,0.82927,0.0617201,40,"False",0.0721048660869565,0.0505140732299938,0.212939840808429,NA,NA,NA,0.962440509118781,0.999061981599116
"EBF1","EBF1","MA0154.4","2.86336",0.00208868,0.805996,0.782074,0.04436,40,"False",0.0721048660869565,NA,NA,NA,NA,NA,NA,NA
"THAP11","THAP11","MA1573.1","2.84205",0.00222473,0.739353,0.713794,0.0709931,40,"False",0.0736014841666667,NA,NA,NA,NA,NA,NA,NA
"Znf423","Znf423","MA0116.1","2.75744",0.00289917,0.845117,0.826226,0.0442174,40,"False",0.0920776392,NA,NA,NA,NA,NA,NA,NA
"PLAG1","PLAG1","MA0163.1","2.74024",0.00306321,0.822534,0.800424,0.0345437,40,"False",0.0935457207692308,0.453502932331097,0.73608935592629,NA,NA,NA,0.455617112920246,0.501771378212741
"ZFP57","ZFP57","MA1583.1","2.70223",0.0034335,0.845843,0.822293,0.0453518,40,"False",0.098152295,NA,NA,NA,NA,NA,NA,NA
"GLIS2","GLIS2","MA0736.1","2.69894",0.00346129,0.807742,0.7882,0.0483888,40,"False",0.098152295,NA,NA,NA,NA,NA,NA,NA
"ETS2","ETS2","MA1484.1","2.6389",0.00413676,0.870055,0.848397,0.0586898,40,"False",0.113261635862069,0.409428352266666,0.356123836082475,NA,NA,NA,0.803851140962504,0.602129928715239
"EGR3","EGR3","MA0732.1","2.56576",0.00513599,0.806135,0.780667,0.0468911,40,"False",0.135932535333333,NA,NA,NA,NA,NA,NA,NA
"E2F7","E2F7","MA0758.1","2.49659",0.00624145,0.710718,0.69133,0.0538945,40,"False",0.15986165483871,NA,NA,NA,NA,NA,NA,NA
"CTCFL","CTCFL","MA1102.2","2.46801",0.00678104,0.865884,0.839568,0.0466271,40,"False",0.168254555,NA,NA,NA,NA,NA,NA,NA
"E2F1","E2F1","MA0024.3","2.4417",0.00728862,0.787779,0.7698,0.0408931,40,"False",0.175368614545455,NA,NA,NA,NA,NA,NA,NA
"E2F6","E2F6","MA0471.2","2.39526",0.00828785,0.874073,0.852237,0.043061,40,"False",0.189014346666667,NA,NA,NA,NA,NA,NA,NA
"TFAP2C","TFAP2C","MA0814.2","2.39004",0.00839739,0.847538,0.825276,0.0552634,40,"False",0.189014346666667,NA,NA,NA,NA,NA,NA,NA
"EGR1","EGR1","MA0162.4","2.38315",0.00856992,0.838978,0.812172,0.0454812,40,"False",0.189014346666667,NA,NA,NA,NA,NA,NA,NA
"RELA","RELA","MA0107.1","2.32854",0.00991263,0.845879,0.826197,0.0501704,40,"False",0.212719681621622,0.00180809830749884,0.00498428962826455,0.825253143991148,0.832519007028462,0.198546254823141,0.98809592819262,0.903360866954717
"NFKB2","NFKB2","MA0778.1","2.31101",0.0103792,0.776164,0.755761,0.0581301,40,"False",0.216870652631579,NA,NA,NA,NA,NA,NA,NA
"HES1","HES1","MA1099.2","2.29192",0.0109232,0.876241,0.85239,0.0625058,40,"False",0.222385148717949,NA,NA,NA,NA,NA,NA,NA
"ETV1","ETV1","MA0761.2","2.25146",0.0121075,0.832113,0.813569,0.0715053,40,"False",0.226206990909091,0.437963485637482,0.17049496240091,NA,NA,NA,0.975583930969828,0.999846643018902
"YY2","YY2","MA0748.2","2.25236",0.0121121,0.844131,0.821895,0.0621761,40,"False",0.226206990909091,NA,NA,NA,NA,NA,NA,NA
"Plagl1","Plagl1","MA1615.1","2.24556",0.012337,0.847507,0.825969,0.0526169,40,"False",0.226206990909091,0.0605394067574162,0.102569188390993,NA,NA,NA,0.966415935544325,0.944561450135528
"TFAP2E","TFAP2E","MA1569.1","2.24247",0.0124415,0.898814,0.876258,0.0496888,40,"False",0.226206990909091,NA,NA,NA,NA,NA,NA,NA
"TFDP1","TFDP1","MA1122.1","2.23969",0.0125354,0.873072,0.849665,0.0470752,40,"False",0.226206990909091,0.321857417951106,0.0841777074078008,0.280016855245401,0.276665448876647,0.591843406854179,0.67995872764237,0.578302254687391
"KLF15","KLF15","MA1513.1","2.21536",0.0133491,0.895078,0.860109,0.066305,40,"False",0.235537453333333,NA,NA,NA,NA,NA,NA,NA
"ZNF460","ZNF460","MA1596.1","2.18435",0.0144338,0.802798,0.777914,0.0642493,40,"False",0.249139939130435,NA,NA,NA,NA,NA,NA,NA
"KLF17","KLF17","MA1514.1","2.12511",0.0167359,0.799583,0.782544,0.0535333,40,"False",0.282729885106383,NA,NA,NA,NA,NA,NA,NA
"Gmeb1","Gmeb1","MA0615.1","2.10738",0.0175189,0.831814,0.817285,0.0297674,40,"False",0.284935812244898,0.437227138157757,0.994545450493868,NA,NA,NA,0.876252954563826,0.970848845166344
"EGR4","EGR4","MA0733.1","2.10567",0.0175842,0.797006,0.780201,0.0406043,40,"False",0.284935812244898,NA,NA,NA,NA,NA,NA,NA
"TFAP2A","TFAP2A","MA0810.1","2.0963",0.0180006,0.890071,0.873406,0.0366794,40,"False",0.285849528,NA,NA,NA,NA,NA,NA,NA
"Tcf12","Tcf12","MA0521.1","2.0689",0.0192121,0.881318,0.863658,0.0609154,40,"False",0.293991233962264,0.493644922160601,0.939866226015439,NA,NA,NA,0.998829719872075,0.999846643018902
"ETV2","ETV2","MA0762.1","2.05997",0.019623,0.821321,0.805106,0.0606774,40,"False",0.293991233962264,NA,NA,NA,NA,NA,NA,NA
"HES2","HES2","MA0616.2","2.06064",0.0196241,0.828301,0.807232,0.0593379,40,"False",0.293991233962264,NA,NA,NA,NA,NA,NA,NA
"ZNF740","ZNF740","MA0753.2","2.04519",0.0203631,0.824623,0.803708,0.0652769,40,"False",0.299412988888889,NA,NA,NA,NA,NA,NA,NA
"ETV3","ETV3","MA0763.1","2.02549",0.0213369,0.851294,0.835857,0.0549215,40,"False",0.307795517857143,NA,NA,NA,NA,NA,NA,NA
"PAX9","PAX9","MA0781.1","2.01844",0.0217085,0.734375,0.722568,0.0395851,40,"False",0.307795517857143,NA,NA,NA,NA,NA,NA,NA
"NFKB1","NFKB1","MA0105.4","1.97383",0.0241386,0.739207,0.722064,0.0557423,40,"False",0.321103080597015,0.144962049897523,0.283664192312425,NA,0.959546231085746,NA,0.949343037320599,0.999846643018902
"E2F2","E2F2","MA0864.2","1.97124",0.024299,0.769249,0.755513,0.0397306,40,"False",0.321103080597015,NA,NA,NA,NA,NA,NA,NA
"SP9","SP9","MA1564.1","1.95679",0.0251576,0.885535,0.865208,0.0437924,40,"False",0.321103080597015,NA,NA,NA,NA,NA,NA,NA
"ETV5","ETV5","MA0765.2","1.94833",0.0256212,0.870044,0.853063,0.0571177,40,"False",0.321103080597015,0.000452455741730472,0.0046921440081734,0.976822319170784,0.977511602026253,0.0766767432916249,0.884998209268041,0.999846643018902
"MAZ","MAZ","MA1522.1","1.94698",0.0257321,0.901401,0.877914,0.0579248,40,"False",0.321103080597015,0.329289614856888,0.253901615979782,NA,NA,NA,0.974845735941558,0.999846643018902
"ZBTB14","ZBTB14","MA1650.1","1.94447",0.0258909,0.843055,0.820331,0.0490243,40,"False",0.321103080597015,NA,NA,NA,NA,NA,NA,NA
"VEZF1","VEZF1","MA1578.1","1.94266",0.0259778,0.886104,0.867548,0.0542289,40,"False",0.321103080597015,0.0043004558516909,0.0353033756097254,0.575847637309265,0.584167496466361,0.00855192891574437,0.389519865206837,0.423139368584162
"GABPA","GABPA","MA0062.3","1.93811",0.0261946,0.822102,0.806282,0.0685638,40,"False",0.321103080597015,0.904409386968571,0.169341676555343,NA,NA,NA,0.664901170173695,0.529070409561627
"ZBTB7C","ZBTB7C","MA0695.1","1.93565",0.0264117,0.835733,0.822194,0.0363539,40,"False",0.321103080597015,NA,NA,NA,NA,NA,NA,NA
"ZBTB7B","ZBTB7B","MA0694.1","1.93051",0.0267217,0.810777,0.796231,0.0421748,40,"False",0.321103080597015,0.0292150980199121,0.0481665826720912,0.711687625958383,0.719541572640086,-0.00385773015190105,0.912044768359968,0.999846643018902
"PLAGL2","PLAGL2","MA1548.1","1.92472",0.0270956,0.867472,0.846444,0.0516909,40,"False",0.321103080597015,NA,NA,NA,NA,NA,NA,NA
"ZNF148","ZNF148","MA1653.1","1.90698",0.0282209,0.874267,0.850645,0.0607746,40,"False",0.329520508823529,0.974314803896294,0.897103784842959,NA,NA,NA,0.944697200236514,0.985474425027438
