"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ"
"ZBTB33","ZBTB33","MA0527.1","5.61133",9.85504e-09,0.834933,0.772676,0.0730905,24,"False",7.82490176e-06,NA,NA,NA,NA,NA,NA,NA
"NRF1","NRF1","MA0506.1","3.61344",0.000150631,0.896336,0.844252,0.0569035,24,"False",0.0337843824,0.0388426619678388,0.258228645761331,NA,NA,NA,0.891903599657696,0.950939635845586
"ELK1","ELK1","MA0028.2","3.5782",0.000171969,0.849245,0.805366,0.0699223,24,"False",0.0337843824,0.0905776019044341,0.790302571056558,0.493315068593753,NA,-1.0001564542847,0.750875404508989,0.717729026142046
"ELK4","ELK4","MA0076.2","3.53035",0.000206502,0.892571,0.852902,0.0587354,24,"False",0.0337843824,0.0328108378777022,0.101682912187929,NA,NA,NA,0.992256539252077,0.999846643018902
"GLIS2","GLIS2","MA0736.1","3.52265",0.000212748,0.821119,0.7882,0.0450756,24,"False",0.0337843824,NA,NA,NA,NA,NA,NA,NA
"CTCF","CTCF","MA0139.1","3.43784",0.000290867,0.810005,0.779428,0.0613765,24,"False",0.0384913996666667,0.00544905837282436,0.204884212524906,NA,NA,NA,0.859706388701827,0.999846643018902
"ZBTB7A","ZBTB7A","MA0750.2","3.33344",0.000427285,0.869441,0.829929,0.0573808,24,"False",0.04323300225,0.195768766844911,0.319399080183768,NA,NA,NA,0.940466051400669,0.999846643018902
"ERF","ERF","MA0760.1","3.32731",0.000435597,0.865391,0.83128,0.0660768,24,"False",0.04323300225,0.621160469584031,0.127645804327305,NA,NA,NA,0.943145084219716,0.953918211102615
"Znf423","Znf423","MA0116.1","3.22408",0.000629664,0.854735,0.826226,0.0428568,24,"False",0.0555503573333333,NA,NA,NA,NA,NA,NA,NA
"ELK3","ELK3","MA0759.1","3.14146",0.000836178,0.86286,0.827514,0.0682248,24,"False",0.0663925332,0.0801548497763039,0.00608493566116945,0.674036747920581,0.680238853172645,0.598973974707928,0.942557800919317,0.999846643018902
"E2F8","E2F8","MA0865.1","3.10889",0.000935896,0.762733,0.732586,0.0466505,24,"False",0.0675546749090909,NA,NA,NA,NA,NA,NA,NA
"GLIS1","GLIS1","MA0735.1","2.9964",0.00136048,0.728795,0.701599,0.0503215,24,"False",0.0900184266666667,NA,NA,NA,NA,NA,NA,NA
"GLIS3","GLIS3","MA0737.1","2.92383",0.00172275,0.767143,0.742723,0.0441115,24,"False",0.105220269230769,0.937679116922942,0.956131734818169,NA,NA,NA,0.781452320945723,0.76696712394121
"FLI1","FLI1","MA0475.2","2.8583",0.00211831,0.86049,0.82927,0.07311,24,"False",0.11018983125,0.0505140732299938,0.212939840808429,NA,NA,NA,0.962440509118781,0.999061981599116
"Atf1","Atf1","MA0604.1","2.84905",0.00218421,0.871935,0.839285,0.0647863,24,"False",0.11018983125,0.835430946976149,0.336234784462894,NA,NA,NA,0.947208501551059,0.989814950681537
"ETS1","ETS1","MA0098.3","2.84342",0.00222045,0.876156,0.846278,0.0686592,24,"False",0.11018983125,0.835007615509045,0.929974737321853,NA,NA,NA,0.920056480349065,0.999846643018902
"FEV","FEV","MA0156.2","2.7719",0.00277319,0.87024,0.840666,0.0698714,24,"False",0.129524285882353,NA,NA,NA,NA,NA,NA,NA
"ZNF460","ZNF460","MA1596.1","2.7115",0.00334077,0.817787,0.777914,0.0693588,24,"False",0.142367961052632,NA,NA,NA,NA,NA,NA,NA
"E2F7","E2F7","MA0758.1","2.70488",0.00340679,0.71844,0.69133,0.0513018,24,"False",0.142367961052632,NA,NA,NA,NA,NA,NA,NA
"TFAP2A","TFAP2A","MA0872.1","2.66258",0.00387149,0.837839,0.804318,0.0462402,24,"False",0.144917992727273,NA,NA,NA,NA,NA,NA,NA
