"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ"
"ZBTB33","ZBTB33","MA0527.1","4.36957",6.06047e-06,0.801933,0.772676,0.0669828,66,"False",0.00481201318,NA,NA,NA,NA,NA,NA,NA
"ELK4","ELK4","MA0076.2","3.89328",4.87913e-05,0.879295,0.852902,0.0534609,66,"False",0.0091636334,0.0328108378777022,0.101682912187929,NA,NA,NA,0.992256539252077,0.999846643018902
"ZBTB7A","ZBTB7A","MA0750.2","3.87486",5.26866e-05,0.857639,0.829929,0.0544558,66,"False",0.0091636334,0.195768766844911,0.319399080183768,NA,NA,NA,0.940466051400669,0.999846643018902
"ELK3","ELK3","MA0759.1","3.86083",5.56815e-05,0.853721,0.827514,0.0564013,66,"False",0.0091636334,0.0801548497763039,0.00608493566116945,0.674036747920581,0.680238853172645,0.598973974707928,0.942557800919317,0.999846643018902
"FEV","FEV","MA0156.2","3.85204",5.77055e-05,0.865458,0.840666,0.0540679,66,"False",0.0091636334,NA,NA,NA,NA,NA,NA,NA
"ERG","ERG","MA0474.2","3.76204",8.3088e-05,0.872033,0.84857,0.0521317,66,"False",0.00956705345714286,NA,NA,NA,NA,NA,NA,NA
"ETS1","ETS1","MA0098.3","3.75828",8.43443e-05,0.870101,0.846278,0.0531392,66,"False",0.00956705345714286,0.835007615509045,0.929974737321853,NA,NA,NA,0.920056480349065,0.999846643018902
"FLI1","FLI1","MA0475.2","3.71501",0.000100167,0.853748,0.82927,0.0559537,66,"False",0.00994157475,0.0505140732299938,0.212939840808429,NA,NA,NA,0.962440509118781,0.999061981599116
"ERF","ERF","MA0760.1","3.50117",0.000228404,0.852936,0.83128,0.0550787,66,"False",0.0201503084444444,0.621160469584031,0.127645804327305,NA,NA,NA,0.943145084219716,0.953918211102615
"ELK1","ELK1","MA0028.2","3.46398",0.000262966,0.830994,0.805366,0.0615747,66,"False",0.0208795004,0.0905776019044341,0.790302571056558,0.493315068593753,NA,-1.0001564542847,0.750875404508989,0.717729026142046
