"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ"
"KLF16","KLF16","MA0741.1","5.72537",3.05107e-09,0.881786,0.870747,0.064821,1236,"False",5.24838764e-07,0.000417831076515569,0.0250874943097538,0.950902197983099,0.95126021270913,-0.0462925442199965,0.621304791817533,0.659647418973368
"KLF10","KLF10","MA1511.1","5.7228",3.11868e-09,0.870605,0.861439,0.05353,1236,"False",5.24838764e-07,0.310409685052999,0.903764247306408,NA,NA,NA,0.838665256458039,0.923502255393481
"KLF15","KLF15","MA1513.1","5.71402",3.16056e-09,0.876597,0.860109,0.0999763,1236,"False",5.24838764e-07,0.0834626460222512,0.608515963330188,NA,NA,NA,0.869055263196433,0.895195182307169
"KLF4","KLF4","MA0039.4","5.7139",3.21018e-09,0.890982,0.879556,0.0683799,1236,"False",5.24838764e-07,0.311934401121102,0.0922794454323146,0.836624658787653,NA,0.586961749638266,0.12636265156304,3.87320620695793e-05
"CTCFL","CTCFL","MA1102.2","5.7107",3.30503e-09,0.850692,0.839568,0.0660273,1236,"False",5.24838764e-07,NA,NA,NA,NA,NA,NA,NA
"KLF5","KLF5","MA0599.1","5.47506",1.35024e-08,0.937257,0.92756,0.0595651,1236,"False",1.7868176e-06,NA,NA,NA,NA,NA,NA,NA
"TFAP2A","TFAP2A","MA0810.1","5.36642",2.51175e-08,0.881198,0.873406,0.0491161,1236,"False",2.84904214285714e-06,NA,NA,NA,NA,NA,NA,NA
"KLF11","KLF11","MA1512.1","5.21871",5.75409e-08,0.874409,0.865068,0.0607888,1236,"False",4.95252447272727e-06,NA,NA,NA,NA,NA,NA,NA
"EGR1","EGR1","MA0162.4","5.21403",5.83436e-08,0.822891,0.812172,0.0707375,1236,"False",4.95252447272727e-06,0.221129506478094,0.154914403498215,NA,NA,NA,0.888947403208397,0.812783638896119
"ZNF263","ZNF263","MA0528.2","5.18319",6.64215e-08,0.866094,0.856546,0.0661217,1236,"False",4.95252447272727e-06,0.973745122149951,0.365245197649531,NA,NA,NA,0.183671774020209,0.239541770746282
"ZNF148","ZNF148","MA1653.1","5.18589",6.86118e-08,0.862382,0.850645,0.0773845,1236,"False",4.95252447272727e-06,0.0182398265943681,0.923502607191986,NA,NA,NA,0.70305755208105,0.940790825816098
"SP3","SP3","MA0746.2","5.02467",1.65977e-07,0.862116,0.852593,0.0644924,1236,"False",1.09821448333333e-05,0.00866066272151087,0.681526822502268,NA,NA,NA,0.0258523321473566,0.0300547721696495
