"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ"
"KLF10","KLF10","MA1511.1","4.03899",2.17147e-05,0.868823,0.861439,0.0548069,943,"False",0.011325219,0.310409685052999,0.903764247306408,NA,NA,NA,0.838665256458039,0.923502255393481
"TFAP2A","TFAP2A","MA0810.1","3.88643",4.12562e-05,0.87985,0.873406,0.0512114,943,"False",0.011325219,NA,NA,NA,NA,NA,NA,NA
"KLF16","KLF16","MA0741.1","3.87959",4.27905e-05,0.879286,0.870747,0.066749,943,"False",0.011325219,0.000417831076515569,0.0250874943097538,0.950902197983099,0.95126021270913,-0.0462925442199965,0.621304791817533,0.659647418973368
"KLF5","KLF5","MA0599.1","3.68809",9.40749e-05,0.935017,0.92756,0.0613877,943,"False",0.01867386765,NA,NA,NA,NA,NA,NA,NA
"KLF15","KLF15","MA1513.1","3.53272",0.000172058,0.871743,0.860109,0.102724,943,"False",0.0191102085454545,0.0834626460222512,0.608515963330188,NA,NA,NA,0.869055263196433,0.895195182307169
"SP2","SP2","MA0516.2","3.46316",0.000225056,0.795661,0.78945,0.0557502,943,"False",0.0191102085454545,0.00679359269833406,1.57948378680794e-05,0.604185445201156,0.589410402214102,0.696598065761367,0.866987034727752,0.765307250292855
"TFAP2B","TFAP2B","MA0811.1","3.45543",0.000232258,0.863064,0.857551,0.0493073,943,"False",0.0191102085454545,NA,NA,NA,NA,NA,NA,NA
"CTCF","CTCF","MA0139.1","3.44244",0.00024464,0.784372,0.779428,0.0440345,943,"False",0.0191102085454545,0.113204748068108,0.496875782863706,NA,NA,NA,0.727072484507077,0.992438720231024
"KLF4","KLF4","MA0039.4","3.43825",0.000248393,0.887403,0.879556,0.0701053,943,"True",0.0191102085454545,0.311934401121102,0.0922794454323146,0.836624658787653,NA,0.586961749638266,0.12636265156304,3.87320620695793e-05
"TFAP2C","TFAP2C","MA0524.2","3.42156",0.000263759,0.859091,0.853662,0.0491771,943,"False",0.0191102085454545,0.503696523652196,0.587511219246172,NA,NA,NA,0.644708512263742,0.699931592904507
"ZNF682","ZNF682","MA1599.1","3.4231",0.000264751,0.772747,0.766683,0.0533333,943,"False",0.0191102085454545,0.643302237398813,0.433090374147294,NA,NA,NA,0.0880300758297078,0.0112759365869146
"KLF11","KLF11","MA1512.1","3.3844",0.000304104,0.871983,0.865068,0.0627544,943,"False",0.020121548,NA,NA,NA,NA,NA,NA,NA
"SP3","SP3","MA0746.2","3.36126",0.000331919,0.859864,0.852593,0.0661423,943,"False",0.0202725912307692,0.00866066272151087,0.681526822502268,NA,NA,NA,0.0258523321473566,0.0300547721696495
"KLF14","KLF14","MA0740.1","3.33997",0.000359598,0.824588,0.818128,0.058877,943,"False",0.0203943437142857,NA,NA,NA,NA,NA,NA,NA
"ZNF263","ZNF263","MA0528.2","3.30453",0.000403167,0.86349,0.856546,0.0671508,943,"False",0.020877039,0.973745122149951,0.365245197649531,NA,NA,NA,0.183671774020209,0.239541770746282
"Znf281","Znf281","MA1630.1","3.2971",0.000420696,0.826505,0.819408,0.0655806,943,"False",0.020877039,0.000355499659237316,0.0581838498350709,0.873544496419425,0.875429132181936,0.0902707262544667,0.571629545875736,0.472591184135062
"ZNF740","ZNF740","MA0753.2","3.25816",0.000480964,0.810658,0.803708,0.0665518,943,"False",0.0220091065555556,0.325462073456803,0.379571043077644,NA,NA,NA,0.759001200960525,0.966392380595058
"MAZ","MAZ","MA1522.1","3.24776",0.000498947,0.886088,0.877914,0.0787337,943,"False",0.0220091065555556,0.00583085852358185,0.00428398919671399,0.907839054482297,0.908938634548933,0.290774979766683,0.727350803892547,0.681994887966525
"VEZF1","VEZF1","MA1578.1","3.22191",0.000550701,0.873965,0.867548,0.061106,943,"False",0.0230135049473684,1.61163073686114e-08,0.000470254583871806,0.901567061269613,0.902816342827755,0.0201714082250814,0.584148449719498,0.486189464221035
"SP4","SP4","MA0685.1","3.13881",0.000740571,0.798319,0.791926,0.0619287,943,"False",0.0294006687,0.0680064597295402,0.0288195543507539,NA,NA,NA,0.349405695683593,0.396900770244767
"CTCFL","CTCFL","MA1102.2","3.10357",0.000838,0.846467,0.839568,0.0673092,943,"False",0.0316843809523809,NA,NA,NA,NA,NA,NA,NA
"ZNF148","ZNF148","MA1653.1","3.08403",0.00089126,0.858613,0.850645,0.0799043,943,"False",0.03197438,0.0182398265943681,0.923502607191986,NA,NA,NA,0.70305755208105,0.940790825816098
"INSM1","INSM1","MA0155.1","3.0683",0.000940761,0.861275,0.857047,0.0426126,943,"False",0.03197438,NA,NA,NA,NA,NA,NA,NA
"TFAP2C","TFAP2C","MA0815.1","3.0435",0.00102183,0.81558,0.809526,0.061986,943,"False",0.03197438,0.503696523652196,0.587511219246172,NA,NA,NA,0.644708512263742,0.699931592904507
"SP9","SP9","MA1564.1","3.03925",0.00104131,0.871792,0.865208,0.0664118,943,"False",0.03197438,NA,NA,NA,NA,NA,NA,NA
"SP1","SP1","MA0079.4","3.03778",0.00104702,0.818983,0.812589,0.0644108,943,"False",0.03197438,0.00198922525398639,0.0106307501560101,0.756166923522509,0.754127711415384,0.482977019129169,0.241053138348154,0.0920884992929892
"ZIC5","ZIC5","MA1584.1","2.97987",0.00127473,0.778954,0.774101,0.0495125,943,"False",0.0363813446666667,0.231530032521009,0.0307052089201453,0.682358284418156,0.676166484865843,0.815534932673759,0.427860628328215,0.476994196873428
"ZIC3","ZIC3","MA0697.1","2.97352",0.00129633,0.790866,0.786209,0.0484409,943,"False",0.0363813446666667,NA,NA,NA,NA,NA,NA,NA
"EGR1","EGR1","MA0162.4","2.95672",0.00136553,0.819112,0.812172,0.0736981,943,"False",0.0363813446666667,0.221129506478094,0.154914403498215,NA,NA,NA,0.888947403208397,0.812783638896119
"NHLH2","NHLH2","MA1529.1","2.95839",0.00137461,0.741024,0.736319,0.0475893,943,"False",0.0363813446666667,NA,NA,NA,NA,NA,NA,NA
"Wt1","Wt1","MA1627.1","2.94024",0.00144026,0.834855,0.828844,0.0645224,943,"False",0.03688924,NA,NA,NA,NA,NA,NA,NA
"TFAP2E","TFAP2E","MA1569.1","2.91435",0.00157431,0.882373,0.876258,0.0652965,943,"False",0.039062566875,0.00685050722922697,0.0699052187036824,0.929733679714671,0.930822190048081,-0.2284547838371,0.0899305154583947,0.0138288480184971
"ZIC4","ZIC4","MA0751.1","2.84385",0.00199045,0.810518,0.806296,0.0451328,943,"False",0.045244105,0.625785393079878,0.523931266117296,NA,NA,NA,0.948293912942007,0.992170614322074
"SP8","SP8","MA0747.1","2.8408",0.00201484,0.87532,0.870403,0.0520745,943,"False",0.045244105,NA,NA,NA,NA,NA,NA,NA
"TFAP2A","TFAP2A","MA0872.1","2.83375",0.00204318,0.810084,0.804318,0.0635146,943,"False",0.045244105,NA,NA,NA,NA,NA,NA,NA
"TFAP2B","TFAP2B","MA0813.1","2.8331",0.00205137,0.821528,0.816155,0.0587266,943,"False",0.045244105,NA,NA,NA,NA,NA,NA,NA
"GLIS2","GLIS2","MA0736.1","2.72877",0.00285362,0.79232,0.7882,0.0465468,943,"False",0.0612371427027027,0.185907859743534,0.950576751911539,NA,NA,NA,0.00602900403948816,0.00289011680390323
