stat_err,Pval,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202
0.2047286182641983,0.02,0.18718382716178894,0.19275780022144318,0.1855752170085907,0.1787390261888504,0.20061801373958588,0.19312645494937897,0.185744971036911,0.19717779755592346,0.18983609974384308,0.19011230766773224,0.18264606595039368,0.17908498644828796,0.18745069205760956,0.18530438840389252,0.1945876181125641,0.18129049241542816,0.20104974508285522,0.19492797553539276,0.1779606193304062,0.18464620411396027,0.18785656988620758,0.1868038922548294,0.18623797595500946,0.17810018360614777,0.20287929475307465,0.18206064403057098,0.16866226494312286,0.17966225743293762,0.18500199913978577,0.20307506620883942,0.18815335631370544,0.1830531507730484,0.1780165582895279,0.17391307651996613,0.16733971238136292,0.19483639299869537,0.189008891582489,0.1815456748008728,0.19282181560993195,0.1840023696422577,0.19760362803936005,0.1846497654914856,0.19608652591705322,0.19297602772712708,0.17668722569942474,0.21641558408737183,0.18793638050556183,0.17844519019126892,0.1706116944551468,0.18182480335235596,0.17217421531677246,0.19809970259666443,0.18768611550331116,0.19950859248638153,0.1718130260705948,0.19268374145030975,0.17686191201210022,0.19419732689857483,0.20461513102054596,0.17800775170326233,0.18142729997634888,0.187341570854187,0.18004319071769714,0.1802288144826889,0.17823301255702972,0.18192513287067413,0.183534175157547,0.21470485627651215,0.20640137791633606,0.17995162308216095,0.18462496995925903,0.18660317361354828,0.20058755576610565,0.18915440142154694,0.17192918062210083,0.19051119685173035,0.188311368227005,0.16696156561374664,0.18076851963996887,0.19515514373779297,0.18652032315731049,0.1822778284549713,0.1849360466003418,0.1901293694972992,0.18627268075942993,0.19608758389949799,0.18400171399116516,0.18776552379131317,0.17819508910179138,0.18600541353225708,0.18679706752300262,0.16910159587860107,0.19840344786643982,0.1777033805847168,0.17455722391605377,0.1853206604719162,0.18213045597076416,0.18745994567871094,0.1868245154619217,0.19370141625404358,0.18738602101802826,0.18782536685466766,0.17283985018730164,0.18692059814929962,0.18477872014045715,0.19723473489284515,0.1816372126340866,0.19746296107769012,0.18608485162258148,0.18394023180007935,0.1892595887184143,0.18530391156673431,0.18764789402484894,0.17310316860675812,0.19125141203403473,0.1875065118074417,0.19007010757923126,0.19162598252296448,0.18721085786819458,0.18601815402507782,0.18745391070842743,0.17649415135383606,0.17449626326560974,0.18178139626979828,0.20026655495166779,0.18225868046283722,0.18513484299182892,0.16765360534191132,0.19384989142417908,0.18145203590393066,0.190599262714386,0.1766320765018463,0.18515032529830933,0.18522527813911438,0.18607646226882935,0.18521414697170258,0.19276151061058044,0.1838616579771042,0.1918002963066101,0.19092445075511932,0.19350720942020416,0.1974179893732071,0.19078950583934784,0.18363787233829498,0.2000577300786972,0.18564924597740173,0.20502610504627228,0.18564243614673615,0.1970277577638626,0.19952858984470367,0.1926364302635193,0.19847257435321808,0.1853300780057907,0.1777288019657135,0.19196383655071259,0.1816854327917099,0.18346306681632996,0.18640491366386414,0.18174457550048828,0.18430042266845703,0.18359309434890747,0.1612320989370346,0.18283379077911377,0.18195047974586487,0.17776836454868317,0.20148123800754547,0.17167463898658752,0.18020711839199066,0.19401167333126068,0.1893017441034317,0.17948399484157562,0.18292096257209778,0.18489566445350647,0.1873195618391037,0.1882261335849762,0.18458101153373718,0.1599467247724533,0.19884522259235382,0.18869784474372864,0.1871747076511383,0.16360464692115784,0.19620265066623688,0.2042643427848816,0.1908647119998932,0.19675271213054657,0.1946292370557785,0.18516503274440765,0.19845329225063324,0.17508186399936676,0.1751117706298828,0.18619674444198608,0.18901124596595764,0.1941250115633011,0.18776936829090118,0.17509010434150696,0.1822117120027542,0.17248083651065826,0.18122951686382294,0.19321860373020172,0.18540838360786438
