GENE_SYMBOLS,refseq_ids
RPLP1,NM_001003
RPS16,NM_001020
RPS7,NM_001011
MRPL14,NM_001318767
RPL32,NM_000994
TMEM258,NM_014206
DCTPP1,NM_024096
RNASEK,NM_001004333
RPL23,NM_000978
NDUFB7,NM_004146
MRPL34,NM_001382342
CKS1B,NM_001826
C14orf119,NM_017924
EIF1,NM_005801
GPX4,NM_001039847
RPL30,NM_000989
RPS21,NM_001024
DCTN3,NM_001281425
TIMM10,NM_012456
COPS7A,NM_001164093
MZT2A,NM_001085365
RPP25L,NM_148178
RPS10,NM_001014
S100A6,NM_014624
SSR2,NM_003145
EMC4,NM_001286420
PMVK,NM_001323011
SMIM1,NM_001163724
MICOS10,NM_001032363
RPL34,NM_000995
RPL7,NM_000971
TMEM203,NM_053045
TIMM10B,NM_012192
DDIT3,NM_001195053
GLRX5,NM_016417
RPP25,NM_017793
RPL13,NM_000977
RPS9,NM_001013
RPS5,NM_001009
DSTN,NM_001011546
BEX5,NM_001012978
RHOV,NM_133639
LGALS1,NM_002305
JPT1,NM_001002032
RPL15,NM_001253379
UFC1,NM_016406
RPL24,NM_000986
C12orf10,NA
THEM5,NM_182578
RPS27,NM_001030
RPL7A,NM_000972
TMEM256,NM_152766
PCP4,NM_006198
RPL22,NM_000983
HNRNPA1,NM_002136
KRT222,NM_152349
RPS12,NM_001016
SRSF9,NM_003769
SNCG,NM_001330120
FAM50B,NM_012135
NRN1,NM_001278710
GABARAPL2,NM_007285
BEX2,NM_001168399
GSTO1,NM_001191002
RPS19,NM_001022
UQCRFS1,NM_006003
XBP1,NM_001079539
TSTD1,NM_001113205
MRPS7,NM_015971
ROMO1,NM_080748
BOLA3,NM_001035505
SAC3D1,NM_001367485
EDF1,NM_001281297
HTR5A-AS1,NR_038945
CCDC85B,NM_006848
OAZ1,NM_001301020
TIMM8A,NM_001145951
SLC25A5,NM_001152
RPL38,NM_000999
GABARAP,NM_007278
RPL27,NM_000988
PSMB6,NM_001270481
EIF1B,NM_005875
IGFBP6,NM_002178
PET117,NM_001164811
PFDN2,NM_012394
LY6E,NM_001127213
ENDOG,NM_004435
COX6A1,NM_004373
BORCS8,NM_001145783
DRAP1,NM_006442
RPS25,NM_001028
RPL26L1,NM_001317980
NEIL2,NM_001135746
C20orf27,NA
FABP6,NM_001040442
RPL37A,NM_000998
HIGD2A,NM_138820
ERH,NM_004450
SUPT4H1,NM_003168
RAB5IF,NM_001199534
RPL3,NM_000967
PET100,NM_001171155
MICOS13,NM_001308240
MDP1,NM_001199821
NAA38,NM_001320924
ZNHIT1,NM_006349
PFDN5,NM_002624
NDUFB1,NM_004545
STAR,NM_000349
RPL8,NM_000973
RNF7,NM_001201370
NPM3,NM_006993
RPL27A,NM_000990
FDX2,NM_001031734
GABARAPL1,NM_001363598
NDUFA2,NM_001185012
POLR3K,NM_016310
PARK7,NM_001123377
RPL37,NM_000997
ERP29,NM_001034025
TRAPPC4,NM_001318486
AURKAIP1,NM_001127229
MRPL17,NM_022061
RPS29,NM_001030001
FNDC4,NM_022823
MAGEF1,NM_022149
ARL6IP4,NM_001002251
GTF2A2,NM_001320929
STUB1,NM_001293197
HSBP1,NM_001537
BEX3,NM_001282674
MPC2,NM_001143674
RPL36,NM_015414
UBE2S,NM_014501
HRAS,NM_001130442
RPS23,NM_001025
TMED2,NM_001321445
POLR2L,NM_021128
CCNI,NM_001348132
SCGN,NM_006998
Z95115.1,NA
C4orf48,NM_001141936
ATP6V1G1,NM_004888
PSMG3,NM_001134340
POMC,NM_000939
ALYREF,NM_005782
COX5A,NM_004255
BEX1,NM_018476
VDAC1,NM_001401008
NDUFB8,NM_001284367
BANF1,NM_001143985
MEA1,NM_001318942
TINF2,NM_001099274
TRAPPC2L,NM_001318524
ATP5F1D,NM_001001975
C1orf53,NM_001024594
APRT,NM_000485
CENPBD1,NA
UBXN1,NM_001286077
TIMM13,NM_012458
NDUFA8,NM_001318195
PYURF,NM_032906
CDKN2AIPNL,NM_080656
RPL14,NM_001034996
ATP5PB,NM_001002014
SDF2L1,NM_022044
SEPHS2,NM_012248
NDUFB11,NM_001135998
AP1S1,NM_001283
PSMC5,NM_001199163
RPS4X,NM_001007
SVBP,NM_199342
GTF3C6,NM_138408
IMP3,NM_018285
PLEKHJ1,NM_001300836
ANKRD65,NM_001145210
PRR13,NM_001005354
NDUFA12,NM_001258338
RPS3,NM_001005
PIN1,NM_006221
BLOC1S1,NM_001487
BX284668.5,NA
SURF2,NM_001278928
RPL10A,NM_007104
TSR3,NM_001001410
ATP6V1F,NM_001198909
ATP6V1E1,NM_001039366
RPS18,NM_022551
ATP5MC2,NM_001002031
RPL6,NM_000970
ANTKMT,NM_001271285
CRH,NM_000756
RPL23A,NM_000984
NT5C3B,NM_052935
AARD,NM_001025357
MIEN1,NM_001330206
SNHG6,NR_002599
DLL3,NM_016941
CHCHD5,NM_001304353
NDUFAF8,NM_001086521
UBA52,NM_001033930
NACA,NM_001113201
APOC1,NM_001321065
ATP5MC3,NM_001002256
EFCAB8,NM_001143967
RPS26,NM_001029
RNF113A,NM_006978
SLC32A1,NM_080552
URB1-AS1,NM_032910
POP7,NM_005837
GPR22,NM_005295
FMC1,NM_197964
VDAC2,NM_001184783
TMEM208,NM_001318217
PARD6A,NM_001037281
CITED1,NM_001144885
SCO2,NM_001169109
RSPH10B2,NM_001099697
FAM71E1,NA
MRPL2,NM_001300848
PSMD7,NM_002811
ATP5PD,NM_001003785
GUK1,NM_000858
EXOSC5,NM_020158
GEMIN6,NM_024775
RPSA,NM_001304288
MRPL9,NM_001300733
IMP4,NM_001320304
SIDT1,NM_001308350
RPL28,NM_000991
BPGM,NM_001293085
MYDGF,NM_019107
NDUFA11,NM_001193375
NRIP2,NM_031474
GRPEL1,NM_025196
TCEAL6,NM_001006938
RIIAD1,NM_001144956
FKBP1B,NM_001322963
TNFRSF11B,NM_002546
CTXN1,NM_206833
MRPS18A,NM_001193343
NUDT15,NM_001304745
LKAAEAR1,NM_001007125
JOSD2,NM_001270639
DYNLL1,NM_001037494
SUB1,NM_006713
SMKR1,NM_001195243
AXDND1,NM_144619
PGK1,NM_000291
SRP14,NM_001309434
MYL12B,NM_001144944
DPM2,NM_001378436
GNG3,NM_012202
LAMTOR1,NM_017907
CLEC5A,NM_001301167
CD163,NM_001370145
OXLD1,NM_001039842
FTH1,NM_002032
ZNF593,NM_015871
CISD3,NM_001136498
MRPL30,NM_016503
BLOC1S2,NM_001001342
GNG10,NM_001017998
VPS25,NM_032353
OCEL1,NM_024578
UBE2M,NM_003969
TMEM14C,NM_001165258
SEC62,NM_003262
MRPL50,NM_019051
EIF3I,NM_001394168
TAFA3,NM_001004440
NDUFAF4,NM_014165
SHC3,NM_016848
TIMM17B,NM_001167947
YWHAH,NM_003405
TRAPPC5,NM_001042461
ZMAT2,NM_144723
MLLT11,NM_006818
PTRHD1,NM_001013663
PRICKLE2-AS2,NR_046701
MANF,NM_006010
HINT1,NM_005340
MSRB1,NM_001382264
HAR1A,NR_003244
PRR4,NM_001098538
RPL13A,NM_001270491
ZC3HAV1L,NM_080660
CDV3,NM_001134422
PSENEN,NM_001281532
TRIR,NM_001329738
CALM3,NM_001329921
C1orf216,NM_001348691
TTC9B,NM_152479
HIST3H2A,NA
HOMER1,NM_001277077
FAM241B,NM_145306
LBHD2,NM_001330236
NUBP2,NM_001284501
NDUFAB1,NM_005003
CNFN,NM_032488
BAX,NM_001291428
RPS11,NM_001015
TRPM1,NM_001252020
PYDC1,NM_152901
MRPS34,NM_001300900
AP2M1,NM_001025205
ANKRD33B,NM_001164440
CAVIN3,NM_145040
TPI1,NM_000365
SCN1B,NM_001037
AIP,NM_001302959
RAN,NM_001300796
PRSS36,NM_001258290
WBP2,NM_001330499
PSMD8,NM_002812
SRRD,NM_001013694
NUDT14,NM_001318380
FABP3,NM_001320996
AP2S1,NM_001301076
CHMP5,NM_001195536
SUMO2,NM_001005849
LENG1,NM_024316
CHMP2A,NM_014453
EPB41L4A-AS1,NM_053000
TDG,NM_001008411
NUPR2,NM_001145712
CXorf40B,NA
MISP3,NM_001291291
C16orf91,NA
STOML2,NM_001287031
SF3B5,NM_031287
OCIAD2,NM_001014446
C4orf3,NM_001001701
HMGCS1,NM_001098272
TOMM22,NM_020243
ZNF428,NM_182498
SNU13,NM_001003796
MAGEH1,NM_014061
FBXL15,NM_001387294
DPM3,NM_018973
CD59,NM_000611
C1orf122,NM_001142726
ITGA6-AS1,NR_157573
CHGB,NM_001819
LGI2,NM_018176
RPP21,NM_001199120
CYC1,NM_001916
MZT1,NM_001071775
MOAP1,NM_022151
VAMP2,NM_001330125
PMFBP1,NM_001160213
AF106564.1,NA
ISCA1,NM_030940
PFN2,NM_002628
PITPNA-AS1,NR_028514
C17orf49,NM_001142798
CUEDC2,NM_024040
COPZ1,NM_001271734
ITM2C,NM_001012514
SNHG32,NM_001040437
ATP6V1D,NM_015994
ALKBH7,NM_032306
C19orf73,NM_018111
TCEAL2,NM_080390
THAP5,NM_001130475
PSORS1C1,NM_014068
KTI12,NM_138417
NDUFB4,NM_001168331
RAB33A,NM_004794
GADD45A,NM_001199741
TMEM167A,NM_174909
PFKM,NM_000289
PMM1,NM_002676
TXN2,NM_012473
BUD31,NM_001370407
NHLRC1,NM_198586
PCED1B,NM_001281429
POLR2J,NM_001371100
CSTB,NM_000100
EEF1AKNMT,NA
PNMA5,NM_001103150
BAD,NM_004322
IDH3B,NM_001258384
RAB14,NM_016322
WBP11,NM_016312
WASIR2,NR_130735
CDKN2D,NM_001800
MAP1LC3B,NM_022818
AHCY,NM_000687
TDRD10,NM_001098475
TEX55,NM_152539
GOT1,NM_002079
PTMS,NM_001330333
RPRML,NM_203400
FAM32A,NM_014077
PHLDA2,NM_003311
PSMA7,NM_002792
GET3,NM_001371488
TM2D2,NM_001024380
CCT7,NM_001009570
DHPS,NM_001206974
ATP6V1G2,NM_001204078
MRPL35,NM_001363782
UNC5B-AS1,NR_038453
PIP4P1,NM_001100814
MRPL55,NM_001321284
SEZ6L2,NM_001114099
COQ10B,NM_001320818
MCRIP1,NM_001093767
TUSC2,NM_007275
SSNA1,NM_003731
RAB3A,NM_002866
FBXO2,NM_012168
TPT1,NM_001286272
TRAPPC1,NM_001166621
PTMA,NM_001099285
HOPX,NM_001145459
CUTA,NM_001014433
HCST,NM_001007469
CCDC106,NM_001370467
MRPL43,NM_001308396
CDIPT,NM_001286585
LDOC1,NM_012317
RPS17,NM_001021
CCDC51,NM_001256964
CALM2,NM_001305624
NSG1,NM_001040101
PRKAG2-AS1,NR_038926
ACTG1,NM_001199954
SPRED2,NM_001128210
BEND5,NM_001302082
TIMM17A,NM_006335
LDHA,NM_001135239
NDUFC2,NM_001204054
PPT1,NM_000310
VIP,NM_003381
ZNF346-IT1,NA
MAGED2,NM_014599
CCK,NM_000729
PSME1,NM_001281528
LRPAP1,NM_002337
NRIP3,NM_020645
MED14OS,NM_001289773
ZCCHC12,NM_001312891
TPRG1L,NM_182752
FUNDC2,NM_023934
SMIM38,NM_001369201
MRPL49,NM_004927
PPIB,NM_000942
DEXI,NM_014015
NARS,NA
EIF4H,NM_022170
KIT,NM_000222
DCXR,NM_001195218
SOD1,NM_000454
CRIM1-DT,NR_037631
COMMD8,NM_001329668
FLG2,NM_001014342
NPM1,NM_001037738
NEFL,NM_006158
KRT10,NM_000421
TRAPPC2B,NM_001355204
LRRC73,NM_001012974
CDCA5,NM_080668
TAC1,NM_003182
NEBL-AS1,NR_046283
CCDC115,NM_001321118
HCRTR1,NM_001525
NDUFS3,NM_004551
CPLX3,NM_001030005
CALB2,NM_001740
HSP90B1,NM_003299
PPDPF,NM_001353423
NUDC,NM_006600
MRPL53,NM_053050
KDM7A-DT,NR_024451
EEF1G,NM_001404
IER3-AS1,NR_149095
BORCS6,NM_017622
GRPEL2,NM_152407
PHB,NA
THEG,NM_016585
CALR,NM_004343
TMEM251,NA
SSR4,NM_001204526
MAP1LC3A,NM_032514
DUSP23,NM_001319658
C6orf226,NM_001008739
ARFIP2,NM_001242854
SCG5,NM_001144757
BOLA2B,NM_001039182
SCAND1,NM_001385710
PVALB,NM_001315532
FOXF2,NM_001452
ZNF576,NM_001145347
NDUFA3,NM_004542
PNMA6F,NM_001354980
FAP,NM_001291807
MAFB,NM_005461
POLE4,NM_019896
NDUFAF3,NM_199069
FTL,NM_000146
SRSF3,NM_003017
ALDOA,NM_000034
SMIM24,NM_001136503
FIGNL2,NM_001013690
PARTICL,NR_038942
F8A1,NM_012151
TMEM184A,NM_001097620
SAP18,NM_001366643
R3HCC1,NM_001136108
TMEM60,NM_032936
TUSC1,NM_001004125
SNX8,NM_013321
ARPC5L,NM_030978
STBD1,NM_003943
HABP2,NM_001177660
EMC9,NM_001346874
SIGLEC9,NM_001198558
METTL1,NM_005371
SLC38A11,NM_001199148
NAP1L5,NM_153757
NCBP2,NM_001042540
CD63,NM_001040034
TCIM,NM_020130
F11,NM_000128
Z96074.1,NA
SLC25A4,NM_001151
MYL6,NM_021019
ASNSD1,NM_001353497
EXOSC4,NM_019037
UBE2V2,NM_003350
FIBP,NM_004214
ROM1,NM_000327
TRMT112,NM_001286082
TFPT,NM_001321792
STRAP,NM_007178
RAC3,NM_001316307
PDZD11,NM_001370174
SELENOK,NM_021237
ARL4D,NM_001661
PPP1R11,NM_021959
SLC25A6,NM_001636
SNX17,NM_001267059
EIF6,NM_001267810
PNRC2,NM_017761
FSHR,NM_000145
RRS1,NM_015169
UBL4A,NM_014235
STUM,NM_001003665
ARHGDIG,NM_001176
SKP1,NM_006930
ZNF831,NM_001384354
TRIM68,NM_001304496
DDA1,NM_024050
Z97056.2,NA
MRPL20-AS1,NR_015434
GPR65,NM_003608
CCDC107,NM_001195200
FRMPD2,NM_001017929
PELO,NM_015946
CFAP47,NM_001304548
FCGR3A,NM_000569
APEX1,NM_001244249
SFRP2,NM_003013
CNDP2,NM_001168499
C3orf80,NM_001168214
ATG101,NM_001098673
RPGRIP1,NM_001377523
EIF5,NM_001969
NUCB1,NM_006184
GTSE1-DT,NR_024009
STK16,NM_001008910
PIGS,NM_033198
PPM1J,NM_005167
FUOM,NM_001098483
FRMD6,NM_001042481
BCAS2,NM_005872
SARAF,NM_001284239
SLC25A3,NM_002635
DGCR6L,NM_033257
ODC1,NM_001287188
RITA1,NM_001286215
ASPHD2,NM_020437
C3orf22,NM_152533
GAPDH,NM_001256799
DIRAS1,NM_145173
PPIF,NM_005729
H3F3A,NA
TRBC2,NA
ZNF174,NM_001032292
CITED4,NM_133467
LRRC25,NM_145256
NEK2,NM_001204182
CAMK2N2,NM_033259
MRM3,NM_001317947
NUDT8,NM_001243750
TPGS1,NM_033513
HNRNPA0,NM_006805
CCDC184,NM_001013635
RASL10B,NM_033315
XYLT1,NM_022166
ING1,NM_001267728
TMEM54,NM_001329722
ZFAND2A,NM_001365381
TKFC,NM_001351976
MPI,NM_001289155
MIR9-3HG,NR_015411
REX1BD,NM_001100418
HCCS,NM_001122608
NOLC1,NM_001284388
PNOC,NM_001284244
UBASH3B,NM_001363365
STMN1,NM_001145454
DNAL4,NM_005740
PIM2,NM_006875
DDX43,NM_018665
PCBD1,NM_000281
UBE2L6,NM_004223
PINK1,NM_032409
C1orf167,NM_001010881
MAS1,NM_001366704
ATP6V0E2,NM_001100592
TTLL11-IT1,NA
SALL2,NM_001291446
SCN2B,NM_004588
SHISA4,NM_198149
YWHAB,NM_003404
Z82188.2,NA
NLGN4Y-AS1,NR_046504
TRMT10C,NM_017819
C6orf118,NM_144980
GSTP1,NM_000852
SLC25A25,NM_001006641
OAZ2,NM_001301302
MT3,NM_005954
TUBG1,NM_001070
MEF2D,NM_001271629
COLEC11,NM_001255982
WDR49,NM_001348951
NCF4,NM_000631
FKBPL,NM_022110
MIF,NM_002415
POLR3H,NM_001018050
POLR2E,NM_001316323
TAF9B,NM_015975
SYNC,NM_001161708
DBI,NM_001079862
TBCC,NM_003192
TMEM114,NM_001146336
RPLP0,NM_001002
COPRS,NM_001330176
TMEM45B,NM_001331210
ST6GAL2,NM_001142351
RND3,NM_001254738
TAF13,NM_005645
NAXE,NM_144772
MIR762HG,NR_110940
MAFG-DT,NA
SPRY4-AS1,NR_120664
NUDT16,NM_001171905
PTTG1,NM_001282382
PNRC1,NM_006813
ZMIZ1-AS1,NR_015429
AATBC,NM_194310
MMGT1,NM_001330000
FCRLB,NM_001002901
PRELP,NM_002725
ATP5F1B,NM_001686
TET3,NM_001287491
YTHDF3-AS1,NA
SERPINA1,NM_000295
CEBPA-DT,NR_026887
SPRYD3,NM_032840
SKA3,NM_001166017
OBSCN-AS1,NM_001025495
NOP53,NM_015710
TGOLN2,NM_001206840
SYT5,NM_001297774
NDN,NM_002487
SNN,NM_003498
HMGA1,NM_001319077
OPN4,NM_001030015
TMEM97,NM_014573
SF3A1,NM_001005409
ANAPC13,NM_001242374
FABP5,NM_001444
OTUB1,NM_017670
PRDX1,NM_001202431
PSMC3,NM_002804
SURF6,NM_001278942
MFSD3,NM_138431
MTRNR2L8,NM_001190702
STARD10,NM_006645
NR2F6,NM_005234
ARMCX3,NM_016607
SIRPB2,NM_001122962
JSRP1,NM_144616
CPT1B,NM_001145134
APLP2,NM_001142276
SMIM31,NM_001352885
ARF5,NM_001662
STMND1,NM_001190766
SMO,NM_005631
NECAP1,NM_015509
TMEM35A,NM_021637
USP12-AS1,NR_046547
ARF6,NM_001663
FAM71F2,NA
IMPDH2,NM_000884
MTFP1,NM_001003704
GAD2,NM_000818
KCTD19,NM_001100915
FAM3C,NM_001040020
STAB1,NM_015136
PITHD1,NM_020362
SLC17A6,NM_020346
ACLY,NM_001096
SLC25A11,NM_001165417
SULT4A1,NM_014351
CCNQ,NM_001130997
BX004987.1,NA
DNAAF3,NM_001031802
MPV17L2,NM_032683
CRYBA2,NM_057093
PRKAR1A,NM_001276289
MSMO1,NM_001017369
DNAJB9,NM_012328
DCTN6,NM_006571
PDLIM1,NM_020992
ARPP19,NM_001306191
PDCL3,NM_024065
JAGN1,NM_001363890
AIF1,NM_001318970
TAS2R13,NM_023920
FAM89B,NM_001098784
HCG9,NM_005844
ZNHIT2,NM_014205
SLC39A3,NM_144564
POLE,NM_006231
HELB,NM_001370285
ATRAID,NM_001170795
ATP5F1A,NM_001001935
GHET1,NR_130107
LRRC74A,NM_001385106
SRP9,NM_001130440
ASMTL-AS1,NM_025091
DDX54,NM_001111322
FKBP2,NM_001135208
SYT11,NM_152280
CLEC4G,NM_001244856
PNMA1,NM_006029
DSG1,NM_001942
LY6D,NM_003695
NAMA,NR_102270
KCNAB1,NM_001308217
C6orf120,NM_001029863
NXPH4,NM_007224
CD80,NM_005191
NPPA,NM_006172
ARL2,NM_001199745
SYP,NM_003179
LIPT2,NM_001144869
RGS4,NM_001102445
TSSC4,NM_001297658
C17orf107,NM_001145536
CD14,NM_000591
CDC37,NM_007065
WDR83OS,NM_016145
CRYBB3,NM_004076
CU633906.5,NA
PEX11B,NM_001184795
CDK5,NM_001164410
CRABP1,NM_004378
HIGD1A,NM_001099668
SH2D5,NM_001103160
COA7,NM_023077
MDH2,NM_001282403
PGAM1,NM_001317079
