GENE_SYMBOLS,refseq_ids
MCHR1,NM_005297
DYNLT3,NM_006520
UBFD1,NM_019116
PSMG3,NM_001134340
NPM1,NM_001037738
FKBP1A,NM_000801
CCNI,NM_001348132
RFK,NM_018339
KIAA1191,NM_001079684
UBE2L6,NM_004223
PLK2,NM_001252226
SLC22A17,NM_001289050
MRPS26,NM_030811
MESP1,NM_018670
KTI12,NM_138417
PEA15,NM_001297576
YPEL3,NM_001145524
SRSF3,NM_003017
SLC39A7,NM_001077516
C14orf119,NM_017924
SUMO1,NM_001005781
FAM131A,NM_001171093
TMA7,NM_001329417
CAMK2N2,NM_033259
CTDNEP1,NM_001143775
LRRC73,NM_001012974
UBE2Q1,NM_017582
PNMA2,NM_007257
LDHA,NM_001135239
WDR83OS,NM_016145
MARCH4,NA
CHCHD4,NM_001098502
MRPL50,NM_019051
TIMP2,NM_003255
SDHAF1,NM_001042631
CTXN1,NM_206833
YWHAB,NM_003404
C15orf61,NM_001143936
CSTB,NM_000100
HCG11,NR_026790
DNAL4,NM_005740
DDA1,NM_024050
SLC1A6,NM_001272087
SLC39A3,NM_144564
UBQLN4,NM_001304342
NDN,NM_002487
TMEM167A,NM_174909
FKBP4,NM_002014
TEF,NM_001145398
BLOC1S4,NM_018366
KCNJ4,NM_004981
HAX1,NM_001018837
RNF167,NM_001320356
CHGB,NM_001819
SEC62,NM_003262
PNMA6A,NM_032882
VDAC2,NM_001184783
CBLN4,NM_080617
BHLHE41,NM_030762
RIC8A,NM_001286134
UQCRH,NM_001297565
CHCHD2,NM_001320327
RAB11FIP5,NM_001371272
KCNF1,NM_002236
RAB14,NM_016322
SLC25A11,NM_001165417
HTRA2,NM_001321727
BORCS8,NM_001145783
HDDC3,NM_001286451
CETN2,NM_004344
GPR27,NM_018971
SHC3,NM_016848
NCKIPSD,NM_016453
MCAT,NM_014507
KMO,NM_001410944
HTR5A,NM_024012
FUNDC2,NM_023934
MRPL9,NM_001300733
HYOU1,NM_001130991
TNFSF12,NM_003809
GPRIN1,NM_052899
RPS6KA5,NM_001322227
LYSMD2,NM_001143917
B3GALT1,NM_020981
PPEF1,NM_001377986
SLU7,NM_001364517
GCHFR,NM_005258
HRAS,NM_001130442
NAPB,NM_001283018
NDUFAF4,NM_014165
ATP6V0B,NM_001039457
NEUROD6,NM_022728
EIF1AX,NM_001412
LYNX1,NM_001356370
ZNF215,NM_001354853
EEF1G,NM_001404
PFKM,NM_000289
PGRMC1,NM_001282621
MPC2,NM_001143674
CCDC127,NM_145265
AMPD2,NM_001257361
DAXX,NM_001141969
ARPC5L,NM_030978
SUMO3,NM_001286416
MRPS24,NM_032014
SNRPE,NM_001304464
PMM2,NM_000303
NCBP2AS2,NM_001355243
PHB2,NM_001144831
PRR13,NM_001005354
COA7,NM_023077
FAM50B,NM_012135
NUDT11,NM_018159
PNPO,NM_018129
DUSP7,NM_001947
FAM241B,NM_145306
ARF1,NM_001024226
R3HCC1,NM_001136108
DEDD2,NM_001270614
TTC9,NM_015351
PHF24,NM_001304333
UROD,NM_000374
FUT1,NM_000148
IMP3,NM_018285
STK16,NM_001008910
DBP,NM_001352
NEFM,NM_001105541
TMEM54,NM_001329722
TMEM121B,NM_001163079
CHST1,NM_003654
COA8,NM_001302652
FASN,NM_004104
CUEDC2,NM_024040
MAT2B,NM_013283
GABRA1,NM_000806
IGFBP6,NM_002178
PPP1CC,NM_001244974
OAT,NM_000274
BAP1,NM_001410772
EMC4,NM_001286420
TIMM17B,NM_001167947
BTF3,NM_001037637
FBXO45,NM_001105573
ZNF747,NM_001305018
SOWAHA,NM_175873
RUNDC3A,NM_001144825
BRF2,NM_018310
VPS37D,NM_001077621
PDRG1,NM_030815
PEX11B,NM_001184795
FUNDC1,NM_173794
DSTN,NM_001011546
FADD,NM_003824
TRNP1,NM_001013642
C9orf16,NA
H2AFZ,NA
MIEN1,NM_001330206
LSM10,NM_032881
CANT1,NM_001159772
LRPAP1,NM_002337
SRP68,NM_001260502
ATP1B1,NM_001001787
TMEM30A,NM_001143958
TLCD3B,NM_001318504
SYP,NM_003179
PTPA,NM_001193397
ALYREF,NM_005782
H1F0,NA
UQCRFS1,NM_006003
PRRT1,NM_001363780
RAC1,NM_006908
TUFM,NM_001365360
CCKBR,NM_001318029
PHB,NA
CEBPA,NM_001285829
SPRN,NM_001012508
TIMM13,NM_012458
GABARAPL2,NM_007285
ARMCX6,NM_001009584
CCK,NM_000729
RPS2,NM_002952
SPINT2,NM_001166103
SCOC,NM_001153446
MRFAP1L1,NM_152301
NNAT,NM_001322802
EIF4B,NM_001300821
BAG1,NM_001172415
TOMM5,NM_001001790
ATMIN,NM_001300728
COPRS,NM_001330176
SLC26A4-AS1,NR_028137
GNG3,NM_012202
GRPEL2,NM_152407
RPSA,NM_001304288
FAM122A,NA
TMX4,NM_021156
ST6GALNAC6,NM_001286999
PPIL1,NM_016059
SLC35A4,NM_001394034
SH2D5,NM_001103160
PPP2R5B,NM_006244
PRPF19,NM_014502
INAFM2,NM_001301268
TLE5,NM_001130
LRTM2,NM_001039029
ANKRD55,NM_001039935
TMEM158,NM_015444
RAB39B,NM_171998
ZNF770,NM_014106
TSR3,NM_001001410
PFDN4,NM_002623
NHP2,NM_001034833
NEDD8,NM_006156
LSM1,NM_014462
ARPP19,NM_001306191
TAF7,NM_005642
MEA1,NM_001318942
YDJC,NM_001017964
ZNHIT2,NM_014205
MYDGF,NM_019107
ELOF1,NM_001363673
CHMP5,NM_001195536
TRAPPC2L,NM_001318524
ATP5F1B,NM_001686
DCTPP1,NM_024096
MRM3,NM_001317947
KLHL21,NM_001324309
C12orf10,NA
TMEM70,NM_001040613
AKAP5,NM_004857
ARL6IP1,NM_001313858
CHMP1A,NM_001083314
TSPYL5,NM_033512
CKB,NM_001362531
UBA52,NM_001033930
CIAO2B,NM_016062
N4BP2,NM_001318359
RABAC1,NM_006423
ZXDB,NM_007157
OTUD6B-AS1,NR_110438
TIMM10B,NM_012192
CRH,NM_000756
PCSK1N,NM_013271
PJA2,NM_014819
HIGD2A,NM_138820
TMEM198,NM_001005209
NRGN,NM_001126181
EIF5,NM_001969
CDK5,NM_001164410
RTL8A,NM_001078172
TRAPPC4,NM_001318486
OLFM1,NM_001282611
SNRPD1,NM_001291916
PUF60,NM_001136033
SLC25A3,NM_002635
PRKAG2-AS1,NR_038926
PSMC5,NM_001199163
RHBDD2,NM_001040456
TMEM132A,NM_017870
RUSC1,NM_001105203
HPS6,NM_024747
ANAPC15,NM_001278485
UBE2QL1,NM_001145161
CCDC51,NM_001256964
ORMDL3,NM_001320801
SPATA2,NM_001135773
DNAJB2,NM_001039550
FIBP,NM_004214
PIP4K2C,NM_001146258
CBX4,NM_003655
DNAJA2,NM_005880
TTC9B,NM_152479
SSNA1,NM_003731
CFL1,NM_005507
DYNLL1,NM_001037494
MYL12B,NM_001144944
HCRTR1,NM_001525
KBTBD7,NM_032138
SLC25A22,NM_001191060
BSCL2,NM_001122955
IRF2BPL,NM_024496
GEMIN6,NM_024775
BEX1,NM_018476
FRAT2,NM_012083
ARPC4,NM_001024959
TMEM33,NM_018126
CALR,NM_004343
MAP1LC3A,NM_032514
TMEM155,NA
YPEL5,NM_001127399
NIP7,NM_001199434
MAPK8IP2,NM_012324
NCOA4,NM_001145260
LSM3,NM_014463
CHRM1,NM_000738
IMPDH2,NM_000884
JAKMIP1,NM_001099433
MRPL30,NM_016503
MRPL34,NM_001382342
FAM3C,NM_001040020
CISD3,NM_001136498
HNRNPK,NM_001318186
ING1,NM_001267728
BANF1,NM_001143985
GUK1,NM_000858
MAS1,NM_001366704
NDRG4,NM_001130487
SMPD1,NM_000543
CPTP,NM_001029885
PGM2L1,NM_173582
PIN1,NM_006221
LRRC14,NM_001272036
UQCR10,NM_001003684
FBXO2,NM_012168
TMSB4X,NM_021109
DGCR6L,NM_033257
SMIM15,NM_001048249
PSMD7,NM_002811
EEF1A2,NM_001958
MBOAT7,NM_001146056
CYC1,NM_001916
PTMS,NM_001330333
CTXN2,NM_001145668
NGB,NM_021257
MICOS10,NM_001032363
BUB3,NM_001007793
ANAPC13,NM_001242374
RPS19BP1,NM_194326
RHNO1,NM_001252499
ARL8A,NM_001256129
SV2A,NM_001278719
AVPI1,NM_021732
CDC37,NM_007065
TUBG1,NM_001070
CDKN1B,NM_004064
SLC32A1,NM_080552
DOLPP1,NM_001135917
SF3B5,NM_031287
ARL2BP,NM_012106
RNF7,NM_001201370
NOP10,NM_018648
SLC35A2,NM_001032289
ISOC2,NM_001136201
TMEM147,NM_001242597
CCT7,NM_001009570
SVOP,NM_018711
GLRX2,NM_001243399
C3orf18,NM_001171740
RTL8C,NM_001078171
JCAD,NM_001350001
TPPP,NM_007030
CHCHD1,NM_203298
CTSD,NM_001909
CHCHD10,NM_001301339
HSPA13,NM_006948
ALDOC,NM_005165
GPR12,NM_005288
TMEM81,NM_203376
TRIM68,NM_001304496
TCP1,NM_001008897
THAP11,NM_020457
BEX3,NM_001282674
BTG1,NM_001731
GNG10,NM_001017998
DOHH,NM_001145165
GAPDH,NM_001256799
SCN1B,NM_001037
CHPF,NM_001195731
FRAT1,NM_005479
PABPC1L2A,NM_001012977
WDR1,NM_005112
ZNF672,NM_024836
DUSP28,NM_001033575
EXOSC4,NM_019037
PREPL,NM_001042385
EMC6,NM_001014764
DRAP1,NM_006442
NAP1L2,NM_021963
SAP18,NM_001366643
DLL3,NM_016941
POLR2I,NM_006233
ENDOG,NM_004435
VMA21,NM_001017980
GPRASP2,NM_001004051
ZFP92,NM_001136273
KRT222,NM_152349
PNRC2,NM_017761
EIF6,NM_001267810
ARMT1,NM_001286562
SLBP,NM_001306074
RLIM,NM_016120
RPRML,NM_203400
SCN3B,NM_001040151
ATP5MPL,NA
BLOC1S3,NM_212550
POMP,NM_015932
SH3BP5L,NM_001322462
LSM7,NM_016199
LAGE3,NM_006014
FAM171A2,NM_198475
ATXN7L3,NM_001098833
GMFB,NM_004124
PRDX3,NM_001302272
TSPYL1,NM_003309
MRPL57,NM_024026
KCNAB1,NM_001308217
C5orf24,NM_001135586
EID1,NM_014335
SRSF8,NM_032102
NAXE,NM_144772
BEX5,NM_001012978
B4GALNT1,NM_001276468
MRPL43,NM_001308396
SRP14,NM_001309434
NRIP3,NM_020645
RILP,NM_031430
SBDS,NM_016038
EAF1,NM_033083
PCSK1,NM_000439
RPS28,NM_001031
CAPNS1,NM_001003962
SYT5,NM_001297774
LIN7C,NM_018362
PRDX5,NM_001358511
THEM6,NM_001363000
SMG8,NM_018149
MFSD3,NM_138431
TRIR,NM_001329738
MORF4L1,NM_001265603
LAMTOR3,NM_001243736
ISCA2,NM_001272007
CRIM1-DT,NR_037631
PFDN2,NM_012394
CD81,NM_001297649
FEM1B,NM_015322
RNF213-AS1,NR_029376
NUDT16L1,NM_001193452
PIGS,NM_033198
RPL7A,NM_000972
ZNF622,NM_033414
ELK1,NM_001114123
RND1,NM_014470
CHN1,NM_001025201
H2AFV,NA
CAMK2N1,NM_018584
VSNL1,NM_001366803
PEBP1,NM_002567
NFKBIE,NM_004556
RPL26L1,NM_001317980
CENPX,NM_001271006
FAM210B,NM_080821
UFC1,NM_016406
EPDR1,NM_001242946
HTR5A-AS1,NR_038945
TIMM10,NM_012456
RPL18,NM_000979
SERF2,NM_001018108
PPCDC,NM_001301101
TUBA4A,NM_001278552
SURF2,NM_001278928
APLP1,NM_001024807
RPL4,NM_000968
ZNF174,NM_001032292
SLC16A1-AS1,NR_103743
PMVK,NM_001323011
PIM2,NM_006875
PPP1R1A,NM_006741
MRPL24,NM_024540
CSNK2B,NM_001282385
ZDHHC22,NM_001364172
YWHAE,NM_006761
HTATSF1,NM_001163280
C17orf49,NM_001142798
RAC3,NM_001316307
ARL4D,NM_001661
PRADC1,NM_032319
ACP2,NM_001131064
STMN4,NM_001283053
CENPB,NM_001810
RND2,NM_005440
RASL10A,NM_001007279
TMIE,NM_001370524
NDUFB10,NM_004548
CYGB,NM_134268
CLIP3,NM_001199570
TOMM34,NM_006809
ZNF576,NM_001145347
DCTN3,NM_001281425
ITM2B,NM_021999
ZNF319,NM_001384365
AKR1B1,NM_001346142
ASIC2,NM_001094
SURF6,NM_001278942
SNHG29,NM_152350
C19orf53,NM_014047
PNRC1,NM_006813
THAP7,NM_001008695
IDS,NM_000202
SMIM13,NM_001135575
TMEM14C,NM_001165258
DUSP4,NM_001394
FBXL16,NM_153350
RPL18A,NM_000980
TMSB10,NM_021103
ZNF428,NM_182498
EIF5A2,NM_020390
GTF2A2,NM_001320929
INSYN1,NM_001039614
BNIP3,NM_004052
PMM1,NM_002676
CALY,NM_001321617
APEX1,NM_001244249
RBP4,NM_001323517
RGS14,NM_001366617
HAS1,NM_001297436
RPL8,NM_000973
PAFAH1B2,NM_001184746
TRMT112,NM_001286082
BEX2,NM_001168399
RHOV,NM_133639
MRPS33,NM_016071
MPV17L2,NM_032683
MAPK8IP1,NM_005456
AKT1S1,NM_001098632
MLF2,NM_001382225
PDP1,NM_001161778
MAD2L1,NM_002358
RPL29,NM_000992
STX1B,NM_052874
CUTA,NM_001014433
TMEM106C,NM_001143841
MGAT2,NM_001015883
PGAM5,NM_001170543
DUBR,NR_028301
RPLP0,NM_001002
H3F3A,NA
ST6GAL2,NM_001142351
PPP2CA,NM_001355019
NDUFA8,NM_001318195
MAD2L1BP,NM_001003690
TAF9B,NM_015975
TXNDC17,NM_032731
FBXO36,NM_174899
DPM2,NM_001378436
LSM2,NM_021177
RPS15,NM_001018
RPL41,NM_001035267
MRPL40,NM_001318151
RPP25L,NM_148178
SVBP,NM_199342
DCAF12L2,NM_001013628
BCAS2,NM_005872
ZNHIT1,NM_006349
TCEAL1,NM_001006639
NUBP2,NM_001284501
UQCRB,NM_001199975
TSC22D3,NM_001015881
DDT,NM_001084392
SLC9A6,NM_001042537
ZNF587B,NM_001204818
CCDC107,NM_001195200
JMJD8,NM_001005920
TIMM8A,NM_001145951
STBD1,NM_003943
CITED4,NM_133467
STX18-AS1,NR_037888
PSMC3,NM_002804
FOXO4,NM_001170931
DCTN6,NM_006571
ZCCHC12,NM_001312891
EXOC8,NM_175876
OTUD1,NM_001145373
CHMP1B,NM_020412
FKBPL,NM_022110
IER5,NM_016545
HIST3H2A,NA
TRAPPC1,NM_001166621
ZDHHC23,NM_001320466
SMDT1,NM_033318
PTRHD1,NM_001013663
PRR7,NM_001174101
ADAP1,NM_001284308
CCDC71L,NM_175884
NXT1,NM_013248
NDUFA6,NM_002490
KCNA2,NM_001204269
FKBP8,NM_001308373
HSPA8,NM_006597
RPS5,NM_001009
UBQLN2,NM_013444
INA,NM_032727
EID2,NM_153232
C1QBP,NM_001212
PPP2R1A,NM_001363656
RPS14,NM_001025070
STMN1,NM_001145454
EPOP,NM_001130677
TCEAL2,NM_080390
COX4I1,NM_001318786
SMIM26,NM_001348957
MAP1B,NM_001324255
CENPBD1,NA
ABCC12,NM_001392028
TSSC4,NM_001297658
EIF5A,NM_001143760
SLC30A3,NM_001318949
RAB3B,NM_002867
DAZAP2,NM_001136264
CCN3,NM_002514
RPL3,NM_000967
