"CHEM_ID","SUPER_PATHWAY","SUB_PATHWAY","CHEMICAL_NAME","SHORT_NAME","CHEMSPIDER","HMDB","PUBCHEM","KEGG","p_val","acrophase_AD","acrophase_CTL","amplitude_AD","amplitude_CTL","BHQ","Bonf","Log_AD_CTL_ampRatio"
"100000007","Lipid","Carnitine Metabolism","carnitine","carnitine",10455,"HMDB0000062",288,"C00487,C00308",0.824204081688094,"1.54428340119424","1.36416611978266","0.164430395442272","0.129952745788984",0.99148727567608,1,0.235316462206248
"100000042","Amino Acid","Histidine Metabolism","3-methylhistidine","3-methylhistidine",58494,"HMDB0000479",64969,"C01152",0.0124449505460133,"3.66781429476748","4.61750109471194","0.661444803588765","0.106351814754049",0.655281249632698,1,1.82767393330822
"100000125","Nucleotide","Pyrimidine Metabolism, Cytidine containing","2'-deoxycytidine","2'-deoxycytidine",13117,"HMDB0000014",13711,"C00881",0.290030833426651,"4.16792750359169","4.46929733735296","0.33445782511049","0.194113364313821",0.96669731103086,1,0.544068447713193
"100000265","Amino Acid","Tryptophan Metabolism","kynurenine","kynurenine",141580,"HMDB0000684",161166,"C00328",0.0943895369046669,"1.48992755738814","1.01784016535115","0.380864590924347","0.247441353342973",0.918544659239966,1,0.431270309817367
"100000269","Lipid","Phospholipid Metabolism","glycerophosphorylcholine (GPC)","glycerophosphorylcholine (GPC)",571409,"HMDB0000086",71920,"C00670",0.498884214081344,"1.59760365066986","1.71729170692243","0.220431996696169","0.150823263278201",0.96669731103086,1,0.379480532867581
"100000272","Amino Acid","Glycine, Serine and Threonine Metabolism","allo-threonine","allo-threonine",89699,"HMDB0004041",99289,"C05519",0.279823715014612,"1.3242896566889","1.09494004040529","0.0727736738045264","0.178198097607857",0.96669731103086,1,-0.895541573141599
"100000467","Amino Acid","Tryptophan Metabolism","3-indoxyl sulfate","3-indoxyl sulfate",9840,"HMDB0000682",10258,NA,0.571581340095593,"1.67236663892845","1.94951337243045","0.468221933551487","0.308486486556768",0.96669731103086,1,0.417264361822406
"100000776","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","palmitoylcarnitine (C16)","palmitoylcarnitine (C16)",448,"HMDB0000222",461,"C02990",0.9331776318337,"1.484828006598","1.36451866748889","0.187285019963393","0.197567375135141",0.99148727567608,1,-0.0534480386787149
"100000802","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Short Chain)","acetylcarnitine (C2)","acetylcarnitine (C2)",5406074,"HMDB0000201",7045767,"C02571",0.44980280562969,"1.36327767020732","0.849321345986176","0.100218285175301","0.128894465890075",0.96669731103086,1,-0.251643316883339
"100000961","Amino Acid","Urea cycle; Arginine and Proline Metabolism","homoarginine","homoarginine",8732,"HMDB0000670",9085,"C01924",0.763601025446163,"4.45028035770325","4.70143548528109","0.174577225938412","0.260039918414024",0.99148727567608,1,-0.398467952327616
"100001051","Amino Acid","Histidine Metabolism","1-methylhistidine","1-methylhistidine",83153,"HMDB0000001",92105,"C01152",0.776412778902985,"1.50825143081444","1.26724985368998","0.267012387050039","0.331161059297975",0.99148727567608,1,-0.215309790245317
"100001054","Lipid","Fatty Acid Metabolism (also BCAA Metabolism)","butyrylcarnitine (C4)","butyrylcarnitine (C4)",184820,"HMDB0002013",439829,"C02862",0.977148204528173,"1.14536856809485","1.08108366317627","0.169703680598444","0.153356193449003",0.99148727567608,1,0.101290583445059
"100001055","Amino Acid","Leucine, Isoleucine and Valine Metabolism","isobutyrylcarnitine (C4)","isobutyrylcarnitine (C4)",NA,"HMDB0000736",168379,NA,0.651176586641682,"1.47302467870898","1.09946416963476","0.26595191137929","0.268492134895014",0.96669731103086,1,-0.00950611261401193
"100001092","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism","trigonelline (N'-methylnicotinate)","trigonelline (N'-methylnicotinate)",5369,"HMDB0000875",5570,"C01004",0.595496935019934,"4.41685004755887","4.86348026608835","0.562124730911474","0.524666562965082",0.96669731103086,1,0.0689608237351247
"100001112","Lipid","Fatty Acid, Monohydroxy","3-hydroxylaurate","3-hydroxylaurate",85026,"HMDB0000387",94216,NA,0.396709242962341,"1.33098696842405","1.20815400758042","0.0464315334306157","0.118946822687093",0.96669731103086,1,-0.94069769685391
"100001162","Lipid","Fatty Acid Metabolism (also BCAA Metabolism)","propionylcarnitine (C3)","propionylcarnitine (C3)",96904,"HMDB0000824",107738,"C03017",0.85727486563999,"1.5986690646005","1.34159669887884","0.107825491942061","0.123583742729551",0.99148727567608,1,-0.136404900122897
"100001170","Amino Acid","Leucine, Isoleucine and Valine Metabolism","3-hydroxy-2-ethylpropionate","3-hydroxy-2-ethylpropionate",164207,"HMDB0000396",188979,NA,0.473797857748996,"1.22055462192002","1.63400334760678","0.17873668791475","0.112923411598725",0.96669731103086,1,0.459203890139195
"100001208","Amino Acid","Histidine Metabolism","1-methyl-4-imidazoleacetate","1-methyl-4-imidazoleacetate",68319,"HMDB0002820",75810,"C05828",0.633694070964218,"4.41645707891039","4.56230848531062","0.320696642488267","0.259639897863286",0.96669731103086,1,0.211199974534785
"100001253","Amino Acid","Glutamate Metabolism","N-acetylglutamine","N-acetylglutamine",158492,"HMDB0006029",182230,"C02716",0.344017177601464,"1.66604634789147","0.865122804883068","0.119799101680161","0.079813919011128",0.96669731103086,1,0.406118274213019
"100001256","Amino Acid","Phenylalanine Metabolism","N-acetylphenylalanine","N-acetylphenylalanine",67404,"HMDB0000512",74839,"C03519",0.129303837748612,"1.67227936502906","0.847065620161662","0.140607164647115","0.0544383729278037",0.918544659239966,1,0.948900645841801
"100001270","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","myristoylcarnitine (C14)","myristoylcarnitine (C14)",4932274,"HMDB000506",6426854,NA,0.719163062635476,"1.48403717860073","1.17958360945802","0.220355195001794","0.222919321282648",0.990972724104002,1,-0.0115691508817628
"100001293","Amino Acid","Histidine Metabolism","N-acetylhistidine","N-acetylhistidine",68142,"HMDB0032055",75619,"C02997",0.476594166776003,"5.19214403217497","4.72844088783127","0.306773458468269","0.277973845076054",0.96669731103086,1,0.0985825280868347
"100001300","Amino Acid","Leucine, Isoleucine and Valine Metabolism","alpha-hydroxyisovalerate","alpha-hydroxyisovalerate",90190,"HMDB0000407",99823,NA,0.329656513187733,"1.67024340304272","1.10303843411753","0.333394068244127","0.23420243191344",0.96669731103086,1,0.353139343422102
"100001310","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism","nicotinamide riboside","nicotinamide riboside",NA,"HMDB0000855",439924,"C03150",0.889743684016963,"4.58898487151198","4.58499961784632","0.170937160717639","0.136901282161117",0.99148727567608,1,0.22203590985443
"100001311","Amino Acid","Glutathione Metabolism","ophthalmate","ophthalmate",7993181,"HMDB0005765",7018721,NA,0.673926125404371,"1.43443125813319","1.1071646822763","0.247191173844333","0.290328446254407",0.96669731103086,1,-0.160850834961398
"100001315","Xenobiotics","Benzoate Metabolism","p-cresol sulfate","p-cresol sulfate",3806480,"HMDB0011635",4615423,NA,0.824914201233728,"1.48764669239746","1.7231158278772","0.292868143862124","0.24038753826522",0.99148727567608,1,0.197470122960511
"100001320","Carbohydrate","Aminosugar Metabolism","erythronate*","erythronate*",2061231,"HMDB0000613",2781043,NA,0.39303340944622,"2.27328965999713","1.57361186969204","0.0457855727365839","0.0663785132716358",0.96669731103086,1,-0.371404373063477
"100001391","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","stearoylcarnitine (C18)","stearoylcarnitine (C18)",21233653,"HMDB0000848",3006797,NA,0.920001925622125,"1.41473618945047","1.38538559993787","0.150878348426351","0.175407169922801",0.99148727567608,1,-0.150636084103268
"100001392","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)","laurylcarnitine (C12)","laurylcarnitine (C12)",8602997,"HMDB000225",168381,NA,0.823833340144368,"1.43397551454686","1.17750954408017","0.221106266339651","0.215549948960892",0.99148727567608,1,0.0254507647079189
"100001409","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing","N1-methylinosine","N1-methylinosine",513976,"HMDB0002721",650095,NA,0.934440163715613,"1.8179563416944","1.73955214190988","0.195282669028779","0.172411313162249",0.99148727567608,1,0.124565116025595
