Gene_Symbols,Sine_Coefficient,Cosine_Coefficient,Weighted_Average,Fit_Average,Fit_Average_1,Amplitude,Amplitude_Ratio,Offset_Plus_Minus_Amplitude_Ratio,Acrophase,F_Statistic,P_Statistic,BHQ_Statistic,Bonferroni_Statistic,R_Squared
ACAP3,0.953155883071868,-3.2295083003880856,-502.417580071,73.54050113084153,-17.453275187934597,3.3672288309097813,-0.00670205216631539,0.9866851326032499,2.8546008579364033,1.5657114114992512,0.21101418361132684,0.2651955455083022,1.0,0.11970137655347468
PUSL1,-0.5506411491271828,-0.925002861833897,9.505180267869505,3.744813583764348,0.17455656618500442,1.0764924382052128,0.11325323748399548,1.255435356003234,3.6785386843076058,6.9903823568124865,0.0011149323054535643,0.0022002104868245613,1.0,0.23715775778240333
INTS11,3.9801256097302042,-1.7287163175028544,50.14980245965489,32.08990177868063,0.5472697176052831,4.339338656481061,0.08652753238603529,1.1894474884657433,1.9805489473761957,6.452613466096971,0.001856510973578196,0.003534327095097345,1.0,0.18349298846041273
CPTP,0.16818459972081393,-3.7855739087065494,-33.12763589607414,10.032209673966587,-1.3078741081830518,3.789308100150083,-0.11438510469137168,0.7947117128363798,3.0971940818290835,38.926590632347214,1.9984014443252818e-15,1.939348335901275e-14,2.8023583453773426e-11,0.5440172104755608
DVL1,0.8977092517324444,-6.392277226503478,-0.06829024453384136,25.821530301417813,-0.7845400165439902,6.455005038039942,-94.52309157922478,-0.9790626542029238,3.0020685963566938,33.40815718186334,1.4599432773820809e-13,1.0713126414824133e-12,2.047278457872892e-9,0.44401901296776025
AURKAIP1,-3.1319324952689582,-9.805019813720778,-7.91370576417853,24.5398029130423,-0.9834396568854813,10.293076056377835,-1.3006644880543257,-0.13068593426614672,3.450770594011031,20.356795643725373,6.589912726617797e-9,2.5726711070534902e-8,9.241034616536137e-5,0.4126553526616539
CCNL2,1.0136083072959985,1.1668290894765776,26.33948364037724,49.608677445792914,-0.7051270850125967,1.5456040646518108,0.05868012014793143,1.1246762581008132,0.7152428233191491,0.11301927999951171,0.893179788407259,0.9098547270692281,1.0,0.02097088420194071
MRPL20-AS1,-0.831043449801,-0.7969138747016454,-0.5464936148804469,3.1080327515621393,-0.11074322322553312,1.1513926086045267,-2.106872939140213,-0.35626591779660155,3.9479524083798156,13.364712010796588,3.090172705055849e-6,8.562239052163242e-6,0.04333349184299817,0.3034375310932649
MRPL20,-2.344745755511639,-7.002395568973177,88.47702190771383,24.378515239039295,1.9423789899598358,7.384536299752682,0.08346275835838078,1.1821262782707875,3.464706764423518,15.141751322481792,6.285776370518192e-7,1.8988677734549033e-6,0.008814544204377661,0.33552056724833146
ANKRD65,-1.4423258309221973,-4.607205501740665,-39.54425275178687,9.591403449979307,-1.4889592788413994,4.827695758621793,-0.1220833729979547,0.7823987487279571,3.4449864475970506,30.676935309888904,1.2748690991770673e-12,8.148354319854154e-12,1.7877489377760014e-8,0.5067082376566896
VWA1,0.15927985217871904,-0.3736205641986411,-52.07351495454832,2.2361122027902303,-1.6457462774951077,0.40615563187303644,-0.007799658467985962,0.9845214107735606,2.738609166688966,0.7738221212848675,0.4623661665747687,0.5234749518713049,1.0,0.26210590699112934
ATAD3C,0.4581057178477902,-0.10705116499207847,16.499058240038167,1.640295664353753,0.45026553259649743,0.47044744727865234,0.028513593953927642,1.0587009633412727,1.8003591149850993,0.307712316091023,0.7354093096688832,0.7741700253817324,1.0,0.0881122110824144
ATAD3B,0.26101359053419876,3.385192655375597,-82.42467110319365,18.34202694158555,-3.0535363043872494,3.395240405104245,-0.041192040679828595,0.9208752294092971,0.07695224565757357,3.5796149170391254,0.029348437337025635,0.04465637334821077,1.0,0.18112414625802542
ATAD3A,-0.8085286118488851,-0.6311278339328588,-80.62722927382885,13.188011944490716,-2.8428860975248345,1.0256904303653551,-0.012721390026710102,0.9748768216964893,4.049597131795016,0.5390213139168112,0.5840061998241262,0.6379735430531182,1.0,0.16217054541207188
TMEM240,-1.7622160563789984,-6.4347614934872075,146.5111986701329,24.558512724200636,3.6955359377555212,6.671698502437416,0.045537123189187845,1.0954193699839703,3.408897590043207,13.077313479607163,4.005754571823061e-6,1.095436700932994e-5,0.05617269636067479,0.38210729485228323
SSU72,-0.7626092932130197,-21.504064777973554,-40.22818867401293,61.673793427779145,-3.087938851569454,21.51758292442201,-0.5348881874545395,0.30302651121239166,3.1770412927739344,70.47610023828076,0.0,0.0,0.0,0.6544154492260436
FNDC10,-0.1838688411087636,-4.361416635892088,-124.53316414786622,19.075108373571787,-4.35176583398297,4.3652906916455105,-0.03505323840051411,0.9322677576378923,3.1837257590315504,4.647507862558515,0.010442653263676771,0.01737509809166343,1.0,0.22986661045131795
MIB2,2.341086039825596,-0.46090717321299307,-127.53922499971623,34.39756568716027,-4.9071754753598915,2.3860258314162244,-0.018708172575311894,0.9632707912256809,1.765187690502216,3.5927046732535124,0.028977520562254888,0.04414467907055951,1.0,0.0681282520861366
CDK11B,-0.7298220254396035,0.9230326619762149,18.804754648581536,12.548772278801641,0.18957522332666385,1.1767028018542587,0.06257474898472119,1.1335034423639636,5.614154144055158,0.3788866627672302,0.685022016020449,0.7291683414797903,1.0,0.03577859562914654
SLC35E2B,1.2202398080833654,1.6200310310702266,-122.66951950106932,26.1237305129305,-4.5088863640606,2.0281730031882854,-0.01653363452826279,0.967470560802574,0.645558739361681,0.03064509992444026,0.9698234028386248,0.9753879063333597,1.0,0.08471025349619044
CDK11A,0.2414499733737513,2.099350681104411,17.54740263420041,11.0394567599966,0.1972104810364777,2.1131898570397643,0.12042750149934409,1.273831893799836,0.11450861289166597,2.9617161951367605,0.05357777835585087,0.07726462216002641,1.0,0.10998648937914657
SLC35E2A,0.3889034404120909,0.6749437969874307,-245.27834382090873,33.29525365208348,-8.44162416584825,0.7789704840725166,-0.0031758632740984502,0.9936683818054927,0.5227365612081166,0.6537651064070098,0.5209851167882789,0.5799154066297852,1.0,0.12010765349121522
NADK,0.20085347590148608,-1.5006332480151114,53.985514930222166,16.357792525457587,1.140234012265593,1.5140152785986316,0.02804484277968896,1.0577081001553494,3.008537627863641,8.437079849857444,0.00028577668166795966,0.0006140739207829909,1.0,0.12747130457808942
GNB1,-14.500358631276654,-50.01012348042643,-802.8527407593074,247.45573955820566,-31.827529706591292,52.06988429949829,-0.0648560833836758,0.8781880774393667,3.4238025395161076,76.92493008771882,0.0,0.0,0.0,0.7019141124238653
CFAP74,-0.012361124161326235,2.2255807205001417,-39.93710840641427,19.971407830109502,-1.8154095829249632,2.225615047768248,-0.05572799675729136,0.8944273583186918,6.27763125248103,2.0030422561636922,0.1371188074890365,0.18061403695460818,1.0,0.12389789660386386
GABRD,-8.016791454737572,-30.91635827999708,148.7758802043213,94.08322898501213,1.657353067251797,31.938850238007902,0.21467760899243002,1.5467247883178226,3.395310372017245,54.86346544779242,0.0,0.0,0.0,0.616636882830027
PRKCZ,1.6831021872166572,-4.069629468845327,-432.65838366491835,95.31817941619042,-15.999289790336638,4.403943345038375,-0.010178800437735431,0.9798475271242582,2.749437655142802,1.2015360036955927,0.30249053498994605,0.3631594296758724,1.0,0.290141780247807
FAAP20,-1.3960363080357314,-0.3870806872711938,-60.935281241637256,11.106691038772613,-2.1830900691033297,1.4487059162619498,-0.02377450118786101,0.9535551995868699,4.441912464865896,1.0750709050781118,0.34287140276718664,0.4047478005158344,1.0,0.15270280882722342
SKI,1.747989974853719,1.2608936572022331,-271.67473637459943,45.65079509470599,-9.615925196039555,2.1553008530045004,-0.007933387114923553,0.9842581122595176,0.9458918651069325,2.282722172126246,0.10416298358709142,0.1407610599250056,1.0,0.12817964764356093
MORN1,0.07482596079314605,2.6464040630210293,-63.81687307891366,17.14388270343499,-2.4533562358287457,2.647461687953733,-0.04148529315562009,0.9203343658748692,0.028267047908806974,6.210243803228096,0.002337783861731335,0.004371032412407802,1.0,0.22393673205647857
RER1,-0.7637013141453298,-6.431746535509835,66.95629349387855,32.6188614426211,1.0405282439774959,6.476928530891017,0.09673367793997091,1.2141863934865982,3.2597786269288265,26.709232495425194,3.182387686706534e-11,1.6690427569897088e-10,4.462662253068572e-7,0.4679417927936418
PEX10,-1.341829897457738,-1.5718328130537447,5.839111488301796,9.599250198093372,-0.11394359726641211,2.0666799137514964,0.3539373957650797,2.0956752285151037,3.848214730921813,10.310594161528389,5.0115841494169366e-5,0.00011913450504708207,0.702774445272737,0.2423961603096162
PLCH2,-0.7381483264856866,-2.5215516654335763,-60.46472751985252,8.977631059273126,-2.1043138963371404,2.6273724047695373,-0.043452976843514034,0.9167131096315216,3.426371749745014,4.0008992482616215,0.0195026125395803,0.030797875635420555,1.0,0.23948079333515904
PANK4,0.812596514020826,-3.223972908061044,212.38635717779357,10.577753312110037,6.115412238354048,3.3248029124311085,0.015654503220505066,1.031806928099376,2.8946872196144855,22.054078318505834,1.5493359928342443e-9,6.53030917568819e-9,2.1726338627514608e-5,0.43196739857493793
TNFRSF14,0.12724141579204215,-1.1427000477891507,29.99433911034032,10.991927755679733,0.575830647110927,1.1497624872599082,0.0383326494719644,1.0797212247060621,3.030697936920097,1.9136417228603693,0.14973202756768167,0.19524755649819603,1.0,0.04880369319095168
PRXL2B,1.252271997491379,-8.112582724515608,-114.38290395556646,22.75519681719355,-4.155700023416971,8.208665154445644,-0.07176479063369826,0.8660810818551594,2.988439745859665,27.16689271177173,2.1862622823221045e-11,1.17238837418749e-10,3.065795598500287e-7,0.4920992218935728
TTC34,-0.27477866205287343,0.28591991700159636,6.873950376218673,2.2973326356024164,0.13868538607928094,0.39655202944603246,0.05768910273457252,1.1224417607861383,5.5176548399282765,0.8300514014661082,0.43724430706126494,0.49975359996088664,1.0,0.04847182810106743
PRDM16,0.447070110805317,-0.09482095244318503,-56.42424867376388,2.725440495641402,-1.7924148233153114,0.45701498552860514,-0.008099620221280994,0.9839309130589633,1.7797933668023374,0.8305477761858749,0.4370287784418261,0.49954797522739874,1.0,0.1997330886945211
MEGF6,0.19595671472554754,0.34984133055908645,-6.2277840690027375,1.699123111989485,-0.24020930851491576,0.4009837784915764,-0.06438626870308084,0.8790171000955633,0.5105874774517698,2.955731330972524,0.053891818773889044,0.07766957601914141,1.0,0.10119564996958708
TPRG1L,-3.0577932339774736,-28.99602659597886,146.61890126992694,59.65482834814776,2.6352749370236124,29.156811516633155,0.1988612059161128,1.4964463271149246,3.246659916596316,97.21343242452528,0.0,0.0,0.0,0.7160451604304072
WRAP73,-0.14918377869788524,-0.4529287356804749,28.673932040854652,8.654669632223447,0.6066443154130682,0.4768650117503832,0.016630611074579704,1.0338237314723675,3.4597772372811924,1.6639508527339282,0.1915136239487818,0.24308364037617847,1.0,0.025623862320593438
LRRC47,-2.388618000773667,-10.857310345933643,59.11053829488549,29.804717893132253,0.8880551636894928,11.116954794436186,0.18807060661462588,1.4632683781294267,3.358143812895474,76.68290804284706,0.0,0.0,0.0,0.665046981961986
CEP104,0.5460927641718885,4.174604045526824,22.323309674912366,30.34206077328137,-0.24299245752633258,4.210170571842644,0.18859974766977164,1.464874757256088,0.13007447659485066,12.236379289393883,8.58665328362651e-6,2.240614793380993e-5,0.12041063899629456,0.26181615627151156
DFFB,0.8418798263500092,1.9501062941123355,80.07352523078737,14.292602238270174,1.9933613028035522,2.1240706674571044,0.02652650375183461,1.054498666587369,0.40754007920302115,4.440837770282475,0.012745847611081329,0.020880259468480548,1.0,0.20685561326194668
C1orf174,0.011904041011826627,-1.6641108194882848,16.280120971753007,7.630813934012164,0.26210021326487476,1.664153396093756,0.10221996501015948,1.2277171713031383,3.134439381204791,7.391002918088166,0.000763608470989996,0.001547187052260181,1.0,0.20806580977365519
AJAP1,-4.869637857974453,3.264250157811449,-295.38377805199934,77.33183850254235,-11.294412622864893,5.862482576570278,-0.01984700248345475,0.9610784707213437,5.302921441353896,0.2136576387809785,0.807774546528434,0.837263388274443,1.0,0.09444480438071157
NPHP4,-2.5811304703354647,6.384042815309118,49.761014797456255,45.20572277784295,0.13803915210949153,6.886090122311365,0.1383832333472302,1.3212175962750234,5.89896919683273,14.388610131972802,1.231370956533695e-6,3.593655551190844e-6,0.017267514923472005,0.27089304263539327
KCNAB2,-1.0008355763194776,-27.565173016334242,-958.3392946189042,168.28638130841725,-34.14017199779761,27.58333618820008,-0.028782432634330144,0.944045637403374,3.177884685317685,31.985550641158493,4.4930725806580085e-13,3.0779851880101244e-12,6.300635679856725e-9,0.5851870718718503
CHD5,7.84548218626607,-9.764130816993204,-614.4343310905829,145.66529378589166,-23.033321965953768,12.525567505960542,-0.020385526771800715,0.9600434811413004,2.464721014339724,0.37300519438595653,0.6890504735310434,0.7326422296290608,1.0,0.10618649186230544
RPL22,-10.148297365964781,-22.1818388025197,-388.7284561255228,69.02159200465451,-13.871213579702346,24.393070985200207,-0.06275092703098518,0.8819084972124317,3.5706700054742364,32.57333255187325,2.8199664825478976e-13,1.994169943760422e-12,3.954438998476917e-9,0.5363867280486707
RNF207,-0.4212406780604135,2.2779062978298406,-12.67268549152493,10.710505735324485,-0.70858155232877,2.3165277487104805,-0.18279690995722234,0.6909073596348277,6.100326545623624,9.21682697119926,0.00013805777212505532,0.00030931205280550423,1.0,0.2207153521195836
ICMT,-0.35022675020528626,-6.577517786835508,-8.971888770518603,21.182405905256463,-0.913766505326518,6.586835280519533,-0.7341637250523775,0.1532936429860989,3.1947884552229993,63.37358264016154,0.0,0.0,0.0,0.610116140460726
GPR153,-0.606681913098877,0.09199563051279609,-36.298102893491006,7.469653698333972,-1.3262956542977267,0.6136172583253834,-0.016904940187257488,0.9667521721663688,4.862879850966548,0.28550221617275245,0.7518853848604982,0.7892573360205678,1.0,0.03619868450971275
ACOT7,-1.4190507419226468,-9.578718846261749,282.20856224845784,76.29960289703862,6.239665434891489,9.68326183390087,0.03431243105010995,1.0710632137212288,3.2886690969462102,8.477551567988458,0.00027515723692428384,0.0005925260954221794,1.0,0.20298050617664054
TNFRSF25,10.529986311222874,2.6596414854292,-275.23792642401236,63.05224084497224,-10.251217189969234,10.860676983759216,-0.039459231236279604,0.924077385527956,1.3233929111049396,5.122367878960693,0.006613921959123803,0.01142908535216181,1.0,0.17677005727073358
PLEKHG5,-1.831001439656253,-0.2910426134296603,-141.39418080668838,37.406634329687044,-5.418206519284106,1.8539881539144845,-0.013112195589217524,0.9741150177713701,4.554755047910592,0.9504863417760067,0.387967891867918,0.45055683210466374,1.0,0.08423657030509735
NOL9,-0.3391662105170396,1.2816895520432197,76.0112571879431,29.730544197387353,1.4024458481986584,1.3258061042902307,0.017442233602479214,1.0355037315850244,6.024490649728567,0.010494475104847316,0.9895608427705711,0.991115755886845,1.0,0.05418360403306688
ZBTB48,-0.8180992436072616,0.47223185575425813,-21.905414873110203,10.27476987947804,-0.9751571137147954,0.944610659467637,-0.04312224465683074,0.9173208224103834,5.235897943060131,0.18721799909215003,0.8293809818195359,0.8560584063046778,1.0,0.0431060889687056
KLHL21,4.117272934939846,-6.664743291992903,147.10799771519282,25.004798102016025,3.700096957975057,7.833947891641389,0.05325303867440462,1.112496877940526,2.5882099416893025,59.381206312196845,0.0,0.0,0.0,0.561003105744115
PHF13,0.2791560700550076,-2.98860525124474,0.3649907626843856,8.145333990248366,-0.2357679765928485,3.001614475447537,8.223809428413096,-1.2768622317379368,3.048456087480159,31.39354716200128,7.193134976546389e-13,4.7602327407319495e-12,1.0086933177611002e-8,0.45228643892756437
THAP3,-0.05131586192035921,-1.501389494163699,-1.4019035405342493,7.887328091824902,-0.2814918676472472,1.5022661984048489,-1.0715902734879694,-0.034558123970833195,3.1757582673424394,13.392642337915412,3.0133023520839686e-6,8.370748590188885e-6,0.04225553888327349,0.27426960641087617
DNAJC11,-2.12768493488752,4.222941964908247,-125.30257300951712,45.25116479765157,-5.168295085065716,4.72866598747791,-0.0377379799464992,0.9272687698132726,5.816470824201559,5.250602491922305,0.005848180717283991,0.010221742265795015,1.0,0.16852397507306938
CAMTA1,18.269994357525896,43.413567383135195,-1642.5935267315544,453.5417942007283,-63.519252149463085,47.10127945984109,-0.02867494525779825,0.9442487728703998,0.39833846728620226,3.1614230026014507,0.04409197050748803,0.06473007772471782,1.0,0.2830755096174685
VAMP3,0.382844556376478,0.05501624675686565,83.95895745585676,9.668313986117832,2.2512316202951186,0.3867773800965028,0.00460674348296737,1.0092561275713015,1.4280695719998804,0.09941610903183569,0.9054022548080694,0.9201663878224059,1.0,0.13939573517506554
PER3,3.5854798222905053,-1.4023980148268418,-90.1642224500747,47.083535535517036,-4.159022969260359,3.8499851620548644,-0.042699699031804546,0.9180978011762098,1.9436350906151127,1.1615578343420743,0.31470880356421227,0.3755242981944306,1.0,0.08302565899324776
PARK7,-4.487039746727229,-15.713392105315487,192.9746694217465,40.984546757752085,4.605761292848315,16.341487604991812,0.08468203445540025,1.1850330434736214,3.4197451637037886,24.249984094905773,2.4407997845088403e-10,1.1412916098088518e-9,3.4227335378167467e-6,0.3811816255670668
ERRFI1,-0.21101447881446891,-1.2369033289588633,6.6349959319537675,27.657796639704962,-0.6370545669015507,1.2547736670247984,0.18911445913355862,1.4664393421825908,3.3105649343237276,0.8022153364743895,0.4495039663463043,0.5116391331229079,1.0,0.036350049337632084
SLC45A1,-1.8205501730836406,-1.6722943691280086,34.425349168575735,17.154260560975306,0.5233663214424386,2.472037902163338,0.07180865152763279,1.1547281207604803,3.969410931709119,3.6527531861838383,0.027335599816558087,0.041859546203414394,1.0,0.19150453851271687
RERE,9.6597275728553,66.82814273520039,993.5508467219133,386.7735524599343,18.387190735211508,67.52267025390879,0.06796096090772878,1.1458328633399673,0.14355154915788784,37.88741934481279,4.551914400963142e-15,4.216082935581647e-14,6.383149564470614e-11,0.5607186415845649
RERE-AS1,-1.0881559560127128,-0.07055093311726031,-1.2881159340859227,4.010640566274454,-0.16056837879879965,1.0904406534835616,-0.846539216407849,0.08310724312191144,4.647644285541116,2.0615532258792713,0.1294491105476001,0.17134839316679218,1.0,0.10183420199219351
ENO1,-2.073333111802665,-35.135216111661975,400.9929456894524,83.98415597629075,9.606326961004898,35.19633676117002,0.08777295745354009,1.192436648684573,3.2005344155659343,75.48013419770625,0.0,0.0,0.0,0.6211466032186396
GPR157,-0.0035754294690768713,0.9416096165260042,16.477152940133195,2.242589959099804,0.43135039336464787,0.9416164047159209,0.05714679035493065,1.1212209700732592,6.279388179131424,9.125691157879968,0.00015027759405950025,0.0003350306361679447,1.0,0.21724051860936977
MIR34AHG,5.529189092750975,20.38634190956517,-126.87475307511352,33.28898865978928,-4.85344671923948,21.122851807393094,-0.16648585550261333,0.714551437178159,0.2648488385729041,22.29916708128325,1.2588221576237402e-9,5.3573484419902e-9,1.765246311635771e-5,0.3812273934174434
LNCTAM34A,-0.29688305827093736,1.7307009294563673,3.643515178092713,3.839675628032453,-0.005944256058779847,1.7559798568062899,0.4819466287294295,2.860606089860641,6.1132995619030455,5.708844028080907,0.003771349328920537,0.006832768945665722,1.0,0.21035694582832054
H6PD,0.35447033813671747,2.935170826822198,-4.015593559847559,10.699466083939742,-0.44591089829658564,2.9564974214849,-0.7362541495850827,0.15190509435381064,0.12018448668562189,16.423624022759157,2.0181598037183335e-7,6.467242899346936e-7,0.002830065492754219,0.3164496060723574
SPSB1,0.02853928315764785,0.12570765045591667,-7.629263592935871,3.6040465300920865,-0.3404033370614533,0.128906571074943,-0.01689633206464394,0.9667688209075578,0.22324483998310188,0.7022150130110049,0.4964770033649316,0.5558116731747115,1.0,0.005783637744934178
SLC25A33,-1.080216344228497,1.9202532947575472,69.45320582305294,15.72052970564416,1.6282629126487507,2.2032340017269147,0.03172256738357233,1.0655237152390369,5.770766626307035,8.866336047872412,0.00019136132490615854,0.0004208028632835285,1.0,0.25846440328832576
TMEM201,-0.04806198267710239,-1.0918743914167381,-64.99664204513584,9.507906477234766,-2.2577135915869886,1.0929316725260214,-0.016815202111011413,0.9669257460429361,3.1855821251778433,6.10404333509947,0.002586591866481247,0.004805481948021532,1.0,0.12352765767785512
PIK3CD,0.8304508197884187,2.2973522763258294,-52.24847616656987,8.837528269713596,-1.8510910435237413,2.442841797093444,-0.04675431661022196,0.9106680223461991,0.346866669152455,12.685901452815962,5.708968117246194e-6,1.5304312733347998e-5,0.08005685990814337,0.26731028824552394
CLSTN1,-10.583151180645178,-105.29801778006684,-997.7323826866996,379.2928840457415,-41.728038385831546,105.82851996188771,-0.10606904396238202,0.8082053836668275,3.241762916062329,100.85923627622977,0.0,0.0,0.0,0.7253968792424605
CTNNBIP1,-0.8626151414761521,0.8514176620029801,-64.40336519521827,20.387128386350955,-2.56940889641119,1.2120300810930984,-0.01881935947631332,0.9630565334251466,5.491254409892898,0.6637413835940245,0.5158408785479831,0.5749651569730838,1.0,0.08384661716272612
LZIC,0.03678311632151511,-1.9501582585341672,60.84654256585583,14.214238388148344,1.4131001265971974,1.9505051220069478,0.032056137288258645,1.066235529813582,3.122733284047787,8.610407720502748,0.00024301319665209764,0.0005269482073066901,1.0,0.24023870153018434
NMNAT1,-0.63432612685323,3.287112439441726,11.074666090792846,10.724367220116763,0.01061511729321431,3.3477571334762555,0.3022896677904793,1.8665191092503486,6.092554879076655,22.52129225207725,1.0431913111119684e-9,4.499745233996657e-9,1.4628671755723133e-5,0.35139799977426245
UBE4B,3.4432083566645706,31.645635621539768,-264.82344245639706,131.27599392921516,-12.003013223806429,31.83240389412448,-0.12020236425770976,0.7853916969058344,0.10837881588899166,57.73427147701302,0.0,0.0,0.0,0.6114782576052407
KIF1B,-5.456114494444909,35.25266834037662,-547.6399580425386,388.61062649287754,-28.371229834406567,35.67239563714616,-0.06513840911947345,0.87769024464469,6.129631983860764,16.27792348643713,2.295133083585199e-7,7.296916782208331e-7,0.0032184651231115247,0.3324369355636553
PGD,-1.0031364700296053,-2.578467432421257,24.609401749829317,24.185603000542443,0.012842386342025638,2.7667267804321636,0.11242560093730652,1.2533322300779102,3.512618395820084,2.368875276917217,0.09571763404442124,0.13042934430132339,1.0,0.15520946401232705
CENPS,-0.12387038157466418,0.19327795380079651,12.917220429625985,6.288344816125487,0.20087501859092413,0.22956532590283693,0.017772037502458565,1.0361871951950319,5.713239248876393,1.0552334744627225,0.3496814424779926,0.4115679279641072,1.0,0.010347734371980999
CORT,-0.03712810040555343,-0.8468082795031787,33.885645971528334,3.4262373159327764,0.923012383502896,0.8476218249165476,0.02501418522842218,1.0513118957208263,3.185409344434178,7.633477401371287,0.0006076125254047549,0.0012502641883713687,1.0,0.23674475436547804
DFFA,0.866819408902,-0.04442668495609872,-33.87833564289974,17.713042005171094,-1.5633750802445714,0.8679571521598294,-0.025619828592191682,0.950040301722016,1.6220040470792279,0.5890025931934433,0.5556610355953852,0.6119380317106681,1.0,0.03298176180570267
PEX14,-1.6155616890755389,7.753499796486937,27.907759376701733,51.25961778205793,-0.7076320728895775,7.9200251682258935,0.28379294307796626,1.79248854178453,6.07775911092444,28.707214839064697,6.2310157034062286e-12,3.603197245726414e-11,8.737753320886554e-8,0.42591995861661425
CASZ1,-0.10714711059633601,0.33026332365902855,4.193043876775789,3.378062781644988,0.02469639682214525,0.34720939829366904,0.08280604937543683,1.1805638803418843,5.969469641274881,0.15471560441077378,0.8567420638269048,0.8782874450650403,1.0,0.022388619689282407
TARDBP,3.238980554058487,-8.459955480138763,68.26303633342809,45.59198437648121,0.6870015744529377,9.058799134294729,0.13270430998772723,1.3060186082231064,2.775948687665453,28.724822692808623,6.142752972948529e-12,3.555089762264021e-11,8.613982493965722e-8,0.4156247752981044
SRM,-0.3385656670548694,-9.152781178538486,22.43450482030744,30.179603186863645,-0.23469995050170162,9.159040889368093,0.4082568776413305,2.3798449435762983,3.178566264986397,45.59989920387954,0.0,0.0,0.0,0.508013727965152
EXOSC10,-1.1418654296700768,3.1755976234061496,-48.03657649346417,28.93148829346758,-2.332365599603994,3.374652119146271,-0.07025171994938949,0.8687192580214464,5.9380060408396975,5.6689260522127,0.003918019089738323,0.007067453266709609,1.0,0.18430601960645476
MTOR,-3.0350013510585514,9.672847597464104,64.02795842731166,58.68886047403475,0.16179084706900115,10.13781109730766,0.15833413006314584,1.376239873134038,5.9791483681428605,38.40398022344135,3.1086244689504383e-15,2.941446756281511e-14,4.3592240928091996e-11,0.4735540525274281
UBIAD1,-0.5118644898723024,-0.042221434237374,-1.3177591130893234,5.909582191263447,-0.21901034255614463,0.5136028674971482,-0.3897547453062721,0.4391028393713043,4.630089724006368,2.404587111392218,0.092422502619244,0.12640600353356665,1.0,0.0553879442471108
DISP3,0.699896187743582,-0.5541696843844495,17.104557069428836,9.003998733546581,0.2454714647237056,0.8927254408320398,0.05219225713991845,1.1101325823366335,2.2405101024240075,0.15920359573069104,0.8529105067294145,0.8751272434233247,1.0,0.01814675212462835
