"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ"
"ELK1","ELK1","MA0028.2","20.4407",9.78937e-97,0.843673,0.805366,0.0704287,1067,"False",7.77275978e-94,2.47424464303094e-25,3.12398856216848e-19,0.836602425225784,0.834305560055447,0.167140223986094,0.509741904789859,0.268400677920106
"ELK3","ELK3","MA0759.1","19.8518",2.80956e-91,0.86163,0.827514,0.0637449,1067,"False",1.11539532e-88,1.02427917682218e-05,3.78047066490282e-05,0.900070546195778,0.899600427875076,0.327200236811808,0.684896942749488,0.820517677509417
"FEV","FEV","MA0156.2","18.9198",4.778e-83,0.871483,0.840666,0.0597859,1067,"False",1.18640274e-80,NA,NA,NA,NA,NA,NA,NA
"ELK4","ELK4","MA0076.2","18.9449",5.97684e-83,0.885345,0.852902,0.0595285,1067,"False",1.18640274e-80,0.00515591930587592,3.03333738733056e-05,NA,NA,NA,0.99702094429809,0.492172004205504
"FLI1","FLI1","MA0475.2","18.6857",4.33313e-81,0.860434,0.82927,0.0615405,1067,"False",6.88101044e-79,0.00035102380094375,0.0198324284993732,0.987763106385627,0.987742927619331,-0.068069731944541,0.827603860040696,0.971479930256339
"ETS2","ETS2","MA1484.1","18.5074",1.67652e-79,0.87832,0.848397,0.0587393,1067,"False",2.2185948e-77,1.38162416262763e-31,1.31479578230611e-11,0.943567910427145,0.943925768437698,-0.0377576485928233,0.650787500570258,0.961396534618182
"ZBTB7A","ZBTB7A","MA0750.2","18.3384",1.62924e-77,0.862983,0.829929,0.0581611,1067,"False",1.84802365714286e-75,3.22874048254008e-05,0.000343534980648937,0.970425795430487,0.97116672444366,0.163314594316214,0.855568704101062,0.790631527417439
"ETV5","ETV5","MA0765.2","18.0256",2.32042e-75,0.88398,0.853063,0.0603286,1067,"False",2.30301685e-73,8.45476474118498e-54,3.17085081488709e-37,0.546998878068075,0.544614567773175,0.138629827060479,0.884284350991169,0.397006520363608
"ERG","ERG","MA0474.2","17.8609",3.83133e-74,0.876741,0.84857,0.0567432,1067,"False",3.38008446666667e-72,0.00200258633886654,8.21958560685089e-05,0.702298600793936,0.700213909864767,0.633309360652451,0.0412984045110583,0.233418882421485
"ETS1","ETS1","MA0098.3","17.6141",3.11604e-72,0.874527,0.846278,0.0584475,1067,"False",2.47413576e-70,0.000379788119723195,7.80125492320852e-05,0.817562088831391,0.815655915815412,0.515036298100135,0.731455164460892,0.222884242535532
"ERF","ERF","MA0760.1","17.023",8.72966e-68,0.857953,0.83128,0.0591559,1067,"False",6.30122730909091e-66,1.01632961938246e-08,4.25958893147186e-06,0.889510154882814,0.888068459953755,0.249694920282876,0.987139989218725,0.542347241246252
"ETV6","ETV6","MA0645.1","16.8925",1.90846e-66,0.879512,0.851358,0.0586052,1067,"False",1.26276436666667e-64,5.06966161869462e-22,3.69057419803962e-10,0.982791539410524,0.983080218209739,-0.0492098155090624,0.0712892927098456,0.664916407075077
"YY2","YY2","MA0748.2","16.4384",1.22622e-62,0.853727,0.821895,0.0612128,1067,"False",7.48937446153846e-61,0.00455246565593758,0.00955399572700834,0.965367370065909,0.966283182613587,0.00207439067884774,0.846357966992704,0.766611644729136
"ETV3","ETV3","MA0763.1","16.2666",3.35015e-62,0.860339,0.835857,0.0582346,1067,"False",1.90001364285714e-60,0.00059723745243689,0.0810543397731882,0.719183020830536,0.716841482293551,0.396692811565471,0.831567522307673,0.782150415808528
"NRF1","NRF1","MA0506.1","16.0679",9.48184e-60,0.879395,0.844252,0.0648059,1067,"False",5.01905397333333e-58,8.77181691159854e-28,7.93780096472571e-14,0.88182842288395,0.880305586737918,-0.163468709090396,0.0158777175117772,0.344046643468815
"ELF2","ELF2","MA1483.1","15.3509",2.15287e-55,0.815047,0.790052,0.0595874,1067,"False",1.0683617375e-53,4.53833301758199e-22,1.07300169501522e-10,0.939943934884615,0.94026023164246,-0.120364362004186,0.0278177148915303,0.479465121383423
"HINFP","HINFP","MA0131.2","15.4806",2.74646e-55,0.846391,0.819262,0.0448214,1067,"False",1.28275837647059e-53,0.00106040377484857,0.0443952272710321,NA,NA,NA,0.00025448194014869,0.00101935058705359
"ELF4","ELF4","MA0641.1","14.7553",2.48881e-51,0.80429,0.779983,0.0601689,1067,"False",1.09784174444444e-49,NA,NA,NA,NA,NA,NA,NA
"KLF15","KLF15","MA1513.1","14.5293",7.98916e-49,0.904836,0.860109,0.0725012,1067,"False",3.33862791578947e-47,1.83995213316182e-13,4.53868190329305e-06,0.828531164903655,0.826383323854647,-0.157606212729787,0.0176764080097032,0.214259952825445
"Gmeb1","Gmeb1","MA0615.1","14.448",1.16462e-48,0.836786,0.817285,0.0390699,1067,"False",4.6235414e-47,1.47350737114616e-11,1.62039920850622e-06,0.827081098860856,0.825164122977966,0.032201282104277,0.125788378728206,0.932746263450158
"TCFL5","TCFL5","MA0632.2","14.2351",3.07686e-47,0.864971,0.835763,0.0576827,1067,"False",1.16334611428571e-45,0.00219827625002946,0.176142853978262,NA,NA,NA,0.523614292402793,0.2351496816378
