pathway,pval,padj,log2err,ES,NES,size,leadingEdge
midbrain_DEG_BHQ1_positiveL2FC,6.43834121042036e-06,0.000122328482997987,0.610526878385931,-0.833860800036752,-2.35284500556183,13,RPL26|TIMM8B|RPS13|RPL39|RPS29|TPT1|MPP1|RPL36A|RPS19|CYCS
midbrain_DEG_BHQ1,0.0045207708958916,0.0429473235109702,0.407017918923954,-0.499501966361049,-1.81518609919386,34,RPL26|TIMM8B|RPS13|RPL39|PPM1E|RPS29|TPT1|MPP1|RPL36A|RPS19|CYCS
midbrain_DEG_BHQ05,0.00751274483498793,0.0475807172882569,0.274717458595242,-0.569496312469029,-1.80588943692844,20,RPL26|TIMM8B|PPM1E|RPS29|RPL36A|RPS19|CYCS
All_DE_sleep_wake_genes,0.0519701086956522,0.210754504504505,0.115931642749028,-0.259950762125957,-1.27235650879753,152,DNAJA4|LRRC4C|RPS10|LYVE1|RCAN3|IER5|RPL18A|HYOU1|TXNDC5|MYADM|FGFR1|PPIB|MPP1|SLC35F3|CBLN2|TMSB10|CALR|RPS19|HSP90B1|GPC6|ZBTB16|RPL28|HSPA5|SERF2|DNAJB11|HSPB1|LRRTM4|TAFA1|ATP8A2|RAB40B
Down_sleep_7OR8,0.0554617117117117,0.210754504504505,0.101902204113224,-0.38936247909433,-1.43440238129924,36,IER5|HYOU1|MYADM|SLC35F3|CBLN2|CALR|HSP90B1|HSPA5|DNAJB11|LRRTM4
midbrain_DEG_BHQ1_negativeL2FC,0.101016518424396,0.293835586850404,0.0553808666173036,0.451562018519248,1.35816363266342,21,PLXNA2|SPACA6|PLXNC1|PRICKLE2|GOLGA4|NR1D2|HIF1A|ASTN1|ZNF490|PROX1
DE_ANOVA_UP_SD,0.108255216208044,0.293835586850404,0.0749258356507951,-0.285442368904689,-1.24557594510647,78,DNAJA4|LYVE1|IER5|HYOU1|MYADM|FGFR1|SLC35F3|CBLN2|CALR|HSP90B1|GPC6|ZBTB16|HSPA5|DNAJB11|HSPB1|LRRTM4|TAFA1
sleep_DOWN_wake_No_Change,0.217927631578947,0.517578125,0.0491079929978342,-0.343636915055826,-1.19195366742191,28,IER5|HYOU1|MYADM|SLC35F3|HSPA5|DNAJB11
Down_SD_3OR6,0.283632286995516,0.548128342245989,0.0430067286602703,-0.293284924780414,-1.1102233825958,40,LRRC4C|RCAN3|TXNDC5|PPIB|MPP1
Up_sleep_2OR3,0.2884886011821,0.548128342245989,0.0427020872196148,-0.290806136538532,-1.10693790666003,41,LRRC4C|RPS10|RPL18A|TMSB10|RPL28|SERF2|LRRTM4|ATP8A2|RAB40B
Up_SD_4OR7,0.387856944829498,0.626701570680628,0.0357793259745138,-0.296000885968892,-1.04366187739527,30,LYVE1|CBLN2|CALR|HSP90B1|GPC6|ZBTB16|LRRTM4|TAFA1
sleep_UP_wake_No_Change,0.414749098974217,0.626701570680628,0.034403895723653,-0.290092567173228,-1.02282988878027,30,RPS10|RPL18A|TMSB10|RPL28|SERF2|LRRTM4|ATP8A2|RAB40B
DE_ANOVA_DOWN_SD,0.43681652490887,0.626701570680628,0.0352105425456412,-0.231283599042422,-1.01314151585572,80,LRRC4C|RPS10|RCAN3|RPL18A|TXNDC5|PPIB|MPP1|TMSB10|RPS19
sleep_No_Change_wake_DOWN,0.491576912455123,0.626701570680628,0.0310082318686816,-0.278294823633105,-0.972864919868992,29,RCAN3|TXNDC5|PPIB|MPP1
sleep_UP_wake_DOWN,0.494764397905759,0.626701570680628,0.029890104144501,-0.343211155664282,-0.968414216644095,13,LRRC4C
sleep_No_Change_wake_UP,0.698006465517241,0.786683028670693,0.0243995032133761,-0.257850219132594,-0.842337411454787,22,LYVE1|CALR|GPC6|ZBTB16|TAFA1
sleep_DOWN_wake_DOWN,0.703874288810621,0.786683028670693,0.024355092025074,-0.253580223125198,-0.836286037561397,23,DNAJA4|IER5
sleep_No_Change_wake_No Change,0.913189077794951,0.93339815264949,0.0194700896057285,-0.232245197413502,-0.623999225664633,11,FGFR1|RPS19
sleep_UP_wake_UP,0.93339815264949,0.93339815264949,0.0123795661765257,0.235301446333876,0.606840444708396,12,SPACA6|IQGAP1|SMIM3|MED12L|PIGL|PMEPA1|CDKN1A|TMTC2|PER3
